Bengali,Hindi
রাজতন্ত্র,2. राजतंत्र से सिद्धान्त
রাজতন্ত্রবাদী,राजतंत्रवादी
রাজতন্ত্র,"राजतंत्र, एकराट्तंत्र"
মঠ,मठ
মঠ,2. बिहार
মঠ,3. संधाराम
সন্ন্যাস,मठजीवन
সন্ন্যাস,2. मठतंत्र
সন্ন্যাসী,भिक्षु
মাতৃভূমি,"मूल देश, मातृदेश"
মাতৃভূমি,मातृभूमि
সংসদের মা,संसद जननी
মুক্রকারস,"मकरेकर, कीचड़ उछालने वाला"
মমি,"ममी, चिरशव"
যাদুঘর,"संग्रहालय, अजायबघर"
মাস্কেট,"तुपक, लंबी बंदूक, तुफंग"
মাস্কেটিয়ার,"बंदकूची, बरकंदाज़"
মাস্কেট্রি,बरकंदाज़ों का दस्ता
মাস্কেট্রি,2. बरकंदाज़ी
মাস্টার মাস্টার,सैनिक उपस्थिति अधिकारी
মাস্টার-রোল,सैनिक नामावली
মাস্টার-রোল,2. उपस्थिति नामावली
বিদ্রোহ,"सैनिक विद्रोह, सैन्य विद्रोह ग़दर, फ़ौजी बग़ावत"
বিদ্রোহ আইন,"विद्रोह विधि, म्यूटिनी एक्ट"
রহস্য জাহাজ,रहस्यपूर्ण जहाज
বর্ণনামূলক,वर्णन
জাতি,राष्ट्र
স্থানীয়,"दैशवासी, देशीय व्यक्ति"
দেশীয় রাজ্য,रजवाड़ा
প্রকৃতিবাদ,प्रकृतिवाद
প্রাকৃতিক অধিকার,"नैसर्गिक अधिकार, प्राकृतिक अधिकार"
নাৎসি,"नात्सी, नाज़ी"
নাৎসি বিপ্লব,"नात्सी क्रांति, नाज़ी क्रांति"
নাৎসিবাদ,"नाज़ीवाद, नात्सीवाद"
পূর্ব কাছাকাছি,निकट पूर्व
নিগ্রো,नीग्रो
নিগ্রোফিল,नीग्रो समर्थक
নেগ্রোফিলিজম,नीग्रो प्रेम
নিগ্রোফোবিয়া,नीग्रो भय
নিরপেক্ষ,तटस्थ
নিরপেক্ষ দেশ,तटस्थ देश
নতুন চুক্তি,"न्यूडील, नई नीति, नई व्यवस्था"
নতুন বিশ্ব,नूतन विश्व
আভিজাত্য,"अभिजात वर्ग, अमीर वर्ग"
উন্নতচরিত্র,"अभिजात, अमीर"
উন্নতচরিত্র,2. मोहर
যাযাবর,"खानाबदोश, यायावर"
যাযাবর দল,यायावर दल
যাযাবর,खानाबदोशी जिंदगी
অহিংস সন্ধি,"अनाक्रमण अनुबंध, अनाक्रमण समझौता"
অ-আগ্রাসন চুক্তি,अनाक्रमण संधि
যুদ্ধহীন রাষ্ট্র,अयोधी राष्ट्र
অসহযোগিতা,असहयोग
অসহযোগ আন্দোলন,असहयोग आंदोलन
বিপরীত,(सिक्के का) मुख्य भाग
বিপরীত,2. परिपूरक भाग
গণতন্ত্র (=জনতাতন্ত্র),भीड़शाही
অক্লোক্র্যাট,"भीड़तंत्र का समर्थक, भीड़तंत्र का प्रतिपादक"
অফিসের নথিপত্র,"सरकारी दस्ताबेज़, सरकारी प्रलेख"
পুরোনো জগৎ,पुरानी दुनिया
অলিগার্কি,"गुटतंत्र, स्वल्पतंत्र"
আক্রমণ,"धातक आक्रमण, जबरदस्त मारकाट"
খোলা আলোচনা,प्रकट संधिवार्त्ता
খোলা প্রশ্ন,"मुक्त प्रश्न, खुला प्रश्न, विवादास्पद प्रश्न"
রেকর্ড খুলুন,अप्रतिबद्ध अभिलेख
প্রাচ্য,प्राच्य
প্রাচ্যবাদ,प्राच्यवाद
প্রাচ্যবাদ,2. पूर्व देशीयता
প্রাচ্যবিদ,प्राच्यविद्
উৎপত্তি,उद्भव
উৎপত্তি,"2. उद्गम, उत्पत्ति"
অর্থোগ্রাফি,शुद्ध लेखन
শত্রুতার প্রাদুর্ভাব,"सहसा युद्धारंभ, युद्ध का सहसा आरंभ, युद्ध का सहसा छिड़ जाना।"
আউট-পোস্ট,"सीमा चौकी, चौकी"
ওভার-লর্ড,अधिपति
অগ্রাহ্য করা,"चढ़ आना, कुचलना"
অগ্রাহ্য করা,2. प्रत्यादेश करना
পৌত্তলিক,"देवपूजक, पैगन"
পৌত্তলিক,पैगन
পৌত্তলিকতা,"देवपूजन, मूर्तिपूजा"
পৌত্তলিকতা,2. देवपूजावाद
প্যাগোডা,स्तूप
প্যাগোডা,2. बौद्ध मंदिर
প্যাগোডা,3. पैगोडा
প্রাসাদ চক্রান্ত,राजप्रासाद षड़यंत्र
প্যালাটিনেট,जागीर
তাল পাতা,"ताल, ताड़-पत्र"
অব্যবহিত পূর্ববর্তী রবিবার,खजूरी रविवार
প্যানেগরিস্ট,"प्रशस्तिकार, विरुदकार"
আতঙ্ক,आतंक
আতঙ্ক,2. तहलका
আতঙ্কগ্রস্ত,आतंककारक
পোপপদ,पोपतंत्र
পোপপদ,2. पोप पद
পোপপদ,3. पोप अवधि
পোপপদ,"4. पोप-परंपरा, पोपीय उत्तराधिकार"
পাপল বলদ,पोप का आदेश-पत्र
পোপবাদ,पोपवाद
পোপবাদ,2. पोपतंत्रीय व्यवस्था
পোপবাদী,पोपवादी
পোপ রাজ্য,पोप-राज्य
প্যাপিজম (=পেপিস্ট্রি),पोपवाद
পাপিস্ট,पोपवादी
প্যাপিরাস,पेपाइरस
উপমা,दृष्टांत कथा
প্যারামাউন্ট,परमोच्च
সর্বশ্রেষ্ঠতা (=পরামাউন্ট শক্তি),परमोच्च शक्ति
প্যারামাউন্ট ভদ্রমহিলা,सम्राज्ञी
পরম প্রভু,सम्राट्
পার্চমেন্ট,चर्मपत्र
পার্চমেন্ট,"2. पार्चमेंट, चर्मपत्र पांडुलिपि"
পার্চমেন্ট,3. पत्र
ক্ষমা,क्षमा
কথাবার্তা,"संधिवार्ता, सुलह की बातचीत"
কথাবার্তা,2. विमर्श
সংসদ (=সংসদ),"पार्लियामेंट, पार्लेमैन"
সংসদ,पार्लियामेंट
সংসদ,2. संसद
সংসদ,3. पार्लियामेंट
সংসদ আইন,पार्लियामेंट अधिनियम
সংসদ সদস্য,"सांसदिक, संसदविज्ञ"
সংসদ সদস্য,"2. संसदीय पद्धति का समर्थक, पार्लियामेंट समर्थक"
সংসদীয় এজেন্ট,संसदीय प्रतिनिधि
পারনেলিজম,पारनेलवाद
প্যারোল,पैरोल
প্যারোল,2. संबंध मुक्ति
প্যারিসাইড,पितृहंता
প্যারিসাইড,2. गुरुजनंहंता
পক্ষপাতমূলক,"पक्षपाती, पक्षधर"
পক্ষপাতমূলক,2. लड़ाका
পক্ষপাতমূলক,3. गुरिल्ला
পাস,"दर्रा, गिरी-द्वार"
পাস শব্দ (=ঘড়ি শব্দ),संकेत शब्द
প্যাট্রিয়ার্ক,कुल-पिता
প্যাট্রিয়ার্কস,"(बहुवचन में) जैकब के वंशज; डब्राहीम, इशाक, जैकब और उनके पूर्वज।"
প্যাট্রিশিয়ান,कुलीन
পিতৃত্ব,पैतृकी
প্যাক্স ব্রিটানিকা,पैक्स ब्रिटेनिका ब्रिटिश साम्राज्य द्वारा शांति-स्थापना
প্যাক্স রোমানা,"पक्स रोमाना, रोमन साम्राज्य द्वारा स्थापित शांति"
বংশ,वंशानुक्रम
বংশ,2. वंश-वृक्ष
বংশানুক্রমিক ব্যক্তি,"कुलीन व्यक्ति, उच्च कुलोत्पन्न व्यक्ति"
সমকক্ষ ব্যক্তি,पियर
সমকক্ষ ব্যক্তি,2. समपदस्थ
পিরেজ,पियर पद
পিরেজ,2. पियर वर्ग
পিরেজ,3. पियरेज
আয়ারল্যান্ডের সহকর্মীরা,आयरलैंड के पियर
স্কটল্যান্ডের সহকর্মীরা,स्कॉटलैंड के पियर
উপদ্বীপের প্রচারণা,प्रायद्वीपीय अभियान
উপদ্বীপ যুদ্ধ,प्रायद्वीपीय युद्ध
পেনান্ট,पताका
জনগণের সনদ (=জাতীয় সনদ),"लोक माँग पत्र, पीपुल्स चार्टर"
পিপলস ফ্রন্ট (=জনপ্রিয় ফ্রন্ট),जन मोर्चा
বেপরোয়া,विश्वासघात
সময়কাল,अवधि
সময়কাল,2. काल
পরিধি,परिधि
স্থায়ী বন্দোবস্ত,"इस्तमरारी बंदोबस्त, स्थायी बंदोबस्त"
চিরন্তন জাঁকজমক,स्थायी जागीर
ফ্যালানক্স,सैन्य व्यूह
ফ্যালানক্স,2. फैलेक्स
ফেরাউন,"फेरो, फ़राऊन, फेरोन"
পিকটোগ্রাম,चित्राक्षर
পিকটোগ্রাফ,चित्रलेख
পিকটোগ্রাফ,2. चित्रमय ग्राफ
তীর্থযাত্রী,तीर्थ यात्री
তীর্থযাত্রী পিতারা,पिलग्रिम फादर्स
পিলেজ,लूट
পিলেজ,2. लूट का माल
স্তম্ভ,स्तंभ
পিলার এডিক্টস (অশোকের),अशोक के स्तंभ लेख
পিলার এডিক্টস (অশোকের),स्तंभ लेख
পিলার এডিক্টস (অশোকের),2. लघु स्तंभ लेख
জলদস্যু,"जलदस्यु, समुद्री डाकू, समुद्र दस्यु"
জলদস্যু,2. दस्युपोत
পিচড যুদ্ধ,घमासान युद्ध
পটভূমি,षड़यंत्र
পলিস,नगर
পলিস,2. नगर राज्य
পলিটার্ক,पुर-शासक
পলিটিক্যাল এজেন্ট,"राजनीतिक एजेंट, राजनीतिक अभिकर्त्ता"
রাজনৈতিক আশ্রয়,राजनीतिक शरण
রাজনৈতিক বাসিন্দা,राजनीतिक राज्य प्रतिनिधि
রাজনৈতিক সন্ত্রাস,राजनैतिक आतंकवाद
মাথট,व्यक्ति कर
পন্টুন,"नौका सेतु, नाव पुल"
প্রিমিয়ার,प्रधान
প্রিমিয়ার,2. प्रधान मंत्री
প্রিমিয়ারশিপ,प्रधान मंत्री-पद
প্রেসিডেন্সি,प्रदेश
প্রেসিডেন্সি,2. प्रेसीडेन्सी
রাষ্ট্রপতি,"प्रधान, अध्यक्ष"
রাষ্ট্রপতি,2. राष्ट्रपति
প্রেসিডিয়াম,"प्रेसीडियम, अध्यक्षमंडल, प्रधान परिषद"
প্রধানমন্ত্রী,प्रधान मंत्री
প্রিমোজেনিচার,ज्येष्ठाधिकार
রাজপুত্র,नरेश
রাজপুত্র,2. राजकुमार
প্রিন্স বিশপ,प्रिंस बिशप
প্রিন্স কনসোর্ট,"महारानी-पति, प्रिंस कंसर्ट"
প্রিন্স রিজেন্ট,राज-अभिभावक
পিন্স regnant,शासक युवराज
রাজকুমারী রিজেন্ট,राज-अभिभाविका
রাজকুমারী,ज्येष्ठ राजकुमारी
প্রিন্সিপ্যালিটি,राज्य
প্রিন্সিপ্যালিটি,2. देशी राज्य
প্রিন্সিপ্যালিটি,3. सामंत देश
পুরস্কার,युद्ध उपहार
পুরস্কার,2. समुद्री लूट
উপহার স্বরূপ,विजित धन
পেশাদার সৈনিক,"पेशेवरसिपाही, व्यावसायिक सैनिक"
প্রতিশ্রুতি,"वचन, वायदा"
প্রমোনটরি ফোর্ট,अंतरीप दुर्ग
প্রটেক্টরেট,"संरक्षित राज्य, संरक्षित देश"
প্রটেক্টরেট,2. संरक्षण-काल
প্রটেক্টরেট,प्रोटेक्टोरेट
প্রোটেগ,आश्रित
উদ্ভব,प्राप्ति-स्थान
উদ্ভব,2. मूलस्रोत
প্রোভেনেন্স সিস্টেম,उद्गम-पद्धति
ইহুদিবাদী,यहूदी समर्थक
জনশত্রু,लोक-शत्रु
জনশত্রু,2. शत्रु राष्ट्र; युद्धरत राष्ट्र
বিরাম,संधि पूर्व वार्ता
পুনিক যুদ্ধ,प्यूनिक युद्ध
পিউরিটান,प्यूरिटन
Putsch,पुश
কোয়াড্রিগা,चतुरश्व रथ
চতুর্মুখী জোট,"चतष्ट्र मैत्री, चतुर्राष्ट्र संश्रय"
কোয়েকার,क्वेकर
রাণী,"रानी, राजमहिषी"
রানী সহধর্মিণী,राजपत्नी
কুইন দোহার,स्वर्गीय राजा की पत्नी
কুইনডম,सम्राज्ञी का पद
কুইনডম,2. राज्य
রানী মা,राजमाता
রাজকুমারী,शासिका रानी
কুইসলিং,"देश-द्रोही, विभीषण"
কুইসলিং,2. क्विसलिंग
ভাড়া ছাড়ুন,सेवामुक्ति लगान
কাঁপুনি,"तरकश, तूणीर"
ওয়ারেন্টো,अधिकार-पृच्छा
জাতি,प्रजाति
জাতিগত আধিপত্য,प्रजातीय सर्वोच्चता
তাক,शिकंजा
তাক,2. उत्पीड़क यन्त्र
অভিযান,धावा
অভিযান,2. छापा मारना
রামপার্ট,"दुर्ग प्राचीर, परकोटा"
রামপার্ট,2. दुर्ग-प्राचीर ढाल
লুণ্ঠন,लूट-खसोट करना
মুক্তিপণ,"मुक्तिमूल्य, फिरौती"
মুক্তিপণ,"2. निष्क्रय, निःक्रय"
ধ্বংসযজ্ঞ,विध्वंस
ধ্বংসযজ্ঞ,विध्वंस-परिणाम
রাজত্ব,राज्य
রিয়ার গার্ড,"चंदावल, पार्ष्णि"
রিয়ার গার্ড অ্যাকশন,चंदावल हमला
বিদ্রোহী,विद्रोही
বিদ্রোহ,विद्रोह
বিদ্রোহের স্বীকৃতি,विद्रोह-मान्यता
পুনঃসঞ্চালন,बलात् निष्कासन
রিকনেসান্স,"वीक्षण, टोह"
পুনর্গঠন,पुनर्निर्माण
রেকর্ড,"अभिलेख, रिकॉर्ड"
রেকর্ড অফিস,"रिकॉर्ड आफिस, अभिलेख कार्यालय"
রেকর্ড অবসর,अभिलेख की निवृत्ति
লাল শার্ট,"लालकुर्ती वाला, खुदाई खिदमतगार"
সংস্কার,"धर्मसुधार आंदोलन, रिफॉर्मेशन"
উদ্বাস্তু,शरणार्थी
রেগালিয়া,राजाधिकार
রেগালিয়া,2. राजचिह्र
রেগালিয়া,3. राजपरिधान
রিজেন্সি,"प्रतिशांसन-व्यवस्था, रीजेंसी"
রিজেন্ট,"प्रतिशासक, रीजेन्ट"
রাজকীয় রানী,अभिभावक रानी
রেজিসাইড,"राजहंता, नृपध्न, नृपहंता"
রেজিসাইডস,"राजहंता, रेजिसाइड्स"
শাসন,"राज्यकाल, शासन-काल"
শাসন,2. शासन-पद्धति
অঞ্চল,"प्रदेश, क्षेत्र"
রাজকীয় বছর,"राज्य-संवत्, राज्य वर्ष"
রেগন্যান্ট,"शासक, शासन करने वाला"
রেগনাম,राज्यकाल
রাইখ,"राईख, जर्मन साम्राज्य"
রাজত্ব,राज्य काल
রাজত্ব,2. शाही शासन या राजसी प्राधिकार।
রাজত্ব করা পরিবার,राज परिवार
সন্ত্রাসের রাজত্ব,आतंक काल
সন্ত্রাসের রাজত্ব,2. आतंक राज्य
শক্তিশালী করা,कुमुक
শক্তিবৃদ্ধি,कुमुक भेजना
পুনঃস্থাপন,"पुनः स्थापना, बहाली"
পুনরায় বিনিয়োগ করুন,प्रति स्थापना
রিলে পোস্ট,"बदल चौकी, टपाल चौकी"
রিলে রুট,"टपाल मार्ग, डाक-मार्ग"
রিলে সিস্টেম,"टपाल व्यवस्था, अभिचालन व्यवस्था"
মুক্তি,"रिहाई, मुक्ति"
মুক্তি,2. छूट
ত্যাগ,"त्याग, परित्याग"
ত্যাগ,2. संन्यास
রেপার্টরি (=ইনভেন্টরি),बृहत् सूची
ভান্ডার,भंडार
ভান্ডার,2. संग्रहालय
প্রজাতন্ত্র,"गणराज्य, गणतंत्र"
প্রজাতন্ত্র দিবস,गणराज्य दिवस
রিস্ক্রিপ্ট,लिखित समाधान
রিস্ক্রিপ্ট,2. राजाज्ञा
বাসিন্দা,रेजीडेंट
পুন: প্রতিষ্ঠা,पुनः स्थापना
পুনরুত্থান,(ईसा का) पुनरुत्थान
পুনরুত্থান,2. पुनुरूज्जीवन
পশ্চাদপসরণ,पीछे हटना
বিপরীত (একটি মুদ্রার),(सिक्के का) पृष्ठ भाग
বিদ্রোহ,विद्रोह
বিপ্লব,क्रांति
"বিপ্লব, ফরাসি","फ्रांसीसी क्रांति, फ्रांस की राज्य क्रांति"
বিপ্লব গৌরবময়,अ. दे. Glorious Revolution
"বিপ্লব, শিল্প",औद्योगिक क्रांति
উদীয়মান,"विप्लव, बल्वा"
পচা-বরো,राटन बरो
রাফ রাইডার,रफ राइडर्स
গোলাকার মাথা,राउन्ड हेड्स
রাউট,"भगा देना, परास्त करना, खदेड़ना"
রাজকীয় দর্শক,"राजा से भेंट, राज-दर्शन"
রাজকীয় সনদ,शाही फरमान
রাজকীয় ক্রেস্ট,राजचिह्र
রাজকীয় ক্রেস্ট,2. राजकिरीट
রাজকীয় ফরমান,राजाज्ञा
রুব্রিক,रूबर‍िक
ধ্বংসাবশেষ,"भग्नावशेष, ध्वंसावशेष, खंडहर"
রানার,"धावक, हरकारा"
নাশকতা,"अंतध्वंस, तोड़फोड़"
সাবের,खंग
সাবার্স,"रिसाला, अश्वारोही दल"
বলিদান,यज्ञ
বলিদান,2. बलि
বলিদান,3. बलिदान
নিরাপদ আচরণ,अभय दान
নিরাপত্তা বেষ্টনী,"रक्षोपाय, रक्षा-विधान"
নিরাপত্তা বেষ্টনী,2. सुरक्षण बचाव
নিরাপত্তার দায়িত্ব,पूर्व रक्षात्मक कर
স্যালি,धावा
স্যালি-বন্দর,धावा द्वार
রাজদণ্ড,राजदंड
Scimitar,"तलवार, शमशीर"
দ্বিতীয় এস্টেট,"द्वितीय संपदा, अभिजात वर्ग"
সম্প্রদায়,संप्रदाय
সম্প্রদায়,2. पंथ
খিঁচুনি,कब्जा
খিঁচুনি,2. अधिग्रहण
সেনেট,सेनेट (प्राचीन रोम की संसद)
সেনেট,2. सेनेट
সেনেট,3. अभिषद्
সেনেট,4. सेनेट
দাস (= বর্ডার বা ভিলিন),कृषिदास
দাস (= বর্ডার বা ভিলিন),"2. खिदमती, दास"
দাসত্ব (সার্ফহুড বা সারফেজ),कृषि-दासता
দাসত্ব (সার্ফহুড বা সারফেজ),2. कृषि दास-व्यवस्था
ছায়া রাজা,नाम मात्र का राजा
শিপ মানি,जहाज कर
শক সৈন্য (= ঝড় সৈন্য),आक्रामी सेना
সংক্ষিপ্ত সংসদ,"स्वल्पावधि पार्लियार्मेट, अल्पकालीन पार्लियामेंट"
ঝগড়া,झड़प
দাস,"दास, गुलाम"
দাসত্ব,दास-प्रथा
দাসত্ব,"2. दासता, गुलामी"
সৈনিক রাষ্ট্রনায়ক,सैनिक राजमर्मज्ञ
বর্শা,बल्लम
বর্শা-মাথা,हरावल
গোলক,प्रभाव क्षेत्र
স্ফ্রাজিস্টিকস,"मुहर-विद्या, मुद्रा-विद्या"
সিস্টেম নষ্ট করে,पद पुरस्कार व्यवस्था
স্কয়ার,बड़ा भूस्वामी
স্কয়ার,2. स्कवायर
স্কয়ারআর্কি,जमींदार वर्ग
স্কয়ারআর্কি,2. भूस्वामी प्रभावित तंत्र
স্ট্যান্ডার্ড,ध्वज
মান-ধারক,ध्वज-वाहक
স্থায়ী সেনাবাহিনী,स्थाई सेना
স্থায়ী আদেশ,मानक निर्देश
স্থায়ী আদেশ,2. स्थाई आज्ञा
স্টেটসম্যান,"राजनीति विशारद, राजनीति मर्मज्ञ"
পাথরের শিলালিপি,"प्रस्तर लेख, पाषाणलेख"
ঝড় সৈন্য,तूफानी दस्ता
কৌশল,"कूट युक्ति, कूट उपाय"
কৌশল,"युद्ध चालन विद्या, सामरिकी"
কৌশল,2. फौजी दाँव-पेच
কৌশল,3. रण-फौशल
স্ট্র্যাটোক্র্যাসি,सैनिक शासन
কলহ,संघर्ष
কলহ,2. मतभेद
শক্ত হোল্ড,गढ़
শক্ত হোল্ড,2. प्रमुख केंद्र
সাবসিডিয়ারি ট্যালাইন্স,सहायक संधि
উত্তরাধিকার,उत्तराधिकारी
উত্তরাধিকারী,उत्तराधिकारी
ভোটাধিকার,मताधिकार
ভোটাধিকারী,मताधिकारवादी
সালতানাত,सल्तनत
সুলতানি আমল,सल्तनत-काल
আত্মসমর্পণ,अभ्यर्पण
সুজারেন,अधिराज
সুজারেন রাজ্য,अधिराज्य
তলোয়ারধারী,"शमशीरबाज, खड़गधारी, असियोद्धा"
তামানি সোসাইটি,टैमनी समाज
টেম্পারড তলোয়ার,पानी चढ़ी तलवार
প্রজা,काश्तकार
প্রজা,"2. किराएदार, आसामी"
এলাকা,"भूभाग, इलाका, अमलदारी"
এলাকা,2. प्रदेश
অঞ্চল সরকার,टेरिटरी गवर्नमेन्ट
সন্ত্রাস,"आतंकवाद, संत्रासवाद"
তৃতীয় এস্টেট,"तृतीय वर्ग, जनता, जनसाधारण"
তিনটি এস্টেট,तीन वर्ग
টোল,"पथकर, राहदारी"
টোল বাড়ি,चुंगी घर
সমাধি,"तूंब, मकबरा"
টোরি,टोरी
টোটেম,"गणचिह्र, कुलचिह्र, टोटेम"
টাওয়ার,मीनार
টাওয়ার,2. मचान
বিজয়ের টাওয়ার,"जयस्तंभ, कीर्ति-स्तंभ"
বিশ্বাসঘাতক,"देशद्रोही, गद्दार"
বিশ্বাসঘাতকতা,विश्वासघात
বিশ্বাসঘাতকতা,राजद्रोह
সন্ধি,संधि
যুদ্ধের মাধ্যমে বিচার (=যুদ্ধের মাধ্যমে ট্রায়াল),द्वंद्ध युद्ध परीक्षा
শ্রদ্ধাঞ্জলি,"खिराज, राजस्व"
শ্রদ্ধাঞ্জলি,2. राजकर
শ্রদ্ধা ভূমি,खिराजी भूमि
তিন জোট,त्रिराष्ट्रीय (मैत्री) संधि त्रिपक्षीय संधि
ট্রিপল entente,"त्रिराष्ट्र सौहार्द्र, ट्रिपल आंतांत"
বিজয়,विजय
বিজয়,2. विजय शोभा-यात्रा
অশান্তি,विक्षोभ
অত্যাচারী হত্যা,निरंकुश-घातक
অত্যাচারী হত্যা,2. क्रूर घात
অত্যাচার,निरंकुश शासन
অত্যাচার,2. निरंकुशता
অত্যাচারী,"निरंकुश शासक, अत्याचारी शासक"
উহলান,उलान
উকাসে,उकाज
উকাসে,2. राजाज्ञा
ওলামা,उल्मा
আল্টিমেটাম,अंतिम चेतावनी
আল্টিমেটাম,2. अंतिम प्रस्ताव
চাচা স্যাম,अंकिल सैम
অধীনস্থ রাজা,अधीनस्थ राजा
ইউনাইটেড আইরিশম্যান,युनाइटेड आयरिशर्मन
জাতিসংঘ,संयुक्त राष्ट्र संघ
ইউনাইটেড প্রদেশ,संयुक्त प्रांत
ইউনাইটেড প্রদেশ,2. युनाइटेड प्राविन्सेज़
অপ্রত্যাশিত দুর্গ,एक प्राचीर दुर्ग
সর্বজনীন রাজা,"चक्रवर्ती राजा, सार्वभौम राज"
সার্বজনীন ভোটাধিকার,सर्वजनीन मताधिकार
বিদ্রোহ,"विद्रोह, विप्लव"
দখল,"बलादग्रहण, हड़पना"
দখলকারী,बलादग्रहणकर्त्ता
ইউটোপিয়া,"यूटोपिया, काल्पनिक राज्य"
ভাঙচুর,कला विध्वंसक
ধ্বংসাত্মক,कला विध्वंस
ভ্যানগার্ড,नासीर
ভ্যানগার্ড,"2. सेनामुख, सेनाग्र"
ভ্যানগার্ড,3. हरावल
ভারাঙ্গিয়ান,वैरेंजियायी
ভারাঙ্গিয়ান প্রহরী,वैरेंजियायी रक्षक
ভাসাল,असामी
ভাসাল,2. दास
ভাসাল রাষ্ট্র,"अवराज्य, सामंती राज्य"
ভ্যাটিকান কাউন্সিল,पोप परिषद
ভেসেল,"जहाज, पोत"
ভেসেল,2. यान
ভেসেল,3. बर्तन
উপরাজ,अo देo viceroy
ভাইসরয়,वाइसराय
ভাইসরয়্যালিটি = ভাইসরয়শিপ,वाइसराय का पद
ভিক্টর,विजेता
বিজয়,विजय
ভিলেইন,कृषिदास
সমুদ্রযাত্রা,समुद्र-यात्रा
অরক্ষিত দুর্গ,"सुभेद्य दुर्ग, सहजभेद्य दुर्ग"
অম্লান চিত্র,भित्ति चित्रकारी
অম্লান চিত্র,2. भित्ति चित्र
যুদ্ধ,युद्ध
যুদ্ধ-প্রভু,महान सेनानी
যোদ্ধা,योद्धा
যোদ্ধা,2. सैनिक
যোদ্ধা,3. जंगलू
যুদ্ধজাহাজ,"युद्धपोत, जंगी जहाज"
ওয়াচ-শব্দ,संकेत शब्द
কল্যাণ রাষ্ট্র,"लोक कल्याणकारी राज्य, जनहितकारी राज्य"
কল্যাণমূলক কাজ,कल्याण-कार्य
হুইগ,हविग
সাদা পতাকা,"श्वेत ध्वज, सफेद झंडा"
হোয়াইটম্যানের বোঝা,"श्वेत जाति का भार, श्वेत जाति का दायित्व"
বিশ্ব সাম্রাজ্য,विश्व-साम्राज्य
বিশ্ব আন্দোলন,विश्वव्यापी आंदोलन
বিশ্ব রাজনীতি,विश्व-राजनीति
বিশ্ব শক্তি,विश्वा-शक्ति
বিশ্বযুদ্ধ,विश्वयुद्ध
Wreeker,पोत-भंजक
ধ্বংসকারী সংশোধনী,विनाशकारी संशोधन
জেনেলাসিস,"जैनेलेजिया, अप्रवेशन"
জেনোফোবিয়া,विदेशी जनभीति
ইয়াঙ্কি,यांकी
হলুদ জ্যাকেট,पीत परिधान
হলুদ মানুষ,पीत जाति
হলুদ বিপদ,"पीत आतंक, पीत भीति"
হলুদ প্রেস,सनसनीखेज समाचार पत्र
তরুণ তুর্কিদের,"यंग टर्क, युवा तुर्क"
জিউস,"जूस, देवाधिपति"
জায়নবাদ,यहूदीवाद
জরথুষ্ট্রবাদ,"पारसी धर्म, ज़रथुष्ट्र  धर्म"
