Hindi,Odiya
स्मारक सिक्का,ସ୍ମରଣୀୟ ମୁଦ୍ରା
स्मारक मुहर,ସ୍ମରଣୀୟ ସିଲ୍ |
सार्वजनिक भूमि,ସାଧାରଣ କ୍ଷେତ୍ର |
कम्यूनार्ड,କମ୍ୟୁନାର୍ଡ |
समझौता,କନକର୍ଡେଟ୍ |
2. धर्म-संधि,କନକର୍ଡେଟ୍ |
कंदोत्यर,କଣ୍ଡୋଟିଅର୍ |
"अधिकार-पत्र की पुष्टि, चार्टर-पुष्टि",ନିଶ୍ଚିତକରଣ କାର୍ଟାରମ୍ |
संघर्ष,ଦ୍ୱନ୍ଦ୍ୱ |
धर्म-संगति,ମଣ୍ଡଳୀ
विजेता राज्य,ରାଜ୍ୟ ଜିତିବା |
विजेता,ଜୟ
"वर्षक वीर, अत्याचारी विजेता",କନକ୍ୟୁଷ୍ଟାଡର୍ |
राजपरिषद्,କନସିଲିୟମ୍ |
"चर्च न्यायालय, काँसिस्टरी",ସ୍ଥିର
षड़यन्त्र,ଷଡଯନ୍ତ୍ର
2. साजिश,ଷଡଯନ୍ତ୍ର
कांसुली शासन,କନସୁଲେଟ୍ |
परामर्श-पुस्तिका,କନସୁଲେସନ୍ ବୁକ୍ |
महाद्वीपीय व्यवस्था,କଣ୍ଟିନେଣ୍ଟାଲ୍ ସିଷ୍ଟମ୍ |
अनधिकृत आहूत पार्लियामेंट,ସମ୍ମିଳନୀ ସଂସଦ |
कापरहेड्स,କପରହେଡ୍ସ (= ଶାନ୍ତି ଗଣତାନ୍ତ୍ରିକ)
"पट्ट-भूमि, पट्टे पर मिली भूमि",କପିହୋଲ୍ଡ |
परिसीमन; घेरा डालना,କର୍ଡୋନିଂ |
"मुकुट, किरीट",କରୋନା |
राज्याभिषेक,କରୋନେସନ୍ |
"अभिषेकाश्म, अभिषेक-शिला",କରୋନେସନ୍ ପଥର |
(ग्रंथ) संग्रह,କର୍ପସ୍
"जलदस्यु, समुद्री डाकू",କର୍ସାୟର୍ |
2. दस्यु पोत,କର୍ସାୟର୍ |
"उरस्त्राण, वक्षस्त्राण",କର୍ସେଟ୍ (= କର୍ସଲେଟ୍)
"कार्टिज़, स्पेनी संसद",କର୍ଟସ୍ |
कुटी घर,କୁଟୀର (= କୁଟିଅର୍)
2. खिदमती काश्तकार,କୁଟୀର (= କୁଟିଅର୍)
काउन्ट पैलेटीनेट,ପାଲାଟିନେଟ୍ ଗଣନା କରନ୍ତୁ |
ग्राम्य आवास,ଦେଶ ଘର
काउन्टी,କାଉଣ୍ଟି |
काउन्टी बरो,କାଉଣ୍ଟି ବୋରୱେଲ |
काउन्टी न्यायालय,କାଉଣ୍ଟି କୋର୍ଟ |
काउन्टी रियासत,କାଉଣ୍ଟି ପାଲାଟାଇନ୍ |
दरबार,କୋର୍ଟ
2. राजसभा,କୋର୍ଟ
राजपरिपत्र,କୋର୍ଟ ସର୍କୁଲାର୍ |
"दरबारी शिष्टाचार, दरबारी अदब, दरबारी क़ायदा",କୋର୍ଟ ଶ iqu ଳୀ
"राजदरबारी, राजसभासद, मुसाहिब",କୋର୍ଟ
कोर्ट ऑफ कैसेशन,ଅଦାଲତ
"(ईस्ट इंडिया कंपनी का) निदेशक मंडल, कोर्ट ऑफ डायरेक्टर्स",କୋର୍ଟ ଅଫ୍ ଡାଇରେକ୍ଟର୍ସ (EIC)
"(ईस्ट इंडिया कंपनी का) स्वामी मंडल, कोर्ट ऑफ प्रोप्राइटर्स",ମାଲିକଙ୍କ କୋର୍ଟ
राजकवि,କୋର୍ଟ କବି
प्रसंविदाकारी केमेरोनपंथी,ଚୁକ୍ତିଭିତ୍ତିକ କାମେରୋନିଆନ୍ |
"राजा, क्राउन",ମୁକୁଟ |
2. (क) ताज,ମୁକୁଟ |
(ख) मुकुट,ମୁକୁଟ |
"खालसा, राजभूमि",ମୁକୁଟ ଜମି |
2. संघ राज्य,ମୁକୁଟ ଜମି |
युवराज,କ୍ରାଉନ୍ ପ୍ରିନ୍ସ |
"धर्मयुद्ध, जिहाद",କ୍ରୁସେଡ୍ |
धर्म-योद्धा,କ୍ରୁସେଡର୍ |
"गुप्त लेख, छद्म लेख, गुप्त संदेश, कूट लेख, कूट संदेश, छद्म संदेश",କ୍ରିପ୍ଟୋଗ୍ରାମ୍ |
"वक्षस्त्राण, जिरहबख़्तर",କୁଇରାସ୍ |
"चर्म कवचधारी, अश्वारोही",କୁଇରାସିଅର୍ |
संप्रदाय देवता,ଦେବତା ସଂସ୍କୃତି
"क्यूरिया, सभा-भवन, परिषद",କୁରିଆ
2. रोम का सीनेट भवन,କୁରିଆ
जारशाही,ରାଜା
अंध महाद्वीप,ଅନ୍ଧାର ମାଳଦ୍ୱୀପ |
प्रलय-दिवस,ବିଚାର ଦିନ
2. क़यामत का दिन,ବିଚାର ଦିନ
"डीन, अधिष्ठाता",ଡିନ୍
जशक,ଦଶନ୍ଧି
दीनार,ଡେନାରିୟସ୍ |
सिंहासनच्युत राजा,ବିତାଡିତ ରାଜତନ୍ତ୍ର |
विलुंठन,ଲୁଟ
"अपहरण, लूट-खसोट",ବିଚ୍ଛିନ୍ନତା |
गद्दी से उतारना,ଡେଥ୍ରୋନ୍ |
राजमुकुट,ଡାଏଡେମ୍ |
2. किरीट,ଡାଏଡେମ୍ |
3. राजचिह्र,ଡାଏଡେମ୍ |
डायेसिया,ଡିଆସିଆ
न्यायालय,ଡିକାଷ୍ଟେରିୟମ୍ |
जलप्रलयवादी,ଦିଲୁଭିଆଲିଷ୍ଟ |
बिशप-क्षेत्र,ଡ଼ିଓସିସ୍
2. डायोसीज़,ଡ଼ିଓସିସ୍
क्रांतिकारी कार्यकारिणी,Directoire (= Directry)
2. दायरोक्तायर,Directoire (= Directry)
दिरहम,ଦିରହମ୍ |
निष्ठाहीन,ଅବିଶ୍ୱାସୀ |
2. देशद्रोही,ଅବିଶ୍ୱାସୀ |
"राज्य-अपहरण नीति, राज्यलय-नीति",ତ୍ୟାଗ
"प्रलेख, दस्तावेज़",ଡକ୍ୟୁମେଣ୍ଟ୍
"दस्तावेज़ी साक्ष्य, प्रलेखी साक्ष्य",ଡକ୍ୟୁମେଣ୍ଟାରୀ ପ୍ରମାଣ |
"अंतिम निर्णय पुस्तक, क़यामत के दिन की पुस्तक",ଡୋମେସ୍ ବୁକ୍ |
कॉन्सटेन्टाइन का दान,କନଷ୍ଟାଣ୍ଟିନର ଦାନ |
"विधि, क़ानून",ନିପାତ |
राजमाता,ଡାଉଜର୍ ରାଣୀ |
"ड्रेगून, घुड़सवार",ଡ୍ରାଗନ୍ |
साँडनी सवार,ଡ୍ରୋମେଡାରିଆନ୍ |
"साँडनी, मादा ऊँट",ଡ୍ରୋମେଡାରୀ |
महा नौका,ଡ୍ରୋମଣ୍ଡ |
द्वंद्व युद्ध,ଡୁଆଲ୍ |
"डुअल अलाएँस, दोहरी संधि",ଦ୍ୱ ual ତ ମିଳିତତା |
ड्यूल आँताँत,ଡୁଆଲ୍ ଏଣ୍ଟେଣ୍ଟେ |
"दोहरा शासन, दुहरी सरकार, द्वैध शासन",ଡୁଆଲ୍ ସିଷ୍ଟମ୍ (= ଦ୍ୱ ual ତ ସରକାର)
ड्यूक,ଡ୍ୟୁକ୍ |
ड्यूमा,ଡୁମା
वामन अवतार,ବାଘ ଅବତାର |
वंश,ରାଜବଂଶ
2. राजवंश,ରାଜବଂଶ
गरूड़,ଇଗଲ
एल्डरमेन,ଏଲଡର୍ ମ୍ୟାନ୍ |
अर्ल,କର୍ଣ୍ଣ
"अर्लपद, अर्लक्षेत्र",Earldom
"पूर्व गुप्त वंश, पूर्व गुप्त वंशीय राजा",ପ୍ରାରମ୍ଭିକ ଗୁପ୍ତା |
पूर्वकालीन (ऐतिहासिक) स्थल,ପ୍ରାରମ୍ଭିକ (histor ତିହାସିକ) ସାଇଟଗୁଡିକ |
पूर्व वैदिक काल,ପ୍ରାରମ୍ଭିକ ବ ed ଦିକ ଅବଧି |
नागरिक सभा,ଉପଦେଶ
"प्रत्यास्थापन धर्मादेश, प्रत्यास्थापनराजादेश, एडिक्ट ऑफ रेस्टिट्यूशन",ପୁନ it ଉଦ୍ଧାରର ଆଦେଶ |
अष्टांगिक मार्ग,ଆଠ ଗୁଣା ପଥ |
"चर्च अधिकारी, गिरजाधिकारी, प्रेसबीटर",ପ୍ରାଚୀନମାନେ
वयोवृद्ध राजविद्,ବୟସ୍କ ରାଜ୍ୟସ୍ତରୀୟ (= ଜେନ୍ରୋ)
अंकुश,ହାତୀ ଛେଳି |
"ग्यारह वर्ष का आतंक राज्य, एकादश वर्षीय आतंक राज्य",ଏକାଦଶ ବର୍ଷର ଅତ୍ୟାଚାର |
एलीजे,ଏଲିସା (= ଏଲିସି)
बाड़ाबंदी आंदोलन,ଏନକ୍ଲୋଜର ଆନ୍ଦୋଳନ |
पोप-परिपत्र,ଏନସାଇକ୍ଲିକ୍ |
विश्वकोशकार आंदोलन,ଏନସାଇକ୍ଲୋପେଡିଷ୍ଟ ଆନ୍ଦୋଳନ |
"आंतांत, सौहार्द",ଏଣ୍ଟେଣ୍ଟେ |
"दृढ़ सौहार्द, आंतांत कार्दिआल",ଏଣ୍ଟେଣ୍ଟେ କର୍ଡିଆଲ୍ |
राज्यारोहण,ଏଣ୍ଟ୍ରୋନ୍ |
"परिचारक गण, परिचर",ଭ୍ରମଣ
"वस्त्र, परिधान",ଏଫୋଡ୍
"दंडाधीश, एफोर",ଇଫୋର |
वीरयुग,ଏପିକ୍ ବୟସ |
महाकाव्य-नायक,ଏପିକ୍ ହିରୋ |
पुरालेख,ଏପିଗ୍ରାଫ୍ |
बिशपतंत्र,Episcopacy
विशप-पीठ,Episcopate |
घटना,ଏପିସୋଡ୍
युग,ଯୁଗ
युगांतरकारी घटना,ଯୁଗ ତିଆରି ଇଭେଣ୍ଟ |
युग-प्रवर्तक व्यक्ति,ଯୁଗ ସୃଷ୍ଟି କରୁଥିବା ବ୍ୟକ୍ତି |
नाम-स्रोत,ଉପନାମ
अश्वपाल,ସମୀକରଣ
2. एक्यरी,ସମୀକରଣ
अश्वारोही मूर्ति,ଅଶ୍ୱିନୀ ମୂର୍ତ୍ତି |
"काल, संवत्",ଯୁଗ
दास-कारागार,ଏରଗାଷ୍ଟୁଲମ୍ |
यूखेरिस्त,ଇଉକାରିଷ୍ଟ |
"शुभ संदेशवाद, इंजीलवाद",ସୁସମାଚାର
इंजीली आंदोलन,ସୁସମାଚାର ଆନ୍ଦୋଳନ |
"इंजीली प्रचारक, इंजीलवादी",ସୁସମାଚାର ପ୍ରଚାରକ |
एक्सार्क,Exarch
"निष्कासितों का शासक, निर्वासितों का शासक",Exilarch
फैलेंजवादी,ଫାଲାଙ୍ଗିଷ୍ଟ |
() पितृभूमि,ପିତା ଭୂମି |
(2) स्वदेश,ପିତା ଭୂମି |
पर्व,ଫେରିଆ |
जड़-पूजा,ଫେଟିଶ୍ |
सामंती-क्षेत्र,ସାମାଜିକ ହୋଲ୍ଡିଂ |
"सामंतवाद, सामंतशाही",ସାମ୍ରାଜ୍ୟବାଦ (= ସାମ୍ରାଜ୍ୟ ପ୍ରଣାଳୀ)
सामंती व्यवस्था,ସାମ୍ରାଜ୍ୟ ବ୍ୟବସ୍ଥା |
सामंत,ବିବାଦୀୟ |
धर्मत्राता,ଫିଡେ ଡିଫେନ୍ସର୍ (= ବିଶ୍ୱାସର ଡିଫେଣ୍ଡର)
जागीर,ଫିଫ୍ |
क्षेत्र-व्यवस्था,ଫିଲ୍ଡ ସିଷ୍ଟମ୍ |
पंचदशांश कर,ପ te ୍ଚଦଶ କର |
नाम मात्र का अध्यक्ष,ଚିତ୍ର ମୁଣ୍ଡ
अवसानमुखी शताब्दी,ଫିନ୍ ଡି ସାଇକେଲ୍ |
फायर ईटर,ଅଗ୍ନି ଭୋଜନକାରୀ |
पाँच मील अधिनियम,ପାଞ୍ଚ ମାଇଲ୍ ଆକ୍ଟ |
"पताका, ध्वज",ପତାକା
जुपिटर के पुजारी,ଫ୍ଲେମେନ୍ ଡାଏଲିସ୍ |
मार्स के पुजारी,ଫ୍ଲେମେନ ମାର୍ଟିଆଲିସ୍ |
"दीप्त शिला, जलती मशाल",ଜ୍ୱଳନ୍ତ ମଶାଲ |
"पार्श्व, बाजू",ଫାଙ୍କା
"तुलुग़मा, पार्श्वग्राह",ଫ୍ଲାଙ୍କିଙ୍ଗ୍ ଗତି
उन्नतिशील सभ्यता,ସମୃଦ୍ଧ ସଭ୍ୟତା |
नदी संबंधी विश्वास,ଫ୍ଲୁଭିଆଲିଷ୍ଟିକ୍ ବିଶ୍ୱାସ |
"लोक-देवता, जन-देवता",ଲୋକ ଭଗବାନ |
जन-देवी,ଲୋକ ଦେବୀ
लोक-स्मृति,ଲୋକ ସ୍ମୃତି
लोक कथा,ଲୋକ ପୁରାଣ (= ଲୋକନୃତ୍ୟ)
रसदमारी धावा,ଚୋରାଚାଲାଣ |
धावा,ଅଗ୍ରଗାମୀ |
"पुरखा, पूर्वज",ଅଗ୍ରଗାମୀ |
"पूर्वज, पुरखा",ପୂର୍ବଜ
पूर्वगामी,ଅଗ୍ରଗାମୀ |
"जोखिम दल, अग्रदल",ଭରସା
निर्माण-अवस्था,ଗଠନମୂଳକ ପର୍ଯ୍ୟାୟ |
"किला, दुर्ग, गढ़",ଦୁର୍ଗ
क़िलाबंदी,ଦୁର୍ଗ
"प्राचीरयुक्त नगर, परकोटेवाला नगर",ଦୁର୍ଗ ସହର
"दुर्ग, कोटला, गढ़ी",ଦୁର୍ଗ
फॉर्चूना,ଫର୍ଚୁନା
रोमन फोरम,ଫୋରମ୍ ରୋମାନମ୍ |
फ्रांसिस श्रमण,ଫ୍ରାନ୍ସିସ୍କାନ୍ |
मध्यवर्गीय ज़मींदार,ଫ୍ରାଙ୍କଲିନ୍ |
भ्रातृघातक युद्ध,ଭ୍ରାତୃ ଯୁଦ୍ଧ |
"स्वतंत्र चर्च, अबद्ध गिरजा",ମୁକ୍ତ ଚର୍ଚ୍ଚ
"उन्मुक्त भूमिधर, स्वतंत्र माफीदार",ମୁକ୍ତଧାରୀ
() शस्त्रोपजीवी सैनिक,ଫ୍ରିଲାନ୍ସ ସ soldier ନିକ |
(2) स्वच्छंद सैनिक,ଫ୍ରିଲାନ୍ସ ସ soldier ନିକ |
() स्वाधीन नागरिक,ଫ୍ରିମାନ୍
(2) पर्ण नागरिक,ଫ୍ରିମାନ୍
दस्तक,ଫ୍ରିପାସ୍ |
फ्रांसीसी क्रांति,ଫରାସୀ ବିପ୍ଳବ |
भिक्षु,ଫ୍ରିୟାର୍ |
फ्रिजी भृतक सैनिक,ଫ୍ରାସିଆନ୍ ଭିକାରୀ
सीमांतवासी व्यक्ति,ସୀମାନ୍ତ ମଣିଷ |
"दीर्घ नौपोत, दीर्घ नौका",ଗାଲେନ୍ |
"फ्राँसीसी, गॉलीय व्यक्ति",ଗାଲିକାନ୍ (= ଗାଲିକାନିଷ୍ଟ)
गैलीयवाद,ଗାଲିକାନିଜିମ୍ |
"दुर्ग सेना, गैरिसन",ଗ୍ୟାରିସନ୍ |
गॉल,ଗଲ୍ |
"() लौह हस्तक, धातु का दस्ताना",ଗାଣ୍ଟଲେଟ୍ |
(2) हस्त-कवच,ଗାଣ୍ଟଲେଟ୍ |
() सावन-भादों,ଗେଜେବୋ |
(2) धारागृह,ଗେଜେବୋ |
(3) झरोखा,ଗେଜେବୋ |
वंशावली-इतिहास,ବଂଶାନୁକ୍ରମିକ ଇତିହାସ |
"वंशावली-इतिहास, वंशावली अभिलेख",ବଂଶାନୁକ୍ରମିକ ରେକର୍ଡ |
"वंशसारणी, वंशावली",ବଂଶାନୁକ୍ରମିକ ସାରଣୀ |
वंश-वृक्ष,ବଂଶାନୁକ୍ରମିକ ବୃକ୍ଷ |
"वंशावली, वंश-वृक्ष",ବଂଶାନୁକ୍ରମିକ
2. वंशिकी,ବଂଶାନୁକ୍ରମିକ
पीढ़ी,ପି Generation ଼ି
"जन-संहार, जाति-संहार",ଜାତିସଂଘ
() सामान्य जन,ଅଣଯିହୂଦୀ
(2) गैर यहूदी,ଅଣଯିହୂଦୀ
(3) ईसाई,ଅଣଯିହୂଦୀ
(4) मूर्त‍ि पूजक,ଅଣଯିହୂଦୀ
"() घेटो, यहूदी बस्ती",ଘେଟୋ |
(2) पृथक बस्ती,ଘେଟୋ |
"टिकटी, फाँसी का तख्ता",ଗିବ୍ବେଟ୍ |
श्रेणी,ଗିଲ୍ଡ (= ଗିଲ୍ଡ)
"खड्गमल्ल, असिक्रीड़क",ଗ୍ଲାଡିଏଟର |
गौरवमय क्रांति,ଗ or ରବମୟ ବିପ୍ଳବ |
तातारी महासंघ,ସୁବର୍ଣ୍ଣ ହୋର୍ଡ଼ |
"यूरोपीय सहबंध, यूरोपीय संश्रय",ଗ୍ରାଣ୍ଡ୍ ଆଲାଏନ୍ସ |
अमीर,ଗ୍ରାଣ୍ଡି
() तुर्की का सुल्तान,ଗ୍ରାଣ୍ଡ୍ ସାଇନର୍ |
(2) महासामंत,ଗ୍ରାଣ୍ଡ୍ ସାଇନର୍ |
महा गृहयुद्ध,ମହାନ ଗୃହଯୁଦ୍ଧ |
(महात्मा बुद्ध का) महाभिनिष्क्रमण,ମହାନ ବିଦାୟ (ବୁଦ୍ଧଙ୍କ)
बृहत्तर भारत,ଗ୍ରେଟର ଭାରତ |
बृहत यूनान,ମହାନ ହେଲାସ୍ |
ग्रेट होर्ड,ମହାନ ହୋର୍ଡ
महाभिनिष्क्रमण,ମହାନ ତ୍ୟାଗ (= ମହାନ ବିଦାୟ)
"राज-मुद्रा, राजा की मुहर",ମହାନ ସିଲ୍ |
महाप्रवासन,ଗ୍ରେଟ୍ ଟ୍ରାକ୍ |
महायान,ମହାନ ଯାନ
"चीन की महाप्राचीर, चीन की विशाल दीवार",ଚାଇନାର ଗ୍ରେଟ୍ ୱାଲ୍ |
"पिंडलीत्राण, पिंडलीकवच",ଗ୍ରୀଭ୍ |
() रक्षक कक्ष,ରାକ୍ଷୀ-ଚାମ୍ବର |
(2) रक्षक चौकी,ରାକ୍ଷୀ-ଚାମ୍ବର |
(3) अस्थायी कारावास,ରାକ୍ଷୀ-ଚାମ୍ବର |
गुप्त वंश,ଗୁପ୍ତା
() संत चरित संग्रह,ହାଗିଓଗ୍ରାଫି |
(2) संत चरित लेखन,ହାଗିଓଗ୍ରାଫି |
() संत चरित,ହାଜିଓଲୋଜି |
(2) संत साहित्य,ହାଜିଓଲୋଜି |
दीवाने ख़ास,ବ୍ୟକ୍ତିଗତ ଦର୍ଶକଙ୍କ ହଲ୍ |
"दीवाने आम, आम दरबार",ଜନ ଦର୍ଶକଙ୍କ ହଲ୍ |
"शस्त्रांकित पट्टिका, कुल-चिह्नाँकित पट्टिका",ହ୍ୟାଚ୍
() अवधर्मी,ହେଥେନ୍ |
"(2) क़ाफिर, बुतपरस्त",ହେଥେନ୍ |
देव-पूजा,ହେଥେନିଜିମ୍ |
हिज़र,ହେଗିରା (ହେଜେରା)
यूनानी संस्कृति,ହେଲେନିଜିମ୍ |
"भूमिदास, दास",ହେଲଟ୍ |
कुल-चिह्रांकन कला,ହେରାଲ୍ଡ୍ରି |
विरासत,ହେରିଟେଜ୍
चित्रात्मक रेखीय अक्षर या प्रतीक,ହାଇରୋଗଲିଫିକ୍ ର line ଖ୍ୟ ବର୍ଣ୍ଣଗୁଡିକ |
चित्रात्मक लिपि,ହାଇରୋଗଲିଫିକ୍ ସ୍କ୍ରିପ୍ଟ |
हाई चर्च,ହାଇ ଚର୍ଚ୍ଚ
हाई लैन्डर,ହାଇ ଲ୍ୟାଣ୍ଡର୍ |
हिंदू धर्म,ହିନ୍ଦୁ ଧର୍ମ
() इतिहासज्ञ,Histor ତିହାସିକ
(2) इतिहासकार,Histor ତିହାସିକ
ऐतिहासिक भौतिकवाद,Histor ତିହାସିକ ବସ୍ତୁବାଦ |
ऐतिहासिक युग ऐतिहासिक काल,Histor ତିହାସିକ ଯୁଗ |
ऐतिहासिक सीमांत,Histor ତିହାସିକ ସୀମା
इतिहास-लेखक,ଇତିହାସକାର
2. इतिवृत्त लेखक,ଇତିହାସକାର
इतिहास-लेखनकला,ଇତିହାସ ଲିପି
2. इतिहास-लेखन,ଇତିହାସ ଲିପି
इतिहास,ଇତିହାସ
हित्ती साम्राज्य,ହିତ୍ତୀୟ ସାମ୍ରାଜ୍ୟ |
"पवित्र मैत्री, पवित्र सहबंध",ପବିତ୍ର ମିଳିତ ମଞ୍ଚ
"() पुण्य पुरी, पवित्र नगर",ପବିତ୍ର ସହର
(2) होली सिटी,ପବିତ୍ର ସହର
() पुण्य भूमि,ପବିତ୍ର ଭୂମି
(2) होली लैंड,ପବିତ୍ର ଭୂମି
"() होली लीग, पवित्र संघ",ହୋଲି ଲିଗ୍ |
"() सन्  से  ईo की अवधि में, पोप जूलियस द्वितीय (पदकाल सन् - ईo) ने फ्रांसिसियों को इटली से निष्कासित करने के उद्देश्य से इटली के नगर राज्य वेनिस को विजित कर और स्पेन के फर्डिनेन्ड (सन् - ईo) के साथ मिलकर पवित्र संघ की स्थापना की। आगे चलकर इंग्लैंड के राजा हेनरी अष्टम (सन् -) और सम्राट मैक्सिमिलियन प्रथम् (पदकाल सन् - ईo) भी संघ में सम्मिलित हो गए। हेनरी अष्टम् ने ‘एड़ युद्ध’ (बैटिल आफ द स्पर्स) में फ्रांसीसियों को पराजित किया और यह संघ भी उसी के साथ समाप्त हो गया।",ହୋଲି ଲିଗ୍ |
"पवित्र रोमन साम्राज्य, रोम का धर्म-राज्य",ପବିତ୍ର ରୋମାନ୍ ସାମ୍ରାଜ୍ୟ (= ସାମ୍ରାଜ୍ୟ)
() पोप का अधिकार-क्षेत्र,ପବିତ୍ର ସମୁଦ୍ର |
(2) धर्ममंडल,ପବିତ୍ର ସମୁଦ୍ର |
जिहाद,ପବିତ୍ର ଯୁଦ୍ଧ
2. धर्म-युद्ध,ପବିତ୍ର ଯୁଦ୍ଧ
बर्तानिया सरकार,ଗୃହ ସରକାର
"होम गार्ड, गृह रक्षक दल",ହୋମ ଗାର୍ଡ |
स्वदेश,ମାତୃଭୂମି |
स्वशासन,ଗୃହ ନିୟମ |
होम रूल,ଗୃହ ନିୟମ
ओर्दु,ହୋର୍ଡେ |
2. झुंड,ହୋର୍ଡେ |
विरोधी देश,ଶତ୍ରୁ ଦେଶ |
शत्रु-प्रदेश,ଶତ୍ରୁ ଭୂମି |
"क्षिप्र अनुघर्षण, सरगर्मी से पीछा करना",ଗରମ ଅନୁସରଣ
सदन,ଘର
2. घराना,ଘର
हाउस ऑफ कॉमन्स,ହାଉସ୍ ଅଫ୍ କମନ୍ସ
हाउस ऑफ लॉर्डस,ହାଉସ୍ ଅଫ୍ ଲର୍ଡସ୍ |
हाउस ऑफ रिप्रेजेन्टेटिव्स,ଲୋକସଭା
"हयूजिनात, फ्रांसीसी प्रोटेस्टैन्ट",ହୁଗୁଏନଟ୍ସ |
"मानवतावाद, मानवता",ମାନବବାଦ |
मानव (ता) वादी,ମାନବବାଦୀ |
शतवर्षीय युद्ध,ଶହ ଶହ ୟେସର ଯୁଦ୍ଧ |
"हंकर, अनुदारदली (य)",ହଙ୍କର୍ |
"इबादतखाना, उपासना-गृह",ଇବାଦତ ଖାନା (ପୂଜା ଘର)
"मूर्ति भंजक, बुतशिकन",ଆଇକନୋକ୍ଲାଷ୍ଟ |
मूर्त्तिपूजक,ପ୍ରତିମା
"इलाही संवत्, इलाही काल",ଇଲାହି ଯୁଗ |
अवैध युद्ध,ବେଆଇନ ଯୁଦ୍ଧ |
"अलंकृत पांडुलिपि, चमकदार पांडुलिपि",ଆଲୋକିତ ପାଣ୍ଡୁଲିପି
सचित्र पांडुलिपि,ଚିତ୍ରିତ ପାଣ୍ଡୁଲିପି |
2. सचित्र हस्तलेख,ଚିତ୍ରିତ ପାଣ୍ଡୁଲିପି |
इमाम,ଇମାମ (ଇମ୍ମାମ୍)
इमाम-राज्य,ଇମାମେଟ୍ |
2. इमाम पद,ଇମାମେଟ୍ |
इमामबाड़ा,ଇମମ୍ବର
"साम्राज्यिक, साम्राज्य संबंधी",ସାମ୍ରାଜ୍ୟ
साम्राज्यिक नगर,ସାମ୍ରାଜ୍ୟ ସହର |
साम्राज्यवाद,ସାମ୍ରାଜ୍ୟବାଦ |
साम्राज्यिक अधिमानात्मकता,ସାମ୍ରାଜ୍ୟ ପସନ୍ଦ |
दुःनीति,ଅପ୍ରାକୃତିକ |
झूठा दावेदार; प्रतारक,ଇମ୍ପୋଷ୍ଟର୍ |
कैद,କାରାଗାର
2. कारावास,କାରାଗାର
"क्षिप्र आक्रमण, अचानक हमला",ଆକ୍ରମଣ
"आक्रमणकारी, धावामार",ଅନୁପ୍ରବେଶକାରୀ |
स्वाधीनता,ସ୍ୱାଧୀନତା
स्वाधीनता-दिवस,ସ୍ବାଧୀନତା ଦିବସ
