Punjabi,Kannada
ਅਬਾਇਓਟਿਕ ਪ੍ਰਜਨਨ,ಅಜೀವಕ ಸಂತಾನೋತ್ಪತ್ತಿ
ਅਲੌਕਿਕ,ಅಧಿಸಾಮಾನ್ಯ
1. ਚੌਥਾ ਪੇਟ 2. ਈਵੋਮਾਸੋਮ,1. ನಾಲ್ಕನೇ ಹೊಟ್ಟೆ 2. ಎವೋಮಾಸೋಮ್
ਸਟੋਮੈਟਲ ਵਿਕਾਸ ਅੰਗ,ಸ್ಟೊಮಾಟಲ್ ಬೆಳವಣಿಗೆಯ ಅಂಗ
ਰੁਕਿਆ ਹੋਇਆ ਵਾਧਾ ਬੀਜ,ಕುಂಠಿತ ಬೆಳವಣಿಗೆ ಬೀಜ
1. ਗਰਭਪਾਤ 2. ਗਰਭਪਾਤ 3. ਵਿਕਾਸ ਪ੍ਰਤੀਰੋਧ,1. ಗರ್ಭಪಾತ 2. ಗರ್ಭಪಾತ 3. ಬೆಳವಣಿಗೆಯ ಪ್ರತಿರೋಧ
1. ਅਣਚਾਹੇ ਜੰਗਲੀ ਬੂਟੀ 2. ਮੁਕੰਮਲ ਨਦੀਨ,1. ಅನಗತ್ಯ ಕಳೆಗಳು 2. ಸಂಪೂರ್ಣ ಕಳೆಗಳು
ਲੀਨ cation,ಹೀರಿಕೊಳ್ಳಲ್ಪಟ್ಟ ಕ್ಯಾಷನ್
ਸਮਾਈ,ಹೀರಿಕೊಳ್ಳುವಿಕೆ
ਐਬੀਸੀਨੀਅਨ ਸਰ੍ਹੋਂ,ಅಬಿಸ್ಸಿನಿಯನ್ ಸಾಸಿವೆ
1. ਐਕਰੀਸਾਈਡ,1. ಅಕಾರಿಸೈಡ್
centripetal,ಕೇಂದ್ರಾಭಿಮುಖ
ਪ੍ਰਸਾਰਨ (ਸੈੱਲ),ವರ್ಧನೆ (ಕೋಶ)
ਮਨਜ਼ੂਰ ਸਹਿਣਸ਼ੀਲਤਾ,ಸಹಿಷ್ಣುತೆಯನ್ನು ಅನುಮೋದಿಸಲಾಗಿದೆ
1. ਵਾਧੂ 2. ਐਕਸੈਸਰੀ 3. ਐਕਸੈਸਰੀ,1.ಹೆಚ್ಚುವರಿ 2.ಪರಿಕರ 3.ಪರಿಕರ
ਅਨੁਕੂਲਨ,ರೂಪಾಂತರ
ਇਕੱਠਾ ਕਰਨਾ,ಶೇಖರಣೆ
1. ਸ਼ੁੱਧਤਾ 2. ਸ਼ੁੱਧਤਾ,1.ವಾಕ್ಯುರಸಿ 2. ನಿಖರತೆ
1. ਏਸਰਵੁਲਸ 2. ਸਪੋਰੋਫਾਈਟ,1. ಅಸೆರ್ವುಲಸ್ 2. ಸ್ಪೊರೊಫೈಟ್
1. ਐਸੀਟਾਈਜ਼ੇਸ਼ਨ 2. ਸਿਰਕਾ ਬਣਾਉਣਾ 3. ਐਸੀਟਿਲੇਨ,1. ಅಸಿಟೈಸೇಶನ್ 2. ವಿನೆಗರ್ ತಯಾರಿಸುವುದು 3. ಅಸಿಟಿಲಿನ್
1. ਤੇਜ਼ਾਬੀਕਰਨ 2. ਤੇਜ਼ਾਬੀਕਰਨ,1. ಆಮ್ಲೀಕರಣ 2. ಆಮ್ಲೀಕರಣ
1. ਐਸੀਡੋਮੀਟਰ 2. ਐਸਿਡਮੀਟਰ,1. ಆಸಿಡೋಮೀಟರ್ 2. ಆಸಿಡಿಮೀಟರ್
ਐਸਿਡਿਟੀ,ಆಮ್ಲೀಯತೆ
ਐਸਿਡੋਫਾਈਲ,ಅಸಿಡೋಫೈಲ್
ਤੇਜ਼ਾਬ ਚੱਟਾਨ ਫਾਸਫੇਟ,ಆಮ್ಲೀಕೃತ ರಾಕ್ ಫಾಸ್ಫೇಟ್
ਤੇਜ਼ਾਬ,ಆಮ್ಲೀಕೃತ
aquifer,ಜಲಚರ
ਪ੍ਰਾਪਤੀ,ಸ್ವಾಧೀನಪಡಿಸಿಕೊಳ್ಳುವಿಕೆ
ਏਕੜ,ಎಕರೆ
1. ਖੇਤਰ 2. ਖੇਤਰ,1. ಪ್ರದೇಶ 2. ಪ್ರದೇಶ
ਅੰਤ ਬਿੰਦੂ ਕ੍ਰੋਮੋਸੋਮ,ಎಂಡ್ ಪಾಯಿಂಟ್ ಕ್ರೋಮೋಸೋಮ್
ਅਗਾਂਹਵਧੂ,ಮುಂದೆ ನೋಡುವ
acrosome,ಅಕ್ರೋಸೋಮ್
ਐਕਟਿਨੋਮਾਈਸੀਟਸ,ಆಕ್ಟಿನೊಮೈಸೆಟ್ಸ್
ਸਰਗਰਮ ਕੋਰ,ಸಕ್ರಿಯ ಕೋರ್
1. ਗੁੱਸੇ ਵਾਲਾ 2. ਤੀਬਰ,1. ಉಗ್ರ 2. ತೀವ್ರ
ਅਨੁਕੂਲਤਾ,ಹೊಂದಿಕೊಳ್ಳುವಿಕೆ
ਕਸਟਮਾਈਜ਼ੇਸ਼ਨ,ಗ್ರಾಹಕೀಕರಣ
1. ਅਡੈਸ਼ਨ 2. ਅਡੈਸ਼ਨ,1. ಅಂಟಿಕೊಳ್ಳುವಿಕೆ 2. ಅಂಟಿಕೊಳ್ಳುವಿಕೆ
sebaceous,ಮೇದಸ್ಸಿನ
ਸਮਾਯੋਜਨ ਸਮੀਕਰਨ,ಹೊಂದಾಣಿಕೆ ಸಮೀಕರಣ
ਅਡੋਬ ਮਿੱਟੀ,ಅಡೋಬ್ ಮಣ್ಣು
ਮਿਲਾਵਟ ਕਰਨ ਵਾਲਾ,ಕಲಬೆರಕೆ
ਐਕਟੋਪਿਕ,ಅಪಸ್ಥಾನೀಯ
ਆਈਸੀਡਿਓਸਪੋਰ ਆਈਸੀਡੀਅਮ ਸਪੋਰ,ಇಸಿಡಿಯೋಸ್ಪೋರ್ ಐಸಿಡಿಯಮ್ ಸ್ಪೋರ್
ਐਰੋਡਾਇਨਾਮਿਕ ਪ੍ਰਕਿਰਿਆ,ವಾಯುಬಲವೈಜ್ಞಾನಿಕ ಪ್ರಕ್ರಿಯೆ
ਵੈਂਟ੍ਰਲ,ಕುಹರದ
ਹਵਾ ਦੇਣ ਲਈ,ಗಾಳಿ ಹಾಕಲು
1. ਹਵਾ 2. ਆਕਾਸ਼ੀ,1. ಗಾಳಿ 2. ಆಕಾಶಿ
1. ਐਰੋਮੀਟਰ 2. ਐਰੋਮੀਟਰ 3. ਐਰੋਮੀਟਰ,1. ಏರೋಮೀಟರ್ 2. ಏರೋಮೀಟರ್ 3. ಏರೋಮೀಟರ್
ਐਰੋਸੋਲ,ಏರೋಸಾಲ್
1. ਫੁੱਲ 2. ਗਰਮੀਆਂ ਦੀ ਸੁਸਤਤਾ,1. ಹೂಗೊಂಚಲು 2. ಬೇಸಿಗೆ ಸುಪ್ತ
ਬਿਮਾਰੀ ਦਾ ਵਿਗਿਆਨ,ರೋಗದ ವಿಜ್ಞಾನ
ਜੰਗਲਾਤ,ಅರಣ್ಯೀಕರಣ
1. ਅੰਦੋਲਨ 2. ਗੜਬੜ,1. ತಳಮಳ 2. ಪ್ರಕ್ಷುಬ್ಧತೆ
ਐਗਮਾਰਕ,ಅಗ್ಮಾರ್ಕ್
1. ਜ਼ਮੀਨ ਨਾਲ ਸਬੰਧਤ 2. ਖੇਤੀਬਾੜੀ,1. ಭೂಮಿಗೆ ಸಂಬಂಧಿಸಿದ 2. ಕೃಷಿ
ਖੇਤੀਬਾੜੀ ਕਲੀਨਿਕ,ಕೃಷಿ ಕ್ಲಿನಿಕ್
1. ਖੇਤੀ ਮਜ਼ਦੂਰ 2. ਖੇਤੀ ਮਜ਼ਦੂਰ,1. ಕೃಷಿ ಕಾರ್ಮಿಕ 2. ಕೃಷಿ ಕಾರ್ಮಿಕ
ਖੇਤੀਬਾੜੀ ਮੰਡੀਕਰਨ,ಕೃಷಿ ಮಾರುಕಟ್ಟೆ
ਖੇਤੀਬਾੜੀ ਤਕਨਾਲੋਜੀ,ಕೃಷಿ ತಂತ್ರಜ್ಞಾನ
1. ਖੇਤੀ 2. ਖੇਤੀ 3. ਖੇਤੀ ਵਿਗਿਆਨ,1. ಕೃಷಿ 2. ಕೃಷಿ 3. ಕೃಷಿ ವಿಜ್ಞಾನ
ਖੇਤੀਬਾੜੀ ਜੰਗਲਾਤ,ಕೃಷಿ ಅರಣ್ಯ
ਖੇਤੀਬਾੜੀ ਜੈਵ ਵਿਭਿੰਨਤਾ,ಕೃಷಿ ಜೀವವೈವಿಧ್ಯ
ਖੇਤੀਬਾੜੀ ਜੈਵਿਕ ਨੁਕਸ,ಕೃಷಿ ಸಾವಯವ ದೋಷಗಳು
ਖੇਤੀਬਾੜੀ ਜੀਵ ਵਿਗਿਆਨ,ಕೃಷಿ ಜೀವಶಾಸ್ತ್ರ
ਖੇਤੀ-ਜਲਵਾਯੂ ਵਿਭਿੰਨਤਾ,ಕೃಷಿ-ಹವಾಮಾನ ವೈವಿಧ್ಯ
ਖੇਤੀ ਜਲਵਾਯੂ ਖੇਤਰ ਦੀ ਰਚਨਾ,ಕೃಷಿ ಹವಾಮಾನ ವಲಯದ ಸೃಷ್ಟಿ
ਖੇਤੀ ਜੰਗਲਾਤ,ಕೃಷಿ ಅರಣ್ಯ
ਖੇਤੀ ਵਿਗਿਆਨ,ಕೃಷಿಶಾಸ್ತ್ರ
ਖੇਤੀ ਵਿਗਿਆਨਕ,ಕೃಷಿಶಾಸ್ತ್ರ
ਖੇਤੀਬਾੜੀ ਪੇਸਟੋਰਲ,ಕೃಷಿ ಪಶುಪಾಲಕ
ਫਸਲ ਪ੍ਰੋਸੈਸਿੰਗ,ಬೆಳೆ ಸಂಸ್ಕರಣೆ
ਘਾਹ ਵਿਗਿਆਨ,ಹುಲ್ಲು ವಿಜ್ಞಾನ
ਫਸਲ ਦੀ ਕਿਸਮ,ಬೆಳೆ ಪ್ರಕಾರ
epiphyte,ಎಪಿಫೈಟ್
aikiochi ਮਿੱਟੀ,ಐಕಿಯೋಚಿ ಮಣ್ಣು
ਰੰਗ ਅੰਨ੍ਹਾਪਨ,ಬಣ್ಣಗುರುಡು
alfisol,ಅಲ್ಫಿಸೋಲ್
ਐਲਗੀ,ಪಾಚಿ
ਐਲਗੀ ਰੋਗ,ಪಾಚಿ ರೋಗ
ਖਾਰੀ ਪਾਣੀ,ಕ್ಷಾರ ನೀರು
ਖਾਰੀ,ಕ್ಷಾರೀಯ
ਵਿਕਲਪਕ,ಪರ್ಯಾಯ
ਐਲੇਲੋ ਕੈਮਿਸਟਰੀ,ಅಲ್ಲೆಲೋ ರಸಾಯನಶಾಸ್ತ್ರ
ਐਲੀਲ,ಆಲೀಲ್
ਐਲੇਲੋਪੈਥੀ,ಅಲೆಲೋಪತಿ
ਵੇਥੀ ਦੀ ਫਸਲ,ವೇಥಿ ಬೆಳೆ
ਸੰਪੂਰਨਤਾ,ಪೂರ್ಣಗೊಳ್ಳುವಿಕೆ
ਗਰੱਭਧਾਰਣ ਕਰਨਾ,ಫಲೀಕರಣ
1. ਰਿਲੇਟੀਵਿਟੀ 2. ਐਲੋਮੈਟਰੀ,1. ಸಾಪೇಕ್ಷತೆ 2. ಅಲೋಮೆಟ್ರಿ
multiploidy,ಮಲ್ಟಿಪ್ಲಾಯ್ಡ್
1. ਪੈਰਾਜ਼ੀਗੋਸਿਟੀ,1. ಪ್ಯಾರಾಜಿಗೋಸಿಟಿ
1. ਵਿਕਲਪਕ ਸਾਲ ਫੰਕਸ਼ਨ 2. ਵਿਕਲਪਕ ਫੰਕਸ਼ਨ,1. ಪರ್ಯಾಯ ವರ್ಷದ ಕಾರ್ಯ 2. ಪರ್ಯಾಯ ಕಾರ್ಯ
ਬਦਲਵੀਂ ਜ਼ਮੀਨ ਦੀ ਵਰਤੋਂ,ಪರ್ಯಾಯ ಭೂಮಿ ಬಳಕೆ
ਵਾਤਾਵਰਣ,ಪರಿಸರ
ਸੁਧਾਰਕ,ಸುಧಾರಕ
ਮਾਈਟੋਸਿਸ,ಮಿಟೋಸಿಸ್
ਆਮੀਨ,ಅಮೀನನ್
ਐਮੋਨੀਅਨ,ಅಮೋನಿಯನ್
amniferous,ಆಮ್ನಿಫೆರಸ್
1. ਬੇਅਸਰ ਰੂਪ 2. ਅਰੂਪੀ,1. ನಿಷ್ಪರಿಣಾಮಕಾರಿ ರೂಪ 2. ಅರೂಪಿ
amphibian ਮਿਸ਼ਰਣ,ಉಭಯಚರ ಮಿಶ್ರಣ
ਐਮਫੋਟੇਰਿਕ,ಆಂಫೋಟರಿಕ್
ਭੰਡਾਰ,ಸಂಗ್ರಹಣೆ
1. ਐਨਾਇਰੋਬਿਕ 2. ਐਨਾਇਰੋਬਿਕ ਜੀਵ,1. ಆಮ್ಲಜನಕರಹಿತ 2. ಆಮ್ಲಜನಕರಹಿತ ಜೀವಿಗಳು
ਹੈਪਲੋਇਡ,ಹ್ಯಾಪ್ಲಾಯ್ಡ್
ਕੋਣੀ ਲਾਉਣਾ,ಕೋನೀಯ ನೆಟ್ಟ
ਪਸ਼ੂ ਪਾਲਣ,ಪಶುಸಂಗೋಪನೆ
ਜਾਨਵਰ ਦੇ ਮਲ-ਮੂਤਰ,ಪ್ರಾಣಿಗಳ ಮಲವಿಸರ್ಜನೆ
ਜੀਵਤ ਊਰਜਾ,ಜೀವನ ಶಕ್ತಿ
ਅਸਧਾਰਨ,ಅಸಂಗತ
ਇੱਕ ਸਾਲ ਪੁਰਾਣਾ ਪੌਦਾ,ಒಂದು ವರ್ಷದ ಸಸ್ಯ
ਸਾਲਾਨਾ,ವಾರ್ಷಿಕ
1. ਅਨੰਦ 2. ਚਮਕ,1. ಭಾವಪರವಶತೆ 2. ಪ್ರಕಾಶ
ਐਂਥ੍ਰੈਕਸ,ಆಂಥ್ರಾಕ್ಸ್
ਮਾਨਵ-ਜਨਕ ਕਾਰਕ,ಮಾನವಜನ್ಯ ಅಂಶಗಳು
ਬਚਾਅ,ಬದುಕುಳಿಯುವಿಕೆ
1. ਐਂਟੀਬਾਇਓਟਿਕ 2. ਐਂਟੀਬਾਇਓਟਿਕ,1. ಪ್ರತಿಜೀವಕ 2. ಪ್ರತಿಜೀವಕ
ਘਿਣਾਉਣੀ,ಹಿಮ್ಮೆಟ್ಟಿಸುವ
ਐਂਟੀਆਕਸੀਡੈਂਟ,ಉತ್ಕರ್ಷಣ ನಿರೋಧಕ
ਐਂਟੀਟੌਕਸਿਨ,ಆಂಟಿಟಾಕ್ಸಿನ್
ਰਿੰਗ ਉਂਗਲ,ಉಂಗುರದ ಬೆರಳು
1. ਐਫੀਡ 2. ਮਹੂ 3. ਚੇਪਾ,1. ಗಿಡಹೇನು 2. ಮಾಹು 3. ಚೇಪಾ
ਚੋਟੀ ਦੇ ਮੁਕੁਲ,ಮೇಲಿನ ಮೊಗ್ಗು
ਸਿਖਰ ਪ੍ਰਭਾਵ,ಗರಿಷ್ಠ ಪರಿಣಾಮಕಾರಿತ್ವ
ਮਧੂ ਮੱਖੀ ਪਾਲਣ,ಜೇನುಸಾಕಣೆ
ਅਲੌਕਿਕਤਾ,ಅಲೈಂಗಿಕತೆ
apoptosis,ಅಪೊಪ್ಟೋಸಿಸ್
ਜੋੜ,ಅನುಬಂಧಗಳು
ਭੁੱਖ ਵਧਾਉਣ ਵਾਲਾ,ಜೀರ್ಣಕಾರಕವಾಗಿ
ਲਾਗੂ ਕੀਤਾ,ಅನ್ವಯಿಸಲಾಗಿದೆ
ਜਲਜੀ ਬੂਟੀ,ಜಲವಾಸಿ ಕಳೆ
1. ਰੁੱਖ 2. ਰੁੱਖ ਨਿਵਾਸੀ,1. ಮರ 2. ಮರದ ನಿವಾಸಿ
ਬ੍ਰਾਂਚਿੰਗ,ಕವಲೊಡೆಯುತ್ತಿದೆ
ਪ੍ਰੋਟੋਬੋਟੈਨੀਕਲ ਰਿਕਾਰਡ,ಪ್ರೊಟೊಬೊಟಾನಿಕಲ್ ದಾಖಲೆಗಳು
ਜ਼ੋਨ ਨੰਬਰ,ವಲಯ ಸಂಖ್ಯೆ
1. ਖੇਤਰ 2. ਖੇਤਰ,1. ಪ್ರದೇಶ 2. ಪ್ರದೇಶ
ਖੁਸ਼ਕ ਈਕੋਸਿਸਟਮ,ಒಣ ಪರಿಸರ ವ್ಯವಸ್ಥೆ
cotyledon,ಕೋಟಿಲ್ಡನ್
ਸੌਰਭ,ಸೌರಭ್
ਖੁਸ਼ਬੂਦਾਰ ਪੌਦਾ,ಆರೊಮ್ಯಾಟಿಕ್ ಸಸ್ಯ
ਸੁਗੰਧਿਤ ਚੌਲ,ಪರಿಮಳಯುಕ್ತ ಅಕ್ಕಿ
ਇਕੁ ਪੁਸ਼ਪੰ ॥,ಇಕ್ಷು ಪುಷ್ಪನ್
ਅਸੈਪਟਿਕ,ಅಸೆಪ್ಟಿಕ್
1. ਅਸੈਪਟਿਕ 2. ਅਸੈਪਟਿਕ,1. ಅಸೆಪ್ಟಿಕ್ 2. ಅಸೆಪ್ಟಿಕ್
ਅਲੌਕਿਕ ਪ੍ਰਜਨਨ,ಅಲೈಂಗಿಕ ಸಂತಾನೋತ್ಪತ್ತಿ
ਆਕਾਰ,ಗಾತ್ರ
ਸੰਪਤੀ,ಆಸ್ತಿ
1. ਸਮੀਕਰਨ 2. ਸਮੀਕਰਨ,1. ಸಮೀಕರಣ 2. ಸಮೀಕರಣ
1. ਐਸੋਸੀਏਸ਼ਨ 2. ਐਸੋਸੀਏਸ਼ਨ,1. ಸಂಘ 2. ಸಂಘ
1. ਕਾਲਮ 2. astringency,1. ಕಾಲಮ್ 2. ಸಂಕೋಚನ
heterozygosity,ಹೆಟೆರೋಜೈಗೋಸಿಟಿ
1. ਪੂਰਵਜ 2. ਅਟਾਵਿਜ਼ਮ,1. ಪೂರ್ವಜ 2. ಅಟಾವಿಸಂ
ਕਣ,ಕಣ
1. ਅਪੁਸ਼ਟਤਾ 2. ਵਿਗਾੜ,1. ದೃಢೀಕರಣ 2. ದುರ್ಬಲತೆ
ਸਵੈ ਜੋੜਾ,ಸ್ವಯಂ ಜೋಡಣೆ
autolysis,ಆಟೋಲಿಸಿಸ್
1. ਸੁਭਾਵਕ ਆਕਸੀਕਰਨ 2. ਸਵੈ-ਚਾਲਤ ਆਕਸੀਕਰਨ,1. ಸ್ವಾಭಾವಿಕ ಆಕ್ಸಿಡೀಕರಣ 2. ಸ್ವಾಭಾವಿಕ ಉತ್ಕರ್ಷಣ
ਸਵੈ ਮਲਟੀਪਲੈਕਸ,ಸ್ವಯಂ ಮಲ್ಟಿಪ್ಲೆಕ್ಸ್
auxin,ಆಕ್ಸಿನ್
1. ਹਿਲਾ 2. ਟੌਡ,1. ಷೂಕ್ 2. ಟೋಡ್
ਸਜ਼ਾ ਵਾਇਰਸ,ದಂಡದ ವೈರಸ್
1. ਬੇਸੀਲਸ 2. ਬੇਸੀਲਸ,1. ಬ್ಯಾಸಿಲಸ್ 2. ಬ್ಯಾಸಿಲಸ್
1. ਬੈਕਟੀਰੀਆ 2. ਬੈਕਟੀਰੀਆ,1. ಬ್ಯಾಕ್ಟೀರಿಯಾ 2. ಬ್ಯಾಕ್ಟೀರಿಯಾ
ਬੈਕਟੀਰੀਆ ਦੇ ਜ਼ਹਿਰ,ಬ್ಯಾಕ್ಟೀರಿಯಾದ ವಿಷ
ਬੈਗਾਸ,ಬಗಸೆ
ਸੰਤੁਲਨ ਸ਼ੀਟ,ಬ್ಯಾಲೆನ್ಸ್ ಶೀಟ್
ਸੰਤੁਲਿਤ ਖਾਦ ਦੀ ਵਰਤੋਂ,ಸಮತೋಲಿತ ರಸಗೊಬ್ಬರ ಬಳಕೆ
ਬਾਰ ਗ੍ਰਾਫ,ಬಾರ್ ಗ್ರಾಫ್
ਸੱਕ,ತೊಗಟೆ
1. ਬੈਰੋਮੀਟਰ 2. ਬੈਰੋਮੀਟਰ,1. ವಾಯುಭಾರ ಮಾಪಕ 2. ವಾಯುಭಾರ ಮಾಪಕ
1. ਬਜ਼ਰ 2. ਜੜ 3. ਬੰਜਰ,1. ಬಜರ್ 2. ಜಡ 3. ಬಂಜರು
1. ਅਧਾਰ 2. ਅਧਾਰ 3. ਕੱਪਾਂਗ,1. ಬೇಸ್ 2. ಬೇಸ್ 3. ಕುಪಾಂಗ್
1. ਤਾਲਾ 2. ਬੇਸਿਨ,1. ತಾಲಾ 2. ಜಲಾನಯನ ಪ್ರದೇಶ
ਤਾਲਾਬੀਸਰੀ,ತಲಾಬಿಸಾರಿ
1. ਬੇਸਿਸਟਰਨਮ 2. ਰੂਟ ਹੋਲਡਰ,1. ಬೇಸಿಸ್ಟರ್ನಮ್ 2. ರೂಟ್ ಹೋಲ್ಡರ್
ਖਾੜੀ ਮਾਨਸੂਨ,ಗಲ್ಫ್ ಮಾನ್ಸೂನ್
ਫਲ ਪੌਦਾ,ಹಣ್ಣಿನ ಗಿಡ
ਬਿਸਤਰਾ,ಹಾಸಿಗೆ
ਬੈੱਡ ਪੌਦਾ,ಹಾಸಿಗೆ ಸಸ್ಯ
ਬਿਸਤਰਾ,ಹಾಸಿಗೆ
ਚੁਕੰਦਰ ਗੁੜ,ಬೀಟ್ ಮೊಲಾಸಸ್
ਘੰਟੀ,ಬೆಲ್ಲೋಸ್
1. ਪੱਟੀ 2. ਭੂਮੀ,1. ಪಟ್ಟಿ 2. ಭೂಪ್ರದೇಶ
ਲਾਭ-ਲਾਗਤ ਵਿਸ਼ਲੇਸ਼ਣ,ಲಾಭ-ವೆಚ್ಚದ ವಿಶ್ಲೇಷಣೆ
ਚਾਹਵਾਨ (ਨਮੂਨਾ),ಮಹತ್ವಾಕಾಂಕ್ಷಿ (ಮಾದರಿ)
ਦੋ-ਸਾਲਾ ਪੌਦੇ,ದ್ವೈವಾರ್ಷಿಕ ಸಸ್ಯಗಳು
ਬਾਇਨੋਮੀਅਲ,ದ್ವಿಪದ
ਬਾਇਓਫੈਕਟਰ,ಜೈವಿಕ ಅಂಶ
ਜੈਵਿਕ ਜਲਵਾਯੂ,ಜೈವಿಕ ಹವಾಮಾನ
ਬਾਇਓ ਊਰਜਾ,ಜೈವಿಕ ಶಕ್ತಿ
ਜੀਵ-ਜੰਤੂ ਵਾਤਾਵਰਣ,ಪ್ರಾಣಿಗಳ ಪರಿಸರ ವಿಜ್ಞಾನ
1. ਬਾਇਓ-ਪ੍ਰੋਸੈਸਰ 2. ਬਾਇਓ-ਰਿਐਕਟਰ,1. ಬಯೋ-ಪ್ರೊಸೆಸರ್ 2. ಬಯೋ-ರಿಯಾಕ್ಟರ್
ਜੀਵ-ਮੰਡਲ,ಜೀವಗೋಳ
ਬਾਇਓਟਿਕ,ಜೈವಿಕ
ਜੀਵ-ਜੰਤੂ,ಪ್ರಾಣಿಸಂಕುಲ
ਡਿਵਿਲਿੰਗੀ,ದಿವಿಲಿಂಗಿ
ਧਵਲਨ,ಧವಳನ್
1. ਪ੍ਰਧਵਾਸਨ (ਰੋਗ) 2. ਗਸਟ ਰੋਗ,1. ಪ್ರಧ್ವಸನ್ (ರೋಗ) 2. ಗಸ್ಟ್ ರೋಗ
ਮਿਲਾਉਣਾ,ಮಿಶ್ರಣ
1. ਅੰਗਮਾਰੀ (ਰੋਗ) 2. ਝੁਲਸ (ਰੋਗ),1. ಅಂಗಮಾರಿ (ರೋಗ) 2. ರೋಗ (ರೋಗ)
1. ਛਾਲੇ 2. ਛਾਲੇ 3. ਫਟਣਾ 4. ਛਾਲੇ,1. ಬ್ಲಿಸ್ಟರ್ 2. ಬ್ಲಿಸ್ಟರ್ 3. ಎರಪ್ಶನ್ 4. ಬ್ಲಿಸ್ಟರ್
ਨੀਲੀ ਕ੍ਰਾਂਤੀ,ನೀಲಿ ಕ್ರಾಂತಿ
ਪਲੈਨਰ ਹੀਟਿੰਗ ਚੈਂਬਰ,ಪ್ಲಾನರ್ ಹೀಟಿಂಗ್ ಚೇಂಬರ್
ਪਲੈਨਰ ਹੀਟਿੰਗ ਤਕਨਾਲੋਜੀ,ಪ್ಲ್ಯಾನರ್ ತಾಪನ ತಂತ್ರಜ್ಞಾನ
ਬਰੈਨ,ಹೊಟ್ಟು
ਬ੍ਰਾਂਚਿੰਗ,ಕವಲೊಡೆಯುತ್ತಿದೆ
1. ਟਹਿਣੀ 2. ਸਬਬ੍ਰਾਂਚ,1. ರೆಂಬೆ 2. ಉಪಶಾಖೆ
ਨਸਲ,ತಳಿ
ਪ੍ਰਜਨਨ,ಸಂತಾನೋತ್ಪತ್ತಿ
ਸ਼ੁਰੂਆਤੀ ਉਗਣ ਦਾ ਇਲਾਜ,ಆರಂಭಿಕ ಮೊಳಕೆಯೊಡೆಯುವಿಕೆ ಚಿಕಿತ್ಸೆ
1. ਬੱਚਾ 2. ਅੰਡੇ 3. ਭਰੂਣ,1. ಮರಿ 2. ಮೊಟ್ಟೆ 3. ಭ್ರೂಣ
ਉਭਰਦਾ,ಮೊಳಕೆಯೊಡೆಯುತ್ತಿದೆ
ਬਜਟ,ಬಜೆಟ್
1. ਐਮਫੋਟੇਰਿਕ 2. ਬਫਰ,1.ಆಂಫೋಟೆರಿಕ್ 2. ಬಫರ್
ਮਿਠਾ ਆਲੂ,ಸಿಹಿ ಆಲೂಗಡ್ಡೆ
ਬੰਟ (ਰੋਗ),ಬಂಟ್ (ರೋಗ)
1. ਉਪ-ਉਤਪਾਦ 2. ਉਪ-ਉਤਪਾਦ,1. ಉಪ ಉತ್ಪನ್ನ 2. ಉಪ ಉತ್ಪನ್ನ
c ਨਮੀ ਨਿਰਧਾਰਨ ਕਰਵ,c ತೇವಾಂಶದ ನಿರ್ದಿಷ್ಟ ಕರ್ವ್
ਤੇਲ ਕੇਕ,ಎಣ್ಣೆ ಕೇಕ್
1. ਚੂਨਾ 2. ਕੈਲਸ਼ੀਅਮ,1. ಸುಣ್ಣ 2. ಕ್ಯಾಲ್ಸಿಯಂ
ਕੈਲਸੀਓਨ,ಕ್ಯಾಲ್ಸಿಯಾನ್
ਫਾਸਫੇਟ ਹਟਾਉਣ,ಫಾಸ್ಫೇಟ್ ತೆಗೆಯುವಿಕೆ
1. ਕਿਨਾਟਾ 2. ਕੈਲਾਟਾ,1. ಕಿನಾಟಾ 2. ಕ್ಯಾಲಟಾ
