Punjabi,Kannada
1. ਕੈਲਸ 2. ਕਿਰਨ,1.ಕ್ಯಾಲಸ್ 2. ಕಿರಣ
1. ਸੈਪਲਸ 2. ਕੈਲਿਕਸ,1. ಸೀಪಲ್ಸ್ 2. ಕ್ಯಾಲಿಕ್ಸ್
ਬਾਹਰੀ ਅੰਤ,ಹೊರಗಿನ ಅಂತ್ಯ
ਏਡਾ,ಈಧಾ
ਕੈਂਕਰ (ਬੈਕਟੀਰੀਆ ਦੀ ਬਿਮਾਰੀ),ಕ್ಯಾನ್ಸರ್ (ಬ್ಯಾಕ್ಟೀರಿಯಾ ರೋಗ)
ਕੈਨਿੰਗ,ಕ್ಯಾನಿಂಗ್
ਅਸਮਾਨ,ಆಕಾಶ
ਵਿੱਤ,ಹಣಕಾಸು
ਪਰਾਗੀਕਰਨ (ਅੰਜੀਰ ਦਾ),ಪರಾಗಸ್ಪರ್ಶ (ಅಂಜೂರದ ಹಣ್ಣುಗಳು)
1. ਕੈਪਸੂਲ 2. ਕੈਪਸੂਲ 3. ਕੈਪਸੂਲ,1. ಕ್ಯಾಪ್ಸುಲ್ 2. ಕ್ಯಾಪ್ಸುಲ್ 3. ಕ್ಯಾಪ್ಸುಲ್
ਕਾਰਬਨਾਈਜ਼ਡ,ಕಾರ್ಬೊನೈಸ್ಡ್
ਕਾਰਬਨਾਨ,ಕಾರ್ಬೊನಾನ್
carapace,ಕ್ಯಾರಪೇಸ್
ਬਰੇਸਲੈੱਟ,ಕಂಕಣ
1. ਕਾਸਟਿੰਗ (ਲੋਹਾ) 2. ਕਸ਼ਤੀ (ਕੀੜੇ),1. ಎರಕ (ಕಬ್ಬಿಣ) 2. ಕ್ಷಿತಿ (ಕೀಟ)
catabolism,ಕ್ಯಾಟಬಾಲಿಸಮ್
ਪ੍ਰੇਰਣਾ,ಪ್ರೇರಣೆ
1. ਕੈਟਰਪਿਲਰ 2. ਕੈਟਰਪਿਲਰ,1. ಕ್ಯಾಟರ್ಪಿಲ್ಲರ್ 2. ಕ್ಯಾಟರ್ಪಿಲ್ಲರ್
c d. ਐਨ. a ਸੰਗ੍ਰਹਿ,ಸಿ ಡಿ. ಎನ್. ಎ. ಸಂಗ್ರಹಣೆ
ਸੀਮਾ,ವ್ಯಾಪ್ತಿ
1. ਸੈੱਲ 2. ਸੈੱਲ,1. ಕೋಶ 2. ಕೋಶ
ਕੇਂਦਰੀ ਫਰੰਟ ਸਿਸਟਮ,ಕೇಂದ್ರ ಮುಂಭಾಗದ ವ್ಯವಸ್ಥೆ
1. ਪੁਆਇੰਟ 2. ਫੋਕਸ,1. ಪಾಯಿಂಟ್ 2. ಫೋಕಸ್
centrifugation,ಕೇಂದ್ರಾಪಗಾಮಿ
ਸੈਂਟਰਿਫਿਊਜ,ಕೇಂದ್ರಾಪಗಾಮಿ
ਸਟਾਰ ਸੈਂਟਰ,ನಕ್ಷತ್ರ ಕೇಂದ್ರ
epigenetic,ಎಪಿಜೆನೆಟಿಕ್
ਕੇਂਦਰਜਾ,ಕೇಂದ್ರರಾಜ
ਲੂਮ,ಮಗ್ಗ
1. ਸੀਰੀਅਲ 2. ਸੀਰੀਅਲ,1. ಏಕದಳ 2. ಸೀರಿಯಲ್
1. ਸਰਟੀਫਿਕੇਸ਼ਨ 2. ਸਰਟੀਫਿਕੇਸ਼ਨ,1. ಪ್ರಮಾಣೀಕರಣ 2. ಪ್ರಮಾಣೀಕರಣ
ਪ੍ਰਮਾਣਿਤ ਬੀਜ,ಪ್ರಮಾಣೀಕೃತ ಬೀಜ
1. ਤੂੜੀ 2. ਕੁੱਟੀ 3. ਸ਼ਲਕ ਸਹਪਾਤਰਾ,1. ಹುಲ್ಲು 2. ಕುಟ್ಟಿ 3. ಶಾಲಕ್ ಸಹಪಾತ್ರ
1. ਨਿਭਾਗ 2. ਕੈਲਜਾ,1. ನಿಭಾಗ್ 2. ಕೈಲಾಜಾ
ਕਾਇਮੋਗ੍ਰਾਫੀ,ಕೈಮೊಗ್ರಫಿ
1. ਕੀਜ਼ਮਾ 2. ਵਿਅਸਤ,1. ಕಿಯಾಜ್ಮಾ 2. ಕಾರ್ಯನಿರತ
ਸੁਪਰ ਕੂਲਿੰਗ ਘੰਟੇ,ಸೂಪರ್ ಕೂಲಿಂಗ್ ಗಂಟೆಗಳು
ਠੰਡ ਦਾ ਨੁਕਸਾਨ,ಫ್ರಾಸ್ಟ್ ಹಾನಿ
1. ਵੀਚਰੋਤਕੀ 2. ਚਿਮੇਰਾ,1. ವಿಚಿರೋಟಕಿ 2. ಚಿಮೆರಾ
ਹਰਾ ਦਲੀਆ,ಹಸಿರು ಗಂಜಿ
1. ਪੱਤੇ 2. ਹਰੇ,1. ಎಲೆಗಳು 2. ಹಸಿರು
ਸਾਇਨੋਸਿਸ,ಸೈನೋಸಿಸ್
ਜੈਵਿਕ ਵੰਡ ਵਿਗਿਆਨ,ಜೈವಿಕ ವಿತರಣಾ ವಿಜ್ಞಾನ
1. ਕ੍ਰੋਮੇਟਿਡਜ਼ 2. ਅੱਧੇ ਕ੍ਰੋਮੋਸੋਮਜ਼,1. ಕ್ರೊಮಾಟಿಡ್ಸ್ 2. ಅರ್ಧ ವರ್ಣತಂತುಗಳು
chromatin,ಕ್ರೊಮಾಟಿನ್
ਕ੍ਰੋਮੈਟੋਗ੍ਰਾਫੀ,ಕ್ರೊಮ್ಯಾಟೋಗ್ರಫಿ
chromatinlation,ಕ್ರೊಮಾಟಿಲೇಷನ್
ਅਟਲ ਬਿੰਦੂ,ಹೃತ್ಕರ್ಣದ ಬಿಂದು
chromatogenesis,ಕ್ರೊಮಾಟೊಜೆನೆಸಿಸ್
1. ਕ੍ਰੋਮੋਪ੍ਰੋਟੀਨ 2. ਪਿਗਮੈਂਟਪ੍ਰੋਟੀਨ,1. ಕ್ರೋಮೋಪ್ರೋಟೀನ್ 2. ಪಿಗ್ಮೆಂಟ್ಪ್ರೋಟೀನ್
1. ਕ੍ਰੋਮੋਸੋਮਜ਼ 2. ਕ੍ਰੋਮੋਸੋਮਜ਼,1. ವರ್ಣತಂತುಗಳು 2. ವರ್ಣತಂತುಗಳು
1. ਪੁਰਾਣੀ 2. ਪੁਰਾਣੀ 3. ਪੁਰਾਣੀ 4. ਪੁਰਾਣੀ,1. ದೀರ್ಘಕಾಲದ 2. ದೀರ್ಘಕಾಲದ 3. ದೀರ್ಘಕಾಲದ 4. ಬಳಕೆಯಲ್ಲಿಲ್ಲದ
citrange,ಸಿಟ್ರೇಂಜ್
ਪਤਝੜ ਤਿਉਹਾਰ,ಶರತ್ಕಾಲದ ಹಬ್ಬ
ਵਰਗੀਕਰਨ,ವರ್ಗೀಕರಣ
1. ਮਿੱਟੀ 2. ਮਿੱਟੀ,1. ಮಣ್ಣು 2. ಮಣ್ಣು
1. ਸਫਾਈ 2. ਰਗੜਨਾ 3. ਸਫਾਈ 4. ਸ਼ੁੱਧੀਕਰਨ,1. ಶುಚಿಗೊಳಿಸುವಿಕೆ 2. ಸ್ಕ್ರಬ್ಬಿಂಗ್ 3. ಸ್ವಚ್ಛಗೊಳಿಸುವಿಕೆ 4. ಶುದ್ಧೀಕರಣ
ਲਗਾਤਾਰ ਪਰਾਗਣ,ನಿರಂತರ ಪರಾಗಸ್ಪರ್ಶ
cruciferous ਫਲ,ಶಿಲುಬೆಯ ಹಣ್ಣು
ਜਲਵਾਯੂ,ಹವಾಮಾನ
ਜਲਵਾਯੂ ਵਿਗਿਆਨ,ಹವಾಮಾನಶಾಸ್ತ್ರ
ਕੱਟਣਾ,ಬರಿಯ
ਗੰਢ (ਮਿੱਟੀ),ಉಂಡೆ (ಜೇಡಿಮಣ್ಣು)
ਕਲੋਨ,ತದ್ರೂಪಿ
1. ਬੱਦਲ 2. ਬੱਦਲ,1.ಮೋಡಗಳು 2.ಮೋಡಗಳು
ਝੁੰਡ,ಗೊಂಚಲು
ਝੁੰਡ,ಗುಂಪನ್ನು
1. ਮੋਟਾ 2. ਮੋਟਾ 3. ਕੱਚਾ 4. ਮੋਟਾ,1. ಒರಟು 2. ಒರಟು 3. ಕಚ್ಚಾ 4. ಒರಟು
1. ਕਵਰ 2. ਚਮੜਾ,1. ಕವರ್ 2. ಲೆಥೆರೆಟ್
ਕੋਯਾ,ಕೋಯಾ
1. ਕੋਐਨਜ਼ਾਈਮ 2. ਕੋ-ਐਨਜ਼ਾਈਮ,1. ಕೋಎಂಜೈಮ್ 2. ಸಹ-ಕಿಣ್ವ
ਤਾਲਮੇਲ,ಒಗ್ಗಟ್ಟು
1. ਫਾਈਬਰ (ਜੂਟ ਜੂਟ) 2. ਨਾਰੀਅਲ ਮੋਟੇ,1. ಫೈಬರ್ (ಸೆಣಬು) 2. ತೆಂಗಿನಕಾಯಿ ಒರಟು
ਮੁਲੰਕੁਰ ਚੋਲਾ,ಮುಳಂಕೂರು ಚೋಳ
,
ਕੋਲਾਇਡ (ਮਿੱਟੀ),ಕೊಲೊಯ್ಡ್ (ಮಣ್ಣು)
1.ਕਾਲਮ 2.ਕੋਲੁਮੇਲਾ,1.ಕಾಲಮ್ 2.ಕೊಲುಮೆಲ್ಲಾ
1. ਜੁਰਮਾਨਾ 2. ਕਾਲਮ 3. ਕਾਲਮ,1. ಪೆನಾಲ್ಟಿ 2. ಕಾಲಮ್ 3. ಕಾಲಮ್
ਸਾਂਝ,ಕಮ್ಯುನಿಯನ್
ਵਪਾਰਕ ਬੈਂਕ,ವಾಣಿಜ್ಯ ಬ್ಯಾಂಕ್
1. ਵਸਤੂ 2. ਵਪਾਰਕ ਮਾਲ,1. ಸರಕು 2. ಸರಕು
ਭਾਈਚਾਰਾ,ಸಮುದಾಯ
ਮਿਸ਼ਰਣ (ਮਿੱਟੀ ਦਾ),ಸಂಕೋಚನ (ಮಣ್ಣಿನ)
1. ਅਨੁਕੂਲਤਾ 2. ਅਨੁਕੂਲਤਾ,1. ಹೊಂದಾಣಿಕೆ 2. ಹೊಂದಾಣಿಕೆ
ਅਨੁਕੂਲਤਾ,ಹೊಂದಾಣಿಕೆ
1. ਮੁਆਵਜ਼ਾ 2. ਮੁਆਵਜ਼ਾ,1. ಪರಿಹಾರ 2. ಪರಿಹಾರ
ਪ੍ਰਤੀਯੋਗੀ ਪਰਸਪਰ ਪ੍ਰਭਾਵ,ಸ್ಪರ್ಧಾತ್ಮಕ ಪರಸ್ಪರ ಕ್ರಿಯೆ
ਪੂਰਕ ਫਸਲ,ಪೂರಕ ಬೆಳೆ
1. ਸੰਯੁਕਤ 2. ਗੁੰਝਲਦਾਰ,1.ಸಂಯೋಜಿತ 2.ಸಂಕೀರ್ಣ
ਸੰਵਿਧਾਨਕ,ಘಟಕ
ਰਚਨਾ,ಸಂಯೋಜನೆ
ਖਾਦ,ಗೊಬ್ಬರ
ਮਿਸ਼ਰਿਤ ਵਿਆਜ,ಚಕ್ರಬಡ್ಡಿ
ਗਣਨਾ,ಗಣನೆ
1. ਕੰਪਿਊਟਰ 2. ਕੰਪਿਊਟਰ,1. ಕಂಪ್ಯೂಟರ್ 2. ಕಂಪ್ಯೂಟರ್
1. ਇਕਾਗਰਤਾ 2. ਇਕਾਗਰਤਾ,1. ಏಕಾಗ್ರತೆ 2. ಏಕಾಗ್ರತೆ
1. ਆਪਟੀਮਾਈਜ਼ਰ 2. ਰੀਵਾਈਟਲਾਈਜ਼ਰ,1. ಆಪ್ಟಿಮೈಜರ್ 2. ರಿವೈಟಲೈಸರ್
ਚਾਲਕਤਾ,ವಾಹಕತೆ
1. ਸੰਰਚਨਾ 2. ਸੰਰਚਨਾ,1. ಕಾನ್ಫಿಗರೇಶನ್ 2. ಕಾನ್ಫಿಗರೇಶನ್
1. ਅਨੁਕੂਲਤਾ 2. ਸੰਰਚਨਾ 3. ਅਨੁਕੂਲਤਾ,1. ಅನುಸರಣೆ 2. ಸಂರಚನೆ 3. ಅನುಸರಣೆ
1. ਏਕੀਕਰਣ 2. ਹਾਈਬ੍ਰਿਡਾਈਜ਼ੇਸ਼ਨ,1. ಏಕೀಕರಣ 2. ಹೈಬ್ರಿಡೈಸೇಶನ್
ਸੰਜੋਗ,ಸಂಯೋಗ
1. ਜੋੜਨ ਵਾਲਾ 2. ਜੋੜਨ ਵਾਲਾ,1. ಸಂಯೋಜಕ 2. ಸಂಯೋಜಕ
ਸੁਰੱਖਿਆ,ರಕ್ಷಣೆ
ਏਕੀਕਰਨ,ಬಲವರ್ಧನೆ
1. ਸਮੱਗਰੀ 2. ਸਮੱਗਰੀ,1. ಪದಾರ್ಥ 2. ಪದಾರ್ಥಗಳು
ਖਪਤਕਾਰ,ಗ್ರಾಹಕ
ਖਪਤ,ಬಳಕೆ
ਗੰਦਗੀ,ಮಾಲಿನ್ಯ
ਕੰਟੂਰ ਲਾਉਣਾ,ಬಾಹ್ಯರೇಖೆ ನೆಟ್ಟ
ਕੰਟੋਰ ਲਾਈਨ,ಬಾಹ್ಯರೇಖೆ ರೇಖೆ
1. ਕੰਟਰੈਕਟ ਫਾਰਮਿੰਗ 2. ਕੰਟਰੈਕਟ ਫਾਰਮਿੰਗ 3. ਕੰਟਰੈਕਟ ਫਾਰਮਿੰਗ,1. ಗುತ್ತಿಗೆ ಕೃಷಿ 2. ಗುತ್ತಿಗೆ ಕೃಷಿ 3. ಗುತ್ತಿಗೆ ಕೃಷಿ
ਨਿਯੰਤਰਿਤ ਵਾਯੂਮੰਡਲ ਸਟੋਰੇਜ਼,ನಿಯಂತ್ರಿತ ವಾತಾವರಣದ ಶೇಖರಣೆ
ਸਹਿਕਾਰੀ ਬੈਂਕ,ಸಹಕಾರಿ ಬ್ಯಾಂಕ್
ਸਹਿਕਾਰੀ ਸਭਾ ਦੇ ਮੈਂਬਰ,ಸಹಕಾರ ಸಂಘದ ಸದಸ್ಯ
ਗੁਲਮਾਵਨ,ಗುಲ್ಮಾವನ್
ਘਣ,ಘನಾಕೃತಿಯ
1. ਦਲਪੁੰਜ 2. ਕੋਰੋਲਾ,1. ದಾಲ್ಪುಂಜ್ 2. ಕೊರೊಲ್ಲಾ
1. ਕਾਰਟੈਕਸ 2. ਕਾਰਟੈਕਸ,1. ಕಾರ್ಟೆಕ್ಸ್ 2. ಕಾರ್ಟೆಕ್ಸ್
ਲਾਗਤ,ವೆಚ್ಚ
cotyledon,ಕೋಟಿಲ್ಡನ್
ਕ੍ਰੈਡਿਟ ਕਮੇਟੀ,ಕ್ರೆಡಿಟ್ ಸಮಿತಿ
1. ਉਧਾਰ 2. ਕ੍ਰੈਡਿਟ,1. ಸಾಲ ನೀಡಿಕೆ 2. ಕ್ರೆಡಿಟ್
1. ਰਿਣਦਾਤਾ 2. ਲੈਣਦਾਰ,1. ಸಾಲದಾತ 2. ಸಾಲಗಾರ
1. ਕਰੈਸਟ 2. ਸਿਰਾ 3. ਸਪਾਇਰ,1. ಕ್ರೆಸ್ಟ್ 2. ಶೃಂಗ 3. ಶಿಖರ
ਵਾਪਸੀ,ಹಿಂತೆಗೆದುಕೊಳ್ಳುವಿಕೆ
ਸਮੱਸਿਆ,ಸಮಸ್ಯೆ
ਟੈਸਟ,ಪರೀಕ್ಷೆ
ਨਾਜ਼ੁਕ,ನಿರ್ಣಾಯಕ
ਫਸਲ ਬੀਮਾ,ಬೆಳೆ ವಿಮೆ
ਫਸਲ ਕਰਜ਼ਾ,ಬೆಳೆ ಸಾಲ
1. ਫਸਲ 2. ਫਸਲ,1. ಬೆಳೆ 2. ಬೆಳೆ
ਕਾਸ਼ਤ ਖੇਤਰ,ಕೃಷಿ ಪ್ರದೇಶ
ਪਾਰ ਅਸੰਗਤ,ಅಡ್ಡ ಹೊಂದಾಣಿಕೆಯಾಗುವುದಿಲ್ಲ
1. ਤਾਜ 2. ਸਿਖਰ (ਪੌਦਾ),1. ಕಿರೀಟ 2. ಪಿನಾಕಲ್ (ಸಸ್ಯ)
ਨਰਮ ਕਣ,ಮೃದು ಕಣಗಳು
ਛਾਲੇ,ಕ್ರಸ್ಟ್
1. ਕ੍ਰਿਪਟੋਗਾਮ 2. ਗੈਰ-ਫਲੋਰੀਫਾਰਮ,1. ಕ್ರಿಪ್ಟೋಗಮ್ 2. ಫ್ಲೋರಿಫಾರ್ಮ್ ಅಲ್ಲದ
ਛਾਂਟੀ (ਫਲ),ಕತ್ತರಿಸು (ಹಣ್ಣು)
ਕਲਮ,ಪೆನ್ನು
ਕਿਸਮ ਦੀ ਕਿਸਮ,ತಳಿ ವೈವಿಧ್ಯ
1. ਟ੍ਰੈਕਸ਼ਨ 2. ਖੇਤੀਬਾੜੀ 3. ਖੇਤੀ,1. ಎಳೆತ 2. ಕೃಷಿ 3. ಬೇಸಾಯ
1. ਕਿਸਾਨ 2. ਕਾਸ਼ਤਕਾਰ,1. ರೈತ 2. ಕೃಷಿಕ
1. ਕਾਸ਼ਤ 2. ਕਾਸ਼ਤ 3. ਪਾਲਣ,1. ಸಾಗುವಳಿ 2. ಸಾಗುವಳಿ 3. ಪಾಲನೆ
1.ਸਰੋਤ 2.ਤਿਆਰੀ,1.ಸಂಪನ್ಮೂಲ 2.ತಯಾರಿಕೆ
1.ਕੁੰਤਲਨ 2.ਕੁੰਚਨ,1.ಕುಂತಲನ್ 2.ಕುಂಚೋನ್
ਆਸਣ,ಭಂಗಿ
1. ਐਪੀਡਰਰਮਿਸ 2. ਛੱਲੀ,1. ಎಪಿಡರ್ಮಿಸ್ 2. ಹೊರಪೊರೆ
1. ਕਲਮ 2. ਕੱਟਣਾ 3. ਕੱਟਣਾ 4. ਕੱਟਣਾ 5. ਕੱਟਣਾ,1. ಪೆನ್ 2. ಕತ್ತರಿಸುವುದು 3. ಕತ್ತರಿಸುವುದು 4. ಕತ್ತರಿಸುವುದು 5. ಕತ್ತರಿಸುವುದು
1. ਕੀੜਾ ਸਰੀਰ 2. ਸਿਸਟ 3. ਗੰਢ 4. ਵਿਗੜਿਆ ਗੰਢ 5. ਨਿਓਪਲਾਜ਼ਮ,1. ವರ್ಮ್ ಕಾರ್ಪಸ್ 2. ಚೀಲ 3. ಚೀಲ 4. ವಿರೂಪಗೊಂಡ ಗಡ್ಡೆ 5. ನಿಯೋಪ್ಲಾಸಂ
cytochrome,ಸೈಟೋಕ್ರೋಮ್
ਸੈੱਲ ਜੋੜਨਾ,ಜೀವಕೋಶದ ಜೋಡಣೆ
ਸੈੱਲ ਪ੍ਰਜਨਨ,ಜೀವಕೋಶದ ಸಂತಾನೋತ್ಪತ್ತಿ
ਸੈੱਲ ਜੈਨੇਟਿਕਸ,ಜೀವಕೋಶದ ತಳಿಶಾಸ್ತ್ರ
cytoplasmic ਡਿਵੀਜ਼ਨ,ಸೈಟೋಪ್ಲಾಸ್ಮಿಕ್ ವಿಭಾಗ
ਸੈੱਲ ਜੀਵ ਵਿਗਿਆਨ,ಜೀವಕೋಶದ ಜೀವಶಾಸ್ತ್ರ
ਸੈੱਲ lysis,ಜೀವಕೋಶದ ವಿಘಟನೆ
1. ਸਾਇਟੋਮੇਰ 2. ਸੈੱਲ ਸੈਗਮੈਂਟੇਸ਼ਨ,1. ಸೈಟೋಮಿಯರ್ 2. ಕೋಶ ವಿಭಜನೆ
cytoplasm,ಸೈಟೋಪ್ಲಾಸಂ
1. ਡੇਅਰੀ 2. ਡੇਅਰੀ,1. ಡೈರಿ 2. ಡೈರಿ
ਡੇਅਰੀ ਉਦਯੋਗ,ಡೈರಿ ಉದ್ಯಮ
1. ਡੈਮ 2. ਬਰੀਡਰ,1. ಅಣೆಕಟ್ಟು 2. ತಳಿಗಾರ
ਦਿਨ ਦਾ ਸੰਪੂਰਨ ਪੌਦਾ,ದಿನ ಸಂಪೂರ್ಣ ಸಸ್ಯ
ਫੁੱਲ ਦੇ ਬਾਅਦ ਦਿਨ,ಹೂಬಿಡುವ ನಂತರ ದಿನ
ਪੂਰੇ ਫੁੱਲ ਦੇ ਬਾਅਦ ਦਿਨ,ಪೂರ್ಣ ಹೂಬಿಡುವ ನಂತರ ದಿನ
ਅਕੁਸ਼ਲਤਾ,ಅಸಮರ್ಥತೆ
decalcification,ಡಿಕ್ಯಾಲ್ಸಿಫಿಕೇಶನ್
1. ਡਿਸਲੋਜ 2. ਡਿਸਲੋਜ,1. ಹೊರಹಾಕು 2. ಹೊರಹಾಕು
ਸੜਨ,ಕೊಳೆತ
ਪਤਝੜ,ಪತನಶೀಲ
1. ਦਸ਼ਮਲਵ 2. ਦਸ਼ਮਲਵ,1. ದಶಮಾಂಶ 2. ದಶಮಾಂಶ
ਘਟੀਆਪਨ,ಕೀಳರಿಮೆ
ਅਨੁਰਾਨ (ਮਿੱਟੀ),ಅನುರಾನ್ (ಮಣ್ಣು)
ਵਿਪੁਸ਼ਪਨ,ವಿಪುಷ್ಪನ್
ਬਿਲਿੰਗ,ಬಿಲ್ಲಿಂಗ್
ਕਟਾਈ,ಅರಣ್ಯನಾಶ
ਬਦਨਾਮੀ,ಅವಮಾನ
ਪਤਨ,ಅವನತಿ
ਭਾਗ ਦਿਨ,ಭಾಗ ದಿನ
1. ਮਾਤਰਾ 2. ਹਿੱਸਾ,1. ಪ್ರಮಾಣ 2. ಭಾಗ
dehiscence,ಅಳಿವು
ਭੂਸੀ ਨੂੰ ਹਟਾਉਣਾ,ಹೊಟ್ಟು ತೆಗೆಯುವುದು
ਭੂਸੀ ਨੂੰ ਹਟਾਉਣਾ,ಹೊಟ್ಟು ತೆಗೆಯುವುದು
ਡੀਹਾਈਡਰੇਸ਼ਨ,ನಿರ್ಜಲೀಕರಣ
ਨਿਹਾਈਡ੍ਰਸ,ಜಲರಹಿತ
ਮੰਗ,ಬೇಡಿಕೆ
1. ਵਿਨਾਸ਼ਕਾਰੀ 2. ਗੁਣਾ,1. ಡಿನಾಟರೇಶನ್ 2. ಗುಣಾಕಾರ
ਖੰਡਨ,ನಿಂದನೆ
1. ਜਮ੍ਹਾ (ਮਿੱਟੀ) 2. ਜਮ੍ਹਾ (ਆਰਥਿਕਤਾ),1. ಠೇವಣಿ (ಮಣ್ಣು) 2. ಠೇವಣಿ (ಅರ್ಥಶಾಸ್ತ್ರ)
ਜਮ੍ਹਾ,ಠೇವಣಿ
1. ਘਟਾਓ 2. ਘਟਾਓ,1. ಸವಕಳಿ 2. ಸವಕಳಿ
ਡੀਸਲੀਨੇਸ਼ਨ,ನಿರ್ಲವಣೀಕರಣ
1. ਪਾਣੀ ਸੁਕਾਉਣਾ 2. ਡੀਹਾਈਡਰੇਸ਼ਨ,1. ನೀರು ಒಣಗಿಸುವುದು 2. ನಿರ್ಜಲೀಕರಣ
1. ਡਿਜ਼ਾਈਨ 2. ਡਿਜ਼ਾਈਨ,1. ವಿನ್ಯಾಸ 2. ವಿನ್ಯಾಸ
ਸੁੱਕਣ ਵਾਲਾ,ಒಣ
ਕਰਨਲ ਹਟਾਉਣ,ಕರ್ನಲ್ ತೆಗೆಯುವಿಕೆ
ਡੀ-ਇੰਟਰਕਲੇਸ਼ਨ,ಡಿ-ಇಂಟರ್ಕಲೇಶನ್
ਸੰਜੋਗ,ಸಂಯೋಗ
1. ਨਰ ਮੰਜਰੀ ਐਕਸਟਰੈਕਸ਼ਨ (ਮੱਕੀ) 2. ਬੱਲਰ ਐਕਸਟਰੈਕਸ਼ਨ,1. ಗಂಡು ಮಂಜರಿ ಉದ್ಧರಣ (ಮೆಕ್ಕೆಜೋಳ) 2. ಬಲ್ಲರ್ ಹೊರತೆಗೆಯುವಿಕೆ
ਬੱਲਰ ਜਾਂ ਕੁੰਦਨ ਕੱਟਣਾ,ಬಲ್ಲರ್ ಅಥವಾ ಕುಂದನ್ ಕತ್ತರಿಸುವುದು
ਨਿਰਧਾਰਕ,ನಿರ್ಣಯಕ
devaluation,ಅಪಮೌಲ್ಯೀಕರಣ
de-vegetate,ಸಸ್ಯರಹಿತ
ਭਟਕਣਾ,ವಿಚಲನ
ਡਬਲ,ದುಪ್ಪಟ್ಟು
ਨਿਦਾਨ,ರೋಗನಿರ್ಣಯ
ਵੱਖਰੀ ਪਰਿਪੱਕਤਾ,ವಿಭಿನ್ನ ಪ್ರಬುದ್ಧತೆ
ਵੰਡ,ಕವಲೊಡೆಯುವಿಕೆ
1. ਡਾਇਕੋਟਾਈਲਡਨ 2. ਡਾਇਕੋਟਾਈਲਡਨ (ਬੀਜ),1. ಡೈಕೋಟಿಲ್ಡನ್ 2. ಡೈಕೋಟಿಲ್ಡನ್ (ಬೀಜ)
ਪਿੱਠ ਦੀ ਬਿਮਾਰੀ,ಬೆನ್ನು ರೋಗ
1. ਫੈਲਾਅ 2. ਪ੍ਰਸਾਰ,1. ಪ್ರಸರಣ 2. ಪ್ರಸರಣ
ਪਾਚਨ ਸਮਰੱਥਾ,ಜೀರ್ಣಸಾಧ್ಯತೆ
ਡਾਇਹਾਈਬ੍ਰਿਡ,ಡೈಹೈಬ್ರಿಡ್
1. ਡੈਮ 2. ਡਰੇਨ 3. ਪਰਿਵਾਰ,1. ಅಣೆಕಟ್ಟು 2. ಚರಂಡಿ 3. ಕುಟುಂಬ
ਮਾਮੂਲੀ,ಅತ್ಯಲ್ಪ
1. ਮੋਨੋਗੈਮਸ 2. ਮੋਨੋਗੈਮਸ,1. ಏಕಪತ್ನಿ 2. ಏಕಪತ್ನಿ
ਡਿਪਲੋਇਡ,ಡಿಪ್ಲಾಯ್ಡ್
