Bengali,Marathi
বাতিল অঙ্গ,गर्भपात केलेला अवयव
বাতিল বীজ,गर्भपात बियाणे
গর্ভপাত,गर्भपात
পরম আগাছা,परिपूर्ण तण
শোষিত কেশন,शोषून घेतलेले केशन
শোষণ,शोषण
অ্যাবিসিনিয়ান সরিষা,अ‍ॅबिसिनियन मोहरी
অ্যাকারিসাইড,एकरिसाइड
অ্যাকসেন্ট্রিক,उच्चारण
উচ্চারণ (সেল),उच्चारण (सेल)
স্বীকৃত সহনশীলতা,स्वीकारलेले सहिष्णुता
আনুষঙ্গিক,Ory क्सेसरी
প্রশংসাপত্র,सहनशीलता
জমা,संचय
সঠিকতা,अचूकता
এসারভুলাস,अ‍ॅसर्व्हुलस
অ্যাসিটিফিকেশন,एसीटिफिकेशन
অ্যাসিডিফিকেশন,आम्लता
অ্যাসিডিমিটার,अ‍ॅसिडिमीटर
অম্লতা,आंबटपणा
অ্যাসিডোফিলিক,अ‍ॅसिडोफिलिक
অ্যাসিডুলেটেড রক ফসফেট,अ‍ॅसिड्युलेटेड रॉक फॉस्फेट
অ্যাসিডুরিক,अ‍ॅसिड्यूरिक
জলজ,जलचर
অধিগ্রহণ,संपादन
একর,एकर
জমি,एकर क्षेत्र
অ্যাক্রোসেন্ট্রিক ক্রোমোজোম,अ‍ॅक्रोसेन्ट्रिक गुणसूत्र
অ্যাক্রোপেটাল,अ‍ॅक्रोपेटल
অ্যাক্রোসোম,अ‍ॅक्रोसोम
অ্যাক্টিনোমাইসেটস,अ‍ॅक्टिनोमाइसेट्स
সক্রিয় মূল অঞ্চল,सक्रिय रूट झोन
তীব্র,तीव्र
অভিযোজনযোগ্যতা,अनुकूलता
অভিযোজন,रुपांतर
আঠালো,आसंजन
অ্যাডিপোজ,Ip डिपोज
সামঞ্জস্য সমীকরণ,समायोजन समीकरण
অ্যাডোব মাটি,अ‍ॅडोब माती
ভেজাল,व्यभिचारी
অ্যাডভেটিয়াস,साहसी
আইসিডিওস্পোর,एसीडिओस्पोर
আইওলিয়ান প্রক্রিয়া,आयओलियन प्रक्रिया
আইওলিয়ান,आयओलियन
এয়ারেট,वायुवीजन
এরিয়াল,हवाई
এয়ারোমিটার,एरोमीटर
অ্যারোসোল,एरोसोल
এ্যাস্টিভেশন,एस्टिवेशन
এটিওলজি (এটিওলজি),एटिओलॉजी (एटिओलॉजी)
Afforastation,वनीकरण
আন্দোলন,आंदोलन
অ্যাগমার্ক,अ‍ॅगमार्क
কৃষি,कृषी
কৃষি ক্লিনিক,कृषी क्लिनिक
কৃষি শ্রম,कृषी कामगार
কৃষি বিপণন,कृषी विपणन
কৃষি প্রযুক্তি,कृषी तंत्रज्ञान
কৃষি,शेती
এগ্রিসিলভিকালচার,कृषी सांस्कृतिक
কৃষি,अ‍ॅग्रोबायोडिव्हर्सिटी
অ্যাগ্রোবায়োলজিকাল ত্রুটিগুলি,अ‍ॅग्रोबायोलॉजिकल दोष
অ্যাগ্রোবায়োলজি,कृषीशास्त्र
অ্যাগ্রোক্লিম্যাটিক বৈচিত্র্য,अ‍ॅग्रोक्लिमॅटिक विविधता
অ্যাগ্রোক্লিম্যাটিক জোনিং,अ‍ॅग्रोक्लिमॅटिक झोनिंग
কৃষি,अ‍ॅग्रोफोरेस्ट्री
কৃষিবিদ,कृषीशास्त्र
কৃষি,अ‍ॅग्रोनॉमी
অ্যাগ্রোপাস্টোরাল,अ‍ॅग्रोपास्टोरल
কৃষি,अ‍ॅग्रोप्रोसेसिंग
অ্যাগ্রোস্টোলজি,अ‍ॅग्रोस्टोलॉजी
এগ্রোটাইপ,अ‍ॅग्रोटाइप
এয়ার প্ল্যান্ট,एअर प्लांट
আকিওচি মাটি,अकिओची माती
অ্যালবিনিজম,अल्बिनिझम
আলফিসোলস,अल्फिसोल
শৈবাল,एकपेशीय वनस्पती
অ্যালগাল ডিজিজ,अल्गल रोग
ক্ষার জল,अल्कली पाणी
ক্ষারীয়,अल्कधर्मी
অ্যালিল,अ‍ॅलेल
অ্যালিলোকেমিক্যালস,Lel लोकेमिकल्स
Allelomorph,Lel लोमॉर्फ
অ্যালোলোপ্যাথি,Lel लेलोपॅथी
অলি ক্রপিং,गल्ली पीक
বরাদ্দ,वाटप
অ্যালোগ্যামি,अ‍ॅलोगॅमी
অ্যালোমেট্রি,अ‍ॅलोमेट्री
অ্যালোপলিপ্লয়েড,Ol लोपोलिपॉइड
Allosynapsis (allosyndesis),Os लोसिनॅप्सिस (os लोसिंडेसिस)
বিকল্প ভারবহন,वैकल्पिक बेअरिंग
বিকল্প জমি ব্যবহার,वैकल्पिक जमीन वापर
পরিবেষ্টিত,सभोवतालचे
অ্যামেলিয়োর্যান্ট,Meliorant
অ্যামিটোসিস,अमिटोसिस
গোলাবারুদ,अमृत
অ্যামোনিফিকেশন,अमोनिफिकेशन
অ্যামোনিফায়ার,अमोनिफायर
অ্যামর্ফ,अमॉर्फ
অ্যাম্ফিমিক্সিস,अ‍ॅम्फिमिक्सिस
এমফোটেরিক,अ‍ॅम्फोटेरिक
অ্যানাবোলিজম,अ‍ॅनाबोलिझम
অ্যানেরোব,अनरोब
অ্যানিউপ্লয়েড,Eneuploid
কোণ রোপণ,कोन लागवड
পশুপালন,पशुसंवर्धन
প্রাণী প্রত্যাখ্যান,प्राणी नकार
অ্যানিমেট শক্তি,एनिमेट एनर्जी
অ্যানিসোপ্লয়েড,एनिसोप्लॉइड
বার্ষিক উদ্ভিদ,वार्षिक वनस्पती
বার্ষিক,वार्षिक
অ্যান্থেসিস,अँथेसिस
অ্যানথ্রাক্স,अँथ्रॅक्स
অ্যানথ্রোপোজেনিক ফ্যাক্টর,मानववंशिक घटक
অ্যান্টিবায়োসিস,प्रतिजैविक
অ্যান্টিবায়োটিক,प्रतिजैविक
প্রতিষেধক,प्रतिजैविक
অ্যান্টিঅক্সিডেন্টস,अँटीऑक्सिडेंट्स
অ্যান্টিটক্সিন,अँटीटॉक्सिन
অ্যানুলাস,अ‍ॅनुलस
এফিড,Ph फिड
অ্যাপিকাল কুঁড়ি,एपिकल अंकुर
অ্যাপিকাল আধিপত্য,एपिकल वर्चस्व
এপিক্যালচার (মৌমাছি পালন),एपिकल्चर (मधमाशी पाळणे)
অ্যাপোমিক্সিস,अपोमिक्सिस
অ্যাপোপটোসিস,अ‍ॅपॉप्टोसिस
সংযোজন,परिशिष्ट
ক্ষুধার্ত,भूक
প্রয়োগ,लागू
জলজ আগাছা,जलीय तण
আরবোরিয়াল,आर्बोरियल
আর্বোরাইজেশন,आर्बोरायझेशन
আর্কিও-বোটানিকাল রেকর্ডস,आर्चीओ-बॉटॅनिकल रेकॉर्ड
অঞ্চল পরিসংখ্যান,क्षेत्र आकडेवारी
অঞ্চল,क्षेत्र
শুকনো বাস্তুতন্ত্র,शुष्क इकोसिस्टम
আরিল,एरिल
সুগন্ধ,सुगंध
সুগন্ধযুক্ত উদ্ভিদ,सुगंधित वनस्पती
সুগন্ধযুক্ত চাল,सुगंधित तांदूळ
তীর,बाण
Asepsis,Asepsis
অ্যাসেপটিক,Se सेप्टिक
অ্যাসেক্সুয়াল প্রচার,अलौकिक प्रसार
অ্যাস,परख
সম্পদ,मालमत्ता
সংমিশ্রণ,आत्मसात
সংঘ,असोसिएशन
জ্যোতিষী,तुरट
অ্যাসিনাপসিস,एसिनॅप्सिस
Atavism,अटाविझम
Atomizer,अ‍ॅटोमायझर
অ্যাট্রোফি,अ‍ॅट्रोफी
অটোগামি,ऑटोगॅमी
অটোলাইসিস,ऑटोलिसिस
অটোক্সিডেশন,ऑटोक्सिडेशन
অটোপলিপ্লয়েড,ऑटोपॉलिपॉइड
অক্সিনস,ऑक्सिन
এডাব্লুএন (ব্রিজল),ओएन (ब्रिस्टल)
বাদাম,बदाम
অ্যালো,कोरफड
অমরান্থাস,अमरॅन्थस
আম্মি,अम्मी
অঞ্জান ঘাস,अंजान गवत
অ্যান্থুরিয়াম,अँथुरियम
"অোনলা, ভারতীয় গুজবেরি","अणला, भारतीय हंसबेरी"
অ্যাপল,Apple पल
এপ্রিকট,जर्दाळू
আরবিয়ান জেসমিন,अरबियन चमेली
সুপারি বাদাম,अरेका नट
অর্জুন,अर्जुन
Asfoetida,असफोएटिडा
অ্যাশ লাউ,राख लबाडी
অশোক গাছ,अशोका वृक्ष
আশ্থমা আগাছা (ইউফোর্বিয়া),अश्थमा तण (युफोर्बिया)
অ্যাস্পারাগাস,शतावरी
অ্যাভোকাডো,एवोकॅडो
আলফালফা (লুসার্ন),अल्फाल्फा (ल्युसर्न)
পিঁপড়া,मुंग्या
এফিডস,Ph फिडस्
সেনা কৃমি,आर्मी जंत
কৃষি অর্থনীতিবিদ,कृषी अर्थशास्त्रज्ञ
কৃষি এক্সটেনশনিস্ট,कृषी विस्तारवादी
কৃষি বিজ্ঞানী,कृषी वैज्ञानिक
কৃষি প্রকৌশলী,कृषी अभियंता
অ্যাগ্রোবায়োলজিস্ট,अ‍ॅग्रोबायोलॉजिस्ट
কৃষিবিদ,कृषीशास्त्रज्ञ
অ্যাগ্রোফিজিসট,अ‍ॅग्रोफिसिकस्ट
প্রাণী ব্রিডার,प्राणी ब्रीडर
ব্যাসিলাস ভাইরাস,बॅसिलस विषाणू
ব্যাসিলাস,बॅसिलस
ব্যাকটিরিয়া,जिवाणू
ব্যাকটিরিওক্সিন,बॅक्टेरियोटॉक्सिन
ব্যাগাস,बागसे
ব্যালেন্স শীট,शिल्लक पत्रक
ভারসাম্যহীন নিষেক,संतुलित फर्टिलायझेशन
বার ডায়াগ্রাম,बार आकृती
বাকল,साल
ব্যারোমিটার,बॅरोमीटर
বন্ধ্যা,वांझ
বেস,पाया
বেসিন,बेसिन
বেসিপেটাল,बासिपेटल
বেসস্টারনাম,बासेस्टर्नम
উপসাগর,बे मॉन्सून
বিয়ারিং প্ল্যান্ট,बेअरिंग प्लांट
বিছানা,बेड
বেডার,बेडर
বিছানাপত্র,बेडिंग
বীট গুড়,बीट गुळ
বেলো,धनुष्य
বেল্ট,बेल्ट
বেনিফিট-ব্যয় বিশ্লেষণ,लाभ-खर्च विश्लेषण
পক্ষপাতদুষ্ট (নমুনা),पक्षपाती (सॅम्पलिंग)
দ্বিবার্ষিক,द्विवार्षिक
দ্বিপদী,द्विपक्षीय
বায়োএজেন্ট,बायोएजेन्ट
বায়োক্লিমেট,बायोक्लीमेट
বায়োনারজি,बायोएनर्जी
বায়োনমিক্স,बायोनोमिक्स
বায়োরিয়্যাক্টর,बायोरिएक्टर
বায়োস্ফিয়ার,जीवशास्त्र
বায়োটিক,बायोटिक
বায়োটাইপ,बायोटाइप
উভকামী,उभयलिंगी
ব্লাঞ্চিং,ब्लान्चिंग
বিস্ফোরণ,ब्लास्ट
মিশ্রণ,मिश्रण
ব্লাইট,ब्लाइट
ফোস্কা,फोड
নীল বিপ্লব,निळा क्रांती
নীচে তাপ চেম্বার,तळाशी उष्णता कक्ष
নীচে তাপ কৌশল,तळाशी उष्णता तंत्र
ব্রান,कोंडा
শাখা,शाखा
শাখা,शाखा
প্রজনন,प्रजनन
প্রজনন,प्रजनन
Brimming,ब्रिमिंग
ব্রুড,ब्रूड
উদীয়মান,नवोदित
বাজেট,अर्थसंकल्प
বাফার,बफर
বাল্ব,बल्ब
বুট,बंट
উপজাত,उप-उत्पादन
বাবুল অ্যাকাসিয়া,बाबुल बाभूळ
শিশুর ভূট্টা,बाळ कॉर्न
বেল,बाईल
বেল,बेली
বালসাম,बाल्सम
বাঁশ,बांबू
কলা,केळी
বটগাছ,वडाचे झाड
বার্লি,बार्ली
বার্নইয়ার্ড মিললেট,धान्याचे कोठार मिलेट
পুদিনা,तुळस
জারজ সিডার,बस्टर्ड सिडर
জারজ মাইরোবালান,बस्टार्ड मायरोबालन
বাউহিনিয়া,बौहिनिया
বে বেরি,बे बेरी
বিন,बीन
বীট,बीट
বেলাদোনা,बेलॅडोना
বের,बेर
বার্সিম,Berseem
সুপারি,सुपारी
বিলিম্বি,बिलीमबी
বিটার লাউ,कारले
কালো গ্রাম,काळा हरभरा
কালো নাইটশেড,ब्लॅक नाईटशेड
বোগেনভিলিয়া,बोगेनविले
বোতল ব্রাশ,बाटली ब्रश
বোতল লাউ,दुधीभोपळा
বক্স ট্রি,बॉक्स ट्री
রুটি ফল,ब्रेड फळ
ব্রাইডাল লতা,ब्राइडल क्रिपर
ব্রিনজাল,वांगे
ব্রড শিম,ब्रॉड बीन
ব্রোকলি,ब्रोकोली
ব্রাসেলের স্প্রাউট,ब्रुसेलचा अंकुर
বাকউইট,बकव्हीट
বুটিয়া,बुटिया
ব্যান্ডিকুট,बॅन्डिकूट
ভাল্লুক,अस्वल
বিটল,बीटल
ফোস্কা বিটল,ब्लिस्टर बीटल
নীল ষাঁড়,निळा बैल
বোল কৃমি,बोल वर्म
প্রজাপতি,फुलपाखरू
ব্যাকটিরিওলজিস্ট,बॅक्टेरियोलॉजिस्ट
বায়োকেমিস্ট,बायोकेमिस्ट
জীববিজ্ঞানী,जीवशास्त्रज्ञ
বায়োটেকনোলজিস্ট,बायोटेक्नॉलॉजिस्ट
উদ্ভিদবিদ,वनस्पतिशास्त्रज्ञ
সি আর্দ্রতা বৈশিষ্ট্যযুক্ত বক্ররেখা,सी ओलावा वैशिष्ट्यपूर्ण वक्र
কেক,केक
ক্যালারিয়াস,कॅल्केरियस
ক্যালিফিকেশন,कॅल्सीफिकेशन
ফসফেটের ক্যালকিনেশন,फॉस्फेटचे कॅल्किनेशन
Calost,कॉलिटी
কলাস,कॉलस
ক্যালিক্স,कॅलेक्स
ক্যালিক্স-এন্ড,कॅलेक्स-एंड
ক্যাম্বিয়াম,कॅम्बियम
ক্যান্সার,कॅंकर
ক্যানিং,कॅनिंग
ক্যানোপি,छत
মূলধন,भांडवल
ক্যাপরিফিকেশন,केप्रीफिकेशन
ক্যাপসুল,कॅप्सूल
কার্বনেটেড,कार्बोनेटेड
কার্বনাইজেশন,कार्बनायझेशन
কার্পেল,कार्पेल
কার্পাস,कार्पस
ঢালাই,कास्टिंग
ক্যাটাবোলিজম,कॅटाबोलिझम
ক্যাটালাইসিস,कॅटॅलिसिस
শুঁয়াপোকা,सुरवंट
সি-ডিএনএ লাইব্রেরি,सी-डीएनए लायब्ररी
সিলিং,कमाल मर्यादा
সেল,सेल
কেন্দ্রীয় নেতা ব্যবস্থা,केंद्रीय नेता प्रणाली
কেন্দ্রিক,सेंट्रिक
সেন্ট্রিফিউগেশন,सेंट्रीफ्यूगेशन
সেন্ট্রিফিউজ,सेंट्रीफ्यूज
সেন্ট্রিওল,सेंट्रीओल
সেন্ট্রোজেনিক,सेंट्रोजेनिक
সেন্ট্রোজেনাস,केंद्रीत
সার্কাস,Cercus
সিরিয়াল,अन्नधान्य
শংসাপত্র,प्रमाणपत्र
প্রত্যয়িত বীজ,प्रमाणित बियाणे
চ্যাফ,चाफ
চালাজা,चालझा
কেমোট্রপিজম,केमोट्रोपिझम
চিয়াসমা,चियास्मा
শীতল সময়,शीतकरण तास
শীতল আঘাত,शीतकरण इजा
চিমেরা,चिमेरा
ক্লোরান্টি,क्लोरॅन्थी
ক্লোরোফিল,क्लोरोफिल
ক্লোরোসিস,क्लोरोसिस
ক্লোরোলজি,क्लोरोलॉजी
ক্রোমাটিড,क्रोमॅटिड
ক্রোমাটিন,क्रोमॅटिन
ক্রোমাটোগ্রাফি,क्रोमॅटोग्राफी
ক্রোমাটোলাইসিস,क्रोमॅटोलिसिस
ক্রোমোসেন্ট্রে,क्रोमोसेन्ट्रे
ক্রোমোজেনেসিস,क्रोमोजेनेसिस
ক্রোমোপ্রোটিন,क्रोमोप्रोटीन
ক্রোমোজোম,क्रोमोसोम
দীর্ঘস্থায়ী,जुनाट
সিট্রঞ্জ,सिट्रेंज
ক্লেডোড,क्लेडोड
শ্রেণিবদ্ধকরণ,वर्गीकरण
ক্লে,क्ले
পরিষ্কার,स्वच्छता
ক্লিস্টোগ্যামি,क्लीस्टोगॅमी
ক্লাইম্যাক্টেরিক ফল,क्लायमॅक्टेरिक फळ
জলবায়ু,हवामान
জলবায়ু,हवामानशास्त्र
ক্লিপার,क्लिपर
ক্লোড,क्लॉड
ক্লোন,क्लोन
মেঘ,ढग
ক্লাম্প,गठ्ठा
ক্লাস্টার,क्लस्टर
মোটা,खडबडीत
কোট (বীজ),कोट (बियाणे)
কোকুন,कोकून
কোএনজাইম,कोएन्झाइम
সংহতি,एकत्रीकरण
কয়ার,कॉर
কোলোররিজা,कोलोरिझा
কলার,कॉलर
কলয়েড (মাটি),कोलोइड (माती)
কলিউমেলা,कोलंबेला
কলাম,स्तंभ
কমেন্সালিজম,Comensalism
বাণিজ্যিক ব্যাংক,व्यावसायिक बँक
পণ্য,वस्तू
সম্প্রদায়,समुदाय
সংযোগ (মাটির),कॉम्पॅक्शन (मातीची)
সামঞ্জস্যতা,सुसंगतता
সামঞ্জস্যতা,सुसंगतता
ক্ষতিপূরণ,भरपाई
প্রতিযোগিতামূলক মিথস্ক্রিয়া,स्पर्धात्मक संवाद
পরিপূরক ফসল,पूरक पीक
জটিল,कॉम्प्लेक्स
উপাদান,घटक
গঠন,रचना
কম্পোস্ট,कंपोस्ट
চক্রবৃদ্ধিহারে সুদ,चक्रवाढ व्याज
গণনা,गणना
কম্পিউটার,संगणक
একাগ্রতা,एकाग्रता
কন্ডিশনার,कंडिशनर
আচরণ,आवाहन
কনফিগারেশন,कॉन्फिगरेशन
অনুসার,अनुरूपता
বিভ্রান্তিকর,गोंधळात टाकणारे
সংমিশ্রণ,संयोजन
সংযোগকারী,संयोजी
সংরক্ষণ,संवर्धन
একত্রীকরণের,एकत्रीकरण
উপাদান,घटक
গ্রাহক,ग्राहक
খরচ,वापर
দূষণ,दूषित
কনট্যুর রোপণ,समोच्च लागवड
কনট্যুর,समोच्च
চুক্তি চাষ,कॉन्ट्रॅक्ट शेती
নিয়ন্ত্রিত স্টোরেজ,नियंत्रित स्टोरेज
সমবায় ব্যাংক,सहकारी बँक
সহযোগী,सहकारी
কপিস,कॉपिस
Corm,कॉर्म
করোলা,कोरोला
কর্টেক্স,कॉर्टेक्स
ব্যয়,किंमत
কোটিলেডন (বীজ),कॉटिलेडन (बियाणे)
ক্রেডিট সোসাইটি,क्रेडिट सोसायटी
ক্রেডিট,पत
পাওনাদার,लेखादार
ক্রেস্ট,माथा
ক্রিঙ্কল,Rickly
সংকট,संकट
মানদণ্ড,निकष
সমালোচনা,गंभीर
শস্য বীমা,पीक विमा
শস্য loan ণ,पीक कर्ज
ফসল,पीक
ক্রপিং অঞ্চল,पीक क्षेत्र
ক্রস-ইনমপ্যাটেবল,क्रॉस-इनकॉम्पॅन्सिबल
মুকুট (উদ্ভিদ),मुकुट (वनस्पती)
ক্রম্ব,क्रंब
ক্রাস্ট,कवच
ক্রিপ্টোগাম,क्रिप्टोगॅम
কুল (ফল),कुल (फळे)
কাল্ম,कुल्म
চাষকারী,लागवड
চাষ,लागवड
কৃষক,लागवड करणारा
সংস্কৃতি,संस्कृती
নিরাময়,उपचार
কার্লিং,कर्लिंग
মুদ্রা,चलन
কিউটিকাল,क्यूटिकल
কাটা,कटिंग
সিস্ট,गळू
সাইটোক্রোম,साइटोक्रोम
সাইটোগ্যামি,सायटोगामी
সাইটোজেনেসিস,सायटोजेनेसिस
সাইটোজেনেটিক্স,सायटोजेनेटिक्स
সাইটোকাইনেসিস,सायटोकिनेसिस
সাইটোলজি,सायटोलॉजी
সাইটোলাইসিস,सायटोलिसिस
সাইটোমির,सायटोमेरे
সাইটোপ্লাজম,साइटोप्लाझम
বাঁধাকপি,कोबी
ক্যাকটাস,कॅक्टस
ক্যালেন্ডুলা,कॅलेंडुला
ক্যানারি ঘাস (ফালারিস),कॅनरी गवत (फालारिस)
ক্যানা,कॅन्ना
ক্যাপারি,कॅपरिस
ক্যাপসিকাম,शिमला मिर्ची
ক্যারামবোলা,कारंबोला
ক্যারপা,कारपा
এলাচ,वेलची
কার্নেশন,कार्नेशन
গাজর,गाजर
হিজলি বাদাম,काजू
ক্যাসিয়া,कॅसिया
ক্যাস্টর,एरंडेल
ফুলকপি,फुलकोबी
সেলারি,भाजी किंवा कोशिंबीर बनवण्यासाठी उपयुक्त अशी एक वनस्पती
চ্যাম্প্যাক,शॅमक
চেনোপোডিয়াম,चेनोपोडियम
চেরি টমেটো,चेरी टोमॅटो
চেরি,चेरी
"ছোলা, গ্রাম","चणा, हरभरा"
মরিচ,मिरची
চীন টারপেনটাইন গাছ,चीन टर्पेन्टाईन ट्री
কুকুর কুকুর,चाऊ-चाऊ
ক্রিস্যান্থেমাম,क्रिसॅन्थेमम
"চুফা, পৃথিবী বাদাম","चुफा, पृथ्वी बदाम"
সিচরি,सिचरी
দারুচিনি,दालचिनी
সিট্রন,सिट्रॉन
সিট্রোনেলা ঘাস,सिट्रोनेला गवत
জেসমিন আরোহণ,चमेली चढणे
লবঙ্গ,लवंग
ক্লাস্টার বিন,क्लस्टर बीन
কোকো,कोको
নারকেল,नारळ
কফি,कॉफी
কোলিয়াস,कोलियस
কলোকাসিয়া,कोलोकेशिया
"কলোকিন্থ, তিক্ত আপেল","कोलोसिंथ, कडू सफरचंद"
সাধারণ পার্সেলেন,सामान्य पर्स्लेन
ধনে,कोथिंबीर
সুতি,कापूस
কাউপিয়া,गायी
কিউব,क्यूबब
শসা,काकडी
Cucubits,कुकर्बिट्स
জিরা,जिरे
কারি পাতা,करी पान
আতা,सीताफळ
ক্যাপসুল বোরার,कॅप्सूल बोरर
ক্যাটারপিলার,सुरवंट
সাইট্রাস সাইক্ল্লা,लिंबूवर्गीय सायला
ক্রিকেট,क्रिकेट
কাক,कावळा
কাটা কৃমি,जंत कट करा
দুগ্ধ,डेअरी
ডেয়ারিং,दुग्धशाळा
বাঁধ,धरण
দিন-নিরপেক্ষ,दिवस-तटस्थ
ফুলের পরে দিন,फुलांच्या नंतरचे दिवस
পুরো পুষ্প পরে দিন,पूर्ण मोहोर नंतरचे दिवस
ডিব্লোসোমিং,डीब्लोसमिंग
ডিক্যালসিফিকেশন,Decalcification
ডিক্যান্ট,डिकंट
ক্ষয়,क्षय
পাতলা,पाने गळणारा
দশমিক,दशांश
স্বল্পতা,कमतरता
ডিফলোকুলেশন (মাটি),डिफ्लोकुलेशन (माती)
Defloration,डिफ्लोरेशन
ডিফোলিয়েশন,डीफोलिएशन
বন নিধন,जंगलतोड
অবক্ষয়,अध: पतन
অবক্ষয়,अधोगती
ডিগ্রি দিন,पदवी दिवस
ডিগ্রি,पदवी
ডিহেসেন্স,Dehiscence
ডিহুলিং,डीहुलिंग
ডিহুসিং,डीहुस्किंग
পানিশূন্যতা,डिहायड्रेशन
ডিহাইড্রেটর,डिहायड्रेटर
চাহিদা,मागणी
অবনতি,विकृती
অস্বীকার,नकार
আমানত,ठेव
জবানবন্দি,ठेव
অবমূল্যায়ন বিচ্ছিন্নকরণ,घसारा डेसालिनायझेशन
বিশৃঙ্খলা,Desiccation
নকশা,डिझाइन
ডেসিসেটর,Descicator
গন্তব্য,निराश
Desuckering,Desuckering
Desynapsis,Desynapsis
ডেটাসেল,डेटासेल
ডিটাসেলিং,Detasseling
নির্ধারক,निर्धारक
অবমূল্যায়ন,अवमूल्यन
দেভেজেটেশন,Devegetation
বিচ্যুতি,विचलन
ডায়াড,डायड
রোগ নির্ণয়,निदान
Dichogamy,डिचोगामी
দ্বৈতত্ত্ব,द्वैधविज्ञान
ডিকোটাইলডন (বীজ),डिकोटिल्डन (बियाणे)
ফিরে মারা (রোগ),मरणार (रोग)
বিচ্ছুরণ,प्रसार
হজমতা,पचनक्षमता
ডিহাইব্রিড,डायहायब्रिड
ডাইক (ডাইক),डिक (डायक)
পাতলা,सौम्य
ডাইওসিয়াস,डायओसियस
ডিপ্লোড,डिप्लोइड
ডিপ্লোড,डिप्लोइड
ডিপ্লোনেমা,डिप्लोमा
অসন্তুষ্টি,डिसबुडिंग
ডিস্কিং,डिस्किंग
ছাড়,सूट
নির্বীজন,निर्जंतुकीकरण
বিচ্ছুরণ,फैलाव
প্রচার,प्रसार
বৈচিত্রতা,विविधता
বিবিধ কৃষিকাজ,विविध शेती
ডিএনএ মই,डीएनए शिडी
ডিএনএ রিসেপ্টর,डीएनए रिसेप्टर
ডকেজ,डॉकगेज
প্রভাবশালী,प्रबळ
সুপ্ততা,सुप्तता
ডোজ,डोस
ডাবল সিগময়েড বক্ররেখা,डबल सिग्मॉइड वक्र
খসড়া (খসড়া),मसुदा (मसुदा)
ড্রেন,निचरा
নিকাশী,ड्रेनेज
অঙ্কন,काढा
ভিজে যাওয়া,भिजत
ড্রেসিং (বীজ),ड्रेसिंग (बियाणे)
ড্রিল (এন।),ड्रिल (एन.)
ড্রিলিং (এজি। ইঞ্জিন),ड्रिलिंग (एजी. इंजी)
ড্রিলিং (কৃষি),ड्रिलिंग (अ‍ॅग्रोनॉमी)
ড্রিপ সেচ,ठिबक सिंचन
শুকনো কৃষিকাজ,ड्रायलँड शेती
ধুলো,धूळ
ডাস্টার,डस्टर
ধুলাবালি,धूळ
বামন,बटू
