Malayalam,Marathi
അബാക്കസ്,अॅबॅकस
അസാധാരണമായ അവസാനിപ്പിക്കൽ,असामान्य समाप्ती
ഉപേക്ഷിക്കുക,गर्भपात
കേവല,निरपेक्ष
സമ്പൂർണ്ണ വിലാസം,परिपूर्ण पत्ता
സമ്പൂർണ്ണ അഭിസംബോധന,निरपेक्ष संबोधन
കേവല അസംബ്ലർ,परिपूर्ण असेंबलर
കേവല കോഡ്,परिपूर्ण कोड
സമ്പൂർണ്ണ കമാൻഡ്,निरपेक्ष आज्ञा
സമ്പൂർണ്ണ ഡാറ്റ,परिपूर्ण डेटा
സമ്പൂർണ്ണ നിർദ്ദേശം,परिपूर्ण सूचना
കേവല മോഡ്,परिपूर्ण मोड
കേവല പാത,परिपूर्ण मार्ग
സമ്പൂർണ്ണ പ്രോഗ്രാമിംഗ്,परिपूर्ण प्रोग्रामिंग
അമൂർത്ത ക്ലാസ്,अमूर्त वर्ग
അമൂർത്ത ഡാറ്റ തരം,अमूर्त डेटा प्रकार
അമൂർത്ത യന്ത്രം,अमूर्त मशीन
അമൂർത്ത ചിഹ്നം,अमूर्त चिन्ह
അമൂർത്തമായ വാക്യഘടന,अमूर्त वाक्यरचना
സ്വീകാര്യത പരിശോധന,स्वीकृती चाचणी
ആക്സസ് പ്രാമാണീകരണം,प्रवेश प्रमाणीकरण
പ്രവേശന കോഡ്,प्रवेश कोड
പ്രവേശന നിയന്ത്രണം,प्रवेश नियंत्रण
ആക്സസ് സ്കാൻ,प्रवेश स्कॅन
ഉപസാധനം,ऍक्सेसरी
അക്കൗണ്ട്,खाते
അക്കൗണ്ട് ID,खाते आयडी
ശേഖരണം,संचयक
കൃത്യത,अचूकता
പ്രവേശനം,प्रवेश
ആക്സസ് കൺട്രോൾ ബൈറ്റ്,ऍक्सेस कंट्रोल बाइट
പ്രവേശന സൂചിക,प्रवेश निर्देशांक
ആക്സസ് കീ,प्रवेश की
ആക്സസ് മാട്രിക്സ്,ऍक्सेस मॅट्रिक्स
ആക്സസ് മോഡ്,प्रवेश मोड
ആക്സസ് പ്രിവിലേജ്,प्रवेश विशेषाधिकार
ആക്സസ് സുരക്ഷ,प्रवेश सुरक्षा
ആക്സസ് സെർവർ,ऍक्सेस सर्व्हर
പ്രവേശന സമയം,प्रवेश वेळ
അംഗീകാരം,पोचपावती
ശബ്ദശാസ്ത്രം,ध्वनीशास्त्र
സംക്ഷേപം,परिवर्णी शब्द
പ്രവർത്തന സന്ദേശം,क्रिया संदेश
സജീവമാക്കൽ,सक्रियकरण
സജീവ സെർവർ പേജ് (ASP),सक्रिय सर्व्हर पृष्ठ (एएसपी)
സജീവ പതിപ്പ്,सक्रिय आवृत्ती
അസൈക്ലിക്,अॅसायक्लिक
അസൈക്ലിക് ഗ്രാഫ്,अॅसायक्लिक आलेख
അഡാ ഭാഷ,अडा भाषा
അഡാപ്റ്റർ,अडॅप्टर
ചേർക്കുക,जोडा
ഫയൽ ചേർക്കുക,फाइल जोडा
പ്രവർത്തനം ചേർക്കുക,ऑपरेशन जोडा
ചേർക്കുന്നയാൾ,जोडणारा
വിലാസം,पत्ता
വിലാസം ബസ്,पत्ता बस
വിലാസ ഫയൽ,पत्ता फाइल
വിലാസ ഫോർമാറ്റ്,पत्त्याचे स्वरूप
വിലാസ ജനറേറ്റർ,पत्ता जनरेटर
വിലാസ ലൈൻ,पत्ता ओळ
വിലാസ മാപ്പിംഗ്,पत्ता मॅपिंग
വിലാസ സൂചിക,पत्ता सूचक
വിലാസ രജിസ്റ്റർ,पत्ता नोंदवही
വിലാസം റെസലൂഷൻ,पत्ता ठराव
വിലാസ വിവർത്തനം,पत्ता अनुवाद
അഭിസംബോധന ചെയ്ത മെമ്മറി,संबोधित मेमरी
അഭിസംബോധന,संबोधित करणे
പര്യാപ്തത മാനദണ്ഡം,पर्याप्तता निकष
അനുബന്ധം,संलग्न
ഭരണകൂടം,प्रशासन
കാര്യനിർവാഹകൻ,प्रशासक
അഡോബ് അക്രോബാറ്റ്,adobe acrobat
അഡോബ് ഫോട്ടോഷോപ്പ്,अडोब फोटोशाॅप
അഡ്വാൻസ് ബിസിനസ് ആപ്ലിക്കേഷൻ പ്രോഗ്രാമിംഗ് (ABAP),अॅडव्हान्स बिझनेस अॅप्लिकेशन प्रोग्रामिंग (ABAP)
വിപുലമായ ഡാറ്റ,प्रगत डेटा
വിപുലമായ വിവര സംവിധാനം,प्रगत माहिती प्रणाली
നൂതന സാങ്കേതികവിദ്യ (AT),प्रगत तंत्रज्ञान (AT)
ഏജന്റ്,एजंट
സമാഹരണം,एकत्रीकरण
വായുവിലൂടെയുള്ള കമ്പ്യൂട്ടർ സംവിധാനം,एअरबोर्न संगणक प्रणाली
ആൽഡസ് പേജ് മേക്കർ,aldus पृष्ठ निर्माता
മുന്നറിയിപ്പ് ബോക്സ്,इशारा बॉक्स
ആൽഗോൾ,अल्गोल
അൽഗോരിതം,अल्गोरिदम
അൽഗോരിതം വിശകലനം,अल्गोरिदम विश्लेषण
അൽഗോരിതം കാര്യക്ഷമത,अल्गोरिदम कार्यक्षमता
അപരനാമം,उर्फ
വിന്യാസം,संरेखन
വിഹിതം,वाटप
അക്ഷരമാലാക്രമം,वर्णमाला
ആൽഫാന്യൂമെറിക്,अल्फान्यूमेरिक
ആൽഫാന്യൂമെറിക് കീ ബോർഡ്,अल्फान्यूमेरिक की बोर्ड
ആൽഫ-ടെസ്റ്റ്,अल्फा-चाचणी
ആൽഫ പതിപ്പ്,अल्फा आवृत्ती
alt കീ,alt की
അൾട്ടാവിസ്റ്റ,altavista
അവ്യക്തത,अस्पष्टता
അവ്യക്തമായ വ്യാകരണം,अस्पष्ट व्याकरण
അമേരിക്കൻ നാഷണൽ സ്റ്റാൻഡേർഡ് ഇൻസ്റ്റിറ്റ്യൂട്ട് (ANSI),अमेरिकन राष्ट्रीय मानक संस्था (ANSI)
അമേരിക്കൻ സ്റ്റാൻഡേർഡ് കോഡ് ഫോർ ഇൻഫർമേഷൻ ഇന്റർചേഞ്ച് (ASCII),अमेरिकन स्टँडर्ड कोड फॉर इन्फॉर्मेशन इंटरचेंज (ASCII)
അനലോഗ്,अॅनालॉग
അനലോഗ് കമ്പ്യൂട്ടർ,अॅनालॉग संगणक
അനലോഗ് ഉപകരണം,अॅनालॉग डिव्हाइस
അനലോഗ് മോഡം,अॅनालॉग मॉडेम
അനലോഗ് ടു ഡിജിറ്റൽ കൺവെർട്ടർ (ADC),अॅनालॉग ते डिजिटल कनव्हर्टर (ADC)
ഒപ്പം,आणि
കൂടാതെ സർക്യൂട്ട്,आणि सर्किट
ഒപ്പം ഗേറ്റും,आणि गेट
കൂടാതെ പ്രവർത്തനമല്ല (ഒഴിവാക്കൽ),आणि ऑपरेशन नाही (अपवर्जन)
ആനിമേഷൻ,अॅनिमेशन
വ്യാഖ്യാനം,भाष्य
അപാകത,विसंगती
മുൻഗാമി,पूर्ववर्ती
മുൻകൂർ പേജിംഗ്,आगाऊ पेजिंग
വിരുദ്ധ സമമിതി,विरोधी सममित
ആന്റിവൈറസ് പ്രോഗ്രാം,अँटीव्हायरस प्रोग्राम
ആപ്ലെറ്റ്,ऍपलेट
ആപ്ലിക്കേഷൻ ഡെവലപ്പർ,अनुप्रयोग विकासक
ആപ്ലിക്കേഷൻ പ്രോഗ്രാമിംഗ്,अनुप्रयोग प्रोग्रामिंग
ആപ്ലിക്കേഷൻ പ്രോഗ്രാമിംഗ് ഇന്റർഫേസ് (API),ऍप्लिकेशन प्रोग्रामिंग इंटरफेस (API)
ആപ്ലിക്കേഷൻ സോഫ്റ്റ്വെയർ,अनुप्रयोग सॉफ्टवेअर
ബാധകമായ ഭാഷ,उपयोजक भाषा
ഏകദേശ സിദ്ധാന്തം,अंदाजे सिद्धांत
വാസ്തുവിദ്യ,आर्किटेक्चर
ഏരിയ കൈമാറ്റം,क्षेत्र हस्तांतरण
വാദം,युक्तिवाद
"ഗണിത, യുക്തി യൂണിറ്റ്",अंकगणित आणि तर्कशास्त्र एकक
ഗണിത പരിശോധന,अंकगणित तपासणी
ഗണിത സ്ഥിരാങ്കം,अंकगणित स्थिरांक
ഗണിത ഡാറ്റ,अंकगणित डेटा
ഗണിത നിർദ്ദേശം,अंकगणित सूचना
ഗണിതവും യുക്തിയും യൂണിറ്റ് (ALU),अंकगणित आणि तर्कशास्त्र एकक (ALU)
അർപാനെറ്റ്,अर्पानेट
അറേ,रचना
അറേ കാഷെ,अॅरे कॅशे
അറേ കമ്പ്യൂട്ടർ,अॅरे संगणक
അറേ ഘടകം,अॅरे घटक
അറേ പേര്,अॅरे नाव
അറേ പ്രോസസർ,अॅरे प्रोसेसर
അമ്പടയാള കീകൾ,बाण दर्शक बटणे
ഉച്ചാരണം,उच्चार
ആർട്ടിക്കുലേഷൻ പോയിന്റ്,उच्चार बिंदू
കൃത്രിമ കോംപാക്ഷൻ,कृत्रिम कॉम्पॅक्शन
കൃത്രിമ നിയന്ത്രണം,कृत्रिम नियंत्रण
നിർമ്മിത ബുദ്ധി,कृत्रिम बुद्धिमत्ता
ആരോഹണം,चढणारा
ആരോഹണ തരം,चढत्या क्रमवारी
ASCII ബെറ്റിക്കൽ ഓർഡർ,ASCII बेटिकल ऑर्डर
ASCII നിയന്ത്രണ പ്രതീകം,ASCII नियंत्रण वर्ण
ASCII ഫയൽ,ASCII फाइल
ASCII ഫോണ്ട്,ASCII फॉन्ट
ASCII കൈമാറ്റം,ASCII हस्तांतरण
വീക്ഷണാനുപാതം,प्रसर गुणोत्तर
എ.എസ്.പി.ഐ,एएसपीआय
ASR ടൈമർ,ASR टाइमर
കൂട്ടിച്ചേർക്കുക,एकत्र करणे
അസംബ്ലർ,असेंबलर
അസംബ്ലി,विधानसभा
അസംബ്ലി ഭാഷ,विधानसभा भाषा
അവകാശവാദം,प्रतिपादन
നിയമനം,असाइनमेंट
അസോസിയേഷൻ,संघटना
അനുബന്ധ വിലാസം,सहयोगी पत्ता
അനുബന്ധ മെമ്മറി,सहयोगी स्मृती
ആസ്റ്ററിക്,asteric
അസമമായ,असममित
അസമന്വിത,असिंक्रोनस
അസിൻക്രണസ് ഡിജിറ്റൽ സബ്സ്ക്രൈബർ ലൈൻ (ADSL),असिंक्रोनस डिजिटल सबस्क्राइबर लाइन (ADSL)
അസിൻക്രണസ് ടൈം ഡിവിഷൻ മൾട്ടിപ്ലെക്സിംഗ് (ATDM),असिंक्रोनस टाइम डिव्हिजन मल्टीप्लेक्सिंग (ATDM)
അസമന്വിത കൈമാറ്റം,असिंक्रोनस हस्तांतरण
അസിൻക്രണസ് ട്രാൻസ്ഫർ മോഡ് (എടിഎം),एसिंक्रोनस ट्रान्सफर मोड (एटीएम)
ആറ്റം,अणू
അറ്റാച്ചുചെയ്ത പ്രമാണം,संलग्न दस्तऐवज
അറ്റാച്ചുചെയ്ത ഫയൽ,संलग्न फाइल
ബന്ധം,संलग्नक
ആട്രിബ്യൂട്ട്,विशेषता
ഓഡിയോ,ऑडिओ
ഓഡിറ്റ് പ്രോഗ്രാമിംഗ്,ऑडिट प्रोग्रामिंग
ഓഡിറ്റ് ട്രയൽ,तपासणीचे सूत्र
വർദ്ധിപ്പിക്കൽ,वाढ
പ്രാമാണീകരണ പ്രോട്ടോക്കോൾ,प्रमाणीकरण प्रोटोकॉल
എഴുത്ത് സംവിധാനം,ऑथरिंग सिस्टम
അംഗീകാരം,अधिकृतता
യാന്ത്രിക സംഗ്രഹം,स्वयं गोषवारा
ഓട്ടോബൂട്ടിംഗ്,ऑटोबूटिंग
ഓട്ടോകാഡ്,ऑटोकॅड
ഓട്ടോലോഗ് ഓൺ,ऑटोलॉग चालू
ഓട്ടോമാറ്റ,स्वयंचलित
ഓട്ടോമാറ്റ സിദ്ധാന്തം,ऑटोमेटा सिद्धांत
ഓട്ടോമാറ്റിക് കമ്പ്യൂട്ടിംഗ്,स्वयंचलित संगणन
ഓട്ടോമാറ്റിക് ഡാറ്റ പ്രോസസ്സിംഗ്,स्वयंचलित डेटा प्रक्रिया
യാന്ത്രിക പിശക് തിരുത്തൽ,स्वयंचलित त्रुटी सुधारणा
യാന്ത്രിക പ്രവർത്തനം,स्वयंचलित कार्य
ഓട്ടോമാറ്റിക് ഇൻഡെക്സിംഗ്,स्वयंचलित अनुक्रमणिका
ഓട്ടോമാറ്റിക് ലൈബ്രറി കോൾ,स्वयंचलित लायब्ररी कॉल
ഓട്ടോമാറ്റിക് പ്രോഗ്രാമിംഗ്,स्वयंचलित प्रोग्रामिंग
യാന്ത്രിക വീണ്ടെടുക്കൽ പ്രോഗ്രാം,स्वयंचलित पुनर्प्राप्ती कार्यक्रम
യാന്ത്രിക ദിനചര്യ,स्वयंचलित दिनचर्या
ഓട്ടോമാറ്റിക് സിസ്റ്റം വീണ്ടെടുക്കൽ,स्वयंचलित प्रणाली पुनर्प्राप्ती
ഓട്ടോമാറ്റിക് ടെല്ലർ മെഷീൻ (എടിഎം),स्वयंचलित टेलर मशीन (एटीएम)
ഓട്ടോമേഷൻ,ऑटोमेशन
ഓട്ടോപ്ലേ,ऑटो प्ले
സ്വയം സംരക്ഷിക്കുക,स्वयं जतन करा
സഹായകമായ,सहाय्यक
സഹായ മെമ്മറി,सहाय्यक मेमरी
സഹായ സംഭരണം,सहायक स्टोरेज
ലഭ്യമായ പട്ടിക,उपलब्ध यादी
ലഭ്യമായ സമയം,उपलब्ध वेळ
ശരാശരി,सरासरी
awk (ഭാഷ),awk (भाषा)
പിൻഭാഗം,बॅकएंड
ബാക്കെൻഡ് പ്രോസസർ,बॅकएंड प्रोसेसर
ബാക്ക്ഫേസ് നീക്കം,बॅकफेस काढणे
പശ്ചാത്തല പ്രോസസ്സിംഗ്,पार्श्वभूमी प्रक्रिया
ബാക്കിംഗ് സ്റ്റോർ,बॅकिंग स्टोअर
ബാക്ക്പാച്ചിംഗ്,बॅकपॅचिंग
ബാക്ക്സ്പേസ്,बॅकस्पेस
ബാക്ക്ട്രാക്കിംഗ്,बॅकट्रॅकिंग
ബാക്ക്-അപ്പ്,बॅकअप
ബാക്കപ്പ് മെമ്മറി,बॅकअप मेमरी
പിന്നോട്ട് പിശക് വീണ്ടെടുക്കൽ,मागास त्रुटी पुनर्प्राप्ती
ബാലൻസ് ഷീറ്റ്,ताळेबंद
ബാൻഡ്,बँड
ബാൻഡ് വീതി,बँड रुंदी
ബാങ്കറുടെ അൽഗോരിതം,बँकरचा अल्गोरिदम
ബാർ കോഡ്,बार कोड
ബാർ കോഡ് സ്കാനർ,बार कोड स्कॅनर
ബാർ ഗ്രാഫ്,बार आलेख
അടിസ്ഥാന വിലാസം,मूळ पत्ता
അടിസ്ഥാന ബാൻഡ്,बेस बँड
അടിസ്ഥാന നമ്പർ,आधार क्रमांक
അടിസ്ഥാന പട്ടിക,बेस टेबल
അടിസ്ഥാനം,बेसिक
അടിസ്ഥാന നിയന്ത്രണം,मूलभूत नियंत्रण
അടിസ്ഥാന ഇൻപുട്ട്,मूलभूत इनपुट
അടിസ്ഥാന നിർദ്ദേശം,मूलभूत सूचना
അടിസ്ഥാന ഔട്ട്പുട്ട്,मूलभूत आउटपुट
അടിസ്ഥാന ഘട്ടം,मूलभूत पायरी
ബാച്ച്,तुकडी
ബാച്ച് ഫയൽ,बॅच फाइल
ബാച്ച് സ്ഥാനം,बॅच स्थिती
ബാച്ച് പ്രോസസ്സിംഗ്,बॅच प्रक्रिया
ബാച്ച് സിസ്റ്റം,बॅच सिस्टम
ബൗഡ്,बॉड
ബാഡ് നിരക്ക്,बॉड दर
ബീം,तुळई
ബെഞ്ച്മാർക്ക്,बेंचमार्क
ദ്വിദിശ ആശയവിനിമയം,द्विदिश संप्रेषण
ദ്വിദിശ ലിങ്ക്,द्विदिश दुवा
ബൈനറി കോഡ്,बायनरी कोड
ബൈനറി അക്കം,बायनरी अंक
ബൈനറി ഇൻപുട്ട് ഔട്ട്പുട്ട് സിസ്റ്റം (BIOS),बायनरी इनपुट आउटपुट सिस्टम (BIOS)
ബൈനറി നമ്പർ,बायनरी संख्या
ബൈനറി ഓപ്പറേറ്റർ,बायनरी ऑपरेटर
ബൈനറി ബന്ധം,बायनरी संबंध
ബൈനറി തിരയൽ,बायनरी शोध
ബൈനറി സെർച്ച് ട്രീ (BST),बायनरी सर्च ट्री (BST)
ബൈനറി കൈമാറ്റം,बायनरी हस्तांतरण
ബൈനറി മരം,बायनरी झाड
ബൈപോളാർ മെമ്മറി,द्विध्रुवीय मेमरी
ജനന മരണ മാതൃക,जन्म मृत्यू मॉडेल
ജനന മരണ പ്രക്രിയ,जन्म मृत्यू प्रक्रिया
ബിറ്റ്,बिट
ചെറിയ തെറ്റ്,थोडा दोष
ബിറ്റ് മാപ്പ്,बिट नकाशा
ബിറ്റ് മാപ്പ് പിക്സൽ (BMP),बिट मॅप पिक्सेल (BMP)
ബിറ്റ് മാട്രിക്സ്,बिट मॅट्रिक्स
ബിറ്റ് പാറ്റേൺ,बिट नमुना
ബിറ്റ് സ്ഥാനം,बिट स्थिती
ബിറ്റ് നിരക്ക്,बिट दर
ബ്ലാക്ക് ബോക്സ് പരിശോധന,ब्लॅक बॉक्स चाचणी
മിന്നിമറയുന്നു,लुकलुकणे
തടയുക,ब्लॉक
കാഷെ തടയുക,ब्लॉक कॅशे
ബ്ലോക്ക് ചെക്ക്,ब्लॉक चेक
ബ്ലോക്ക് കോപ്പി,ब्लॉक कॉपी
ബ്ലോക്ക് ഡയഗ്രം,ब्लॉक आकृती
തടയൽ ശൃംഖല,ब्लॉकिंग नेटवर्क
ബോർഡ്,बोर्ड
ബുക്ക് മാർക്ക്,पुस्तक चिन्ह
ബൂലിയൻ ബീജഗണിതം,बुलियन बीजगणित
ബൂളിയൻ ബന്ധം,बुलियन संबंध
ബൂട്ട് പാർട്ടീഷൻ,बूट विभाजन
ബൂട്ട് സ്ട്രാപ്പിംഗ്,बूट strapping
ബൂട്ട് സ്ട്രാപ്പ് ലോഡർ,बूट-स्ट्रॅप लोडर
പാലം,पूल
ബ്രോഡ്‌ബാൻഡ് നെറ്റ്‌വർക്കിംഗ്,ब्रॉडबँड नेटवर्किंग
പ്രക്ഷേപണം,प्रसारण
പ്രക്ഷേപണം റേഡിയോ,रेडिओ प्रसारित करा
ബ്രൗസ് ചെയ്യുക,ब्राउझ करा
ബ്രൗസർ,ब्राउझर
ബി-ട്രീ,बी-वृक्ष
ബബിൾ മെമ്മറി,बबल मेमरी
ബബിൾ അടുക്കുക,बबल क्रमवारी
ബക്കറ്റ്,बादली
ബഡ്ഡി സിസ്റ്റം,मित्र प्रणाली
ബജറ്റ് ഫലപ്രദമായ നിയന്ത്രണം,बजेट प्रभावी नियंत्रण
ബഫർ,बफर
ബഗ്,किडा
ബസ്,बस
ബൈറ്റ്,बाइट
ബൈറ്റ് കോഡ്,बाइट कोड
സി,c
C++,C++
കാഷെ,कॅशे
കാഷെ ബഫർ,कॅशे बफर
കാഷെ മെമ്മറി,कॅशे मेमरी
കണക്കുകൂട്ടല്,गणना
കാൽക്കുലേറ്റർ,कॅल्क्युलेटर
കാൽക്കുലേറ്റർ ചിപ്പ്,कॅल्क्युलेटर चिप
വിളി,कॉल
പേര് വിളിക്കുക,नावाने कॉल करा
റഫറൻസ് വഴി വിളിക്കുക,संदर्भानुसार कॉल करा
മൂല്യമനുസരിച്ച് വിളിക്കുക,मूल्यानुसार कॉल करा
വേരിയബിളുകൾ വഴി വിളിക്കുക,व्हेरिएबल्सद्वारे कॉल करा
കോൾ ഗേറ്റ്,कॉल गेट
റദ്ദാക്കുക,रद्द करा
റദ്ദാക്കുക ബട്ടൺ,रद्द करा बटण
കാനോനിക്കൽ,प्रामाणिक
കാനോനിക്കൽ രൂപം,प्रामाणिक स्वरूप
കഴിവ്,क्षमता
കഴിവ് പട്ടിക,क्षमता यादी
ശേഷി,क्षमता
ക്യാപ്സ് ലോക്ക് കീ,कॅप्स लॉक की
കാർഡ്,कार्ड
കാർഡ് റീഡർ,कार्ड रीडर
കാർഡിനാലിറ്റി,मुख्यत्वे
വാഹകൻ,वाहक
കാരിയർ ബാൻഡ്,वाहक बँड
കാരിയർ ലോഡ്,वाहक लोड
കാരിയർ സിഗ്നൽ,वाहक सिग्नल
കാരിയർ തരംഗം,वाहक लहर
കൊണ്ടുപോകുക,वाहून नेणे
അക്കം കൊണ്ടുപോകുക,कॅरी अंक
പതാക വഹിക്കുക,ध्वज घेऊन जा
കാട്രിഡ്ജ് ഡിസ്ക്,काडतूस डिस्क
കാസ്കേഡ്,कॅस्केड
കേസ്,केस
കാഥോഡ് റേ ട്യൂബ് (CRT),कॅथोड रे ट्यूब (सीआरटी)
കാഥോഡ് റേ ട്യൂബ് (CRT),कॅथोड रे ट्यूब (सीआरटी)
സിഡി റോം ഡിസ്ക് ഡ്രൈവ്,CD ROM डिस्क ड्राइव्ह
സെൽ,सेल
സെൽ ആനിമേഷൻ,सेल अॅनिमेशन
സെല്ലുലാർ ഫോൺ,भ्रमणध्वनी
കേന്ദ്ര മെമ്മറി,केंद्रीय स्मृती
സെൻട്രൽ പ്രോസസ്സിംഗ് യൂണിറ്റ് (സിപിയു),सेंट्रल प्रोसेसिंग युनिट (CPU)
കേന്ദ്രീകൃത സംവിധാനം,केंद्रीकृत प्रणाली
സാക്ഷ്യപ്പെടുത്തിയ ടേപ്പ്,प्रमाणित टेप
ചങ്ങല,साखळी
ചെയിൻ ഡാറ്റ,साखळी डेटा
ചെയിൻ ലിങ്ക്,साखळी दुवा
ചങ്ങല,चेनिंग
ചാനൽ,चॅनल
ചാനൽ തിരക്കുള്ള ടോൺ,चॅनेल व्यस्त टोन
ചാനൽ ശേഷി,चॅनेल क्षमता
ചാനൽ കൺട്രോളർ,चॅनेल नियंत्रक
ചാനൽ പിശക്,चॅनेल त्रुटी
ചാനൽ പ്രോഗ്രാം,चॅनेल कार्यक्रम
ചാനൽ വിശ്വാസ്യത,चॅनेल विश्वसनीयता
ചാനൽ സെറ്റ്,चॅनेल सेट
സ്വഭാവം,वर्ण
പ്രതീക കോഡ്,वर्ण कोड
പ്രതീക കീ,वर्ण की
സ്വഭാവ വായനക്കാരൻ,वर्ण वाचक
പ്രതീക വലുപ്പം,वर्ण आकार
ചാർട്ട്,तक्ता
ചേസിസ്,चेसिस
ചെക്ക് ബിറ്റ്,बिट तपासा
അക്കം പരിശോധിക്കുക,चेक अंक
തുക ചെക്ക്,बेरीज तपासा
ചെക്ക് വാക്ക്,शब्द तपासा
ചിപ്പ്,चिप
ചിപ്പ് സെറ്റ്,चिप संच
തിരഞ്ഞെടുക്കുക,निवडा
വർണ്ണപരമായി,रंगीत
സൈഫർ,सिफर
സർക്യൂട്ട്,सर्किट
വൃത്താകൃതിയിലുള്ള പട്ടിക,परिपत्रक यादी
സിറസ്,सायरस
അവലംബം,उद्धरण
ക്ലാസ്,वर्ग
ക്ലാസ് വേരിയബിൾ,वर्ग व्हेरिएबल
വർഗ്ഗീകരണം,वर्गीकरण
വ്യക്തമായ,स्पष्ट
തെളിഞ്ഞ പ്രദേശം,स्पष्ट क्षेत्र
വ്യക്തമായ ചാനൽ,साफ चॅनेल
ക്ലിക്ക് ചെയ്യുക,क्लिक करा
കക്ഷി,ग्राहक
ക്ലയന്റ് സെർവർ,क्लायंट सर्व्हर
ക്ലയന്റ് അപൂർണ്ണം,क्लायंट स्टब
ക്ലിപ്പ് ആർട്ട്,क्लिप आर्ट
ക്ലിപ്പ് ആർട്ട് ലൈബ്രറി,क्लिप आर्ट लायब्ररी
ക്ലിപ്പ് ബോർഡ്,क्लिप बोर्ड
ക്ലിപ്പർ,क्लिपर
ക്ലിപ്പർ ചിപ്പ്,क्लिपर चिप
കൂട്ടം,गट
ക്ലോക്ക്,घड्याळ
ക്ലോക്ക് സൈക്കിൾ,घड्याळ चक्र
ക്ലോക്ക് ആവൃത്തി,घड्याळ वारंवारता
ക്ലോക്ക് ഹാർഡ്‌വെയർ,घड्याळ हार्डवेअर
ക്ലോക്ക് പൾസ്,घड्याळाची नाडी
ക്ലോക്ക് വേഗത,घड्याळाचा वेग
ക്ലോക്ക് സിൻക്രൊണൈസേഷൻ,घड्याळ सिंक्रोनाइझेशन
ക്ലോക്ക് ടിക്ക്,घड्याळाची टिक
ക്ലോൺ,क्लोन
അടുത്ത്,बंद
ക്ലോസ് സർക്യൂട്ട് ടിവി (സിസിടിവി),क्लोज सर्किट टीव्ही (सीसीटीव्ही)
അടച്ചുപൂട്ടൽ,बंद
ക്ലൗഡ് കമ്പ്യൂട്ടിംഗ്,क्लाउड संगणन
ക്ലസ്റ്റർ,क्लस्टर
പൂശിയ കാർഡ്,लेपित कार्ड
പൊതിഞ്ഞ പേപ്പർ,लेपित कागद
ഏകപക്ഷീയമായ,समाक्षीय
ഏകോപന കേബിൾ,समाक्षीय केबल
കോഡാസിൽ,कोडासिल
കോഡ്,कोड
കോഡ് ജനറേറ്റര്,कोड जनरेटर
കോഡ് പേജ്,कोड पृष्ठ
കോഡ് വാക്ക്,कोड शब्द
കോഡർ,कोडर
കോഡിംഗ് പരിശോധന,कोडिंग तपासणी
