Odiya,Kannada
ପରିତ୍ୟାଗ ଅଙ୍ଗ |,ಸ್ಥಗಿತಗೊಂಡ ಅಂಗ
ପରିତ୍ୟାଗ,ಸ್ಥಗಿತಗೊಂಡ ಬೀಜ
ଗର୍ଭପାତ,ಗರ್ಭಪಾತ
ସଂପୂର୍ଣ୍ଣ ତୃଣ,ಸಂಪೂರ್ಣ ಕಳೆ
ଅବଶୋଷିତ କେସନ,ಹೀರಿಕೊಳ್ಳುವ ಕ್ಯಾಷನ್
ଶୋଷଣ,ಹೀರುವಿಕೆ
Abayssinian mystard |,ಪ್ರಪಾತದ ಸಾಸಿವೆ
ଅରିକାଇଡ୍ |,ಉಜ್ಜೆ
ଉଚ୍ଚାରଣ,ಉಪನಾಮದ
ଉଚ୍ଚାରଣ (ସେଲ୍),ಎದ್ದು ಕಾಣುವುದು (ಕೋಶ)
ଗ୍ରହଣ କରାଯାଇଥିବା ସହନଶୀଳତା |,ಅಂಗೀಕರಿಸಿದ ಸಹಿಷ್ಣುತೆ
ଆନୁଷଙ୍ଗିକ,ಪರಿಕರ
ସୁକମ୍ଲାଇଜେସନ୍,ಒಗ್ಗೂಡಿಸುವಿಕೆ
ଜମା,ಸಂಗ್ರಹಣೆ
ସଠିକତା,ನಿಖರತೆ
Acervulus,ಕಸಚೂಕು
ଯୁକ୍ତିଯୁକ୍ତିକ,ಸಮಗ್ರೀಕರಣ
ଅମ୍ଳଗତ,ಆಮ್ಲೀಕರಣ
ଏସିଡିମିଟର,ಆಚಿಮೀಟರ್ ಚೀಟಿ
ଅମ୍ଳତା,ಅಚ್ಚುಕಟ್ಟಾಗಿತ್ವ
ଏସିଡୋଫିଲିକ୍ |,ಸಿಹಿನೀರಿನ
ACIDUCED ROX FHSHATE |,ಆಮ್ಲೀಯ
ଅସିଡିଆରି |,ಸಂಚೇಮದ
ଜଳଜଳ |,ಜಲಚರಗಳು
ଅଧିଗ୍ରହଣ,ಸ್ವಾಧೀನಪಡಿಸಿಕೊಳ್ಳುವುದು
ଏକର,ಎಕರೆ
ଏକରାଗେଜ୍,ಎಕರೆ
ଆକ୍ରୋଣ୍ଟ୍ରିକ୍ କ୍ରୋମୋଜୋମ୍ |,ಅಕ್ರೊಸೆಂಟ್ರಿಕ್ ವರ್ಣತಂತು
ଆଖୋପ୍ଟାଲ୍ |,ಖುಷಿಯ
ଆନୋକୋମ୍,ಸುಣ್ಣ
ଆକ୍ଟିନୋମିସେସିସ୍ |,ಅಂಧ
ସକ୍ରିୟ ମୂଳ କ୍ଷେତ୍ର,ಸಕ್ರಿಯ ಮೂಲ ವಲಯ
ତୀବ୍ର,ತೀವ್ರ
ଅନୁକେତ,ಹೊಂದಿಕೊಳ್ಳುವಿಕೆ
ଆଡାପ୍ଟେସନ୍,ರೂಪಾಂತರ
ଆଡେସନ୍,ಅಂಟಿಕೊಳ್ಳುವಿಕೆ
ଆଦିବ,ಅಡಿ
ଆଡଜଷ୍ଟମେଣ୍ଟ ସମୀକରଣ |,ಹೊಂದಾಣಿಕೆ ಸಮೀಕರಣ
ଆଡୋବ ମାଟି |,ಮಣ್ಣು
ବ୍ୟଭିଚାର,ವ್ಯಭಿಚಾರಮಾಡುವ
ବିଶ୍ୱସ୍ତତା,ಸಾಹಸದ
Aechidispor,ಅಕ್ಸಿಯೊಸ್ಪೋರ್
ଏଓଲ୍ସିଆସ୍ ପ୍ରକ୍ରିୟା |,ಅಯೋಲಿಯನ್ ಪ್ರಕ್ರಿಯೆ
ଆଦାମୀ,ಅಯೋಲಿಯನ್
ଆରେଟ୍,ಗಾಳಿಗೊಡ್ಡು
ବାୟୁ,ವೈಮಾನಿಕ
ଏରୋମିଟର |,ವಾಯುಮಾಪಕ
ଏରୋସୋଲ୍ |,ವಾಯುಪಾವತಿ
ବାୟେ,ಅಸ್ವಸ್ಥತೆ
ଆୟନୋଜି (ଇଟିଓଲୋଜି),ಏಟಿಯಾಲಜಿ (ಎಟಿಯಾಲಜಿ)
ଆଗ ଶତ୍ରୁମାନଙ୍କର,ಸಂಯಮ
ଆଗ୍ରିଲେସନ୍,ಆಂದೋಲನ
Awarmark,ಅಣಕೇಡು
କୃଷି,ಕೃಷಿ
କୃଷି କ୍ଲିନିକ୍ |,ಕೃಷಿ ಚಿಕಿತ್ಸಾಲಯ
କୃଷି ଶ୍ରମ,ಕೃಷಿ ದುಡಿಮೆ
କୃଷି ମାର୍କେଟିଂ |,ಕೃಷಿ ಮಾರಾಟ
କୃଷି ପ୍ରଯୁକ୍ତିବିଦ୍ୟା |,ಕೃಷಿ ತಂತ್ರಜ್ಞಾನ
କୃଷି,ಕೃಷಿ
ଯୁକ୍ତିଯୁକ୍ତ,ಕೃಪಣಸಾಮರಿ
Agrobizioditicity |,ಕೃಷಿ -ವೈವಿಧ್ಯತೆ
Agrobiofogic ତ୍ରୁଟିଗୁଡିକ |,ಕೃಷಿ ಜೀವವಿಜ್ಞಾನದ ದೋಷಗಳು
Agrobiogioly |,ಕೃಷಿ ಜೀವವಿಜ್ಞಾನ
ଭୟଙ୍କର ବିବିଧତା |,ಕೃಷಿ -ವೈವಿಧ್ಯತೆ
ଭୟଙ୍କର ଜୋନିଂ |,ಕೃಷಿ ವಲಯ
Agroftry,ಕೃಚಾರಕ
ସହଯୋଗୀ,ಕೃಷಿ ಶಾಸ್ತ್ರ
କିରେନୋନୋମ୍ବନ,ಕೃಷಿ ವಿಜ್ಞಾನ
Agronastoal,ಅಬ್ವಿಶರ
ସହପ୍ରଗୋକ୍ତ,ಕೃಷಿಪ್ರೊಸೆಸಿಂಗ್
ଦୁର୍ଗସ୍,Agrostology
Agrotype,ಕೃಪೆ
ବାୟୁ ପ୍ଲାଣ୍ଟ |,ಗಾಳಿ ಸಸ್ಯ
ଆକିଓଚି ମାଟି |,ಅಕೋಚಿ ಮಣ್ಣು
ଆଲବିନିମ୍,ಆಲ್ಬೋ
Altfisolles,ಆಲ್ಫಿಸೋಲ್ಸ್
ଆଲିଜି |,ಪಾಚಿ
Alegal ରୋଗ,ಪಾಚಿಯ ಕಾಯಿಲೆ
ଆଲକାଲି ପାଣି |,ಕ್ಷಾರ ನೀರು
କ୍ଷାରିକ |,ಕ್ಷಾರೀಯ
ଆହେଲେ |,ಇಳಿಜಾರು
ଆଲଲେଇଚିକ୍,ಆಲಿನೋಕೆಮಿಕಲ್ಸ್
ଆଲୋଲେମୋର୍ଫେଫେଫେଫ |,ಅನನುಕಣ
ଆଲୋଲୋପାଥି |,ಅಲಲೋಪತಿ
ଆଲି କ୍ରପ୍ କରିବା |,ಅಲ್ಲೆ ಕ್ರಾಪಿಂಗ್
Alloarcy,ನಿಯೋಜಕ
ଆଲଗଲାମି |,ಅಲೋಗಮಿ
Allomitry,ಮಾಪಕ
ଆଲୋପୋଲିଆପ୍ଲଏଡ୍ |,ಸೂತ್ರ
Allosynapp ଗୁଡିକ (ଆଲିଷ୍ଟିଣ୍ଡେସ୍),ಅಲೋಸೈನಾಪ್ಸಿಸ್ (ಅಲೋಸಿಂಡೆಸಿಸ್)
ବିକଳ୍ପ ନୋଟିଂ |,ಪರ್ಯಾಯ ಬೇರಿಂಗ್
ବିକଳ୍ପ ଭୂମି ବ୍ୟବହାର |,ಪರ್ಯಾಯ ಭೂ ಬಳಕೆ
ପରିବେଶ,ಸುತ್ತುವರಿಯುವ
ଅମୃତାରା,ಅಚಲ
ଅମିତୋସାଇସ୍ |,ಅಮೀಟಾಸಿ
ଅମୃତନ,ಕಸಚುಗಾರ
ଆମୋନିଫିକେଟ୍,ಅಮೋನೀಕರಣ
ଆମୋନିଫାୟର୍,ಅಮೋನಿಗೆ ಮಾಡುವವ
ଅମୋରଫ,ಅಬ್ಬರಿಸು
ଆମ୍ଫିମିକ୍ସିସ୍ |,ಉಭಯಮತ್ರ
ଆମ୍ଫୋଷ୍ଟିକ୍ |,ಉದ್ದವಾದ
ଆନାବୋଲିଜିମ୍ |,ಅನಾಬಾಲಿಸಂ
ଆନାରୋବେ |,ಬಯೆರೋಲೆ
ଆନୁପ୍ଲଏଡ୍ |,ಅನೆಲಾಯ್ಡ್
କୋଣ ବୃକ୍ଷ,ಕೋನ ನೆಡುವುದು
ପଶୁ କୁମ୍ଭାରୀ,ಪಶುಸಂಗೋಪನೆ
ପଶୁ ମନା କରେ |,ಪ್ರಾಣಿಗಳ ನಿರಾಕರಣೆ
ଆନିମେଟ୍ ଶକ୍ତିମାନ |,ಅನಿಮೇಟ್ ಎನರ್ಜಿ
Aningoploid,ಹದಮೆರಗಿ
ବାର୍ଷିକ ଉଦ୍ଭିଦ |,ವಾರ್ಷಿಕ ಸಸ್ಯ
ବାର୍ଷିକ,ವಾರ್ಷಿಕ
ଆନେସିଟି,ಸ ೦ ಗೀತ
ଆନ୍ଥ୍ରାକ୍ସ |,ಆಂಥ್ರಾಕ್ಸ್
ଆନ୍ଥ୍ରୋପେନିକ୍ କାରକ |,ಮಾನವಜನ್ಯದ ಅಂಶ
ଆଣ୍ଟିବାସିସ୍,ಪ್ರತಿಜೀವಕ
ଆଣ୍ଟିବାୟୋଟିକ୍ |,ಪ್ರತಿಜೀವಕ
ପ୍ରତିକାର,ಪ್ರತಿವಿಷ
ଆଣ୍ଟିଅକ୍ସିଡାଣ୍ଟ |,ಆವರಣಕಾರಕ
ଆଣ୍ଟିଟୋକ୍ସିନ୍ |,ಪ್ರತಿಚರಣ
ବ୍ରହ୍ମାଣ୍ଡ,ಉಚ್ಚಾರಣಾ
ଆପିଡ୍ |,ಮುನಸು
ଆପିକାଲ୍ ଗୁଣ୍ଡ |,ಸುಲಿಯ ಮೊಗ್ಗು
ଆପିକାଲ୍ ପ୍ରାଧାନ୍ୟ |,ಅಪಿಕಲ್ ಪ್ರಾಬಲ್ಯ
ଆପିକାଲ୍ଟର୍ (ମହୁମାଛି ରଖିବା),ಅಪಿಕಲ್ಚರ್ (ಬೀ ಕೀಪಿಂಗ್)
ଆପୋମିକ୍ସସ୍ |,ತಿಕ್ಕಲು
ଆପୋଟୋଏସ୍,ಅಪಶೂನ್ಯತೆ
ଅନୁକ୍ରମଣିକା,ಅನುಬಂಧ
ଭୋକକାରୀ,ಜೀರ್ಣಕಾರಕವಾಗಿ
ପ୍ରୟୋଗ କରାଯାଏ |,ಅನ್ವಯಿಕ
ଜଳୀୟ ତୃଣ,ಜಲಚರಗಳು
ଅର୍ବ୍ରାଲ୍ |,ಆಕ್ಷರ
ସ୍ଥାପନ |,ಗುಂಡಿನ ಕವಚ
ପ୍ରତ୍ନତାତ୍ତ-ବଟାନିକାଲ୍ ରେକର୍ଡଗୁଡିକ |,ಪುರಾತತ್ವ-ಬೊಟಾನಿಕಲ್ ದಾಖಲೆಗಳು
କ୍ଷେତ୍ର ପରିସଂଖ୍ୟାନ,ಪ್ರದೇಶದ ಅಂಕಿಅಂಶಗಳು
କ୍ଷେତ୍ର,ಪ್ರದೇಶ
ARID ECOSYSem |,ಶುಷ್ಕ ಪರಿಸರ ವ್ಯವಸ್ಥೆ
ଅରିଲ୍,ಹದಮೆರಗಿ
ସୁଗନ୍ଧ,ಸುವಾಸನೆ
ସୁଗନ୍ଧିତ ଉଦ୍ଭିଦ |,ಆರ್ಯ ಸಸ್ಯ
ସୁଗନ୍ଧିତ ଚାଉଳ |,ಆರೊಮ್ಯಾಟಿಕ್ ಅಕ್ಕಿ
ତୀର,ಬಾಣ
ଆସେସିସ୍,ಕಸ ರೋಗಿಗಳು
ଅଭିଯୁକ୍ତ,ಅಸೆಪ್ಟ್
ଶ୍ୱେକାର ପ୍ରଚାର,ಅಲೈಂಗಿಕ ಪ್ರಸಾರ
ଆମ୍ପେ,ಪರಾಕ್ರಮ
ସମ୍ପତ୍ତି,ಸ್ವಸಮಾನಗಳು
ଆସିମେଇର |,ಏಕೀಕರಣ
ସଙ୍ଗଠନ,ಸಂಘ
Astringent,ತಗ್ಗು
ଆସନାପାସୀ |,ಕಸ ರೋಗ
ସଂଲଗ୍ନବାଦ,ಅಟಾವ್ ವಾದ
ପରମାଣିଜର,ವ್ಯಭಿಚಾರಿ
ଆଟ୍ରୋଫି |,ಕ್ಷೀಣತೆ
ଅଟୋଗାମି |,ಸ್ವಯಂಚಾಲಿತ
ଅଟଲିସିସ୍ |,ಆಟೊಲಿಸಿಸ್
AroutDation,ದಾಟುವಿಕೆ
ଅଟୋପୋଲାପ୍ଲୋଡ୍ |,ಸ್ವಯಂಚಾಲನ ಫಲಕ
Auxins,ಸಮಶೀತ
Awn (ବ୍ରଷ୍ଟଲ୍),AWN (ಬಿರುಗೂದಲುಗಳು)
ବାଦାମ |,ಬಾದು
ଆଲୋ,ಅಡೆ
ଅମରାନ୍ତିନ |,ಹುಳಿ
ଆମି,ಅಮ್ಮ
ଅଜାନର ଘାସ |,ಅಂಜಾನ್ ಹುಲ್ಲು
ଆଠର୍ିୟମ୍ |,ಆಧಿವಾತ
"ଆଲୋଲା, ଭାରତୀୟ ଗୋଲାକାର |","ಅಯಾನ್ಲಾ, ಭಾರತೀಯ ಗೂಸ್ಬೆರ್ರಿ"
ଆପଲ୍,ಸೇಬು
ଆପ୍ରିକେଟ୍ |,ಏಪ್ರಲಿ
ଆର୍ବିଆନ୍ ଜସ୍ମିନ୍ |,ಆರ್ಬಿಯಾನ್ ಜಾಸ್ಮಿನ್
Areca but,ಅರೆನಗವ
ଅର୍ଜନୁନ୍,ಹಳ್ಳ
ଆସଫୋଏଡା,ಅಸ್ಫೊಟಿಡಾ
ପାଉଁଶ ଗୁଣ୍ଡ |,ಬೂದಿ ಸೋರೆಕಾಯಿ
ଅଶୋକା ଗଛ |,ಅಶೋಕ ಮರ
ଅଶମ୍ମା ତୃଣକ (ଇଫୋରିୟା),ಆಶ್ಥಮಾ ವೀಡ್ (ಯುಫೋರ್ಬಿಯಾ)
ଅସରପା,ಶತಾವರಿ
ଆଭୋକାଡୋ |,ಆವಕಾಡು
ଆଲଫାଲଫା (ଲୁସେର୍ନ),ಅಲ್ಫಾಲ್ಫಾ (ಲುಸೆರ್ನ್)
ପିମ୍ପୁଡ଼ି,ಇರುವೆಗಳು
ଆପିଡସ୍ |,ಗಿಡಹೇನುಗಳು
ସେନା ପୋକ,ಸೈನ್ಯದ ಹುಳು
କୃଷି ଅର୍ଥନୀତିଜ୍ଞ,ಕೃಷಿ ಅರ್ಥಶಾಸ್ತ್ರಜ್ಞ
କୃଷି ବିସ୍ତାରବାଦୀ |,ಕೃಷಿ ವಿಸ್ತರಣಾವಾದಿ
କୃଷି ବ scientist ଜ୍ଞାନିକ |,ಕೃಷಿ ವಿಜ್ಞಾನಿ
କୃଷି ଅଞ୍ଜିନକାରୀ |,ಕೃಷಿ ಎಂಜಿನಿಯರ್
Agrobiooglist,ಕೃಷಿ ವಿಜ್ಞಾನಿ
ସହଯୋଗୀ,ಕೃಷಿವಾದಿ
Agropsicsicst,ಕೃಷಿ ಭೌತ
ପଶୁ ପ୍ରଜନକ |,ಪ್ರಾಣಿ ತಳಿಗಾರ
ବାକିଲସ୍ ଭାଇରସ୍ |,ಬ್ಯಾಸಿಲಸ್ ವೈರಸ್
ବାଣ୍ଡିଲସ୍ |,ಗಾಡಿ
ଜୀବାଣୁ,ಬ್ಯಾಕ್ಟೀರಿಯಾ
ବିରାଇଓଟୋକ୍ସିନ୍ |,ಬ್ಯಾಕ್ಟೀರಿಯೊಕ್ಸಿನ್
ବାଗାସେସ୍ |,ಬಜಾಸ್ಸೆ
ତୂଳନା ପତ୍ର,ಸಮತೋಲನ
ସନ୍ତୁଳିତ ଫର୍ଟିଲାଇଜେସନ୍ |,ಸಮತೋಲನೀಕರಣ
ବାର୍ ଚିତ୍ର |,ಗಿರಣಿ ರೇಖೆ
ଭୁକିବା |,ತೊಗಟೆ
ବାରୋମିଟର |,ಮಾಪಕ
ବନ୍ଧ୍ୟା,ಬಂಜೆ
ଆଧାର,ಬೇನೆ
ବାସନ,ಜಲಾನಯನ ಪ್ರದೇಶ
ପରଫିପାଲ୍ |,ಸ್ವಲ್ಪ
ଆଧାର ତୁଲମ୍ |,ಬಾಸದ
ବାଇ ମ so ସୁମୀ |,ಕೊಂಬೆ ಮಾನ್ಸುನ್
ଉଦ୍ଭିଦ ବହନ,ಹೊಳಪಿನ
ଶଯ୍ୟା,ಹಾಸಿಗೆ
ଶଯ୍ୟା,ದಟ್ಟಕಾರ
ଶଯ୍ୟା,ಹಾಸಿಗೆ
ବିଟ୍ ଗୁଣ୍ଡ |,ಬೀಟ್ ಮೊಲಾಸಸ್
ଘଣ୍ଟି,ಬೆನ್ನೆಲುಬು
ବେଲ୍ଟ,ಪಟ್ಟಿಗೆ
ଲାଭ-ମୂଲ୍ୟ ବିଶ୍ଳେଷଣ |,ಲಾಭ-ವೆಚ್ಚ ವಿಶ್ಲೇಷಣೆ
ପକ୍ଷପାତ (ନମୁନା),ಪಕ್ಷಪಾತ (ಮಾದರಿ)
ବିଏନୋନିଆଲ୍,ದ್ವೈವಾರ್ಷಿಕ
Binomial,ದ್ವಿಪದೀಯ
ବାୟୋଲାଇଜେଣ୍ଟ |,ಜೈವಿಕ ವ್ಯಾಪ್ತಿಯ
ବାୟୋସେଡିକ୍ |,ಜೈ ಜೈವಿಕ ಗ್ರಂಥಾಲಯ
ବାୟୋହୀ,ಜೈವಿಕ ಕರ್ತವ್ಯ
ବାୟୋନୋମିକ୍ସ |,ಜೈವಿಕಶಾಸ್ತ್ರ
ବାୟୋରାକ୍ଟର,ಜೈವಿಕ ರಿಯಾಯಿತಿ
ବାୟୋସଫିର୍,ಜೀವಗೋಳ
ବାୟୋଟିକ୍ |,ಜೈವಿಕ
ବାୟୋଟାଇପ୍ |,ಬಯೋಟೈತನ
ବିସେକ୍ସୁଆଲ୍,ದ್ವಿಲಿಂಗಿ
ଖାଲି,ಚಿರತೆ
ବିସ୍ଫୋରଣ,ಹರಡು
ମିଶ୍ରଣ,ಮಿಶ್ರಣ
ଶୁକ୍ର,ಗದ್ದಲ
ଫୁଲା,ಗುಳ್ಳೆ
ବ୍ଲୁ ବିପ୍ଳବ,ನೀಲಿ ಕ್ರಾಂತಿ
ତଳ ଉତ୍ତାପ ଚାମ୍ବର |,ಕೆಳಗಿನ ಶಾಖ ಕೊಠಡಿ
ତଳ ଉତ୍ତାପ ଟେକ୍ନିକ୍ |,ಕೆಳಗಿನ ಶಾಖ ತಂತ್ರ
ଶାଖା,ಹೊಟ್ಟು
ଶାଖା,ಕವಲೊಡೆ
ଶାଖା,ಸಣ್ಣ ಕೊಂಬೆ
ପ୍ରଜାତି,ತಳಿ
ପ୍ରଜନନ,ತಳಿ
ଉଜ୍ଜ୍ୱଳ,ಕಂಗುರು
Etod,ಸಂಸಾರ
ବଡିଙ୍ଗ,ಮೊಳಕೆಯ
ବଜେଟ୍,ಬಜೆ
ବଫର୍,ಬಫಲು
ବଲ୍ବ,ಬಟಗು
ବଣ୍ଟନ,ಚೂರುಚೂರಾಗಿ
ଉତ୍ପାଦ ଦ୍ୱାରା,ಉಪ-ಉತ್ಪನ್ನ
ବାବୁଲ ଆକାସିଆ |,ಬಾಬುಲ್ ಅಕೇಶಿಯ
ଶିଶୁ ମକା |,ಬೇಬಿ ಕಾರ್ನ್
ବାଥ୍,ಬುದ್ದಿ
ବିଲ୍,ಬಾಯಿ
ବାଲସାମ,ಕಸಕ
ବାଉଁଶ,ಬಿದಿರು
କଦଳୀ,ಬಾಳೆಹಣ್ಣು
ବାନିଆନ୍ ଗଛ |,ಆಲದ ಮರ
ବାର୍ଲି,ಬಾರ್ಲಿ
ବରଗାର୍ଡ ମିଲେଟ୍ |,ಬಾರ್ನ್ಯಾರ್ಡ್ ರಾಗಿ
ବେସନ,ತುಳಸಿ
ବଷ୍ଟାର୍ଡ ​​ଏରସ,ಬಾಸ್ಟರ್ಡ್ ಸೀಡರ್
ବଷ୍ଟାର୍ଡ ​​ମିରୋବଲାନ୍ |,ಬಾಸ್ಟರ್ಡ್ ಮೈರೋಬಾಲನ್
ବାହୁଏସିଆ,ಮಾಟ
ଦୁ very ଖଦ,ಕೊಲ್ಲಿ ಬೆರ್ರಿ
ବିନ୍,ಹುರುಳಿ
ବିଲାତି,ಬೀಟ್
ବେଲାଣ୍ଡୋନା,ಬೆಲ್ಲ
ହେ,ಗಡಿ
Berseim,ಗಡಿ
Beelt,ಬಿಲ್ಲೆ
ବିଲିମ୍ବି,ಬಿಲಿಂಬಿ
ତିକ୍ତ ଗୁଣ୍ଡ |,ಹಾಗಲಕಾಯಿ
କଳା ଗ୍ରାମ,ಕಪ್ಪು ಗ್ರಾಂ
କଳା ନାଇଟ୍ଶେଡ୍ |,ಕಪ್ಪು ನೈಟ್ಶೇಡ್
ବଗିନିଭିଆ |,ಬಾಗ್‌ನ್ವಿಲ್ಲಾ
ବୋତଲ ବ୍ରଶ |,ಬಾಟಲಿ ಕುಂಚ
ବୋତଲ ଗୋବଲଙ୍କ |,ಬಾಟಲಿ ಸೋರೆ
ବାକ୍ସ ଗଛ,ಬಾಕ್ಸ್ ಮರ
ରୁଟି ଫଳ,ಬ್ರೆಡ್ ಹಣ್ಣು
Bridal creper,ವಧುವಿನ
ବ୍ରିନଜାଲ୍ |,ಬಿಲ್ಲಾ
ବ୍ରଡ୍ ବିନ୍ |,ವಿಶಾಲ ಹುರುಳಿ
ବ୍ରୋକୋଲି,ಕೋಸುಗಡ್ಡೆ
ବ୍ରସେଲର ସ୍ପ୍ରୁଟ୍ |,ಬ್ರಸೆಲ್ ಮೊಳಕೆ
ବାଲକ୍ୟୁଟ,ಒಂದು ಬಗೆಯ ಉಣ್ಣೆಯೆಟ್
ବଟି,ದೆವ್ವ
ବ୍ୟାଣ୍ଡିକୋଟ୍ |,ದಳ
ଭାଲୁ,ಕರಾರು
ପୋକ,ಜೀರುಂಡೆ
ବ୍ଲିଷ୍ଟର ବିଟଲ୍ |,ಗುಳ್ಳೆ ಜೀರುಂಡೆ
ନୀଳ ଷଣ୍। |,ನೀಲಿ ಬುಲ್
ବୋଲ୍ ପୋକ,ಬಾಲ್ ಹುಳು
ପ୍ରଜାପତି,ಚಿಟ್ಟೆ
ଜୀବାଣୁ ବିଶେଷଜ୍ଞ |,ಬ್ಯಾಕ್ಟೀರಿಯವಿಜ್ಞಾನಿ
ବାୟୋକେମିଷ୍ଟ |,ಜೈವಿಕ ರಸಾಯನಶಾಸ್ತ್ರಜ್ಞ
ଜୀବବିଜ୍ଞାନୀ |,ಜೀವಶಾಸ್ತ್ರಜ್ಞ
ବାୟୋଟଚନୋଲୋଜିଷ୍ଟ,ಜೈವಿಕ ತಂತ್ರಜ್ಞಾನಶಾಸ್ತ್ರಜ್ಞ
ଉଦ୍ଭିଦଦାତା,ಸಸ್ಯಶಾಸ್ತ್ರಜ್ಞ
C ଆର୍ଦ୍ରତା ଚରିତ୍ରିକ ବକ୍ର |,ಸಿ ತೇವಾಂಶ ವಿಶಿಷ್ಟ ವಕ್ರರೇಖೆ
ପିଠା,ಕೇಕು
ସହଭାଗୀ,ಕ್ಯಾಲ್ಕೇರಿಯ
କାଲସିଫିକେସନ୍ |,ಲೆಕ್ಕಪರಿಶೋಧನೆ
ଫସଫେଟର କାଲକେଣ୍ଟ |,ಫಾಸ್ಫೇಟ್ನ ಲೆಕ್ಕಾಚಾರ
ଚତୁରତା,ಗಲಾಟೆ
କୁଲସ୍,ನಮ್ಮನ್ನು ಕರೆ ಮಾಡಿ
କାଲିକ୍ସ,ಕಣಿವೆ
କାଲିକ୍ସ-ଏଣ୍ଡ |,ಕ್ಯಾಲಿಕ್ಸ್ ಅಂತ್ಯ
କାମ୍ବିୟମ୍,ಕ್ಯಾಂಬಿಯಂ
କାକର,ಗೋಪುರ
କ୍ୟାନିଂ,ಡಬ್ಬಿ
ଛାତ,ಮೇಲಾವರಣ
ପୁଞ୍ଜି,ಬಂಡವಾಳ
କାଗଶ,ರಭಸ
Capsule,ಬಿರಡೆ
କାର୍ବନ୍ରେଟେଡ୍ |,ಇಂಗಾಲದ
କାର୍ବୋନିଅନାଇଜେସନ୍ |,ಇಂಗಾಲೀಕರಣ
କାର୍ପେଲ,ಗಡಿ
କାର୍ପସ୍ |,ಗಾಡಿ
କାଷ୍ଟିଂ,ಬಿಂಚು
କାଟାବୋଲିଜିମ୍ |,ಕಟಾಬೋಲಿಸಂ
କାଟାଲିସିସ୍ |,ವೇಗವರ್ಧನೆ
କୀଟପତଙ୍ଗ,ಮರಿಹುಳು
C- DNA ଲାଇବ୍ରେରୀ |,ಸಿ-ಡಿಎನ್‌ಎ ಗ್ರಂಥಾಲಯ
ଛାତ,ಚಾವಣಿಯ
କକ୍ଷ,ಕೋಶ
କେନ୍ଦ୍ରୀୟ ନେତା ବ୍ୟବସ୍ଥା |,ಕೇಂದ್ರ ನಾಯಕ ವ್ಯವಸ್ಥೆ
ସେଣ୍ଟ୍ରିକ୍ |,ಕೇಂದ್ರೀಯ
ଶତକଡ଼ା,ಕೇಂದ್ರೀಕರಣ
ସେଣ୍ଟ୍ରିଫେଜ୍ |,ಕೇಂದ್ರಾಪಗಾಮಿ
ସେଣ୍ଟ୍ରିଓନ୍ |,ಕೇಂದ್ರ
ସେଣ୍ଟ୍ରୋଜେନିକ୍ |,ಮಧ್ಯಭಾಗದ
ସେଣ୍ଟ୍ରୋଜେନସ୍ |,ಮಧ್ಯಮ ಜನಕ
କୀପତି,ಸರ್ಕಸ್
ଶସ୍ୟ,ಏಕದಳ
ପ୍ରମାଣପତ୍ର,ಪ್ರಮಾಣೀಕರಣ
