Assamese,English
তুলনামূলক পৰীক্ষা,comparison test
"১.সামঞ্জস্যতা, ২.সামঞ্জস্যতা",compatibility
উপযুক্ত,compatible
সংকলন,compilation
সংকলন আৰু নিষ্পাদন,compile and go
"1.কম্পাইলাৰ, 2.প্ৰগ্ৰেম ট্ৰেন্সফাৰ",compiler
কম্পাইলাৰ ভাষা,compiler language
পৰিপূৰক,complementary
দহৰ পৰিপূৰক,complement-on-ten
পৰিপূৰক,complementor
"১/ সম্পূৰ্ণৰূপে অৰ্জন কৰা, ২. সম্পূৰ্ণৰূপে অৰ্জন কৰা",complete carry
কম্পোজিট,complex
জটিল সংখ্যা,complex number
সমষ্টিবাসী,component
com,component object model (COM)
গাঁঠি,composite
সংমিশ্ৰণ,composition
"১.গণনাযোগ্য, ২.গণনাযোগ্য",computational
কম্পিউটাৰ,computer
কম্পিউটাৰ কেন্দ্ৰ,computer centre
কম্পিউটাৰ বিশেষজ্ঞ,computer expert
কম্পিউটাৰ গ্ৰাফিক্স,computer graphics
কম্পিউটাৰৰ নিৰ্দেশনা,computer instruction
"১.কম্পিউটাৰ ভাষা, ২.কম্পিউটাৰ ভাষা",computer language
"1. কম্পিউটাৰ নেটৱৰ্ক, 2. কম্পিউটাৰ নেটৱৰ্ক",computer network
কম্পিউটাৰ বিজ্ঞান,computer science
কম্পিউটাৰ সুৰক্ষা,computer security
কম্পিউটাৰ চিমুলেচন,computer simulaton
কম্পিউটাৰ বিশেষজ্ঞ,computer specialist
কম্পিউটাৰাইজেচন,computerisation
কম্পিউটাৰিষ্ট,computerist
কম্পিউটাৰাইজেচন,computerize
"১.গণনা, ২. গণনা",computing
ধাৰণা,concept
"১.প্ৰতিসমতা, ২.সংহতি, ৩.সমন্বয়",concurrency
"সমকালীন, একে",concurrent
নিষেধাজ্ঞা চলক,condition variable
নিষিদ্ধ অপাৰেটৰ,conditional operator
নিষিদ্ধ বিবৃতি,conditional statement
ড্ৰাইভাৰ,conductor
"১.দূৰত্বৰ সন্মিলন, ২.সন্মিলন",conferencing
গোপনীয়তা,confidentiality
"1.বিন্যাস, 2.বিন্যাস",configuration
ভিৰ,congestion
সংমিশ্ৰণ,conjunction
সংযোগৰ গতি,connect speed
সংযোগ,connection
সংযোগবিহীন যোগাযোগ,connection less communication
এফিলিয়েচন ৰিলিজ,connection release
সংযোগ,connectivity
"1.সংযোগকাৰী, 2.সংযোগকাৰী",connector
একেৰাহে,consecutive
খতিয়ান লোৱা,consequent
কনছ&#39;ল,console
একত্ৰীকৰণ,consolidation
"১.সহযোগী, ২. নেৰানেপেৰা",constant
নিৰন্তৰ নিৰ্দেশনা,constant instruction
নিষিদ্ধ,constraint
কনষ্ট্ৰাক্টৰ,constructor
পাত্ৰ,container
"১. বিষয়বস্তু, ২. উদ্ধৃতি",content
সন্দৰ্ভ,context
প্ৰসংগ মুক্ত ব্যাকৰণ (cfg),context free grammar (CFG)
প্ৰসংগ চুইচ,context switch
"১.আকস্মিক, ২.আকস্মিক",contingency
অমিল,contraction
বিষমতা,contrast
নিয়ন্ত্ৰণ,control
কণ্টেইনমেণ্ট জ’ন,control area
নিয়ন্ত্ৰণ বিট,control bit
নিয়ন্ত্ৰক বাছ,control bus
নিয়ন্ত্ৰণ কাৰ্ড,control card
নিয়ন্ত্ৰণ বৰ্তনী,control circuit
নিয়ন্ত্ৰণ চকা,control cycle
"১/ নিয়ন্ত্ৰণ অভিযান্ত্ৰিকী, ২/ নিয়ন্ত্ৰণ অভিযান্ত্ৰিক",control engineering
নিয়ন্ত্ৰণ কি&#39;,control key
নিয়ন্ত্ৰণ যুক্তি,control logic
নিয়ন্ত্ৰণ লুপ,control loop
নিয়ন্ত্ৰণ চিন,control mark
নিয়ন্ত্ৰণ কাৰ্য্য,control operation
নিয়ন্ত্ৰণ পেনেল,control panel
নিয়ন্ত্ৰণ সংকেত,control signal
নিয়ন্ত্ৰণ চুইচ,control switch
নিয়ন্ত্ৰণ টেপ,control tape
"1. নিয়ন্ত্ৰণ টাৰ্মিনেল, 2. নিয়ন্ত্ৰণ টাৰ্মিনেল",control terminal
"১.নিয়ন্ত্ৰণ একক, ২. নিয়ন্ত্ৰণ একক",control unit (CU)
অভিসৰণ,convergence
সংলাপ,conversation
কথোপকথনমূলক কল,conversational time sharing
ৰূপান্তৰ,conversion
ৰূপান্তৰক,converter
কুকৰ উপপাদ্য,Cook's theorem
সহ-প্ৰচেছৰ,co-processor
কপি কৰক,copy
কপিৰাইট,copyright
কৰ্ড,cord
"1.কৰ্ডলেছ টেলিফোন, 2. বেতাঁৰ টেলিফোন, 3. বেতাঁৰ টেলিফোন",cordless telephone
উপপাপপাতি,corollary
সংশোধনী,correction
"১.ব্যৱহাৰযোগ্য, ২.বিকৃত",corrupted
গণনা কৰা,count
স্ক&#39;ৰাৰ,counter
দেশৰ কোড,country code
সহাৱস্থান,covariance
"১/ পৰিসৰৰ ক্ষেত্ৰফল, ২. সম্প্ৰচাৰ",coverage
পতন হোৱা,crash
জটিল পথ,critical path
জটিল পথ পদ্ধতি (CPM),critical path method (CPM)
"১.ক্ৰছ টেষ্ট, ২.ক্ৰছ টেষ্ট",cross check
"1.ক্ৰছ প্ৰগ্ৰেমেবল-স্থানান্তৰ, 2. প্ৰতি প্ৰগ্ৰেমেবল",cross compiler
অপ্রাসংগিক সংকেত,cross fire
অপ্রাসংগিক কথা,cross talk
ক্ৰিপ্টোগ্ৰাফী,cryptographic
"1. ক্ৰিপ্টোগ্ৰাফী, 2. ক্ৰিপ্টোগ্ৰাফী, 3. ক্ৰিপ্টোগ্ৰাফী",cryptography
মুদ্ৰাৰ চিহ্ন,currency symbol
বৰ্তমান ডাইৰেকটৰি,current directory
বৰ্তমান উইন্ডো,current window
কাৰ্চাৰ,cursor
বক্ৰ,curve
"১/ কাটি পেষ্ট কৰক, ২) কাটি পেষ্ট কৰক",cut and paste
ছিয়াৰিং পদ্ধতি,cut method
চাইবাৰ,cyber
চাইবাৰ কেফে,cyber café
চাইবাৰ নগদ ধন,cyber cash
চাইবাৰ অপৰাধ,cyber crime
চাইবাৰ ডেলেক্স,cyber delics
চাইবাৰ আইন,cyber law
চাইবাৰ যৌনতা,cyber sex
"১/ চাইবাৰ বিজ্ঞান, ২. চাইবাৰনেটিক্স",cybernatics
"1.চাইবাৰাইজেচন, 2. চাইবাৰাইজেচন",cybernation
চক্ৰ,cycle
"১.চক্ৰ স্মৃতি, ২.চক্ৰ স্মৃতি",cycle memory
চক্ৰ ক্ষতি,cycle steal
চক্ৰৰ সময়,cycle time
চক্ৰীয়,cyclic
ডেমন,daemon
ডেইজী চক্ৰ,daisy wheel
ডাটা প্ৰশাসক,data administrator
তথ্য আবণ্টন,data allocation
"1.ডাটা ফিল্ড, 2.ডাটা ফিল্ড",data area
"1.ডাটা এৰে, 2. ডাটা এৰে",data array
"১.ডাটা-বেছ, ২.ডাটাবেছ",data base
তথ্যৰ খণ্ডিতকৰণ,data break
"১.ডাটা বাছ, ২.ডাটা বাছ",data bus
"1.ডাটা কেৰিয়াৰ, 2.ডাটা কেৰিয়াৰ",data carrier
ডাটা চেল,data cell
"১.ডাটা চিষ্টেম, ২.ডাটা চেনেল",data channel
ডাটা যোগাযোগ,data communication
"1.ডাটা কম্প্ৰেছন, 2.ডাটা কম্প্ৰেছন",data compression
ডাটা ফিল্ড,data field
ডাটা ফাইল,data file
"১.ডাটা ফ্ল’, ২.ডাটা ফ্ল’",data flow
"১.ডাটা ফ্ল’চাৰ্ট, ২.চাৰ্ট",data flow Chart
ডাটা হাইৰাৰ্কি,data hierarchy
তথ্যৰ স্তৰ,data level
"১.তথ্য সংগ্ৰহ, ২.তথ্য লাইব্ৰেৰী",data library
ডাটা লিংক স্তৰ,data link layer
ডাটা লিংক স্তৰ (DLL),data link layer (DLL)
"১.ডাটা মেনেজমেণ্ট, ২.ডাটা মেনেজমেণ্ট",data management
"১.তথ্য গণনা, ২.তথ্য গণনা",data manipulation
তথ্য প্ৰক্ৰিয়াকৰণ ভাষা (DML),data manipulation language (DML)
ডাটা মডেম ডাটা মডেম,data modem
"১.তথ্য পৰিৱৰ্তন, ২.তথ্য পৰিৱৰ্তন",data modification
"১.ডাটা নেটৱৰ্ক, ২.ডাটা নেটৱৰ্ক",data network
"1.ডাটা অপাৰেচন, 2.ডাটা অপাৰেচন",data operation
"1.ডাটা সংস্থাসমূহ, 2. ডাটা সংস্থাপন",data organization
"1. ডাটা আউটপুট, 2. ডাটা আউটপুট",data output
"1.ডাটা পাথ, 2.ডাটা পাথ",data path
"1.তথ্য প্ৰস্তুত কৰা, 2. তথ্য প্ৰস্তুত কৰা",data prepration
"1.ডাটা গোপনীয়তা, 2.ডাটা গোপনীয়তা",data privacy
"1. ডাটা প্ৰচেছৰ, 2. ডাটা প্ৰচেছৰ",data processor
"1.তথ্য সুৰক্ষা, 2.তথ্য সুৰক্ষা",data protection
"১.ডাটা ৰেকৰ্ড, ২.ডাটা ৰেকৰ্ড",data record
"1. তথ্য উদ্ধাৰ, 2. তথ্য উদ্ধাৰ",data retrieval
"১.ডাটা ৰুটিন, ২.ডাটা ৰুটিন",data routine
"1.ডাটা সুৰক্ষা, 2.ডাটা সুৰক্ষা",data security
"1.ডাটা ছেট, 2. ডাটা ছেট",data set
"1.ডাটা সংকেত, 2.ডাটা সংকেত",data signal
"1. ডাটা এক্সেছ, 2. ডাটা এক্সেছ",data sink
"১.তথ্যৰ উৎস, ২.তথ্যৰ উৎস",data source
"1.ডাটা স্পেচিফিকেশন, 2. তথ্যৰ নিৰ্দিষ্টকৰণ",data specification
"১.ডাটা চেণ্টাৰ, ২.ডাটা চেণ্টাৰ",data station
"1. তথ্য সংৰক্ষণ, 2. তথ্য সংৰক্ষণ",data storage
তথ্য সংৰক্ষণ গঠন,data storage structure
"1. তথ্যৰ গঠন, 2. তথ্যৰ গঠন",data structure
"১.ডাটা চুইচ, ২.ডাটা চুইচ",data switch
"1.তথ্য টেবুল, 2.তথ্য টেবুল",data table
"1.ডাটা শেষ, 2. ডাটা শেষ",data terminal
"১.ডাটা ট্ৰান্সক্ৰিপচন, ২.ডাটা ট্ৰান্সক্ৰিপচন",data transcription
"1.ডাটা স্থানান্তৰ, 2. ডাটা ট্ৰেন্সফাৰ",data transfer
"1. ডাটা ট্ৰেন্সমিছন, 2. ডাটা ট্ৰেন্সমিছন",data transmission
"1.ডাটা ট্ৰেন্সমিছন চিষ্টেম, 2.ডাটা ট্ৰেন্সমিছন চিষ্টেম",data transmission Channel
"1. ডাটা ফৰ্মেট, 2. ডাটা ফৰ্মেট",data type
"১.ডাটা ইউনিট, ২.ডাটা ইউনিট",data unit
"1.তথ্য বৈধকৰণ, 2.তথ্য বৈধকৰণ",data validation
ডাটাবেছ,database
ডাটাবেছ প্ৰশাসন,database adminstration
ডাটাবেছ ডিজাইন,database design
ডাটাবেছ ব্যৱস্থাপনা ব্যৱস্থা,database management system
"১.ডাটাগ্ৰেভ, ২.ডাটাগ্ৰেভ",datagrav
"1. ডেটাম, 2. ডাটা",datum
"১.নিষ্ক্ৰিয় অঞ্চল, ২.নিষ্ক্ৰিয় অঞ্চল",dead zone
ডেডলক,deadlock
ডেডলক প্ৰতিৰোধ,deadlock prevention
দোষ নিষ্কাশন,debug
"১/ বিচাৰ কোষ, ২/ বিচাৰ বাকচ",decision box
সিদ্ধান্ত গ্ৰহণ প্ৰক্ৰিয়া,decision making process
সিদ্ধান্ত সমৰ্থন ব্যৱস্থা,decision support system
সিদ্ধান্ত গছ,decision tree
"১.ডিকোডাৰ, ২.ডিকোডাৰ",decoder
দ্ৰৱণ নীতি,decomposition principle
ডিকোডিং,decryption
ডেডিকেটেড চিষ্টেম,dedicated channel
ডেডিকেটেড প্ৰেছ,dedicated port
প্ৰতিষেধক ডাটা নেটৱৰ্ক (DDN),defence data network (DDN)
টিকাকৰণ তথ্য ব্যৱস্থা,defence information system
সংহতি,defragmentation
পলম কৰা,delay
বিলম্ব কাউণ্টাৰ,delay counter
বিলম্বৰ সময়,delay time
"১.মচি পেলোৱা, ২.মচি পেলোৱা",delete
ডিলিচন ৰেকৰ্ড,deletion record
সীমা নিৰ্ধাৰণকাৰী,delimiter
ডেল্টা মডুলেচন,delta modulation
ৰিকুইজিচন পৃষ্ঠা,demand paging
প্ৰদৰ্শন,demo
ডিমডুলেচন,demodulation
ভি-মাল্টিপ্লেক্সাৰ,demultiplexer
ডিনৰ্মেলাইজেচন,denormalization
"১.ঘনত্ব, ২.ঘনত্ব",density
"১/ নিৰ্ভৰশীলতা, ২/ নিৰ্ভৰশীলতা",dependency
নিৰ্ভৰশীল একক,dependent unit
লানি পতা,dequeue
"১.ডিৰেফাৰেন্স, ২.ডিৰেফাৰেন্স",dereferencing
ব্যুৎপত্তি কৰা গছ,derivation tree
ব্যুৎপত্তি কৰা ক্ষেত্ৰ,derived field
অৱনমিত সজাই পৰাই তোলা,descending sort
ডিজাইন,design
ডেস্ক কেলকুলেটৰ,desk calculator
ডেস্কটপ কম্পিউটাৰ,desk top computer
ডেস্কটপ উপস্থাপন,desktop presentation
ডেস্কটপ প্ৰকাশন,desktop publishing (DTP)
ডেস্কটপ ভিডিঅ&#39;,desktop video
গন্তব্যস্থানৰ ঠিকনা,destination address
"১.ধ্বংসী, ২.নাশক",destructer
ডিটাৰ্মিনিষ্টিক automata,deterministric automats
ডেভেলপাৰ,developer
উন্নয়ন ব্যৱস্থা,development system
ডিভাইচ,device
ডিভাইচ নিয়ন্ত্ৰণ একক,device control unit
ডিভাইচ নিয়ন্ত্ৰক,device controller
ডিভাইচ ব্যৱস্থাপনা,device management
ডিভাইচ ধৰণ,device mode
নিদান,diagnosis
ডায়েগনষ্টিক চিষ্টেম,diagnostic system
"১/ ডায়েগনষ্টিকছ, ২.ডায়েগনষ্টিকছ",diagnostics
ডায়েগ্ৰাম,diagram
ডায়েল কৰক,dial
ডায়েল লাইন,dial line
ডায়েল টোন,dial tone
ডায়েল আপ কৰক,dial up
"১/ সংলাপ, ২/ কথোপকথন",dialog
কথোপকথন কক্ষ,dialog box
ডায়েলআপ মডেম,dialup modem
বীমা,diamension
অভিধান,dictionary
"১.ডিফাৰেন্সিয়েল, ২. পাৰ্থক্য",differentiation
সংখ্যাগত,digital
ডিজিটেল ব্যৱস্থা,digital channel
ডিজিটেল বৰ্তনী,digital circuit
ডিজিটেল কম্পিউটাৰ,digital computer
"1.ডিজিটেল ডাটা, 2.ডিজিটেল ডাটা",digital data
ডিজিটেল সুবিধা,digital facility
ডিজিটেল ফিল্টাৰ,digital filter
ডিজিটেল লাইব্ৰেৰী,digital library
ডিজিটেল মডুলেচন,digital modulation
"1. ডিজিটেল প্ৰদৰ্শন, 2. ডিজিটেল মনিটৰ",digital monitor
ডিজিটেল ইমেজ,digital picture
"১/ ডিজিটেল স্বাক্ষৰ, ২/ ডিজিটেল স্বাক্ষৰ",digital signature
ডিজিটেল চুইচ,digital switch
ডিজিটেল এনালগ কনভাৰ্টাৰ,digital to analog (D/A) converter
ডিজিটাইজেচন,digitization
ডিজিটাইজেচন,digitize
ডিজিটাইজাৰ,digitizer
ডাইঅ&#39;ড,diode
পোনপটীয়া,direct
প্ৰত্যক্ষ ঠিকনা,direct address
প্ৰত্যক্ষ ৰূপান্তৰ,direct conversion
প্ৰত্যক্ষ সংযোজন,direct coupling
"1. প্ৰত্যক্ষ মেমৰি অভিগম, 2. প্ৰত্যক্ষ মেমৰি অভিগম (DMA)",direct memory access (DMA)
প্ৰত্যক্ষ মেমৰি অভিগম (DMA),direct memory acess (DMA)
প্ৰত্যক্ষ পদ্ধতি,direct method
দিশ নিৰ্দেশনা,directive
ডাইৰেকটৰী,directory
"1. ডাইৰেকটৰি চাৰ্ভাৰ, 2. ডাইৰেকটৰি চাৰ্ভাৰ",directory server
ডাইৰেকটৰি সেৱা,directory service
অক্ষম,disable
সংকেত নিষ্ক্ৰিয় কৰা,disabling signal
"১.সংযোগ বিচ্ছিন্ন কৰা, ২.সংযোগ বিচ্ছিন্ন কৰা",disconnect
"১.বিচ্ছিন্ন, ২.বিচ্ছিন্ন",discrete
"১.ডিস্ক, ২.ডিস্ক",disk
"1. ডিষ্কৰ ঠিকনা, 2. ডিষ্কৰ ঠিকনা",disk address
"1. ডিস্ক এৰে, 2. ডিস্ক এৰে",disk array
"1. ডিস্ক ক্ষমতা, 2. ডিস্ক ক্ষমতা",disk capacity
"1. ডিস্ক ড্ৰাইভাৰ, 2. ডিস্ক ড্ৰাইভ",disk drive
ডিস্ক নথিপত্ৰ,disk file
"1. ডিস্ক মেমৰি, 2. ডিস্ক মেমৰি, 3. ডিস্ক মেমৰি, 4. ডিষ্ক মেমৰি",disk memory
ডিস্ক অপাৰেটিং চিস্টেম (DoS),disk operating system (DOS)
ডিস্ক পেকেজ,disk pack
"1.চকৰিকা চাৰ্ভাৰ, 2.ডিস্ক চাৰ্ভাৰ",disk server
"1. ডিষ্ক সংৰক্ষণ, 2. ডিষ্ক সংৰক্ষণ",disk storage
ডিস্কেট,diskette
ফাইল প্ৰদৰ্শন কৰক,display file
ছবি প্ৰদৰ্শন কৰক,display image
নিষ্পত্তি,disposal
দূৰত্ব,distance
দূৰত্বৰ ফলন,distance function
বিকৃতি,distortion
বিলি কৰা হ’ল,distributed
বিতৰণ কৰা তথ্য,distributed data
বিতৰণ কৰা চাৰ্ভাৰ,distributed server
"1.বিতৰিত ব্যৱস্থা, 2.বিতৰিত ব্যৱস্থা",distributed system
বিতৰক,distributive
নথিপত্ৰ,document
নথিপত্ৰ স্বীকৃতিপ্ৰাপ্ত,document retrieved
"1. দস্তাবেজ উইন্ডো, 2. দস্তাবেজ উইন্ডো",document window
নথিপত্ৰ,documentation
"ডমেইন, ডমেইন",domain
ডমেইনৰ নাম,domain name
"1. ডট মেট্ৰিক্স প্ৰিন্টাৰ, 2. ডট মেট্ৰিক্স প্ৰিন্টাৰ",dot matrix printer
"তলত, তলত",down
"১.এভালিংক, ২.বৰ্গ",down link
ডাউনল’ড,down loading
ডাউনলোড সময়,down time
ট্ৰেকচন,dragging
DRAM (ডাইনামিক ৰেম),DRAM (dynamic RAM)
ৰানঅফ,drift
ড্ৰাইভাৰ,driver
পাত,drop
তালিকা বাকচ ড্ৰপ কৰক,drop down list box
ড্ৰাম ড্ৰাইভ,drum drive
"1.ড্ৰাম প্ৰিন্টাৰ, 2.ড্ৰাম প্ৰিন্টাৰ",drum printer
"১.ইম ইউনিট, ২.ড্ৰাম ইউনিট",drum unit
"১.দ্বৈততা, ২. bi",dual
দ্বৈত ঘনত্ব,dual density
"১/ নিৰৱ ঠিকনা, ২/ ভুৱা ঠিকনা",dummy address
ভাণ্ডাৰ,dump
ডুপ্লেক্স বৰ্তনী,duplex circuit
বৈধকৰণ,duplexing
কি&#39; কি&#39;,duplicate
"১.ডি ভি ডি আৰ./ডব্লিউ , ২. ডিভিডি পঢ়া, ৩. লিখা",DVD R/W
DVD ROM,DVD ROM
গতিশীল নিৰ্দেশনা,dynamic instruction
"1.ডাইনামিক মেমৰি, 2.ডাইনামিক মেমৰি",dynamic memory
"১.গতিবিদ্যা, ২.গতিশীলতা",dynamics
ই খ গ ঘ আই চি,EBCDIC
ই-ব্যৱসায়,e-business
প্ৰতিধ্বনি,echo
"১.ই-কমাৰ্চ, ২.ই-কমাৰ্চ",e-commerce
সম্পাদনা কৰা,edit
সম্পাদক,editor
শিক্ষাগত প্ৰযুক্তি,educational technology
ই ই প ৰম,EEP rom
"১/ অৰ্থপূৰ্ণ ঠিকনা, ২/ ফলপ্ৰসূ ঠিকনা",effective address (floating address)
অৰ্থপূৰ্ণ অপাৰেণ্ড ঠিকনা,effective operand address
ফলপ্ৰসূ কাৰ্য্য,effective procedure
ফলপ্ৰসূ UID,effective UID (user identification)
ফলপ্ৰসূ সংক্ৰমণ কাৰ্য্য,efffective transmission operand
অক্টল বাইট,eight-bit byte
"ইলেক্ট্ৰনিক লাৰ্নিং, ই-লাৰ্নিং",e-learning
নিৰ্বাচন এলগৰিদম,election-algirthm
ইলেক্ট্ৰনিক মেইল সেৱা (ই-মেইল),electric mailing (e-mail)
"১.ইলেক্ট্ৰনিক প্ৰিন্টিং, ২.ইলেক্ট্ৰনিক প্ৰিণ্টাৰ",electric printer
বৈদ্যুতিক একাউণ্টিং মেচিন,electrical accounting machine
ইলেক্ট্ৰনিক্স,electronic
ইলেক্ট্ৰনিক এক্সজেষ্ট চিষ্টেম (ECS),electronic clearance system (ECS)
ইলেক্ট্ৰনিক ডাটা এক্সচেঞ্জ (EDI),electronic data interchange (EDI)
ইলেক্ট্ৰনিক ডাটা প্ৰচেছিং,electronic data processing
ইলেক্ট্ৰনিক ব্ৰ&#39;চাৰ,electronic filing
ইলেক্ট্ৰনিক ধন হস্তান্তৰ ব্যৱস্থা (EFTS),electronic funds transfer System (EFTS)
"১.ইলেক্ট্ৰনিক জাৰ্নেল, ২.ইলেক্ট্ৰনিক জাৰ্নেল",electronic journals
ইলেক্ট্ৰনিক প্ৰকাশন,electronic publishing
ইলেক্ট্ৰনিক চুইচ,electronic switch
"উপাদান, উপাদান",element
ই-মেইল,e-mail
"১/ ই-মেইল ঠিকনা, ২/ ইলেক্ট্ৰনিক মেইলিং ঠিকনা",e-mail address
এম্বেডেড চিস্টেম,embedded system
এম্বেডিং,embedding
এমিটাৰ সংযুক্ত লজিক (ECL),emitter couple logic (ECL)
খালী ঠাই,empty stack
"১.উকা শিকলি, ২.উকা শিকলি",empty string
যান্ত্ৰিকীকৰণ,emulation
"১.কেপচুলেচন, ২.কেপচুলেচন",encapsulation
ডিকোডাৰ,encipher
এনকোডিং,encode
"১.এনকোডাৰ, ২.কোডাক",encoder
লুকাই থকা তথ্য,encrepted data
লুকাই থকা নথিপত্ৰপ্ৰণালী,encripting file system
"1. এনক্ৰিপচন, 2. ক&#39;ডিং, 3. এনকোডিং",encryption
ব্লকৰ শেষ,end of block
ফাইল-অন্ত,end of file (EOF)
ব্যৱহাৰকাৰী,end-user
প্ৰৱেশদ্বাৰ,enter
প্ৰৱেশ চাবি,enter-key
"১.উদ্যম সৰৱাৰ, ২.উদ্যম সেৱক",enterprise server
উদ্যোগ ব্যৱস্থা,enterprise system
ক্ষমতা,entity
ক্ষমতা আত্মীয়তা,entity-relationship
প্ৰৱেশৰ সময়,entry time
ইনপুট ভেৰিয়েবল,entry variable
গণনাযোগ্য,enumerable
পৰিৱেশ,environment
"১.যুগ, ২. যুগ, ৩. নিৰ্দেশনা মুহূৰ্ত",epoch
EPRAM (বিত্তীয় প্ৰগ্ৰেমেবল কেৱল পঢ়িব পৰা মেমৰি),EPROM
এপ্সিলন কনষ্ট্ৰিক্টৰ,epsilon closure
ইকুৱেলাইজাৰ,equalizer
সঁজুলি,equipment
সমতুল্যতা শ্ৰেণী,equivalence class
সমতুল্য সম্পৰ্ক,equivalence relation
"১/ বিলুপ্তি, ২) নিৰ্মূল",erase
ভুল সংশোধন ক&#39;ড,error correcting code
ভুল সংশোধন,error correction
ভুল ধৰা পেলোৱা,error detection
ভুল নিয়ন্ত্ৰণ,error handling
ত্ৰুটি বাৰ্তা,error message
ভুলৰ হাৰ,error rate
ত্ৰুটি পুনৰুদ্ধাৰ,error recovery
ভুলৰ নাম,error routine
পলায়ন চিহ্ন,escape character
ইথাৰনেট,ethernet
কাৰ্যক্ৰম,event
ইভেন্ট শৃংখল,event chain
ইভেন্ট নিয়ন্ত্ৰণ,event control
ইভেন্ট কাউণ্টাৰ,event counter
ব্যতিক্ৰম নিয়ন্ত্ৰণ,exception handling
বিনিময় ডিষ্ক সংৰক্ষণ,exchangeable disk storage
বৰ্জন,exclusion
একচেটিয়া আৰু (x বা),exclusive Or (XOR)
এক্সিকিউটেবল প্ৰগ্ৰেম,executable program
এক্সিকিউচন ষ্টেটমেন্ট,executive statement
নিৰ্বাচিত অনুসন্ধান,exhaustive search
বিদ্যমান,exist
সমস্যা,exit
বিশেষজ্ঞ ব্যৱস্থা,expert system
"১.প্ৰকাশ, ২. অভিব্যক্তি",expression
সম্প্ৰসাৰিত চিত্ৰাঙ্কিত মেট্ৰিক্স (x g a),extended graphic array (XGA)
বৰ্ধিত ঔদ্যোগিক মানদণ্ড (EIS),extended industry standard (EIS)
অভাৰলোড মেচিন,extended machine
বৰ্ধিত স্মৃতিশক্তি,extended memory
"১/ বৰ্ধিত নিখুঁততা, ২) বৰ্ধিত সঠিকতা",extended precision
"1.Extended Sorting, 2.Extended পৃথকীকৰণ",extended sorting
কল আউট কৰক,external call
বাহ্যিক ভুল,external error
বাহিৰৰ কাৰ্য্য,external function
বাহ্যিক বাধা,external interrupt
"1.বাহ্যিক স্মৃতিশক্তি, 2.বাহ্যিক স্মৃতিশক্তি",external memory
বাহ্যিক স্মৃতিশক্তি,external memory
বাহ্যিক মডেম,external modem
বাহ্যিক উল্লেখ,external reference
বাহ্যিক অনুসন্ধান,external searching
বাহ্যিক সংৰক্ষণ ডিভাইচ,external storage device
নিষ্কাশন,extraction
বহিঃপ্ৰক্ষেপণ,extrapolation
পেনেল আখৰ প্ৰিন্টাৰ,face-character printer
