Gujarati,Hindi
અજૈવિક પ્રજનન,अजीवात् जनन
પેરાનોર્મલ,अपसामान्य
1. ચોથું પેટ 2. Evomasome,1. चतुर्थ आमाशय 2. ऐवोमैसम
સ્ટોમેટલ વૃદ્ધિ અંગ,रुद्ध-वृद्धि अंग
રૂંધાયેલ વૃદ્ધિ બીજ,रुद्ध वृद्धि बीज
1. ગર્ભપાત 2. કસુવાવડ 3. વૃદ્ધિ પ્રતિકાર,1. गर्भपात 2. गर्भस्राव 3. वृद्धि विरोध
1. અનિચ્છનીય નીંદણ 2. સંપૂર્ણ નીંદણ,1. अवांछित अपतृण 2. पूर्ण खरपतवार
શોષિત કેશન,अवशोषित धनायन
શોષણ,अवशोषण
એબિસિનિયન મસ્ટર્ડ,ऐबिसिनी सरसों
1. એકેરિસાઇડ,1.एकेरेसनाशी 2. चिचड़ीनाशी
કેન્દ્રબિંદુ,अकेंद्री
એમ્પ્લીફિકેશન (કોષ),प्रवर्धन (कोशिका)
મંજૂર સહનશીલતા,स्वीकृत सह्यता
1. વધારાની 2. સહાયક 3. સહાયક,1.अतिरिक्त 2. सहायक 3. गौण
અનુકૂલન,पर्यनुकूलन
સંચય,संचय
1. શુષ્કતા 2. ચોકસાઇ,1.vयथार्थता 2. परिशुद्धता
1. એસેર્વ્યુલસ 2. સ્પોરોફાઇટ,1. एसर्वुलस 2. बीजाणुपात्र
1. એસિટાઈઝેશન 2. વિનેગર બનાવવું 3. એસિટિલેન,1. ऐसीटीकरण 2. सिरका बनाना 3. ऐसीटीलन
1. એસિડીકરણ 2. એસિડીકરણ,1. अम्लीकरण 2. अम्लन
1. એસિડિમીટર 2. એસિડિમીટર,1.अम्लतामापी 2. एसिडीमीटर
એસિડિટી,अम्लता
એસિડોફાઇલ,अम्लरागी
એસિડિફાઇડ રોક ફોસ્ફેટ,अम्लीकृत रॉक फॉस्फेट
એસિડિફાઇડ,अम्लसह
જલભર,जलभृत
સંપાદન,अधिग्रहण
એકર,एकड़
1. વિસ્તાર 2. વિસ્તાર,1.क्षेत्रफल 2. रकबा
અંતિમ બિંદુ રંગસૂત્ર,उपांत बिंदु क्रोमोसोम
આગળ દેખાતું,अग्राभिसारी
એક્રોસમ,ऐक्रोसोम
એક્ટિનોમીસેટ્સ,एक्टिनोमाइसिटीज
સક્રિય કોર,सक्रिय मूलक्षेत्र
1. ગુસ્સે 2. તીવ્ર,1.उग्र 2. तीव्र
અનુકૂલનક્ષમતા,अनुकूलनशीलता
કસ્ટમાઇઝેશન,अनुकूलन
1. સંલગ્નતા 2. સંલગ્નતા,1. आसंजन 2. अभिलाग
સેબેસીયસ,वसामय
ગોઠવણ સમીકરણ,समायोजन समीकरण
એડોબ માટી,ऐडोब मृदा
ભેળસેળ કરનાર,अपमिश्रक
એક્ટોપિક,अपस्थानिक
ઇસિડિયોસ્પોર ઇસિડિયમ બીજકણ,इसीडियोस्पोर इसीडियम बीजाणु
એરોડાયનેમિક પ્રક્રિયા,वातोढ़ प्रक्रिया
વેન્ટ્રલ,वातोढ़
વાયુયુક્ત કરવું,वातन करना
1. હવા 2. આકાશી,1. वायव 2. आकाशी
1. એરોમીટર 2. એરોમીટર 3. એરોમીટર,1. ऐरोमीटर 2. वायुमापी 3. वायुघनत्वमाप
એરોસોલ,ऐरोसोल
1. પુષ્પવૃત્તિ 2. ઉનાળાની નિષ્ક્રિયતા,1. पुष्पदलविन्यास 2. ग्रीष्मनिष्क्रियता
રોગનું વિજ્ઞાન,रोग हेतु विज्ञान
વનીકરણ,वनरोपण
1. આંદોલન 2. અશાંતિ,1. विलोडन 2. प्रक्षोभन
એગમાર્ક,ऐगमार्क
1. જમીન સંબંધિત 2. કૃષિ,1. भूमि संबंधी 2. कृषि संबंधी
કૃષિ ક્લિનિક,कृषि निदानालय
1. ખેત મજૂરી 2. ખેત મજૂરી,1. कृषि श्रम 2. खेतिहर मजदूर
કૃષિ માર્કેટિંગ,कृषि विपणन
કૃષિ ટેકનોલોજી,कृषि प्रद्योगिकी
1. કૃષિ 2. ખેતી 3. કૃષિ વિજ્ઞાન,1. कृषि 2. खेतीबारी 3. कृषि विज्ञान
કૃષિ વનસંવર્ધન,कृषि वनवर्धन
કૃષિ જૈવવિવિધતા,कृषि जैविक विविधता
કૃષિ કાર્બનિક ખામીઓ,कृषि जैविक दोष
કૃષિ જીવવિજ્ઞાન,कृषि जैविकी
કૃષિ-આબોહવાની વિવિધતા,कृषि जलवायुवीय विविधता
એગ્રોક્લાઇમેટિક ઝોનની રચના,कृषिजलवायुवीय जोन निर्माण
કૃષિ વનીકરણ,कृषिवानिकी
કૃષિ વિજ્ઞાન,सस्य मृदा विज्ञान
કૃષિવિજ્ઞાન,सस्य विज्ञान
કૃષિ પશુપાલન,कृषि पशुचारणिक
પાક પ્રક્રિયા,फसल प्रसंस्करण
ઘાસ વિજ્ઞાન,घास विज्ञान
પાકનો પ્રકાર,सस्य प्ररूप
એપિફાઇટ,अधिपादप
aikiochi માટી,ऐकिओची मृदा
રંગ અંધત્વ,वर्णकहीनता
આલ્ફીસોલ,एल्फिसॉल
શેવાળ,शैवाल
શેવાળ રોગ,शैवाल रोग
આલ્કલી પાણી,क्षार जल
આલ્કલાઇન,क्षारीय
વૈકલ્પિક,विकल्पी
એલેલો રસાયણશાસ્ત્ર,एलीलो रसायन
એલીલ,युग्मविकल्पी
એલોપથી,एलीलोपैथी
વેથી પાક,वीथी सस्यन
પૂર્ણતા,परनिषेक-फलता
ગર્ભાધાન,परनिषेचन
1. સાપેક્ષતા 2. એલોમેટ્રી,1. सापेक्षमिति 2. ऐलोमैट्री
મલ્ટીપ્લોઇડી,परबहुगुणित
1. પેરાઝીગોસિટી,1. परयुग्मन 2. अपायुग्लन
1. વૈકલ્પિક વર્ષ કાર્ય 2. વૈકલ્પિક કાર્ય,1. एकातंर वर्ष फलन 2. एकांतरित फलन
વૈકલ્પિક જમીનનો ઉપયોગ,वैकल्पिक भूमि उपयोग
પર્યાવરણ,परिवेश
સુધારક,सुधारक
મિટોસિસ,असूत्रीविभाजन
આમીન,ऐमीनन
એમોનિયન,अमोनियन
એમ્નિફરસ,अमोनीकारक
1. બિનઅસરકારક સ્વરૂપ 2. અરૂપી,1.अप्रभावी रूप  2.अरूपी
ઉભયજીવી મિશ્રણ,उभय मिश्रण
એમ્ફોટેરિક,उभयधर्मी
સંગ્રહ,उपचय
1. એનારોબિક 2. એનારોબિક સજીવો,1. अवायुजीव 2. अनाक्सी जीव
હેપ્લોઇડ,असुगुणित
કોણીય વાવેતર,कोणीय रोपण
પશુપાલન,पशुपालन
પ્રાણીના મળમૂત્ર,पशु उच्छिष्ट
જીવંત ઊર્જા,सजीव ऊर्जा
વિસંગત,असमगुणित
એક વર્ષ જૂનો છોડ,एकवर्षीय पादप
વાર્ષિક,वार्षिक
1. પરમાનંદ 2. ઉજાસ,1. परागोद्भव 2. प्रफुल्लन
એન્થ્રેક્સ,ऐन्थ्रेक्स
એન્થ્રોપોજેનિક પરિબળો,मानवजनिक कारक
અસ્તિત્વ,प्रतिजीविता
1. એન્ટિબાયોટિક 2. એન્ટિબાયોટિક,1.प्रतिजैविक2.  ऐन्टीबायोटिक
પ્રતિકૂળ,प्रतिकारक
એન્ટીઑકિસડન્ટ,प्रतिऑक्सीकारक
એન્ટિટોક્સિન,प्रतिआविष
રિંગ આંગળી,वलयिका
1. એફિડ 2. મહુ 3. ચેપા,1. ऐफिड 2. माहू 3. चेपा
ટોચની કળી,शीर्ष कलिका
ટોચની અસરકારકતા,शिखाग्र प्रभाविता
મધમાખી ઉછેર,मधुमक्खी पालन
અજાતીયતા,असंगजनन
એપોપ્ટોસિસ,एपोप्टोसिस
પરિશિષ્ટ,उपांग
ભૂખ લગાડનાર,क्षुधावर्धक
લાગુ,अनुप्रयुक्त
જળચર નીંદણ,जलीय खरपतवार
1. વૃક્ષ 2. વૃક્ષ નિવાસી,1. वृक्षीय 2. वृक्षवासी
શાખાઓ,शाखायन
પ્રોટોબોટનિકલ રેકોર્ડ્સ,आद्य वानस्पतिक अभिलेख
ઝોન નંબર,क्षेत्रांकड़
1. વિસ્તાર 2. વિસ્તાર,1. क्षेत्र 2. क्षेत्रफल
શુષ્ક ઇકોસિસ્ટમ,शुष्क पारितंत्र
કોટિલેડોન,बीजचोल
સૌરભ,सौरभ
સુગંધિત છોડ,सुगंधी पादप
સુગંધિત ચોખા,सुगंधित चावल
ઇક્ષુ પુષ્પન,इक्षु पुष्पन
એસેપ્ટિક,अपूति
1. એસેપ્ટિક 2. એસેપ્ટિક,1.अपूतित 2. अजर्म
અજાતીય પ્રજનન,अलैंगिक प्रवर्धन
કદ,आमाप
સંપત્તિ,परिसंपत्ति
1. એસિમિલેશન 2. એસિમિલેશન,1. स्वांगीकरण 2. आत्मसात्करण
1. એસોસિએશન 2. એસોસિએશન,1. साहचर्य 2. संघ
1. કૉલમ 2. અસ્પષ્ટતા,1. स्तंभक 2. कषाय
હેટરોઝાયગોસિટી,असूत्रयुग्मन
1. પૂર્વજ 2. એટાવિઝમ,1. पूर्वजता 2. ऐटाविज्म
કણ,कणित्र
1. પુષ્ટિ 2. ક્ષતિ,1.अपुष्टि 2. क्षीणता
સ્વ જોડી,स्वयुग्मन
ઓટોલિસિસ,स्वलयन
1. સ્વયંસ્ફુરિત ઓક્સિડેશન 2. સ્વયંસ્ફુરિત ઓક્સિડેશન,1. स्वतः उपचयन 2. स्वतः ऑक्सीभवन
સ્વ મલ્ટિપ્લેક્સ્ડ,स्वबहुगुणित
ઓક્સિન,ऑक्सिन
1. હચમચી 2. દેડકો,1. शूक 2. तूड़
દંડ વાયરસ,दंड विषाणु
1. બેસિલસ 2. બેસિલસ,1. दंडाणु 2. बैसिलस
1. બેક્ટેરિયા 2. બેક્ટેરિયા,1. जीवाणु 2. बैक्टीरिया
બેક્ટેરિયલ ઝેર,जीवाणु आविष
બગાસ,खोई
સરવૈયા,तुलन-पत्र
સંતુલિત ખાતરનો ઉપયોગ,संतुलित उर्वरक उपयोग
બાર ગ્રાફ,दंड आरेख
છાલ,छाल
1. બેરોમીટર 2. બેરોમીટર,1. वायुदाबमापी 2. बैरोमीटर
1. બઝર 2. જડ 3. ઉજ્જડ,1. बजर 2. अकृष्य 3. बांझ
1. આધાર 2. આધાર 3. કપંગ,1. आधार 2. बेस 3. कपांग
1. તાલા 2. બેસિન,1.थाला 2. द्रोणी
તલાબીસરી,तलाभिसारी
1. બેસિસ્ટર્નમ 2. રુટ ધારક,1. बेसिस्टर्नम 2. मूलाधारक
ગલ્ફ ચોમાસું,खाड़ी मानसून
ફળનો છોડ,फलदायी पौधा
પથારી,क्यारी
બેડ પ્લાન્ટ,क्यारी - पौधा
પથારી,क्यारी बनाना
બીટ દાળ,चुकंदर शीरा
બેલો,धौंकनी
1. પટ્ટી 2. ભૂપ્રદેશ,1. पट्टी 2. इलाका
નફો-ખર્ચ વિશ્લેષણ,लाभ-लागत विश्लेषण
મહત્વાકાંક્ષી (સેમ્પલિંગ),अभिनत (प्रतिचयन)
દ્વિવાર્ષિક છોડ,द्विवर्षीय पादप
દ્વિપદી,द्विपद
બાયોફેક્ટર,जैवकारक
જૈવિક આબોહવા,जीव जलवायु
જૈવ ઊર્જા,जैव ऊर्जा
પ્રાણીસૃષ્ટિ ઇકોલોજી,जीव पारिस्थितिकी
1. બાયો-પ્રોસેસર 2. બાયો-રિએક્ટર,1. जैव-प्रक्रियापात्र 2. बायो रिएक्टर
બાયોસ્ફિયર,जीव-मंडल
જૈવિક,जीवीय
પ્રાણીસૃષ્ટિ,जीव प्ररूप
ડિવિલિંગી,दविलिंगी
ધવલન,धवलन
1. પ્રધવાસન (રોગ) 2. ગસ્ટ રોગ,1.  प्रध्वसं (रोग) 2.  झोंका रोग
મિશ્રણ,संमिश्रण
1. અંગમારી (રોગ) 2. બ્લાઈટ (રોગ),1. अंगमारी (रोग) 2.  ब्लाइट (रोग)
1. ફોલ્લો 2. ફોલ્લો 3. ફાટી નીકળવો 4. ફોલ્લો,1. छाला 2. फफोला 3. उद्वर्त 4. ब्लिस्टर
વાદળી ક્રાંતિ,नीली क्रांति
પ્લાનર હીટિંગ ચેમ્બર,तलीय ताप चैंबर
પ્લાનર હીટિંગ ટેકનોલોજી,तलीय ताप तकनीक
થૂલું,चोकर
શાખાઓ,शाखन
1. ટ્વિગ 2. સબબ્રાન્ચ,1. टहनी 2. उपशाखा
જાતિ,नस्ल
પ્રજનન,प्रजनन
પ્રારંભિક અંકુરણ સારવાર,शीघ्र अंकुरण उपचार
1. બચ્ચા 2. ઇંડા 3. ગર્ભ,1. शाव 2. अंड 3. भ्रूण
ઉભરતા,कलिकायन
બજેટ,बजट
1.એમ્ફોટેરિક 2. બફર,1.उभयप्रतिरोधी 2. बफर
શક્કરિયા,शल्ककंद
બંટ (રોગ),बंट (रोग)
1. આડપેદાશ 2. આડપેદાશ,1. उपजात 2. उपोत्पाद
c ભેજ સ્પષ્ટીકરણ વળાંક,c नमी विशिष्टता वक्र
તેલ કેક,खली
1. ચૂનો 2. કેલ્શિયમ,1. चूनेदार 2.कैल्सियमी
કેલ્સિયન,कैल्सीयन
ફોસ્ફેટ દૂર કરવું,फॉस्फेट का निस्तापन
1. કિનાટા 2. કેલાટા,1. किणता 2. कैलसता
1.કેલસ 2. કિરણ,1.कैलस 2. किण
1. સેપલ્સ 2. કેલિક્સ,1. बाह्यदल पुंज 2.कैलिक्स
બહારનો છેડો,वाह्यदल अंत
એધા,एधा
કર્કશ (બેક્ટેરિયલ રોગ),कैंकर (जीवाणु रोग)
કેનિંગ,डिब्बाबंदी
આકાશ,वितान
ફાઇનાન્સ,पूंजी
પરાગનયન (અંજીરનું),परागण (अंजीर का)
1. કેપ્સ્યુલ 2. કેપ્સ્યુલ 3. કેપ્સ્યુલ,1. संपुट 2. संपुटिका 3. कैप्सूल
કાર્બનયુક્ત,कार्बोनीकृत
કાર્બનન,कार्बनन
કારાપેસ,अंडप
બંગડી,मणिबंध
1. કાસ્ટિંગ (લોખંડ) 2. ક્ષિપ્તિ (જંતુ),1. ढलाई (लोहे की) 2. क्षिप्ति (कीट)
અપચય,अपचय
પ્રેરિત,उत्प्रेरण
1. કેટરપિલર 2. કેટરપિલર,1. इल्ली 2. सूंडी
c ડી. એન. a સંગ્રહ,सी ड़ी. एन. ए. संग्रह
શ્રેણી,सीमा
1. સેલ 2. સેલ,1. कोशिका 2. कोष्ठिका
કેન્દ્રીય ફ્રન્ટ સિસ્ટમ,केंद्रीय अग्रग प्रणाली
1. બિંદુ 2. ફોકસ,1. सबिंदु 2. सकेंद्र
સેન્ટ્રીફ્યુગેશન,अपकेंद्रण
સેન્ટ્રીફ્યુજ,अपकेंद्रक
સ્ટાર સેન્ટર,तारककेंद्र
એપિજેનેટિક,केंद्रजनिक
કેન્દ્રજા,केंद्रजा
લૂમ,लूम
1. અનાજ 2. સીરીયલ,1. धान्य 2. सीरियल
1. પ્રમાણપત્ર 2. પ્રમાણપત્ર,1. प्रमाणीकरण 2. प्रमाणन
પ્રમાણિત બીજ,प्रमाणित बीज
1. સ્ટ્રો 2. કુટ્ટી 3. શલક સહપાત્ર,1. भूसा 2. कुट्टी 3. शल्क सहपत्र
1. નિભાગ 2. કૈલાજા,1. निभाग 2. कैलाजा
કીમોગ્રાફી,रसानुवर्तन
1. કિયાઝમા 2. વ્યસ્ત,1. किआज्मा 2. व्यत्यस्त
સુપરકૂલિંગ કલાકો,अतिशीतन घंटे
હિમ નુકસાન,शीतज क्षति
1. વિચિરોતકી 2. ચિમેરા,1.  विचित्रोतकी 2. काइमेरा
લીલો પોર્રીજ,हरित दली
1. પર્ણસમૂહ 2. લીલો,1. पर्णहरित 2. हरितक
સાયનોસિસ,हरिमाहीनता
જૈવિક વિતરણ વિજ્ઞાન,जीव वितरण विज्ञान
1. ક્રોમેટિડ 2. અર્ધ રંગસૂત્રો,1. क्रोमैटिड 2. अर्धगुणसूत्र
ક્રોમેટિન,क्रोमैटिन
ક્રોમેટોગ્રાફી,वर्णलेखन
ક્રોમેટિનલેશન,क्रोमोटिनलयन
ધમની બિંદુ,परिसूत्र बिंदु
ક્રોમેટોજેનેસિસ,वर्णजनन
1. ક્રોમોપ્રોટીન 2. પિગમેન્ટપ્રોટીન,1. क्रोमोप्रोटीन 2. वर्णकप्रोटीन
1. રંગસૂત્રો 2. રંગસૂત્રો,1. गुणसूत्र 2. क्रोमोसोम
1. ક્રોનિક 2. ક્રોનિક 3. ક્રોનિક 4. અપ્રચલિત,1. चिरकाली 2. दीर्घकाली 3. जीर्ण 4. पुराना
સાઇટ્રેન્જ,सिट्रेंज
પાનખર તહેવાર,पर्णाभपर्व
વર્ગીકરણ,वर्गीकरण
1. માટી 2. માટી,1.मृत्तिका 2. चिकनी मिट्टी
1. સફાઈ 2. સ્ક્રબિંગ 3. સફાઈ 4. શુદ્ધિકરણ,1. निर्मलन 2. मार्जन 3. सफाई 4.  शोधन
સતત પરાગનયન,अनुन्मील्य परागण
ક્રુસિફેરસ ફળ,क्रतिक श्वसनी फल
વાતાવરણ,जलवायु
આબોહવાશાસ્ત્ર,जलवायु विज्ञान
કાતર,कतरनी
ગઠ્ઠો (માટી),ढेला (मिट्टी का)
ક્લોન,क्लोन
1.વાદળો 2.વાદળો,1.मेघ 2. बादल
ઝુંડ,पुंज (क्लंप
ટોળું,गुच्छ
1. બરછટ 2. ખરબચડી 3. કાચી 4. ખરબચડી,1.स्थूल 2. मोटा 3. कच्चा 4. अपरिष्कृत
1. કવર 2. ચામડું,1. आवरण 2.  चर्मावरण
કોયા,कोया
1. કોએનઝાઇમ 2. કો-એન્ઝાઇમ,1. कोएन्जाइम 2. सह-एन्जाइम
સંયોગ,संसंजन
1. ફાઇબર (જ્યુટ જ્યુટ) 2. નારિયેળ બરછટ,1. रेशा (जूट पटसन) 2. नारियल जटा
મુલંકુર ચોલા,मूलांकुर चोल
,
કોલોઇડ (માટી),कोलॉइड (मृदा)
1.કૉલમ 2.કોલ્યુમેલા,1.स्तंभिका 2. कॉलुमेला
1. દંડ 2. કૉલમ 3. કૉલમ,1.दंड 2. स्तंभ 3. कॉलम
કોમ્યુનિયન,सहभोजिता
કોમર્શિયલ બેંક,वाणिज्यिक बैंक
1. કોમોડિટી 2. મર્ચેન્ડાઇઝ,1. जिंस 2. पण्य वस्तु
સમુદાય,समुदाय
કોમ્પેક્શન (માટીનું),संहनन (मृदा का)
1. સુસંગતતા 2. સુસંગતતા,1. सुसंगति 2. संगतता
સુસંગતતા,सुसंगतता
1. વળતર 2. વળતર,1. क्षतिपूर्ति 2. मुआवजा
સ્પર્ધાત્મક ક્રિયાપ્રતિક્રિયા,स्पर्धी अन्योन्यक्रिया
પૂરક પાક,पूरक सस्य
1.સંયુક્ત 2.જટિલ,1.सम्मिश्र 2. जटिल
ઘટક,घटक
રચના,संघटन
ખાતર,कंपोस्ट
સંયોજન વ્યાજ,चक्रवृद्धि ब्याज
ગણતરી,अभिकलन
1. કોમ્પ્યુટર 2. કોમ્પ્યુટર,1.अभिकलित्र 2.कंप्यूटर
1. એકાગ્રતા 2. એકાગ્રતા,1. सांद्रण 2. संकेद्रण
1. ઑપ્ટિમાઇઝર 2. રિવાઇટલાઇઝર,1. अनुकूलक 2. पुनरुद्धारक
વાહકતા,चालकता
1. રૂપરેખાંકન 2. રૂપરેખા,1. विन्यास 2. संरूपण
1. અનુરૂપતા 2. રૂપરેખાંકન 3. અનુરૂપતા,1. अनुरूपता 2. समविन्यास 3. संरूपता
1. એકીકરણ 2. હાઇબ્રિડાઇઝેશન,1.समाकुलन 2. संकरण
જોડાણ,संयुग्मन
1. એડિટિવ 2. કનેક્ટિવ,1. योजी 2. संयोजी
રક્ષણ,सरंक्षण
એકીકરણ,चकबंदी
1. ઘટક 2. ઘટકો,1.संघटक 2. अवयव
ઉપભોક્તા,उपभोक्ता
વપરાશ,उपभोग
દૂષણ,संदूषण
સમોચ્ચ વાવેતર,समोच्च रोपण
સમોચ્ચ રેખા,समोच्च रेखा
