Hindi,Gujarati
"द्विगुणित, डिप्लॉइड",રાજદ્રોહ
द्विसूत्र,રાજદ્રોહ
"निष्कलिकायन, कलिका निकालना",અવજ્ disા
"तवेदार हल चलाना, चक्काकरण",ઠપકો
छूट,છૂટ
रोगाणुनाशन,જીવાલો
"परिक्षेपण, प्रकीर्णन",વિક્ષેપ
"प्रकीर्णन, प्रसरण",પ્રસાર
विविधीकरण,વૈવિધ્ય
विविधीकृत कृषि,વૈવિધ્યપૂર્ણ ખેતી
डीएनए सोपान,ડીએનએ સીડી
डीएनए ग्राही,ડીએનએ રીસેપ્ટર
गोदी-भाड़ा,ગોળાકાર
प्रभावी,પ્રભુત્વપૂર્ણ
प्रसुप्ति,નિષ્ક્રિયતા
"मात्रा, खुराक, डोज",માત્રા
दोहरा सिग्माभ वक्र,ડબલ સિગ્મ id ઇડ વળાંક
"झोंका, खिंचाव",ડ્રાફ્ટ (ડ્રાફ્ટ)
"निकास नाली, अपवाहिका",ગટર
जलनिकास,ગટર
कर्षण,ખેંચાણ
"दवा पिलाना, दवाई से तर करना",ભીડિયું
प्रसाधन (बीज),ડ્રેસિંગ (બીજ)
"बरमा, उथली भूल, ड्रिल, वपित्र",ડ્રિલ (એન.)
"सूराख करना, बेधन, बरमाना",ડ્રિલિંગ (એજી. એન્જીજી)
"वेधना, ड्रिल से बोना, ड्रिल से डालना",ડ્રિલિંગ (કૃષિવિજ્) ાન)
बूंद-बूंद सिंचाई,ટીપું સિંચાઈ
शुष्क खेती,સૂકરાની ખેતી
"धूल, बुकनी",ધૂળ
"धूलित्र, प्रकीर्णक",ડસ્ટર
बुरकना,ધૂમ્રપાન
"बौना, वामन",વામન
वामन पिरामिड,વામન પિરામિડ
वामिनीयन,વામન
गुलबहार,ડેઝી
खजूर,તારીખ
दिन का राजा,જાસ્મિન
सोया,સુવાદાણા
दीनानाथ घास,દંડ
अमरबेल,ઘા
दूब घास,"ડૂબ ઘાસ, બર્મુડા ઘાસ"
छोंकर,ભડકો
सौंठ,સૂકા આદુ
पत्तियां खाने वाला भृंग,અછડતી ભમરો
नर मधुमक्खी,ડ્રોન
बत्तख,બતક
पारिस्थितिकी,પરિસ્થિતિવિજ્ologyાન
अर्थमिति,અર્થશાસ્ત્ર
आर्थिक दक्षता,આર્થિક કાર્યક્ષમતા
पारिस्थितिक प्ररूप,પર્યાવરણ
बहिःस्तरपोषित,શિષ્ટાચારને લગતું
मृदीय,શેખીને લગતું
मृद विज्ञान,પદવિજ્ologyાન
"मेड़बंदी, किनारा बनाना, किनारा बंदी",ધાર
खाद्य अंश,ખાદ્ય ભાગ
मांग की लोच,સ્થિતિસ્થાપકતા
उत्पादन लोच,સ્થિતિસ્થાપકતા
विद्युत्-अपघटन,વિદ્યાપમાણ
वैद्युतकण-संचलन,વિદ્યુતપ્રવાહ
अवक्षालन,નિરુત્સાહ
"विपुंसीकारित्र, बंधकारित्र, विपुंसीकार, बंध्यकार",છાતીવાળું
"मेड़ बंदी, डौलबंदी",પાંુમાદ
भ्रूण,ભ્રમણ
"भ्रूणविज्ञान, भ्रौणिकी",ગર્ભવિજ્ embાન
"निकलना, निर्गमन",આતુરતા
पायसीकारक,પ્રવાહી ભ્રષ્ટ વ્યક્તિ
अंतर्जात,અંતર્ગત
अंतःसूत्री विभाजन,અંતર્જ્ endાન
अंतःपरजीवी,એન્ડોપારસાઇટ
भ्रूणपोष,એંજીવ
उद्यम,સાહસ
कीटविज्ञान,પરિશિષ્ટ
पर्यावरण,વાતાવરણ
"प्रकिण्व, एन्जाइम",મનાઈ
दलपुंज कलमबंदी,મહાકાવ્ય
"अधिपादप, एपिफाइट",ઉપદ્રવ
समानधारिता,સમાનતા
उन्मूलन,નાબૂદી
आवश्यक पोषक तत्व,આવશ્યક પોષક તત્ત્વો
"परिमापन, कूतना, आकलन",અંદાજ
पांडुरता,નિષ્ઠા
सुजननिक,સુશોભિત
मूल्यांकन,મૂલ્યાંકન
वाष्पनमापी,વરાળ
वाष्पन-वाष्पोत्सर्जन,સ્થાવર સંક્રમણ
सदाहरित क्रांति,સદાબહાર ક્રાંતિ
"सदाहरित, सदापर्णी",શાશ્વત
विकास,વિકસિત થવું
उच्छेद करना,આબકારી
परिक्षय (उर्वरता),થાક (ફળદ્રુપતા)
शोषण,શોષણ
"खोज, अन्वेषण",સંશોધન
"बहिर्बेधन, उत्सारण",ઉત્તેજના
आंख (गन्ना/आलू),આંખ (સુગરકેન/બટાકાની)
चिलगोजा,ખાદ્ય પાઇન
जिमीकंद,"હાથી પગ, યમ"
सफेदा,નીરોગીત
केंचुआ,ધામ ખળો
कीट विज्ञानी,એન્ટોમોલોગ્ધાર વિજ્ologistાની
पर्यावरणविद्,પર્યાવરણવાદક
"कारक, घटक, उपादान, साधन",પરિબળ
कारक उत्पादकता,પરિબળ ઉત્પાદકતા
आढ़तिये का बट्टा,પરિબળ
क्रमगुणित अवरोध डिजाइन,કાલ્પનિક અવરોધ રચના
विकल्पी,વિદ્યાશાખા
"पड़ती, पलिहर",પડતર
कुल,કુટુંબ
प्रक्षेत्र मूल्यांकन,ખેતર -મૂલ્યાંકન
प्रक्षेत्र का बजट बनाना,ખેતી અંદાજપત્ર
कृषि व्यवसाय,ખેત વ્યવસાય
प्रक्षेत्र नियोजन,ખેતી આયોજન
"किसान, कृषक",ખેડૂત
"कृषि, खेती",ખેતી
संपट्टन,ફાંસી
बहुप्रजनन,ઉશ્કેરાટ
किण्वन,આથો
उर्वरता,ફળદ્રુપતા
उर्वरक,ખાતર
उर्वरक उपयोग दक्षता,ખાતરનો ઉપયોગ કાર્યક્ષમતા
रेशेदार,રેસાવાળું
"खेत, क्षेत्र, स्थान",ક્ષેત્ર
मृदा जलधारिता,ક્ષેત્ર -ક્ષમતા
प्रक्षेत्र प्रदर्शन,ક્ષેત્ર પ્રદર્શન
"स्थिरीकरण, यौगिकीकरण, निर्धारण",નિર્ધારણ
"आप्लावन, अधिसिंचन",ફાટ
प्रवाह आरेख,પ્રવાહ વિધિ
खाद्य मान,ખાદ્ય મૂલ્ય
चारा,ઘાસચારો (ઘાસચારો)
पूर्वानुमान,આગાહી
वन,વન
वनरोपण,વનનિવારણ
"ताड़पर्ण, प्रपर्ण",ક frંગું
तुषार रोधी,હિમનો પ્રતિરોધક
"पाला, तुषार",હિમ
"हिमशीतित, हिमीकृत",સ્થિર (ફળ અને શાકભાજી)
फलन,ફળ
"फल पातन, फल का झड़ना",ફળ ટીપાં
फल बनना,ફળ-સેટ (ફળની ગોઠવણી)
"धूमन, धूम देना",ધૂણી
कवकनाशी,ફૂગનાશક
कवकरोधी,ફૂગવાદી
कवक,ફૂગ
"खूड़, सीता",Furીલું કરવું
"संलयन, संगलन",મિશ્રણ
रूआं,ઝઘડો
रोएंदार,ઝાંખું
सौंफ,"વરિયાળી, વરિયાળી"
मेथी,મેથી
अंजीर,અંજીર
कंगनी,આંગળીથી બાજરી
दावी,અગ્નિશામક ઝાડવું
पलाश,વન ની જ્યોત
फ्रेंच बीन,ફ્રેન્ચ બીન
पिस्सू,ચાંચડ
लोमड़ी,શિયાળ
फल मक्खी,ફળ
"वृक्ष व्रण, पिटिका",પિત્ત (હોર્ટ)
"युग्मक, गैमीट",જુગાર
"उद्यान, बाग",ખાદ્ય
"पनसाल, जलमापी",ગેજ (પાણી)
जीन संग्रह,પશુ બેંક
जीन टैगन,જીન ટેગિંગ
वंशावली विज्ञान,જિનોલોજી
जीन मानचित्र,આનુવંશિક નકશો
आनुवंशिकी,આનુવંશિકતા
"जीनोम, संजीन",જિનોમ
संजीनी संग्रह,જિનોમિક ગ્રંથાલય
जीनोमिक्स,જર્નીશ
जीनप्ररूपी,વિનોટાઇપ
"जीनी संरचना, जीन प्ररूप",વિનોટાઇપ
वंश,જાતિ
"जीनस, वंश",જાતિ
"रोगाणु, जर्म",જીવાણુ
रोगाणुनाशी,જીવાણુનાશક
अंकुरण,અંકુર
"जननद्रव्य, जर्मप्लाज्म",જંતુરહિત
जिबरेलिक अम्ल,જિબ્રેલિલીક એસિડ
ओटना,ગિનિંગ
तुष,ધાંધલ
"लसदार, ग्लूटिनी",ખાઉધરું
ग्लाइकोलिसिस,ગ્લાયકોલિસીસ
"नाइस, शैल",ગુંડાગીરી
स्वर्णिम क्रांति,સુવર્ણ ક્રાંતિ
"श्रेणीकरण, वर्गीकरण, स्तरीकरण",ક્રમ
"कलमबंद पादप, कलमी पौधा",કલમી છોડ
कलम असंगत,કલમ
ग्रैना,માંદગી
कणिकायन,દાણાદાર
हरी खाद,લીલો રંગ
हरित क्रांति,લીલો ક્રાંતિ
वृद्धि और परिवर्धन,વિકાસ અને વિકાસ
"गोंद रोग, गोंदार्ति",ગુંડો
भिन्नस्थ - उभयस्त्रीलिंगी,સંયુક્ત
माजूफल,બાપ
लहसुन,લસણ
जरबेरा,જર્થી ઘડતર
घरकिन,ગિરિન
अदरक,આદુ
ग्लेडियोलस,ગંધયંત્ર
महकुवा,બકરી નીંદણ (એગરાટમ)
"ग्रेप फ्रूट, चकोतरा",દ્રાક્ષ
अंगूर,દ્રાક્ષ
मूंग,લીલો ગ્રામ
भीमल,ગ્રોઇયા
मूंगफली,મગફળી
अमरूद,જામફળ
गिनी घास,ગિની ઘાસ
पीटिका कीट,પિત્તાશય
टिड्ड़ा,ઘાસના ઘેરા
गंधी कीट,ગુંડિ
"प्रकृति, स्वभाव, रूपगुण, स्वरूप",આદત
"ओला, करकापात, करका",કરચરો
रोमिलवैच,વાળ
लवणमृदोद्भिद्,હાર્વેગેટ
हैरो,દલાલ
"तुड़ाई सूचकांक, कटाई सूचकांक",લણણી અનુક્રમણિકા
"कटाई, कटी फसल, तैयार फसल, उपज",લણણી
"तोड़ना, कटाई, तुड़ाई",લણણી
"अंडे से निकलना, अंडा सेना",ક hંગું
सूखी घास,ઘાસની
सूखा चारा,દાદાગીરી
गंजी,ઘાસ
धुंध,ઝાકળ
धुंधता,ધૂંધળું
"बाली, सिट्टा, मुंडक, शीर्ष, सिर, सिरा",વડા (કૃષિ)
सिरा (नाली का),વડા (ચેનલનું)
शीर्ष छंटाई,પાછા મથાળા
बाड़,હેજ
अधिरक्षण,હેજ
कुंडलिनी,રખડુ
हेमैटाइट,હિમેટાઇટ
"शाक, बूटी",વનસ્પતિ
"वनस्पति संग्रह, वनस्पति संग्रहालय",વનસ્પતિ
शाकनाशी,વનસ્પતિનાશક
आनुवंशिकता,આનુવંશિકતા
वंशागतित्व,વિપુલતા
उभयलिंगी,હર્મેફ્રોડાઇટ
विषमवर्णी,વિજાત્ય
विषम-निषेचन,હેટરફેરિલાઇઝેશન
"संकरओज, हेटेरोसिस",તકરારી
लिंगक्रोमोसोम,વિજાતીય
परपोषित,વિજાત્ય
षड्गुणित,હેકસપ્લોઇડ
शीत निष्क्रियता,સ્તુતિ
उच्च सघनता रोपण,ઉચ્ચ ઘનતા વાવેતર
"पिंडलक, हिल (धान)",હિલ (ચોખા)
आयतचित्र,Histંચર
उच्च तकनीकी औद्यानिकी,હિટેક બાગાયતી
"करंड, छत्ता",મધપૂડો
"गुड़ाई, गोड़ना",ઉશ્કેરણી
जोत,યજમાન
निजी फार्म,દેશી ખેતર
समस्थिति,હોમિયોસ્ટેસિસ
वासभूमि,ઘર
समांगता,એકરૂપતા
"सजातीय, समांगी",એકરૂપ
समधर्मी,સમલૈંગિક
समयुग्मज,સજાવટ
"खुरलिका, खाद्यधानी, हापर",ઘૂંટણ
"संस्तर, क्षितिज",ક્ષિતિજ
औद्यानिक फसलें,બાગાયતી પાક
"उद्यान विज्ञान, बागवानी, उद्यान कृषि, औद्यानिकी",બાગાયત
उद्यान वानिक पशुपाल्य खेती,હોર્ટી-સિલ્વી પશુપાલન ખેતી
परपोषी,યજમાન
तप्त जलोपचार,ગરમ પાણીની સારવાર
"हल, छिलका",હલકું
आर्द्रता,ભેજ
हयूमस,ફર્સ્ટ
भूसी,ક husંગું
छिलका निकालने वाली मशीन,ક husંગર
छिलका उतारना,ભૂખ
संकर,સંકર
संकरण,સંકર
"जलयोजन, जलीयन",હાઇડ્રેશન
जल विज्ञान,જળવિજ્ologyાન
जल अपघटन,જળશાસ્ત્ર
"द्रवघनत्व मापी, हाइड्रोमीटर",જળમાર્ગ
जल परागित,જળચુક્ત
जल संवर्धन,જળવિજ્icsાન
जल मंडल,જળશાસ્ત્ર
आर्द्रता-ग्राहयता,જળચોર
परात्पराजीवी,અતિથિ
अतिवृद्धि,આત્યંતિક
"कवक तंतु, हाइफा",કોઇ
बीजपत्राधार,પમાટ
परिकल्पना,અનુમાન
शैथिल्य (जल),હિસ્ટ્રેસિસ (પાણી)
"हेजल नट, अखरोट का फल",હેઝલ અખરોટ
भांग,શણ
खुरासानी अजवाईन,હેનબેન
मेंहदी,મેંદી
गुड़हल,શિષ્ટાચાર
होप,ઠોક
कुल्थी,ઘોડાનો ગ્રામ
कवांच,ઘોડાગાડી
मधुमक्खी,મધમાખી
फुदका,ઘૂંટણ
उद्यानविद्,બાગાયતી
जल विज्ञानी,જળ -વિજ્ologistાની
स्व स्थाने कलम-बंधन,સીમિત
पात्रे,વિટ્રોમાં
जीवे,વિવો
अविवेकपूर्ण,આડેધડ
कीट,જંતુ
कीट पीड़क,જંતુનાશક જીવાડો
कीटालय,જંતુ
कीटनाशी,જંતુનાશક
कीटाहारी,જંતુનાશક
"सूर्यतापन, आतपन",તાલ
अविलेय,ઉઘાડાવાળું
"इन्स्टार (कीट), अंतरानिर्मोकीय अवस्था",ઇન્સ્ટાર (જંતુ)
रोधी,અલગ પાડનાર
समेकित रोग प्रबंधन,સંકલિત રોગ વ્યવસ્થાપન
समेकित पोषक-तत्व प्रबंधन,એકીકૃત પોષક સંચાલન
समेकित पीड़क प्रबंधन,એકીકૃત જંતુ સંચાલન
"सघनता, गहनता",તીવ્રતા
"गहन, सघन",સઘન
"बीच की फसल, अंतराफसल",એકાંગાળ
"अंतः सस्य कर्षण, निराई, गुड़ाई",આંતરસંબંધ (ઇન્ટરકલ્ચર)
ब्याज,હિત
"पर्व, पोरी",ઇંટનો કરવો
अंतरा प्रावस्था (कोशिका विभाजन),ઇન્ટરફેસ (સેલ વિભાગ)
अंतर्वेशन,પ્રક્ષેપણ
अंतर्बंध्य,આંતરડા
"विवरण, सूची",સૂચિ
प्रतिलोमीकरण,ઉલ્લંઘન
"चक्र, सहपत्र",અનુચિત
आयन,આયન
किरणन,ઝળહળાટ
सिंचाई,સિંચાઈ
समविकल्पी,આઇએસઓ એલીલ્સ
समोत्पाद वक्र,આઇએસઓ ઉત્પાદન વળાંક
समदाब रेखा,ઇસોબર
समयुग्मन,અલગતા
पृथक्करण दूरी,અલગ અંતર
समगुणित,આઇસોપ્લાઇડ
समोत्पाद,અનહદ
"आइसोटोप, समस्थानिक",આઇસોટોપ
भोजपत्र,ભારતીય બિર્ચ
कैल,ભારતીય વાદળી પાઇન
लसौड़ा,ભારતીય ચેરી
धूप,ભારતીય જ્યુનિપર
बीजासर,ભારતીય કિનો વૃક્ષ
"सुरपान, सुल्तान चंपा",ભારતીય લૌરલ વૃક્ષ
साया,ભારતીય પાગલ
मंजीठ,ભારતીય પાગલ
पापड़ा,ભારતીય પોડો ફિલમ
नील,અતિશય
काकुन,ઇટાલિયન બાજરી
कुर्ची,હાનિત વૃક્ષ
कुंदरू,આઇવિ લોર્ડ/લિટલ લોર્ડ
"जैगरी, खंडसारी",ગોળ
जैपोनिका धान,જાપોનીકા
जैसिड,જાસૂસ
जावाई धान (चावल),જાવાનિકા ચોખા
जेली बनाना,ધક્કો
झूम कृषि,દિવાહિની ખેતી
झंपक जीन,જનન
अनुपयोगी डीएनए,જંક ડીએનએ
वयस्कपूर्व प्रावस्था,કિશોર તબક્કો
नीली गुलमोहर,જકારાંડા
कटहल,જેકફ્રૂટ
जामुन,જામન
"मोतिया, चमेली",ચપળ
जट्टी/खट्टी,જત્તી ખત્તી
रतनजोत,એક જાતની કળા
जूट,શણ
जैसिड़,જાસૂસ
केओलिन,કારોલિન
"केओलिन मिट्टी, खडिया मिट्टी",Kાળ
"केओलिनाइट, केओलिन मिट्टी, खडिया मिट्टी",Kાળ
केंद्रककाइमा,Kષધ
केंद्रकबंध,ક ry રેઓડેસ્મા
केंद्रक संलयन,કર્કશમી
गुणसूत्र आरेख,કેરીગ્રામ (ઇડિગ્રામ)
सूत्री विभाजन,કર્કશિનેસ
केंद्रक विज्ञान,કર્કશવિજ્ologyાન
केंद्रकलयन,કર્કશ
केंद्रक,ક ry રેઓન
"केंद्रक प्ररूप, गुणसूत्रप्ररूप",કાર્યોયોટાઇપ
केल्प (शैवाल),કેલ્પ (શેવાળ)
केल्विन चक्र,કેલ્વિન ચક્ર
किरेटिन,કેરાટિન
"गिरी, दाना",કર્કશ
खैरा रोग,ખૈરા રોગ
खरीफ,ખરીફ
बकरी का ब्याना,મજાક
काइनेटोकोर,કિનેટોચોર
"शाक-वाटिका, गृह वाटिका",રસોડું
क्लाइनफिल्टर संलक्षण,ક્લેઇનફિલ્ટર સિન્ડ્રોમ
क्लिनो खंड,ક્લેનો ટુકડો
खांच लगाना,ઘડતર
कॉच अभिगृहीत,કોચની પોસ્ટ્યુલેટ
कोपन का वर्गीकरण (जलवायु),કોપ્પેનનું વર્ગીકરણ (આબોહવા)
क्रेब का चक्र,ક્રેબ્સ ચક્ર
"करटोसिस, ककुदता",ક્ટોસિસ
के वी के (कृषि विज्ञान केंद्र),કે.વી.કે. (કૃશી વિગાયન કેન્દ્ર)
कदंब,કડમ
केल,કાલે
कांस घास,કેન્સ ઘાસ
करौंदा,કર્કશ
राजमा,"કિડની બીન, રાજમહ"
कीवी फल,Kાંકીપ
गांठ गोभी,નોલ ખોલ
विलायती इमली,કોડમપુલી
कोदो,કોડો બાજરી
कोकम,કોકમ બટર ટ્રી (મંગોસ્ટીન)
खपरा भृंग,ખપ્રા ભમરો
घातक मात्रा 50,એલ.ડી .50 (ઘાતક ડોઝ 50)
प्रयोगशाला से खेत तक,જમીન પર
अस्थिर,સંદિગ્ધ કરવું
"श्रम, मजदूर, श्रमिक",મજૂર
लैक प्रचालक प्रतिदर्श,લક્ષ પરાક્રમ
दुग्ध स्रवण,દૂધમારો
दुग्धजनक हॉर्मोन (प्रोलैक्टिन),લેક્ટોજેનિક હોર્મોન (પ્રોલેક્ટીન)
लैक्टोस,લેક્ટોઝ
पश्च रज्जुक,પાછળની બાજુ
लैम्डा क्लोनन संवाहक,લેમ્બડા ક્લોનીંગ વેક્ટર
पटलीय वायु प्रवाह,લેમિનર હવા પ્રવાહ
लैंपब्रश गुणसूत्र,દીવો બ્રશ રંગસૂત્ર
"भूमि, जमीन, स्थल, प्रदेश",જમીન
भूमि समर्थता वर्गीकरण,જમીન ક્ષમતા વર્ગીકરણ
भूमि समर्थता मानचित्र,જમીન ક્ષમતા
भूमि निम्नीकरण,જમીન -અધોગતિ
भूमि तुल्यांक अनुपात,જમીન સમકક્ષ ગુણોત્તર
भूमि समतलीकरण,જમીન સ્તરીકરણ
भूमि सुधार,જમીનની શોધ
भूदृश्य कला,ઉતર
भूमि उपयुक्तता,જમીન યોગ્યતા
भूमि उपयोग पद्धति,જમીન ઉપયોગ -પદ્ધતિ
लैंगरहैंस कोशिकाएं,લેંગરહન્સ સેલ્સ
ह्रास दर,રદિયો દર
"लार्वा, डिंभक",લાર્વા
प्रसुप्तता,સુશોભન
गुप्त,સુવ્યવસ્થિત
प्रसुप्त संक्रमण,ચેપગ્રસ્ત ચેપ
"पार्श्व, पार्श्विक, पार्श्वीय",બાજુનું
लैटराइट मृदा,વારસામાં માટી
"लेटेक्स, असंस्कृत रबड़",Xtex
"लैथिरस रोग, लैथिरसता",શિરદર્શક
लातीनी वर्ग अभिकल्पना (एल एस डी),લેટિન સ્ક્વેર ડિઝાઇન (એલએસડી)
जालक,જાળી
तुलनात्मक लाभ नियम,સુસંગત લાભ
स्थिर प्रतिफल का नियम,સતત વળતરનો કાયદો
ह्रासमान प्रतिफल का नियम,ઘટતા વળતરનો કાયદો
वर्धमान प्रतिफल का नियम,વધારો
सीमित कारकों का नियम,મર્યાદિત પરિબળોનો કાયદો
न्यूनता का नियम,ન્યૂનતમ કાયદો
प्रतिस्थापन का नियम,અવેજીનો કાયદો
परिवर्ती अनुपात नियम,ચલ પ્રમાણનો કાયદો
"दाब, परत, अंडे देने वाली मुर्गी",સ્તર
अभिन्यास,બાંધકામ
निक्षालित तत्व,ઉદ્ધત
निक्षालन क्षमता,Effંચે ચાલતી કાર્યક્ષમતા
निक्षालन मांग,ઠપકો
अग्रग रज्जुक,અગ્રણી સેર
पर्ण क्षेत्र अवधि,પાંદડાની વિસ્તારનો સમયગાળો
पर्णक्षेत्र सूचकांक,પાંદડાની ક્ષેત્ર અનુક્રમણ્ય
पर्ण क्षेत्र अनुपात,પાંદડાની વિસ્તાર ગુણોત્તર
पर्ण सुरंगक,પર્ણ ખાણિયો
पर्ण परीक्षण,પાંદડાની પરીક્ષણ
"पर्ण, पत्ती, पत्र, पत्ता",પર્ણ
समाचारपत्रक,પત્રિકા
पट्टा,પટા
शिंब फली,ક legંગું
निम्न ऊर्जा लागत संधारणीय कृषि,લીસા - (ઓછી energy ર્જા ઇનપુટ ટકાઉ કૃષિ)
वातरंध्र,ભાંગફોડ
लेन्टो केशिका बिंदु,દાપલ કેશિકા બિંદુ
"तनुसूत्र, लेप्टोनीमा",લેપટોનમા
लेप्टोस्पाइरता,લેપ્ટોસ્પાયરોસિસ
शुष्करोधक आवारिकी,અંધશ્રદ્ધાળુ
विक्षति,જખમ
घातक उत्परिवर्तन,ઘાતક પરિવર્તન
अवर्णीलवक,લિંગકોપ્લાસ્ટ
समतल वेदिका,ક levelપિક ભાડૂતી
"करहा, समतलक, पाटा",લેવલર (લેવલર)
समतलन (भूमि का),લેવલિંગ (જમીનની)
"ले कृषि, चरागाह में कृषि",રખડુ
लीबिग का न्यूनतम नियम,લિબિગનો ન્યૂનતમ કાયદો
बंधन,બંધ
प्रकाश समायोजन बिंदु,પ્રકાશ વળતર બિંદુ
प्रकाश संतृप्त सघनता,પ્રકાશ સંતૃપ્તિની તીવ્રતા
प्रकाश संचरण अनुपात,પ્રકાશ પ્રસારણ ગુણોત્તર
प्रकाश पाश,પ્રકાશ જાળ
चूना मिलाना,મર્યાદિત
"सीमा, सीमा बंधन",સીમા
सीमाकारी कारक,મર્યાદિત પરિબળ
लाइमोनाइट,સિધ્ધાંત
"रेखा, वंशक्रम",પંક્તિ
रैखिक अनुक्रिया,રેખીય પ્રતિભાવ
सहलग्नता,જોડાણ
सहलग्नी समूह,જોડાણ જૂથ
योजक,કોરી
रूई सूचकांक,ઉંચકવાર સૂચન
रोम,કોઠાર
"वसा, लिपिड",લિપિડ
वसा-अपघटन,લિપોલીસિસ
परिसमापन,પતાવટ
मेंडकारी,શણગારવું
लिस्टर (बक्खर),શણગારવું
मेंड़ बनाना,સૂચિ
स्थल मंडल,શિષ્ટાચાર
"बिछाली, संशाव",કચરો
सजीव पलवार,જીવંત લીલા ઘાસ
लिवरवर्ट,મણિ
पशुधन,પશુધન
स्थानीय नियंत्रण,સ્થાનિક નિયંત્રણ
"संस्थिति, निधान, विस्थल",સ્થાન
टिड्डी,તીડ
"अवशयन, गिरना (फसल का गिरना)",રહેઠાણ (પાક લોજિંગ)
लॉडिक्यूल,લોડિક્યુલ
"लोएस, चिकनी मिट्टी",ભ્રમણ
लघुगणकीय रूपांतरण,લોગાર્શા -પરિવર્તન
दीर्घ प्रदीप्तकाली पादप,લાંબી - દિવસનો છોડ
दीर्घ तरंगीय विकिरण,લાંબી તરંગ કિરણોત્સર્ગ
पाश,ફટકો
कर्तन,Pingંચે કામ કરવું
कटि,લાકડું
"लक्स, लूक्रस",એક જાતની એક વસ્તુ
विलासिता उपभोग (पोषक तत्व),લક્ઝરી વપરાશ (પોષક તત્વો)
विलासी जीन,લકકાર જનીનો
लाइकोपीन,લીકોપીન
लसीका,લિમણું
लाइसीमीटर लिसजलमापी,લિઝિમીટર
कोशिकालयन,કોષ -ચિત્તભ્રમણા
लयजनन,લાઇઝજેનિસ
"लयनकाय, लाइसोसोम",લિસોઝomeમ
लाइसोजाइम,સુવાક્ય
कुसुम,લાખ વૃક્ષ
लाख,લાખ
भिंडी,"લેડીની આંગળી, ઓકરા"
गोखरू,જમીન કેલ્ટ્રોપ્સ
लेंटाना,મણિ
खेसारी,શણગારવું
लीक,ગલનનું
नींबू घास,લીંબુનો ઘાસ
"लेमन, नींबू",લીંબુ
मसूर,મસૂર
मुलैठी,મસ્ત
सलाद,કોઇ
"कमलिनी, कुमुदिनी",લીલી
नींबू,ચૂનો
अलसी,અળસીનું
लीची,ઉદ્ધતાઈ
कुटकी,થોડી બાજરી
