Hindi,Gujarati
पंक्ति अंतराल रोपण,પંક્તિ વાવેતર છોડો
अवपंक फफूंदी,નિસ્તેજ ઘાટ
मंद निर्मुक्त उर्वरक,ધીમી પ્રકાશન ખાતર
आपंक,કાદવ
कर्दम,ખળભળાટ
शमनक फसलें,દુ: ખી પાક
सामाजिक वानिकी,સામાજિક વનનિર્માણ
सतृणभूमि कृषि,એસ.ઓ.ડી. સંસ્કૃતિ
सॉड घास,કodંગું
सॉड मृदा,સોડિક માટી
सोडियम अवशोषण अनुपात,સોડિયમ શોષણ ગુણોત્તર
सोडियम पंप,સોડિયમ પંપ
मृदुकाष्क कलमबंदी,નરમ લાકડું કલમ બનાવવી
मृदा आसंजन,ભૂમિનું સંલગ્નતા
मृदा वातन,જમીનની વાયુમિશ્રણ
मृदा पुंज,જમીન (એકંદર
मृदा क्षारीयता,માટીની ક્ષીણ
"भूमि शोधन, भूमि सुधार",ભૂમિ -સુધારો
मृदा विश्लेषण,માટીનું વિશ્લેષણ
मृदा जैव विविधता,જૈવવિવિધતા
मृदा जैविकी,જમીન -જીવવિજ્ologyાન
मृदा वर्गीकरण,ભૂમિ -વર્ગીકરણ
मृदा कोलॉइड,જમીન
मृदा संहतीकरण,જમીન
मृदा अनुकूलक,જમીનની કન્ડિશન્ડર
मृदा संरक्षण,ભૂમિ -સંરક્ષણ
मृदा पपड़ी,ભૂમિ પોપડો
मृदा निम्नीकरण,ભૂમિ -અધોગતિ
मृदा अपरदनीयता कारक,જમીન ક્ષીણતા પરિબળ
मृदा उर्वरता,જમીનની ફળદ્રુપતા
मृदा उत्पत्ति,ભૂમિ ઉત્પત્તિ
मृदा स्वास्थ्य,ભૂમિ આરોગ્ય
मृदा संस्तर,જમીનની ક્ષતિ
मृदा वृहद्जीव,માટી કર્કશ
मृदा प्रबंधन,ભૂમિ -વ્યવસ્થા
मृदा सूक्ष्म जैविकी,ભૂમિ -સૂક્ષ્મવિજ્iologyાન
मृदा सूक्ष्मजीव,માટી સુક્ષ્મસજીવો
मृदा नमी अल्पता,માટી ભેજ
मृदा कार्बनिक पदार्थ,ભૂમિ -કાર્બનિક પદાર્થ
मृदा सरंध्रता,ભૂમિ -છિદ્ર
मृदा उत्पादकता,ભૂમિ -ઉત્પાદકતા
मृदा परिच्छेदिका,ભૂમિ -રૂપરેખા
मृदा गुणवत्ता,ભૂમિ ગુણવત્તા
मृदा अभिक्रिया,ભૂમિ
मृदा प्रतिरोध,ભૂમિ -પ્રતિકાર
मृदा लवणता,ભૂમિ ખારાશ
मृदा विज्ञान,ભૂમિ -વિજ્ scienceાન
मृदा रुग्णता,ભૂમિ માંદગી
मृदा छानना,માટી ચાળવું
मृदा विलयन,જમીનનો ઉકેલ
मृदा निर्जर्मीकारक,જીવાળડારવાળું
मृदा संरचना,માટીનું માળખું
मृदा निलंबन,ભૂમિ -મોકૂફી
मृदा परीक्षण,ભૂમિ -પરીક્ષણ
मृदा गठन,ભૂમિ -બનાવટ
मृदा-जल विभव,ભૂમિ -સંભાવના
मृदाजल,ભૂમિ
सौर स्थिरांक,સૌર
सौर विकिरण,સૌર કિરણોત્સર્ગ
सौर वर्णक्रम,સૌર વર્ણ
"सौर्यन, सूर्यीकरण",સૌરકરણ
एकल फसल,એકમાત્ર પાક
घुलनशील सोडियम प्रतिशत,દ્રાવ્ય સોડિયમ ટકાવારી
कायिक कोशिका,સોમેટિક કોષ
कायिक भ्रूण,સોમેટિક ગર્ભ
कायिक संकरण,સોમેટિક વર્ણસંકરકરણ
ज्वार क्षति,જુવારની ઈજા
क्षतिपूरक जीन,એસ.ઓ.એસ.
सदर्न शोषण,સધર્ન બ્લ ot ટિંગ
दूरी (पादप),અંતર (છોડ)
"स्पेडिक्स, स्थूलमंजरी",પ્રાણઘાતક
स्पेथ,ચપટી
विशेष विन्यास,વિશેષ વ્યવસ્થા
विशिष्ट सस्यन,વિશિષ્ટ પાક
विशिष्ट कृषि,વિશિષ્ટ કૃષિ
जाति,જાતિઓ
विशिष्ट फसल सघनता सूचकांक,ચોક્કસ પાક
"विशिष्ट गुरुत्व, आपेक्षिक गुरुत्व",ચોક્કસ ગુરુત્વાકર્ષણ
सापेक्ष आर्द्रता,ચોક્કસ ભેજ
विशिष्ट पर्ण क्षेत्र,ચોક્કસ પાંદડા વિસ્તાર
शुक्राणुजनन,વીર્ય
एस-प्रावस्था,ના તબક્કાવાયા
कणिश,બુદ્ધિ
कणिशिका,દાણા
तर्कु झाड़ी,સ્પિન્ડલ ઝાડવું
बौछारी अपरदन,છાંટો ધોવાણ
समबंधन,છળકતું
विभाजित प्रयोग,વિભાજિત અરજી
विखंडित जीन,વિભાજિત જનીનો
विभक्त प्लॉट डिजाइन,વિભાજન પ્લોટ ડિઝાઇન
स्पंजी ऊतक,સ્પોંગી પેશી
स्वतः उत्परिवर्तन,સ્વયંસ્ફુરિત પરિવર્તન
बीजाणु,બીજકણ
फुहारी सिंचाई,છંટકાવ સિંચાઈ
स्पडन,ખડખડાટ
दलपुट,Spતરવું
दलपुटधारी,ગતિશીલતા
"अल्पकालिक झंझावात, अंधड़",છલકું
स्थायीकर कर्मक,સ્થિર એજન્ટ
मानक विचलन,પ્રમાણભૂત વિચલન
भोज्य फसल,મુખ્ય પાક
प्रारंभी प्रकूट,કોડન શરૂ કરો
आरंभी विलयन,પ્રસ્થાન ઉકેલ
तना बेधक,સ્ટેમ બોરર
स्तंभ अंत,સ્ટેમનો અંત
अवर्धबीजता,સ્ટેનોસ્પરમોકાર્પી
स्टेपी (घास के मैदान),મક્કમ
"निर्जर्मीकरण, बंध्यीकरण",રોગાણુનાશન
वर्तिकाग्र सुग्राहिता,કલંક
"वर्तिकाग्र, श्वासछिद्र",લાંછન
अवस्तंभ मूल,ભડકો
भूस्तारी,ગંદું
रंध्र,સ્ટોમેટા
स्टूलिंग,સ્ટૂલિંગ
रोध प्रकूट,કોડોન
स्तरित,સ્તરીકૃત
स्तरण,સ્તરીકરણ
भूसा,સ્ટ્રો
प्रतिबल,ભાર
पट्टीदार सस्यन,પટ્ટીક
पट्टी अंतरासस्यन,છટાવાળા પટ્ટા
पीठिका,ગૂંજ
ठूंठ,આતુર
ठूंठ पलवार,હલાવેલા
वर्तिका,શૈલી
उप आर्द्र,ભેજવાળું
"सुबरिनीकरण, कार्कीकरण",આવરણ
आप्लावन,ખુલાસો
"जीविकोपार्जनी सस्यन, निर्वाही कृषि",નિર્વાહ -ખેતી
"अवमृदा, अवभूमि की गहरी जुताई",વટાવવાનું
उपजाति,પેટા-પ્રજાતિ
प्रतिस्थापन सस्यन,અવેજી બનાવટ
"क्रियाधार, अवस्तर",અંતરીક
उपसतही सिंचन,પેટા સિંચાઈ
अनुक्रमण,ઉત્તરાધિકાર
गूदेदार,ઉદ્ધત
अंतः भूस्तारी,ગંદકી
स्वतःवर्गीय,જનનુ
सौर उपचार,સૂર્ય-અનુમાન
"पूरक सिंचन, पूरक सिंचाई",પૂરક સિંચાઈ
पूरक उद्यभ,પૂરક ઉદ્યોગ
अनुपूरक अन्योन्य क्रिया,પૂરક ક્રિયાપ્રતિક્રિયા
निरोधक जीन,દબાવી જનીન
पृष्ठ संक्रियक,સરફેક્ટર
"सुग्राही, ग्रहणशील",સંવેદનશીલ
निलंबन संवर्ध,બંધબેસતુ સંસ્કૃતિ
"संधारणीय कृषि, टिकाऊ खेती",ટકાઉ કૃષિ
संधारणीय विकास,ટકાઉ વિકાસ
वृंदन,Ingણ
तलवारी पत्ती,તલવારનું પાન
साइकोनियम,સાંકેત
"सहजीविता, सहजीवन",સહજીવીઓ
युग्मक संलयन,સાંકેતિક
धान सघनता पद्धति,ચોખાની તીવ્ર પદ્ધતિ
सर्वांगीय (स्थानांतरित) शाकनाशी,પ્રણાલીગત હર્બિસાઇડ
कुसुम,ક્ષમાણી
केसर,કેસો
सीस्ती,Sાળ
साल,સાલ
साल्विया,તલવાર
चंदन,ચંદણનું લાકડું
चीकू,સાધનો
केवड़ा,ડુક્કર
धुरचुक,દરિયાકાંઠે
सनाय,સણગન
चंद्रभागा,સર્પ
तिल,તલ
चिचिड़ा,સાપ ખાડો
कचरी,ત્વરિત તરબૂચ
रीठा,સાબુ
ज्वार,નાણું
सोयाबीन,સોયાબીન
मोलश्री,સ્પેચશ ચેરી
पालक,વિસ્તાર
बारफली,ગંજીાર
"घीया, तोरई",સ્પોન્જ
स्टीविया,સ્ટીવિયા
बिच्छू बूटी,ડંખ મારનાર
छड़ीला,પથ્થર
स्ट्राबेरी,મંરીલો
सुडान घास,સુદાન ઘાસ
गन्ना,શેરડી
चप्पन कद्दू,ઉનાળો
सूरजमुखी,સૂર્યમુખી
सनई,તડ
"बनमेथी, सेंजी",મીઠી ક્લોવર
ककरोल,મીઠાઈ
शकरकंद,શક્કરિયા
वनषशाह,મીઠી વાયોલેટ
रस चूसक,સ p પ સકર
आरा मक्खी,જોયું
शल्क कीट,માપેલ જંતુ
अर्ध कुंडलक,સેમિલૂપર
प्ररोह वेधक,શૂટ બોરર
रेशम कीट,રેશમનો કીડો
घोंघा,ગોકળગાય
गौरैया,ચકલી
मकड़ी,કરોળિયા
गिलहरी,ખડકો
तना वेधक,દાંડીનું બોરર
तना वेधक,સ્ટેમ બોરર
स्तंभ मेखला कीट,સ્ટેમ કમરપુન
गुठली का घुन,પથ્થર નળી
मृदाविज्ञानी,ભૂમિ -વૈજ્ scientાનિક
अनुचलन गति,યુદ્ધની યુક્તિ
टैगन (लेबलन),ટેગિંગ (લેબલિંગ)
टैंक तलछट,ટાંકી કાંપ
मूसला जड़,મૂળ
"बल्लर, नर मंजरी (मक्का)",ટાસેલ (મકાઈ)
"वर्गिकी, वर्गीकरण विज्ञान",વર્ગીકરણ
प्रौद्योगिकी,પ્રાતળતા
शीतोष्ण क्षेत्र,સમશીતોષ્ણ વિસ્તાર
अस्थायी म्लानि,હંગામી ઝબૂકવું
प्रतान,નિવારણ
"तनावमापी, टेन्सियोमीटर",તનમાક્ષમાપક
परिदल,તંગ
विरूपजनन,ટેરાટોજેની
समापन प्रकूट,સમાપ્તિ કોડન
वेदिका,Terrંચું
वेदिका अंतराल,ટેરેસ અંતરાલ
भौमिक विकिरण,પાર્થિવ કિરણોત્સર્ગ
भौमिक खरपतवार,પાર્થિવ નીંદણ
परीक्षार्थ संकरण,પરીક્ષણ -ક્રોસ
परीक्षण भार,પરીક્ષણ -વજન
"बीजावरण, टेस्टा",વસૂલાત
चतुष्क,એક જાતનો રંગીન ભાગ
चतुर्गुणित,ટેટ્રાપ્લોઇડ
चतुर्गुणिता,ટેટ્રાપ્લોઇડ
पुष्पासन,થેલેમસ
ताप संचालकता,ઉષ્ણતાઈ
तापीय विसरण,થર્મલ વિભાજન
तापीय प्रेरण,ઉષ્ણતાઈ
"तापयुग्म, तापसंयुग्म",તાપમાર્ગ
तापलेरवी,ઉષ્ણતામાળા
तापीय आवर्तिता,તાપમાર્ગ
तापीय आवर्तन,તાપમાન
तापरागी,તાપમાન
ताप अनुचलन,તૃષ્ણા
विरसन,પાતળું
"मड़ाई, गहाई",કરચલીવાળું
अर्बुद प्रेरक प्लाज्मिड,ટી.આઈ. પ્લાઝ્મિડ
"ज्वारीय दलदली भूमि, ज्वारीय दलदल",ભરતીની swભી
खपरैल जल निकास,ટાઇલ ગટર
जुताई योग्यता,અતિશયતા
"जुताई, कर्पण",ખેતી
कल्ला (पादप),ટેલર (છોડ)
"कल्ले निकलना, तलशाखन",પિલરેટીંગ
कल्ले फूटने की अवस्था,પગલે ભરતી
भुरभुरी भूमि,ગાલ
ऊतक परीक्षण,પેશી પરીક્ષણ
ताड़ी,તોડી
सह्यता,સહનશીલતા
"ऊपरी मृदा, सतही मृदा",ટોચની માટી
टमालू,ટોપો
खड़ी फसल में खाद डालना,ટોચના પોશાક
स्थल मौसमविज्ञान,યથાવત્વિજ્ologyાન
शीर्षोमूलन (तंबाकू),ટોપિંગ (તમાકુ)
सकल पचनशील पोषक तत्व,કુલ સુપાચ્ય પોષક તત્વો
सकल कारक उत्पादकता,કુલ પરિબળ ઉત્પાદકતા
कुल घुलनशील ठोस,કુલ દ્રાવ્ય ઘનતા
पूर्णशक्तता,થાપણ
"आविषालुता, विषाक्तता",વિષવિજ્ityાન
आविष,ઝેરી દવા
"लेशतत्व, सूक्ष्म मात्रिकतत्व",તલક્ષર તત્વો
"अनुज्ञापक तत्व, अनुरेखक तत्व",ટ્રેઝર તત્વો
पार क्रियाशील,વ્યવહાર
अनुलेखन,અનુલેખન
रूपांतरण,પરિવર્તન
पराजीनी,રોષ
अनुवाद,ભાષાંતર
स्थानांतरण,પ્રસારણ
पारगमनता,પરિવર્તન
वाष्पोत्सर्जन गुणांक,ફાડતા ગુણાંક
वाष्पोत्सर्जन खिंचाव,ફાડાં -લાપણું
वाष्पोत्सर्जन अनुपात,રક્ષા ગુણોત્તર
प्रत्यारोपण झटका,પ્રત્યારોપણ
रोपाई यंत्र,પ્રત્યારોપણ
"रोपण, रोपाई",પ્રત્યારોપણ
स्थानांतरित मृदा,પરિવહન કરેલી જમીન
ट्रांस्पोसोन,ફેરબદલ
अनुप्रस्थ जलनिकास,ટ્રાંસ્વર્સ ગટર
"पाश फसलें, फाँसू फसलें",જાળ
पत्ती उतारना (जैसे गन्ने में),કચરો
उपचार,સારવાર
वृक्ष सस्यन,ઝાડનું પાક
वृक्षवलय,વૃક્ષ
परख,સુનાવણી
अल्पमात्री सिंचाई,પગની સિંચાઈ
विमोचक कारक,ઉત્તેજન પરિબળ
त्रिगुणित,ત્રિપિક
"त्रिधा सस्यन, तिहरा सस्यन",કાપી નાખવો
पोषी स्तर,ઉષ્ણકટિબંધનું સ્તર
अनुवर्तनी गति,ઉષ્ણકટિબંધ
उष्ण कटिबंधीय क्षेत्र,ઉષ્ણકટિબંધનો પ્રદેશ
अनुवर्तन,ઉષ્ણકટિબંધ
वास्तविक घनत्व,સાચી ઘનતા
वास्तविक पचनीयता,સાચી પાચનક્ષમતા
रुंड परिच्छेदिका,ક્ષીણ રૂપરેખા
रुंड भूमि,કાપેલી માટી
सुनामी,સુનામી
कंदीय फसलें,કંદનાં પાક
कंद,કંદ
अर्बुद,ગાંઠ
भूमि रुंडन,માટીનો ભોગ
टुंड्रा,વાટકો
"दर्भस्थल, टर्फ, पीट",ટર્ફ
स्फीत,અંગારું
स्फीति गति,ગાંઠની ચળવળ
स्फीति दाब,ગાંઠ દબાણ
स्फीति,અંગાર
टर्नर का संलक्षण,ટર્નર સિન્ડ્રોમ
"प्रकार, पादप प्रारूप",પ્રકાર (છોડ)
प्रथम प्रकार की त्रुटि,પ્રકાર I ભૂલ
द्वितीय प्रकार की त्रुटि,પ્રકાર II ભૂલ
टाइफून,વાસ
इमली,આધિપત્ય
किरमाला,અણી
"स्वैर चंपा, सोन चंपा",મંદિર અથવા પેગોડા વૃક્ષ
सज्जी,થિસ્ટલ
मोरपंखी,થુજા
बनजवाइन,થાઇમ
तम्बाकू,તમાકુ
टमाटर,ટામેટા
हरसिंगार,દુ: ખનું વૃક્ષ
ट्रिटिकेल,ત્રિકોણાકાર
लटकनिया,રણકાર
रजनी गंधा,ક્ષુદ્ર
हल्दी,હળદર
शलगम,સલગમ
पटेर,ટાઇફા (ભારતીય રીડ મેસ)
टी' मच्छर कीट,ચા મચ્છર
दीमक,મનુષ્ય (સફેદ કીડી)
थ्रिप्स,ઝગઝગટ
द्रुतअपकेंद्रण,અલ્ટ્રાસેન્ટ્રિફ્યુગેશન
पराध्वनि,અલંકાર
पुष्पछत्र,દંભ
अयुग्मन,કર્કશ
"अफलत्व, अफलन",ફળ
एकसंयोजी,એકાંત
सार्वभौम आनुवंशिक कोड,સાર્વત્રિક આનુવંશિક સંહિતા
सार्वभौम मृदा ह्रास समीकरण,સાર્વત્રિક જમીન -ખોટ સમીકરણ
असंतृप्त वसीय अम्ल,અસંતૃપ્ત ફેટી એસિડ્સ
उच्चभूमि धान,Andંચા વિસ્તરણ ચોખા
"उपरिभूमि, उच्चभूमि",ઉચ્ચાદન
शहरी कंपोस्ट,શહેરી ખાતર
यूरिया,Urતર
यूरिएज,ખલાસી
उल्ला घास,ઉલ્લા ઘાસ
"वैक्सीन, टीका",રસી
"धानी, रसधानी",શૂન્યતા
मूल्यवर्धित कृषि,મૂલ્યવર્ગીય કૃષિ
मूल्यवर्धित उत्पाद,મૂલ્ય -ઉત્પાદન
मूल्यवर्धन,મૂલ્ય -પરિવર્તન
मूल्य लागत अनुपात,મૂલ્ય ખર્ચ ગુણોત્તર
वैम (पुष्पकात्मक अर्बस्कुलर),VAM (વેસિક્યુલર આર્બસ્ક્યુલર)
वाष्प तापोपचार,વરાળની ગરમી સારવાર
वाष्प दाब,વરાળનું દબાણ
परिवर्ती लागत,ચક્રાભક્ષી ખર્ચ
परिवर्ती जीन,ચક્રાકાર જનીણ
परिवर्ती दर प्रौद्योगिकी,વધઘટ દર તકનીક
प्रसारण भिन्नता,ભિન્નતા
विभिन्नता,વિવિધતા
किस्म,જાત
रोग वाहक,વેક્ટર
वनस्पति,વનસ્પતિ
वानस्पतिक निम्नीकरण,વનસ્પતિના અધોગતિ
वानस्पतिक रोध,વનસ્પતિ -અવરોધ
वानस्पतिक आच्छादन,વનસ્પતિ -આવરણ
वानस्पतिक प्रवर्धन,વનસ્પતિ પ્રચાર
वानस्पतिक प्रावस्था,વનસ્પતિ તબક્કો
शिराविन्यास,શણગાર
"कृमि-क्षिप्ति, केंचुए का मल",શબ્દમાળા
वर्मी कंपोस्ट,કૃત્રિમ રંગ
वसंतीकरण,પ્રધ્ધરણ
ऊर्ध्व पलवार,Verંચી ગુંડાગીરી
वर्टिसॉल,વર્ટિસોલ
जीवनक्षमता (बीज),સધ્ધરતા (બીજ)
"लता, द्राक्षालता",વેલો
सिरका,સરકો
"उग्र जीन, विर जीन",વીર જીન
"अकृष्य भूमि, अक्षत भूमि",કુમારિકા જમીન
"अकृष्य मृदा, अक्षत मृदा",કુંવારી માટી
उग्रता,ક virંગું
विषाणु,વાઇરસ
विषाणु आवरण प्रोटीन,વાયરસનો કોટ પ્રોટીન
विषाणु सूचीकरण,વાયરસ અનુક્રમણિકા
श्यानता,સ્નિગ્ધતા
दृश्य विकिरण,દૃશ્ય -કિરણોત્સર્ગ
विटामिन,વિટામિન
अंगूरोत्पादन,વહાણની ખેતી
"सजीव प्रजक, जरायुज",વૈવિધ્ય
रिक्त स्थान,રદિયો જગ્યા
वाष्पीकरण,અનિશ્ચિતતા
नैसर्गिक पौधे,સ્વયંસેવક છોડ
वनिला,વેનિલા
खस,જાડું
पशु चिकित्सक,પીટરનાનિયન ડોક્ટર
विषाणुविज्ञानी,ગિરિમાળા
मजदूरी,વેતન
नियत तापीय प्राणी,ગરમ લોહીવાળું પ્રાણી
अपशिष्ट प्रबंधन,બગાડ વ્યવસ્થા
व्यर्थ भूमि,કચરો
जल प्रयोग दक्षता,જળ અરજી કાર્યક્ષમતા
जल प्रयोग दर,પાણી -અરજી -દર
जल संतुलन,પાણી -સિલક
जल संहतीकरण,જળ સંકલન
जल संरक्षण,જળ -સંરક્ષણ
"जल की खपत, जल उपभोग",પાણી -વપરાશ
जल संवहन दक्षता,જળ -વાહન કાર્યક્ષમતા
जल कृषि,જળ સંસ્કૃતિ
जल न्यूनता,પાણીની ખોટ
जल वितरण दक्षता,જળ વિતરણ કાર્યક્ષમતા
जलकर,જળ -શુલ્ક
जल कूंड,પાણીનો ઘેરો
जल द्वार,જળમાર્ગ
जलाक्रांति,પાણી
जल प्रबंधन,પાણીનું સંચાલન
फसलों की जल मांग,પાણીની આવશ્યકતા
जलसंतृप्तता न्यूनता,પાણીની સંતૃપ્તિની ખોટ
भौम जलस्तर,પાણીનો સોદો
जल उपयोग दक्षता,પાણીનો ઉપયોગ કાર્યક્ષમતા
जल प्राप्ति,પાણી yieldપજ
जल संग्रहण,જળ-હાર્વેસ્ટીંગ
जलसंभर,જળશેષ
जलसंभर प्रबंधन,જાંબુડી વ્યવસ્થા
जलसंभर उपचार,જળાશસ્તાની સારવાર
जलसंभर प्रणाली,જખહારી આધારિત પદ્ધતિ
जलमार्ग,જળમાર્ગ
तरंग दैर्घ्य,તરંગ
मोमीकरण,મીણ
"मौसम, ऋतु",હવામાન
"अपक्षयण, अपक्षय",હવામાન
खरपतवार,નીંદણ
खरपतवार नियंत्रण,નીંદણ નિયંત્રણ
खरपतवार नियंत्रण दक्षता,નીંદણ નિયંત્રણ કાર્યક્ષમતા
खरपतवार निर्मूलन,નીંદણ નાબૂદી
खरपतवार सूचकांक,નીંદણ અનુક્રમણિકા
वेस्टर्न शोषण,પાશ્ચાત્ય
खरपतवार स्पेक्ट्रम,નીંદણ
निराई,નીરસ
आर्द्र-बल्ब गिरावट,ભીનું-બલ્બ ડિપ્રેસન
आर्द्र-बल्ब तापमान,ભીડનું તાપમાન
आर्द्र-बल्ब तापमापी,ભીનું-બલ્બ થર્મોમીટર
आर्द्र भूमि,મસ્ત ભૂમિ
नम रोपण,ભીનું વાવેતર
नम मौसम,ભીની મોસમ
गीली बुवाई,ભીનું બીજ
आर्द्र वर्ष,ભીનું વર્ષ
क्लेदनीय चूर्ण,વેન્ટિબલ પાવડર
"क्लेदक, क्लेदन कारक",ભીનું એજન્ટ
घूर्णी आर्द्रतामापी,વાવધૂજ
श्वेत क्रांति,વ્હાઇટ ક્રાંતિ
समग्र फार्म विश्लेषण,સંપૂર્ણ ફાર્મ વિશ્લેષણ
समग्र फार्म दृष्टिकोण,સંપૂર્ણ ફાર્મ અભિગમ
व्यापक अनुकूलनशीलता,વ્યાપક અનુકૂલનક્ષમતા
म्लानि बिन्दु,વિલ્ટીંગ પોઇન્ટ
वातरोध,પવનનો પળો
वात ऊर्जा,પવન ઊર્જા
वायु अपरदन,પવન ધોવાણ
वायु उत्पन्न करना,પવન -ઉત્પાદન
पवन चक्की,પવનની મિલ
वायु शक्ति,પવન ઊર્જા
वायु गति,પવનની ઝડપ
वायु पट्टिका सस्यन,પવનની પટ્ટી
वायु वेग,પવનનો વેગ
वायु,પવન
विंड्रो,વિન્ડરો
विंड्रोअर,વિન્ડરોવર
वात दिग्दर्शी,પવનની અસ્થિર
ओसाईयंत्र,જખમ
ओसाई,વાનગી
वॉबल परिकल्पना,પ્રેમાળ પૂર્વધારણા
गर्भाशय,ગર્ભાશય
काष्ठ राख,લાકડાનો છોડ
काष्ठ गैस,લાકડાનો ગેસ
कार्य,કામ
अखरोट,અખરોટ
ब्राह्मी साग,પાણીનો ઘાટો
जलकुंभी,પાણીનો જીવ
तरबूज,તરબૂચ
टिवरा,પાણીનો ફુદીનો
मजनून,વિપિંગ વિલો
महोगनी,પશ્ચિમ ભારતીય મહોગની
गेहूं,ઘઉં
संफतल,સફેદ ક્લોવર
तून,સફેદ રંગની વાતો
सुबवूल,સફેદ પોપિનેક
बिस,સફેદ વિલો
"सतरा, बनतुलसी",જંગલી માર્જોરીમ
जंगली जई,જંગલી ઓટ
पंखिया बीन,પાંખવાળી બીન
विलायती कद्दू,શિયાળુ સ્ક્વોશ
अश्वगंधा,નીડ
खट्टी बूटी,"લાકડાનો સોરેલ, ઓક્સાલી"
"बर्र, ततैया",ભમરી
बया,વણકર
घुन,છાવણી
सफेद सूंड़ी,સફેદ રંગનો ગ્રુપ
रुईया माहू,Apનલી એફિડ
जैंथीनमेह,ઝેન્થિન્યુરિયા
पीतवर्णक,ઝેન્થોફિલ
एक्स' गुणसूत्र,એક્સ-ક્રોમોઝમ
अपर पराग प्रभाव,ઝેનીયા
जीरोडर्मा पिग्मेंटोसम,ઝેરોોડર્મા રંગદ્રવ્ય
मरुपादप,ઝેરોફાઇટ
मरुद्भिद्ता,ઝેરોતાન
"एक्स-किरण विवर्तन, एक्स-रे विवर्तन",એક્સ-રે વિક્ષેપ
जाइलम- दारु,ઝેલેમ
"ज़ाइलोफाइट, काष्ठीय पादप",ઝાયલોફાઇટ
वाई' जाल,વાય 'ટ્રેલીસ
वाई-गुणसूत्र,વાય-રંગસૂત્ર
"खमीर, यीस्ट",આથો
यीस्ट निष्कर्ष,ખમીરનો અર્ક
पीत क्रांति,પીળા ક્રાંતિ
पीला पड़ना,ગડહડ
उपज घटक,ઉપજ ઘટક
उपज अनुवीक्षण,ઉપજ નિરીક્ષણ
उपज शक्यता,ઉપજ સંભવિત
उपज स्थायित्व,ઉપજ સ્થિરતા
पीतक,જરદી
कटीली,પીળા રંગના નાઇટશેડ
हरीर,પીળો માયરોબાલન
जायद,ઝેર
जेड-गुणसूत्र,ઝેડ-ક્રોમોઝમ
जेड-डीएनए,ઝેડ ડીએનએ
जीएटिन,ઝેટિન
शून्य ऊर्जा शीतकक्ष,શૂન્ય energy ર્જા ઠંડી ચેમ્બર
शून्य कर्षण,ખેતી
सून्य सह्यता,જરા પણ નહિ ચલાવી લેવાય
जिंक अल्पता,જસત
जिंक फिंगर प्रोटीन,જસત આંગળી પ્રોટીન
जिंकयुक्त यूरिया,ઝિંકટેડ યુરિયા
पारदर्शी अंडावरण,ઝોના પેલુસિડા
प्राणि परागण,પ્રાણીસૃષ્ટિથી
प्राणि प्लवक,ઝૂપ્લાંકટોન
युग्मज,ઝાયગોટ
युग्मज घातक जीन,ઝાયગોટિક ઘાતક જનીન
तेजफल,ઝેન્થોફિલિયમ
प्राणिविज्ञानी,પ્રાણીવિજ્ologistાન
