Odiya,English
ଅସ୍ୱାଭାବିକ |,Abnormal
ପରିତ୍ୟାଗ,Abort
ଅଳିଆ ଆବେଗ,Abrasion
ଆକସ୍ମିକ,Abrupt
ସଂପୂର୍ଣ୍ଣ କ୍ଷେତ୍ର ଶକ୍ତି |,Absolute field strength
ସଂପୂର୍ଣ୍ଣ ତାପମାତ୍ରା |,Absolute temperature
ସଂପୂର୍ଣ୍ଣ ମୂଲ୍ୟ,Absolute value
ଶୋଷଣ,Absorb
ଅବଶୋଷଣ ସହ-ଦକ୍ଷ |,Absorption co-efficient
ଶୋଷଣୀୟ କ୍ଷତି |,Absorption loss
ବିସ୍ତୃତ,Abstract
ଆକ୍ସଲେରୋମିଟର |,Accelerometer
ଗ୍ରହଣ ପରୀକ୍ଷା,Acceptance test
ପ୍ରବେଶ,Access
ପ୍ରବେଶ ନିୟନ୍ତ୍ରଣ,Access control
ପ୍ରବେଶ ବିନ୍ଦୁ,Access point
ସମୟ ପ୍ରବେଶ କରନ୍ତୁ |,Access time
ଅଭିଗମ୍ୟତା |,Accessibility
ଆକ୍ୟୁଲେଟର କକ୍ଷ |,Accumulator cell
ସଠିକତା,Accuracy
ସଠିକ୍,Accurate
ଆଖୋଟୋମାଟିକ୍ ଲେନ୍ସ |,Achromatic lens
ଏସିଡ୍ |,Acid
ଏସିଡ୍ ପ୍ରମାଣ |,Acid proof
ଅମ୍ଳତା,Acidity
ସ୍ୱୀକୃତି ବିଟ୍,Acknowledgement bit
ଆକାଶବାଣୀ |,Acoustic
ଆକାଶବାଣୀ ଯୋଗାଯୋଗ |,Acoustic communication
ଆକାଶବାଣୀ ବିସ୍ତାର,Acoustic diffusion
ଆକାଶବାଣୀ ସମାନତା |,Acoustic equalizer
ଆକାଶବାଣୀ ମତାମତ |,Acoustic feedback
ଆକାଶବାଣୀ ଫିଲ୍ଟର |,Acoustic filter
ଆକାଶବାଣୀ ପ୍ରତିରୋଧ |,Acoustic impedance
ଆକାଶବାଣୀ ମାସ୍କିଂ |,Acoustic masking
ଆକାଶବାଣୀ ଶକ୍ତି |,Acoustic power
ଆକାଶବାଣୀ ସମ୍ପତ୍ତି |,Acoustic property
ଆକାଶବାଣୀ ପ୍ରତିକ୍ରିୟା |,Acoustic reactance
ଆକାଶବାଣୀ ପ୍ରତିଫଳନ |,Acoustic reflex
ଆକାଶବାଣୀ ଟାଇଲ୍ |,Acoustic tile
ଆକାଶବାଣୀ ତରଙ୍ଗ |,Acoustic wave
ଆକାଶବାଣୀ ଅବଶୋଷଣ |,Acoustical absorption
ଆକାଶବାଣୀ ଆଟେନେସନ୍ ସ୍ଥିର |,Acoustical attenuation constant
ଆକାଶବାଣୀ ଡମ୍ପିଂ |,Acoustical damping
ଆକାଶବାଣୀ ବିଳମ୍ବ ରେଖା |,Acoustical delay line
ଆକାଶବାଣୀ ବିକୃତି |,Acoustical distortion
ଆକାଶବାଣୀ ନଳୀ |,Acoustical duct
ଆକାଶବାଣୀ ଶକ୍ତି |,Acoustical energy
ଆକାଶବାଣୀ ମତାମତ |,Acoustical feedback
ଆକାଶବାଣୀ ଫିଲ୍ଟର |,Acoustical filter
ଆକାଶବାଣୀ ପ୍ରତିରୋଧକ |,Acoustical impedance
ଆକାଶବାଣୀ ପ୍ରଚାର ସ୍ଥିର |,Acoustical propagation constant
ଆକାଶବାଣୀ ପ୍ରତିରୋଧ |,Acoustical resistance
ଆକାଶ ଭାବରେ ଇନସୁଲେଡ୍ |,Acoustically insulated
ଆକାଶବାଣୀ |,Acoustics
ଅଧିଗ୍ରହଣ,Acquisition
ଆକ୍ରୋନିମ୍ |,Acronym
କ୍ରିୟା କ୍ଷେତ୍ର,Action area
ସକ୍ରିୟ ଚିଲାମେଣ୍ଟ |,Activated filament
ସକ୍ରିୟ,Active
ସକ୍ରିୟ କ୍ଷେତ୍ର,Active area
ସକ୍ରିୟ ୱିଣ୍ଡୋ |,Active window
ଅନୁକେତ,Adaptability
ଆଡାପ୍ଟର (ଆଡାପ୍ଟର),Adapter (adaptor)
ଆଡାପ୍ଟିଭ୍ ଡିଫେରିଏଲ୍ ପଲ୍ସ କୋଡ୍ ମୋଡୁଲେସନ୍ |,Adaptive differential pulse code modulation
ଠିକଣା ବହି,Address book
ଠିକଣା ବସ୍,Address bus
ଠିକଣା ରେଜୋଲୁସନ,Address resolution
ସଂଲଗ୍ନ ଚ୍ୟାନେଲର ହସ୍ତକ୍ଷେପ |,Adjacent channel interference
ସଂଲଗ୍ନ ଚ୍ୟାନେଲ ଚୟନ,Adjacent channel selectivity
ସଂଲଗ୍ନ ଫ୍ରିକ୍ୱେନ୍ସି |,Adjacent frequency
ସଂଲଗ୍ନ ଫ୍ରିକ୍ୱେନ୍ସି ଚ୍ୟାନେଲ |,Adjacent frequency channel
ସଂଲଗ୍ନ ଚିତ୍ର ବାହକ |,Adjacent picture carrier
ସଂଲଗ୍ନ ସାଉଣ୍ଡ ବାହକ |,Adjacent sound carrier
ସଂଲଗ୍ନ ଷ୍ଟେସନ |,Adjacent station
ନିୟନ୍ତ୍ରିତ,Adjustable
ନିୟନ୍ତ୍ରିତ କଣ୍ଡେନ୍ସର୍ |,Adjustable condenser
ଚାପକୁ ସଜାଡିବା |,Adjusting pressure
ରେଞ୍ଚ ଆଡଜଷ୍ଟ କରିବା |,Adjusting wrench
ଆଡଜଷ୍ଟମେଣ୍ଟ୍,Adjustment
ପ୍ରଶାସକ,Administrator
ଉନ୍ନତ ଟେକ୍ନୋଲୋଜି |,Advanced technology
ବାୟୁ,Aerial
ଏରିଲ୍ ଆରେ |,Aerial array
ଏରିଲ୍ ବୁଷ୍ଟର୍ |,Aerial booster
ଏରିଲ୍ କରେଣ୍ଟ୍ |,Aerial current
ଏରିଲ୍ ମାଟିଙ୍ଗ୍ ସୁଇଚ୍ |,Aerial earthing switch
ଏରିଲ୍ ଦକ୍ଷତା |,Aerial efficiency
ଏରିଲ୍ ଇନପେଟେନ୍ସ |,Aerial impedance
ଏରିଲ୍ ଇଣ୍ଡିକାନ୍ସ |,Aerial inductance
ଏରିଆଲ୍ ଇନସୁଲେଟର |,Aerial insulator
ଏରିଆଲ୍ ଲୋଡିଂ କୋଇଲ୍ |,Aerial loading coil
ଏରିଲ୍ ଫଟୋଗ୍ରାଫି |,Aerial photography
ଏରିଲ୍ ଶକ୍ତି |,Aerial power
ଏରିଆଲ୍ ବିକିରଣର ଲାଭ |,Aerial radiation reistance
ଏରିୟାଲ୍ ପ୍ରତିକ୍ରିୟା |,Aerial reactance
ଏରୋଡାଇନାମିକ୍ସ,Aerodynamics
ସଂସ୍ଥା,Agency
ବାୟୁ କମ୍ପ୍ରେସାକ୍ର,Air compressor
ବାୟୁ କଣ୍ଡନସର୍ |,Air condenser
ବାୟୁ ଥଣ୍ଡା,Air cooled
ବାୟୁ କୋଡ୍ କୋଇଲ୍ |,Air cored coil
Accometication,Airconditioning
ଆଲବେଡୋ |,Albedo
ଆଲଗୋରିଦମ,Algorithm
ଛଦ୍ମନାମ,Aliasing
ମିଶ୍ରଣ,Aligning
ପରିଚାଳିତ,Alignment
ସମସ୍ତ ତରଙ୍ଗ ବାୟୁ |,All wave aerial
ଆବଣ୍ଟନ,Allocation
ବର୍ଣ୍ଣାନୁକ୍ରମିକ,Alphabetic
ବର୍ଣ୍ଣମାଳା,Alphanumeric
ବର୍ଣ୍ଣମାଳା ଚରିତ୍ର |,Alphanumeric character
ବର୍ଣ୍ଣମାଳା ସୂଚନା,Alphanumeric information
ବିକଳ୍ପ ସାମ୍ପ୍ରତିକ (AC.),Alternating current (a.c.)
ବିକଳ୍ପ,Alternation
Atternator,Alternator
ଉଚ୍ଚତା,Altitude
ଆପୋଜି ର ଉଚ୍ଚତା |,Altitude of the apogee
PERIGEE ର ଉଚ୍ଚତା |,Altitude of the perigee
ଆମୋଦିତ ରେଡିଓ ଯୋଗାଯୋଗ |,Amateur radio communication
ଅଭିଳାଷୀ |,Ambience
ଆମ୍ବିଏନ୍ସ ମାଇକ୍ରୋଫୋନ୍ |,Ambience microphone
ପରିବେଶ ସର୍ତ୍ତ,Ambient condition
ପରିବେଶ ଆଲୋକ |,Ambient lighting
ଆମ୍ବିକ୍ ଶବ୍ଦ,Ambient noise
ପରିବେଶ ତାପମାତ୍ରା |,Ambient temperature
ଆମେରିକୀୟ ମାନକ କୋଡ୍ |,American standard code
ଆମ୍ପେର୍,Ampere
ଆମ୍ପେର୍ ମିଟର |,Ampere meter
ବୃଦ୍ଧି,Amplification
Amplfication ଫ୍ୟାକ୍ଟର୍ |,Amplification factor
ଏମ୍ପ୍ଲିଫାୟର୍,Amplifier
ଏମ୍ପ୍ଲିଫାୟର୍ ଲାଭ |,Amplifier gain
ଏମ୍ପ୍ଲିଫାୟର୍ ଶବ୍ଦ |,Amplifier noise
ଯନ୍ତ୍ରପାତି ଯନ୍ତ୍ରପାତି |,Amplifying equipment
କାଲିଷ୍ଟ୍ରନ୍,Amplifying klystron
Amplifying ୟୁନିଟ୍ |,Amplifying unit
ପ୍ରଶସ୍ତତା,Amplitude
ପ୍ରସଙ୍ଗଯୁକ୍ତ ବିକୃତି |,Amplitude distortion
ପ୍ରୟୋଗ ହୋଇଥିବା ଭ୍ରମଣ |,Amplitude excursion
ପ୍ରଶସ୍ତତା ଫ୍ୟାକ୍ଟର୍ |,Amplitude factor
ପ୍ରଶସ୍ତତା ସୀମା,Amplitude limiter
ପ୍ରୟୋଗ ମୋଡ୍ୟୁଲେଟ୍ |,Amplitude modulated
ପ୍ରଶସ୍ତତା ମୋଡ୍ୟୁଲେସନ୍ |,Amplitude modulation
ଆନାଗଲ୍ (ଆନାଗଲ୍),Analog (analogue)
ଆନାଗଲ୍ ସର୍କିଟ୍ |,Analog circuit
ଆନାଗଲ୍ କମ୍ପ୍ୟୁଟର |,Analog computer
ଆନାଗଲ୍ ରେଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି ଚ୍ୟାନେଲ |,Analog radio frequency channel
ଆନାଗଲ୍ ଉପସ୍ଥାପନା |,Analog representation
ଆନାଗଲ୍ ସିଗନାଲ୍ |,Analog signal
ଅନୁରୂପ କରିବାକୁ ଅନୁରୂପ |,Analog to digital
ଡିଜିଟାଲ୍ କନଭର୍ଟର ପାଇଁ ଆନାଗଲ୍ |,Analog to digital converter
ଆନାଗଲ୍ ଭିଡିଓ |,Analog video
ଅନୁରୂପ,Analogous
ଆନାଲୋଜି,Analogy
ବିଶ୍ଳେଷଣ |,Analysis
ତଥ୍ୟର ବିଶ୍ଳେଷଣ |,Analysis of data
ଆନାଲିଟିକାଲ୍ ଘନତା |,Analytical density
ବିଶ୍ଳେଷଣ କର |,Analyze
ଆନିପ୍ରିଣ୍ଟେଜର |,Analyzer
ଅର୍କିଲିଡିଆ ଉପକରଣ |,Ancilliary equipment
ଏବଂ ଫାଟକ,AND Gate
କଲିମିର କୋଣ |,Angle of collimation
ପୋଲାରାଇଜେସନ୍ କୋଣ |,Angle of polarization
ଘୂର୍ଣ୍ଣନର କୋଣ |,Angle of rotation
Agtstom (å),Angstrom (Å)
କୋଣାର୍କ,Angular
କୋଣାର୍କ ତ୍ୱରାନ୍ୱିତ |,Angular acceleration
କୋଣାର୍କ ସମବେଦନା |,Angular co-ordinates
କୋଣାର୍କ ବିବେକ |,Angular deflection
କୋଣାର୍କ ବିପରୀତ |,Angular dispersion
କୋଣାର୍କ ବିସ୍ଥାପନ |,Angular displacement
କୋଣାର୍କ ତ୍ରୁଟି |,Angular error
କୋଣାର୍କ ଫ୍ରିକ୍ୱେନ୍ସି |,Angular frequency
କୋଣାର୍କ ଗତି |,Angular momentum
କୋଣାର୍କ ଗତି,Angular motion
କୋଣାର୍କ ବେଗ |,Angular velocity
ଆନିମେସନ୍,Animation
Anode,Anode
Anodod ବ୍ୟାଟେରୀ |,Anode battery
Andod ବ istic ଶିଷ୍ଟ୍ୟ |,Anode characteristic
ଆନୋଡ ସର୍କିଟ୍ |,Anode circuit
ଆନୁଷ୍ଠାନିକ ଡିସପିଏସନ,Anode dissipation
ଆନୁଷ୍ଠାନିକ ଦକ୍ଷତା |,Anode efficiency
ଆନୁଷ୍ଠାନିକ ଇନପୁଟ୍ ଶକ୍ତି |,Anode input power
ଆନୁଷ୍ଠାନିକ ମୋଡୁଲେସନ୍ |,Anode modulation
ଆଣ୍ଟେନା |,Antenna
ଆଣ୍ଟେନା ବିମ୍ୱିଡଥ୍ |,Antenna beamwidth
ଆଣ୍ଟେନା ବୁଷ୍ଟର୍ |,Antenna booster
ଆଣ୍ଟେନା ପରିବର୍ତ୍ତନକାରୀ ସୁଇଚ୍ |,Antenna changeover switch
ଆଣ୍ଟେନା କୋଇଲ୍ |,Antenna coil
ଆଣ୍ଟେନା ବିନ୍ୟାସ,Antenna configuration
ଆଣ୍ଟେନା କପଟର୍ |,Antenna coupler
ଆଣ୍ଟେନା କ୍ରସ୍ ପୋଲାର୍ ପ୍ୟାଟର୍ |,Antenna cross polar pattern
ଆଣ୍ଟେନା କରେଣ୍ଟ୍ |,Antenna current
ଆଣ୍ଟେନା ପ୍ରତ୍ୟକ୍ଷ ପ୍ରତ୍ୟକ୍ଷ ଲାଭ |,Antenna directivity gain
ଆଣ୍ଟେନା ଡୁପ୍ଲେକ୍ସର |,Antenna duplexer
ଆଣ୍ଟେନା ପ୍ରଭାବଶାଳୀ କ୍ଷେତ୍ର |,Antenna effective area
ଆଣ୍ଟେନା ଦକ୍ଷତା |,Antenna efficiency
ଆଣ୍ଟେନା ଫିଡ୍ |,Antenna feed
ଆଣ୍ଟେନା ପାଦ ପ୍ରିଣ୍ଟ୍ |,Antenna foot print
ଆଣ୍ଟେନା ଲାଭ,Antenna gain
ଆଣ୍ଟେନା ଉଚ୍ଚତା |,Antenna height
ଆଣ୍ଟେନା ପ୍ରତିରକ୍ଷା |,Antenna impedance
ଆଣ୍ଟେନା ଇଣ୍ଡିକାନ୍ସ |,Antenna inductance
ଆଣ୍ଟେନା ପାଟର୍ନ |,Antenna pattern
ଆଣ୍ଟେନା ପ୍ଲେକ୍ସର୍ |,Antenna plexer
ଆଣ୍ଟେନା ପୋଲାରାଇଜେସନ୍ |,Antenna polarization
ଆଣ୍ଟେନା ଶକ୍ତି |,Antenna power
ଆଣ୍ଟେନା ପାୱାର ଲାଭ |,Antenna power gain
ଆଣ୍ଟିନା ବିକିରଣ ପ୍ରତିରୋଧ |,Antenna radiation resistance
ଆଣ୍ଟେନା ପ୍ରତିକ୍ରିୟା |,Antenna reactance
ଆଣ୍ଟେନା ରିଫଲେକ୍ଟର |,Antenna reflector
ଆଣ୍ଟେନା ପ୍ରତିରୋଧ,Antenna resistance
ଆଣ୍ଟେନା ପର୍ଯ୍ୟଟକଗଣ ବିସ୍ତାରିତ ଫ୍ରିକ୍ୱେନ୍ସି |,Antenna resonant frequency
ଆଣ୍ଟେନା ବ୍ୟବଧାନ |,Antenna spacing
ଆଣ୍ଟେନା ସୁଇଚ୍ ରୁମ୍ |,Antenna switching room
ଆଣ୍ଟେନା ଟ୍ୟୁନିଂ କୋଇଲ୍ |,Antenna tuning coil
ଆଣ୍ଟେନା ଟ୍ୟୁନିଂ ହାଟ |,Antenna tuning hut
ଆପେଚର,Aperture
ଆପୋଲେଜ୍,Apogee
ଆପୋଲେ ରକେଟ୍ |,Apogee rocket
ଉପକରଣ,Apparatus
ସ୍ପଷ୍ଟ,Apparent
ଆପଲେଟ୍,Applet
ପ୍ରୟୋଗ,Application
ଆନୁମାନିକ,Approximate
ଜଳପ୍ରବାହକାରୀ ସମାଧାନ |,Aquous solution
ଆର୍କ,Arc
ସ୍ଥାପତ୍ୟ,Architecture
ଶବ୍ଦ ରେକର୍ଡିଂର ଅଭିଲେଖାଗାର ସ୍ଥାନାନ୍ତର |,Archival transfer of sound recording
ଅଭିଲେଖାଗାର,Archives
ଗାଣିତିକ କୋଡିଂ |,Arithmetic coding
ଅର୍ଗର,Armature
ଅରତା ପବନ,Armature winding
ଆରେ,Array
ଆରେଷ୍ଟ୍ରର୍,Arrester
ଆର୍ଟଲେସନ୍,Articulation
କଳାକୃତି (= କଳାକୃତି),Artifact (=artefact)
ଆରୋହଣ,Ascending
ଆନୁମାନିକ ଅନୁପାତ,Aspect ratio
ଏକତ୍ରିତ |,Assembler
ଧାରଣା,Assertion
ଆସାଇନମେଣ୍ଟ,Assignment
ଆସାଇନମେଣ୍ଟ ଚ୍ୟାନେଲ୍ |,Assignment channel
ଅସମାନଗତ,Asymmetrical
ଅସନ୍ତୁଳିତ,Asynchronous
ବାୟୁମଣ୍ଡଳ,Atmosphere
ବାୟୁମଣ୍ଡଳୀୟ କ୍ଷତି |,Atmospheric loss
ବାୟୁମଣ୍ଡଳୀୟ ଶବ୍ଦ |,Atmospheric noise
ବାୟୁମଣ୍ଡଳୀୟ ଚାପ |,Atmospheric pressure
ବାୟୁମଣ୍ଡଳୀୟ ପ୍ରସାର |,Atmospheric propagation
ବାୟୁମଣ୍ଡଳୀୟ ରେଡିଓ-ତରଙ୍ଗ |,Atmospheric radio-wave
ବାୟୁମଣ୍ଡଳ,Atmospherics
ପରମାଣୁ,Atom
ପରମାଣୁ ଗଠନ,Atomic structure
ସଂଲଗ୍ନ,Attachment
ସାଧନ,Attenuation
ଆଟେନେସନ୍ କ୍ଷତି |,Attenuation loss
ଶବ୍ଦ ତରଙ୍ଗର ଆଭିମୁଖ୍ୟ |,Attenuation of sound waves
ଆଟେଟୋଲେଟର୍ |,Attenuator
ଆଟେନୁଏଟର୍-ପ୍ୟାଡ୍ |,Attenuator-pad
ପରିମାପ ସୀମା,Audibility threshold
ମୂଳଦୁଆ,Audible
ଶରଣଯୋଗର ଫ୍ରିକ୍ୱେନ୍ସି |,Audible frequency
ଶ୍ରବଣୀୟ ସ୍ୱର,Audible tone
ଶ୍ରୋଚନା-ସ୍ପେକ୍ଟ୍ରମ୍ |,Audible-spectrum
ଦର୍ଶକ |,Audience
ଅଡିଓ,Audio
ଅଡିଓ ଏମ୍ପ୍ଲିଫାୟର୍ |,Audio amplifier
ଅଡିଓ ଆନାଲିଜର |,Audio analyzer
ଅଡିଓ ପ୍ରସାରଣକାରୀ |,Audio broadcasting
ଅଡିଓ କେବୁଲ୍ |,Audio cable
ଅଡିଓ ଶୃଙ୍ଖଳା,Audio chain
ଅଡିଓ କୋଡେକ,Audio codec
ଅଡିଓ ସଙ୍କୋଚନ |,Audio compression
ଅଡିଓ ସଙ୍କୋଚନ |,Audio compressor
ଅଡିଓ କୋନସୋଲ |,Audio console
ଅଡିଓ ବିକୃତ |,Audio distortion
ଅଡିଓ ଗତିଶୀଳ ପରିସର |,Audio dynamic range
ଅଡିଓ ଫାଇଲ୍ ଫର୍ମାଟ୍ |,Audio file format
ଅଡିଓ ଫ୍ରେମ୍ ଫର୍ମାଟ୍ |,Audio frame format
ଅଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି ଏମ୍ପ୍ଲିଫାୟର୍ |,Audio frequency amplifier
ଅଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି ଜେନେରେଟର |,Audio frequency generator
ଅଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି ରେଞ୍ଜ |,Audio frequency range
ଅଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି ପ୍ରତିକ୍ରିୟା |,Audio frequency response
ଅଡିଓ ସୀମା,Audio limiter
ଅଡିଓ ରେଖା |,Audio line
ଅଡିଓ ମିକ୍ସର୍ |,Audio mixer
ଅଡିଓ ମୋଣ୍ଟୁଲେସନ୍ |,Audio modulation
ଅଡିଓ ଓସକ୍ଲଟର |,Audio oscillator
ଅଡିଓ ଆଉଟପୁଟ୍,Audio output
ଅଡିଓ ଶକ୍ତି |,Audio power
ଅଡିଓ ଗୁଣ,Audio quality
ଅଡିଓ ସଙ୍କେତ,Audio signal
ଅଡିଓ ସଙ୍କେତ ପ୍ରକ୍ରିୟାକରଣ |,Audio signal processing
ଅଡିଓ ସ୍ପେକ୍ଟ୍ରମ୍,Audio spectrum
ଅଡିଓ ଷ୍ଟୋରେଜ୍ |,Audio storage
ଅଡିଓ ସବ୍-କ୍ୟାରିଅର୍ |,Audio sub-carrier
ଅଡିଓ ଟ୍ରାନ୍ସଫର୍ମର |,Audio transformer
ଅଡିଓ ଟ୍ରାନ୍ସମିଟର |,Audio transmitter
ଅଡିଓ / ଭିଡିଓ ସଙ୍କୋଚନ |,Audio/video compression
ଅଡିଓ-ଫ୍ରିକ୍ୱେନ୍ସି ଓସକ୍ଲୁଟର |,Audio-frequency oscillator
ଅଡିଓ-ଫ୍ରିକ୍ୱେନ୍ସି ସିଗ୍ନାଲ୍ |,Audio-frequency signal
ଅଡିଓମେଟ୍ରି |,Audiometry
ଅଡିଓ-ଭିଜୁଆଲ୍ ସାହାଯ୍ୟ |,Audio-visual aid
ଅଡିଟୋରୀ ଧାରଣା |,Auditory perception
ପ୍ରାମାଣିକିକରଣ,Authentication
ପ୍ରାଧିକୃତ ବାହକ ଫ୍ରିକ୍ୱେନ୍ସି |,Authorised carrier frequency
ଅଟୋ କ୍ୟାଡ୍,Auto CAD
ଅଟୋ ଡାଇଗ୍ନୋଷ୍ଟିକ୍ |,Auto diagnostics
ସ୍ୱୟଂଚାଳିତ |,Automatic
ସ୍ୱୟଂଚାଳିତ ନିୟନ୍ତ୍ରଣ |,Automatic control
ସ୍ୱୟଂଚାଳିତ ଚିହ୍ନଟ |,Automatic detection
ସ୍ୱୟଂଚାଳିତ ଯନ୍ତ୍ରପାତି |,Automatic equipment
ସ୍ୱୟଂଚାଳିତ ଫ୍ରିକ୍ୱେନ୍ସି କଣ୍ଟ୍ରୋଲ୍ |,Automatic frequency control
ସ୍ୱୟଂଚାଳିତ ସୀମା |,Automatic limiter
ସ୍ୱୟଂଚାଳିତ ଯନ୍ତ୍ର,Automatic machine
ସ୍ୱୟଂଚାଳିତ ଫାସା ନିୟନ୍ତ୍ରଣ |,Automatic phasae control
ସ୍ୱୟଂଚାଳିତ ଚିତ୍ର ଟ୍ରାନ୍ସମିସନ୍ |,Automatic picture transmission
ସ୍ୱୟଂଚାଳିତ ପ୍ଲେକ୍ |,Automatic playback
ସ୍ୱୟଂଚାଳିତ ଶକ୍ତି ନିୟନ୍ତ୍ରଣ |,Automatic power control
ସ୍ୱୟଂଚାଳିତ ପ୍ରୋଗ୍ରାମିଂ |,Automatic programming
ସ୍ୱୟଂଚାଳିତ ରେକର୍ଡିଂ |,Automatic recording
ସ୍ୱୟଂଚାଳିତ ପୁନ et ସେଟ୍ |,Automatic reset
ସ୍ୱୟଂଚାଳିତ ସଟକଟର୍ ​​|,Automatic shutter
