Malayalam,Bengali
ആസിഡോയിഡ്,অ্যাসিডয়েড
അയോലിയൻ മണ്ണ്,বায়বীয় মাটি
ആകെത്തുകയായുള്ള,সমষ্টি
സമാഹരണം,সমষ্টি
അഗ്രോളജി,কৃষিবিদ্যা
അഗ്രോണമി,কৃষিবিদ্যা
എ-ചക്രവാളം,A- দিগন্ত
Ao-ചക്രവാളം,আও-দিগন্ত
Aoo-ചക്രവാളം,আও-দিগন্ত
മണ്ണിന്റെ വായു ശേഷി,মাটির বায়ু ক্ষমতা
മണ്ണിന്റെ വായു ഉള്ളടക്കം,মাটির বায়ু উপাদান
എയർ പിക്നോമീറ്റർ,এয়ার পিকনোমিটার
അല്ലിറ്റിക് മണ്ണ്,অ্যালিটিক মাটি
എക്കൽ മണ്ണ്,পলিমাটি
ആംഫോളിറ്റോയ്ഡ്,অ্যামফোলাইটয়েড
അനിയോൺ,অ্যানিয়ন
"പ്രത്യക്ഷമായ നിർദ്ദിഷ്ട ഗുരുത്വാകർഷണ വോളിയം ഭാരം അല്ലെങ്കിൽ ബൾക്ക് നിർദ്ദിഷ്ട ഗുരുത്വാകർഷണം,&quot;","আপাত নির্দিষ্ট মাধ্যাকর্ষণ আয়তনের ওজন বা বাল্ক নির্দিষ্ট মাধ্যাকর্ষণ,&quot;"
ആരിസ്,আরিস
അഷ്ലാർ നല്ല കൊത്തുപണി,আশলার সূক্ষ্ম গাঁথনি
ആഷ്ലാർ കൊത്തുപണി,আশলার রাজমিস্ত্রি
അസോണൽ മണ്ണ്,অ্যাজোনাল মাটি
പിന്നണി നടൻ,পেছনের অভিনেতা
പിന്നിലെ കമാനം,পিছনের খিলান
ബാക്ക് ബാൻഡ്,ব্যাক ব্যান্ড
ബാക്ക് ബ്രഷ്,পিছনের ব্রাশ
തിരികെ പരിശോധിക്കുക,ফিরে চেক
ബാക്ക് കൗണ്ടർ,পিছনে কাউন্টার
ബാക്ക് കട്ടിംഗ്,পিছনে কাটা
ബാക്ക് ഡ്രാഫ്റ്റ് ഡാംപർ,ব্যাক ড্রাফ্ট ড্যাম্পার
ബാക്ക് ഡ്രെയിനേജ്,পিছনের ড্রেন
ബാക്ക് ഡ്രോപ്പ്,ব্যাকড্রপ
തിരികെ പൂരിപ്പിക്കുക,ব্যাক ফিল
ബാക്ക് ഫില്ലറ്റ്,ব্যাক ফিললেট
ബാക്ക് ഫ്ലാപ്പ് ഹിഞ്ച്,পিছনে ফ্ল্যাপ কবজা
ബാക്ക് ഫ്ലോ കണക്ഷൻ,পিছনে প্রবাহ সংযোগ
ബാക്ക് ഫ്ലോ പ്രിവന്റർ,পিছনে প্রবাহ প্রতিরোধক
ബാക്ക് ഗേജ്,ব্যাক গেজ
പിന്നിലെ ഗട്ടർ,পিছনে নর্দমা
പിന്നിലെ അടുപ്പ്,পিছনের চুলা
പിന്തുണ,ব্যাকিং
ബാക്കിംഗ് ബോർഡ്,ব্যাকিং বোর্ড
പിന്നിലെ മർദ്ദം,ফিরতি চাপ
ബാക്ക് പ്രോപ്പ്,পিছনে প্রপ
പിന്നാമ്പുറ കാഴ്ച,পিছনের দৃষ্টি
പിൻ വെള്ളം,পিঠের জল
തടസ്സപ്പെടുത്തുക,বিভ্রান্ত
ബാഗ് വർക്ക്,ব্যাগওয়ার্ক
ബാലസ്റ്റ്,ব্যালাস্ট
പന്ത് കളിമണ്ണ്,বল কাদামাটি
ബോൾ കോൺ ക്ലാമ്പ്,বল শঙ্কু বাতা
മുള്ളുകമ്പി,কাঁটাতার
ബാർ നായ,বার কুকুর
ബാർജ് ബോർഡ്,বার্জ বোর্ড
ബേരിയം സൾഫേറ്റ് പരിശോധന,বেরিয়াম সালফেট পরীক্ষা
തടയണ,ব্যারেজ
ബാരറ്റ്,ব্যারেট
അടിസ്ഥാനം,বেস
അടിസ്ഥാന കൈമാറ്റം,বেস বিনিময়
അടിസ്ഥാന ലൈൻ,বেস লাইন
നിലവറ,বেসমেন্ট
ബേസ്മെൻറ് മതിൽ,বেসমেন্ট প্রাচীর
അടിസ്ഥാന പ്ലേറ്റ്,বেস প্লেট
"അടിസ്ഥാന പ്ലേറ്റ്, ക്രമീകരിക്കാവുന്ന","বেস প্লেট, নিয়মিত"
അടിസ്ഥാന സാച്ചുറേഷൻ,বেস স্যাচুরেশন
ബസോയ്ഡ്,বেসয়েড
ബാറ്റ്,ব্যাট
ബാത്ത് ആൻഡ് ഡബ്ല്യുസി,স্নান এবং WC
ബാറ്റർ കുറ്റി,ব্যাটার পেগ
ബാറ്റർ പിയർ,ব্যাটার পিয়ার
ബാറ്റർ ഭരണം,ব্যাটারের নিয়ম
ബോൾക്ക് (ബാക്ക്),বাল্ক (বাল্ক)
ബേ,বে
ചുമക്കുന്നയാൾ,বহনকারী
വഹിക്കാനുള്ള ശേഷി,ভারবহন ক্ষমতা
ബെയറിംഗ് പൈൽ,ভারবহন গাদা
ബെയറിംഗ് സ്ട്രാറ്റം,ভারবহন স্তর
കിടക്ക,বিছানা
ബെഡ്ഡിംഗ് വിമാനം,বেডিং প্লেন
കിടക്ക ജോയിന്റ്,বেড জয়েন্ট
കിടക്ക പാറ,বিছানা শিলা
കിടപ്പുമുറി,শয়নকক্ষ
തേനീച്ചമെഴുകിൽ,মোম
മണി പെട്ടി,বেল বক্স
ബെല്ലിംഗ് ബക്കറ്റ്,বেলিং বালতি
ബെല്ലോഫ്രം,বেলোফ্রাম
ബെഞ്ച് ചെയ്ത അടിത്തറ,বেঞ্চড ফাউন্ডেশন
ബെഞ്ചിംഗ്,বেঞ্চিং
ബെഞ്ച് മാർക്ക്,মাপকাঠি
ആനുകൂല്യ ചെലവ് വിശകലനം,বেনিফিট খরচ বিশ্লেষণ
ബെർം,বারম
ബെവൽഡ് ക്ലോഷർ,বেভেলড ক্লোজার
"ബി-ചക്രവാളം,&quot;ബി-","বি-দিগন্ত,&quot;বি-"
ബിയാറ്റ്,বিয়াট
ബൈൻഡർ,বাইন্ডার
ബൈൻഡിംഗ് മെറ്റീരിയൽ,বাঁধাই উপাদান
ബയോട്ടിന്റെ സിദ്ധാന്തം,বায়োটের তত্ত্ব
ബിറ്റുമെൻ,বিটুমেন
കറുത്ത പരുത്തി മണ്ണ്,কালো তুলার মাটি
കറുത്ത ഭൂമി,কালো পৃথিবী
കറുത്ത ടർഫ് മണ്ണ്,কালো টার্ফ মাটি
ബ്ലേഡ്,ব্লেড
ബ്ലാസ്റ്റ് ഫർണസ് സ്ലാഗ് സിമന്റ്,ব্লাস্ট ফার্নেস স্ল্যাগ সিমেন্ট
ബ്ലോക്കി ഘടന,অবরুদ্ধ কাঠামো
ബോഗി പ്രതിരോധം,বগি প্রতিরোধ
ബോഗ്-ഇരുമ്പ് അയിര്,বগ-লোহা আকরিক
ബോണ്ട്,বন্ধন
ബന്ധിത അംഗം,বন্ডেড সদস্য
ബോണ്ടഡ് പോസ്റ്റ് ടെൻഷനിംഗ്,বন্ধন পোস্ট উত্তেজনা
ബോണ്ട് കല്ല്,বন্ড পাথর
കെട്ടിയ വെള്ളം,আবদ্ধ জল
ബോക്സ് ഗട്ടർ,বক্স নর্দমা
ബ്രേസ്,বন্ধনী
ബ്രിക്ക്-ഓൺ-എഡ്ജ്,ইট-অন-এজ
കടിഞ്ഞാൺ,লাগাম
തെളിച്ചം,উজ্জ্বলতা
തവിട്ട് മണ്ണ്,বাদামী মাটি
കെട്ടിടം,বিল্ডিং
ബിൽഡിംഗ് സർവേയർ,বিল্ডিং সার্ভেয়ার
ബഫർ,বাফার
ബഫർ കർവ്,বাফার বক্ররেখা
ബഫറിംഗ്,বাফারিং
ബഫറിംഗ് ശേഷി,বাফার ক্ষমতা
ബണ്ടർ,বান্দর
ബട്രസ്,বাট্রেস
സി-ചക്രവാളം,সি-দিগন্ত
കേബിൾ,তারের
കേബിൾ മോൾഡിംഗ്,তারের ছাঁচনির্মাণ
കേബിളിംഗ്,ক্যাবলিং
ചെറിയമുറി,কেবিন
ക്യാബിൻ ഹുക്ക്,কেবিন হুক
കാബിനറ്റ്,মন্ত্রিসভা
കാബോൾട്ട് ഉപേക്ഷിച്ചു,ক্যাবল্টের পদত্যাগ
കഫറ്റീരിയ,ক্যাফেটারিয়া
കൂട്ടിൽ,খাঁচা
കൂട് നിർമ്മാണം,খাঁচা নির্মাণ
കയീൻ ഫോർമുല,কেইনের সূত্র
കൈസൺ,কাইসন
കെയ്സൺ രോഗം,ক্যাসন রোগ
കൈസൺ ഫൗണ്ടേഷൻ,ক্যাসন ফাউন্ডেশন
കൈസൺ ചിത,Caisson pile
കാൽക്കറിയസ് ഇഷ്ടിക,চুনযুক্ত ইট
സുഷിരമുള്ള കളിമണ്ണ്,চুনযুক্ত কাদামাটি
സുഷിരമുള്ള പുറംതോട്,চুনযুক্ত ভূত্বক
കാൽസിഫിക്കേഷൻ,ক্যালসিফিকেশন
കാൽസിനേഷൻ,ক্যালসিনেশন
കാൽസൈൻ,ক্যালসিন
കാൽസൈറ്റ്,ক্যালসাইট
കാൽസ്യം-അലുമിനേറ്റ് സിമന്റ്,ক্যালসিয়াম-অ্যালুমিনেট সিমেন্ট
കാൽസ്യം-സിലിക്കേറ്റ് ഇഷ്ടിക,ক্যালসিয়াম-সিলিকেট ইট
കാൽസ്യം-സിലിക്കേറ്റ് ഹൈഡ്രേറ്റ്,ক্যালসিয়াম-সিলিকেট হাইড্রেট
കാലിച്ചെ,ক্যালিছে
കാലിഫോർണിയ ബെയറിംഗ് റേഷ്യോ,ক্যালিফোর্নিয়া ভারবহন অনুপাত
കാലിപ്പർ,ক্যালিপার
കലോറിമീറ്റർ,ক্যালোরিমিটার
കാംബർ,ক্যাম্বার
കനാൽ,খাল
മേലാപ്പ്,ক্যানোপি
കാന്റിലിവർ ഫൂട്ടിംഗ്,ক্যান্টিলিভার ফুটিং
തൊപ്പി,ক্যাপ
ശേഷി,ক্ষমতা
എയിൽ ട്രാക്കിന്റെ ശേഷി,আইল ট্র্যাকের ক্ষমতা
തൊപ്പി കേബിൾ,ক্যাপ তারের
കാപ്പിലാരിറ്റി,কৈশিকতা
കാപ്പിലറി ബ്രേക്ക്,কৈশিক বিরতি
കാപ്പിലറി ഒഴുക്ക്,কৈশিক প্রবাহ
കാപ്പിലറി ഈർപ്പം അല്ലെങ്കിൽ കാപ്പിലറി വെള്ളം,কৈশিক আর্দ্রতা বা কৈশিক জল
കാപ്പിലറി പോർ സ്പേസ്,কৈশিক ছিদ্র স্থান
കാപ്പിലറി പൊറോസിറ്റി,কৈশিক ছিদ্র
കാപ്പിലറി സ്പേസ്,কৈশিক স্থান
ക്യാപ്‌ചർ വേഗത,ক্যাপচার বেগ
കാർബണേഷൻ,কার্বনেশন
കാർബൺ കറുപ്പ്,কার্বন কালো
കാസ്റ്റ്ബിൾ റിഫ്രാക്റ്ററി,কাস্টবল অবাধ্য
കാസ്റ്റ്-ഇൻ-പ്ലേസ് അല്ലെങ്കിൽ കാസ്റ്റ്-ഇൻ-സിറ്റു,কাস্ট-ইন-প্লেস বা কাস্ট-ইন-সিটু
കാസ്റ്റ്-ഇൻ-പ്ലേസ് പൈൽ,কাস্ট-ইন-প্লেস গাদা
ജാതി,ক্যাস্টর
എറിയുന്ന കല്ല്,ঢালাই পাথর
കാറ്റലിസ്റ്റ്,প্রভাবক
കാറ്റെന,ক্যাটেনা
പൂച്ച മുഖം,বিড়ালের মুখ
പൂച്ചയുടെ തല,বিড়ালের মাথা
കാറ്റേഷൻ,ক্যাটান
പൂച്ച നടത്തം,বিড়াল হাঁটা
കാവിറ്റേഷൻ കേടുപാടുകൾ,গহ্বরের ক্ষতি
സെലൈറ്റ്,সেলাইট
സെല്ലുലാർ കോൺക്രീറ്റ്,সেলুলার কংক্রিট
സെല്ലുലാർ നിർമ്മാണം,সেলুলার নির্মাণ
സിമന്റ്,সিমেন্ট
"സിമന്റ്, ബിറ്റുമിനസ്","সিমেন্ট, বিটুমিনাস"
"സിമന്റ്, ഉയർന്ന ശക്തി","সিমেন্ট, উচ্চ শক্তি"
"സിമന്റ്, ഹൈഡ്രോളിക്","সিমেন্ট, জলবাহী"
"സിമന്റ്, കുറഞ്ഞ ചൂട്","সিমেন্ট, কম তাপ"
"സിമന്റ്, കൊത്തുപണി","সিমেন্ট, রাজমিস্ত্রি"
"സിമന്റ്, പ്രകൃതി","সিমেন্ট, প্রাকৃতিক"
"സിമന്റ്, പോർട്ട്ലാൻഡ്","সিমেন্ট, পোর্টল্যান্ড"
"സിമന്റ്, പോർട്ട്ലാൻഡ് ബ്ലാസ്റ്റ് ഫർണസ് സ്ലാഗ്","সিমেন্ট, পোর্টল্যান্ড ব্লাস্ট ফার্নেস স্ল্যাগ"
"സിമന്റ്, പോർട്ട്ലാൻഡ് പോസോളാൻ","সিমেন্ট, পোর্টল্যান্ড পোজোলান"
"സിമന്റ്, സ്ലാഗ്","সিমেন্ট, স্ল্যাগ"
"സിമന്റ്, സൾഫേറ്റ് പ്രതിരോധം","সিমেন্ট, সালফেট প্রতিরোধী"
"സിമന്റ്, സൂപ്പർ സൾഫേറ്റ്","সিমেন্ট, সুপার সালফেটেড"
"സിമന്റ്, വെള്ള","সিমেন্ট, সাদা"
സിമന്റ്-അഗ്രഗേറ്റ് അനുപാതം,সিমেন্ট-সমষ্টি অনুপাত
സിമന്റ് ഉള്ളടക്കം,সিমেন্ট সামগ্রী
സിമന്റ് ജെൽ,সিমেন্ট জেল
സിമന്റ് തോക്ക്,সিমেন্টের বন্দুক
സിമന്റ് ചൂള,সিমেন্টের ভাটা
സിമന്റ് പെയിന്റ്,সিমেন্ট পেইন্ট
സിമന്റ് പ്ലാസ്റ്റർ,সিমেন্ট প্লাস্টার
സിമന്റ് പാറ,সিমেন্ট শিলা
സിമന്റ് സ്ലറി,সিমেন্ট স্লারি
സിമന്റ് സംഭരണം,সিমেন্ট স্টোরেজ
സിമന്റേഷൻ പ്രക്രിയ,সিমেন্টেশন প্রক্রিয়া
കേന്ദ്രീകരിക്കുന്നു,কেন্দ্রীভূত করা
കേന്ദ്രീകരിക്കലും ഷട്ടറിംഗും,সেন্টারিং এবং শাটারিং
സെൻട്രൽ മിക്സഡ് കോൺക്രീറ്റ്,কেন্দ্রীয় মিশ্র কংক্রিট
സെൻട്രൽ മിക്സർ,কেন্দ্রীয় মিশুক
അപകേന്ദ്ര ഫാൻ,কেন্দ্রাতিগ পাখা
ചോക്ക്,চক
ചാംഫർ,চেম্ফার
ചേംഫർ സ്ട്രിപ്പ്,চেম্ফার ফালা
ചാനൽ ബീം,চ্যানেল বিম
സ്വഭാവസവിശേഷത ലോഡ്,চরিত্রগত লোড
സ്വഭാവ ശക്തി,চারিত্রিক শক্তি
ചാർജ്ജ് ഓഫ്,বন্ধ চার্জ
ചാർജിംഗ്,চার্জিং
പരിശോധിക്കുന്നു,চেক করা হচ্ছে
കെമിക്കൽ ബോണ്ട്,রাসায়নিক বন্ধন
ചെർനോസെം,চেরনোজেম
ചെസ്റ്റ്നട്ട് മണ്ണ്,চেস্টনাট মাটি
ചിമ്മിനി ഗട്ടർ,চিমনি নর্দমা
ചിപ്പ് ബോർഡ്,চিপ বোর্ড
ചിപ്പിംഗ്,চিপিং
ചിപ്സ്,চিপস
ചട്ടി,চুট
ക്ലാസ് (കോൺക്രീറ്റ്),শ্রেণী (কংক্রিটের)
കളിമണ്ണ്,কাদামাটি
കളിമൺ ഉള്ളടക്കം,কাদামাটি বিষয়বস্তু
കളിമൺ പാൻ,মাটির প্যান
പൂർണമായി കാലിയാക്കുക,পরিস্কার করা
ക്ലീനപ്പ്,পরিষ্কার কর
ക്ലീറ്റ്,ক্লিট
ക്ലിങ്കർ,ক্লিঙ্কার
ക്ലിപ്പ്,ক্লিপ
കട്ടപിടിക്കൽ,জমাট বাঁধা
നാടൻ മൊത്തത്തിലുള്ളത്,মোটা সমষ্টি
പരുക്കൻ ധാന്യമുള്ള മണ്ണ്,মোটা দানাদার মাটি
കോട്ട്,কোট
കോഫർ ഡാം,কফার বাঁধ
ഒത്തുചേരൽ,সংহতি
കൊളോയിഡ്,কলয়েড
കൊളോയ്ഡൽ ഈർപ്പം തുല്യ അനുപാതം,কোলয়েডাল আর্দ্রতা সমতুল্য অনুপাত
കൊളോയ്ഡൽ സിസ്റ്റം,কলয়েডাল সিস্টেম
കൊളുവിയൽ മണ്ണ്,কোলুভিয়াল মাটি
കോളം,কলাম
കോമ്പഡ് ഫിനിഷ്,কম্বড ফিনিস
സംയോജിത കാൽപ്പാദം,সম্মিলিত পাদদেশ
സംയോജിത വെള്ളം,মিলিত জল
പൊതു മുറി,বৈঠকখানা
പൂർത്തീകരണ സർട്ടിഫിക്കറ്റ്,সমাপনী সনদ
ഘടകം ചതുരം,উপাদান বর্গক্ষেত্র
കോൺക്രീറ്റ്,কংক্রিট
കോൺക്രീഷൻ,কংক্রিশন
ഏകീകൃത നിരക്ക്/ഫ്ലാറ്റ് നിരക്ക്,একত্রিত হার/সমতল হার
മലിനീകരണം,দূষক
ആൽക്കോട്ട് പാചകം ചെയ്യുന്നു,আলকোভ রান্না করা
നേരിടുകയാണ്,মোকাবিলা করা
കോർബെൽ,করবেল
കോർണിസ്,কার্নিস
കപ്ലർ,কাপলার
"കപ്ലർ, ഇരട്ട","যুগল, দ্বিগুণ"
"കപ്ലർ, പുട്ട്ലോഗ്","কাপলার, পুটলগ"
"കപ്ലർ, സ്വിവൽ","কাপলার, সুইভেল"
കോഴ്സ്,কোর্স
ക്രമരഹിതമായ അവശിഷ്ടങ്ങൾ കൊത്തുപണികൾ,র্যান্ডম ধ্বংসস্তূপ রাজমিস্ত্রি কোর্স করা
മൂടിയ പ്രദേശം,ঢাকা এলাকা
ഇഴയുക,হামাগুড়ি
ക്രീപ്പ് കോഫിഫിഷ്യന്റ്,ক্রীপ সহগ
ക്രോട്ടോവിൻ,ক্রোটোভাইন
കാക്ക കാൽ,কাকের পা
നുറുക്കിന്റെ ഘടന,চূর্ণবিচূর্ণ গঠন
കർബ്,প্রতিবন্ধক
നിലവിലുള്ളത്,কারেন্ট
വക്ര പ്രതിരോധം,বক্ররেখা প্রতিরোধের
ഈർപ്പം പ്രൂഫ് കോഴ്സ്,স্যাঁতসেঁতে প্রুফ কোর্স
പൂർത്തിയാക്കിയ തീയതി,সমাপ্তির তারিখ
ഡെഡ് ലോഡ്,মৃত লোড
ചത്ത വെള്ളം,মরা জল
ഡെസിബെൽ,ডেসিবেল
ഡിഫ്ലോക്കുലേഷൻ,ডিফ্লোকুলেশন
വായുസഞ്ചാരത്തിന്റെ ഡിഗ്രി അല്ലെങ്കിൽ എയർ സ്പേസ് അനുപാതം,বায়ুচলাচল বা বায়ু স্থান অনুপাত ডিগ্রী
അഗ്രഗേഷൻ ബിരുദം,সমষ্টির ডিগ্রি
വ്യാപനത്തിന്റെ അളവ്,বিচ্ছুরণ ডিগ্রী
സാച്ചുറേഷൻ ഡിഗ്രി,স্যাচুরেশন ডিগ্রী
സാന്ദ്രത,ঘনত্ব
മരുഭൂമിയിലെ നടപ്പാത,মরুভূমির ফুটপাথ
മരുഭൂമിയിലെ മണ്ണ്,মরুভূমির মাটি
വിശദാംശങ്ങൾ,বিস্তারিত
വികസന കാലയളവ്,উন্নয়নের সময়কাল
ഡി-ചക്രവാളം,ডি-দিগন্ত
ഡയഗണൽ ബോണ്ട്,তির্যক বন্ধন
ഡയഗ്രം,ডায়াগ্রাম
ഡിജിറ്റൽ ഡോക്ക്,ডিজিটাল ডক
വ്യത്യസ്ത ജലനിരക്ക്,পার্থক্য জলের হার
ഡില്യൂഷൻ വെന്റിലേഷൻ,পাতলা বায়ুচলাচল
ഡിലുവിയം,ডিলুভিয়াম
ഡൈനിംഗ് റൂം,খাবার কক্ষ
ദിശ കുറ്റി,দিকনির্দেশনা পেগ
വിസരണം,বিচ্ছুরণ
ഡിസ്റ്റെമ്പർ,ডিস্টেম্পার
മുറിവാല്,ডক
വാതിൽ,দরজা
ഡോർമർ,ডর্মার
ഡോർമർ പരിശോധന,ডর্মার চেক
ഇരട്ട ഫ്ലെമിഷ് ബോണ്ട്,ডাবল ফ্লেমিশ বন্ড
ഇരട്ട പാളി,ডবল লেয়ার
ഡോവൽ,দোয়েল
വരക്കാനുള്ള ബോർഡ്,অঙ্কন বোর্ড
സന്ദര്ശകമുറി,বৈঠকখানা
ഡ്രിഫ്റ്റ്,প্রবাহ
ഉണങ്ങിയ ബൾബ് താപനില,শুকনো বাল্বের তাপমাত্রা
ഡ്രൈ ഡോക്ക്,শুকনো ডক
ഉണങ്ങിയ റബ്ബർ കൊത്തുപണി,শুকনো রাবার রাজমিস্ত্রি
ഡച്ച് ബോണ്ട്,ডাচ বন্ড
കുള്ളൻ മതിൽ,বামন প্রাচীর
പാർപ്പിട യൂണിറ്റ്,বাস ইউনিট
ഈവ്,ইভ
ഈവ്സ് ഗട്ടർ,ইভস নর্দমা
സാമ്പത്തിക സാധ്യത,অর্থনৈতিক সম্ভাব্যতা
എക്ടോഡൈനാമോർഫിക് മണ്ണ്,এক্টোডাইনামরফিক মাটি
എഡ്ഡി,এডি
ഫലപ്രദമായ വലിപ്പം,কার্যকরী আকার
പുഷ്പം,প্রস্ফুটিত
മലിനജലം,বর্জ্য
ഉയരത്തിലുമുള്ള,উচ্চতা
എലുവിയേഷൻ,ইলুভিয়েশন
എലൂവിയം,এলুভিয়াম
എൻഡോഡൈനാമോർഫിക് മണ്ണ്,এন্ডোডাইনামরফিক মাটি
എഞ്ചിനീയറിംഗ് സാധ്യത,ইঞ্জিনিয়ারিং সম্ভাব্যতা
ഇംഗ്ലീഷ് ബോണ്ട്,ইংরেজি বন্ড
ഇംഗ്ലീഷ് ഗാർഡൻ വാൾ ബോണ്ട്,ইংরেজি বাগান প্রাচীর বন্ধন
"EPM (ഒരു ദശലക്ഷത്തിന് തുല്യം),&quot;","EPM (প্রতি মিলিয়নের সমতুল্য),&quot;"
തുല്യ ഭാരം,সমান ওজন
ഉദാ,অর্গ
കൈമാറ്റം ചെയ്യാവുന്നത്,বিনিময়যোগ্য
കൈമാറ്റം ചെയ്യാവുന്ന അസിഡിറ്റി,বিনিময়যোগ্য অম্লতা
കൈമാറ്റം ചെയ്യാവുന്ന സോഡിയം ശതമാനം (ESP),বিনিময়যোগ্য সোডিয়াম শতাংশ (ESP)
ഇ.എസ്.പി.,ই এস পি
അസിഡിറ്റി കൈമാറ്റം ചെയ്യുക,এক্সচেঞ্জ অ্যাসিডিটি
എക്സ്ചേഞ്ച് കോംപ്ലക്സ്,এক্সচেঞ্জ কমপ্লেক্স
എക്സോസ്റ്റ്,নিষ্কাশন
തുറന്ന ഫിനിഷ്,উন্মুক্ত ফিনিস
കണ്ണ്,আই
കണ് പുരികം,ভুরু
അഭിമുഖീകരിക്കുന്നു,সম্মুখ
ഫേസിംഗ് ബോണ്ട്,বন্ড সম্মুখীন
സുരക്ഷാ ഘടകം,নিরাপত্তার ফ্যাক্টর
വീഴ്ച,পতন
ഫേഷ്യ,ফেসিয়া
ഫേഷ്യൽ ബോർഡ്,ফেসিয়া বোর্ড
തെറ്റ്,দোষ
വയലിലെ ഈർപ്പം,মাঠের আর্দ্রতা
അന്തിമ ഈർപ്പം തുല്യമാണ്,চূড়ান্ত আর্দ্রতা সমতুল্য
ഫില്ലറ്റ് (മോർട്ടാർ),ফিলেট (মর্টার)
ഫൈനൽ,চূড়ান্ত
അന്തിമ അളവ്,চূড়ান্ত পরিমাপ
അന്തിമ പേയ്മെന്റ്q,চূড়ান্ত অর্থপ্রদান
ഫൈനൽ പ്രീ-സ്ട്രെസ്,চূড়ান্ত প্রাক চাপ
അവസാന പിരിമുറുക്കം,চূড়ান্ত উত্তেজনা
സാമ്പത്തിക സാധ്യത,আর্থিক সম্ভাব্যতা
ഫൈൻ അഗ്രഗേറ്റ്,সূক্ষ্ম সমষ্টি
പിളർന്ന പാറ,ফিসার্ড শিলা
പതാക കല്ല്,পতাকা পাথর
ഫ്ലെമിഷ് ബോണ്ട്,ফ্লেমিশ বন্ড
മിന്നുന്നു,ঝলকানি
മിന്നുന്ന പ്രവാഹം,চটকদার স্রোত
പരന്ന മേൽക്കൂര,সমতল ছাদ
ഫ്ലെഷെ,ফ্লেচে
ഫ്ലെമിഷ് ഗാർഡൻ വാൾ ബോണ്ട്,ফ্লেমিশ গার্ডেন ওয়াল বন্ড
ഫ്ലിന്റ്,চকমকি
ഫ്ലിന്റ് മതിൽ,চকমকি দেয়াল
ഫ്ലോട്ടിംഗ് ഫ്ലോർ,ভাসমান মেঝে
ഫ്ലോക്കുലേഷൻ,ফ্লোকুলেশন
ഫ്ലോക്കുലേഷൻ പരിധി,ফ্লোকুলেশন সীমা
ഫ്ലോക്കുലേഷൻ അനുപാതം,ফ্লোকুলেশন অনুপাত
ഫ്ലോക്കുളുകൾ,ফ্লোকুলস
തറ,মেঝে
ഫ്ലോർ സീൽ,মেঝে সিল
ഒഴുക്ക്,প্রবাহ
ഏറ്റക്കുറച്ചിലുകൾ,ওঠানামা
കാൽനടയായി,ফুটিং
ഫൗണ്ടേഷൻ,ফাউন্ডেশন
ഫ്രീ ഫാൾ ബാരോ ടോപ്പിംഗ് മിക്സർ,ফ্রি ফল ব্যারো টপিং মিক্সার
ഫ്രീ ഫാൾ മിക്സർ (ഡ്രം തരം),ফ্রি ফল মিক্সার (ড্রাম টাইপ)
സ്വതന്ത്ര കല്ല്,বিনামূল্যে পাথর
ഫ്രെഷെറ്റ്,ফ্রেশেট
ഘർഷണ കൂമ്പാരം,ঘর্ষণ গাদা
