Punjabi,Assamese
ਐਸਿਡੌਇਡ,এচিড’ইড
ਏਓਲੀਅਨ ਮਿੱਟੀ,ইঅ’লিয়ান মাটি
ਕੁੱਲ,গোট খোৱা
ਐਗਰੀਗੇਸ਼ਨ,সংগ্ৰহ
ਖੇਤੀ ਵਿਗਿਆਨ,কৃষি বিজ্ঞান
ਖੇਤੀ ਵਿਗਿਆਨ,কৃষি বিজ্ঞান
ਏ-ਹੋਰੀਜ਼ਨ,এ-দিগন্ত
ਆਉ-ਦਿਮਾਗ,আও-দিগন্ত
ਆਉ—ਅੰਦਾਜ਼,আও-দিগন্ত
ਮਿੱਟੀ ਦੀ ਹਵਾ ਦੀ ਸਮਰੱਥਾ,মাটিৰ বায়ু ক্ষমতা
ਮਿੱਟੀ ਦੀ ਹਵਾ ਸਮੱਗਰੀ,মাটিৰ বায়ুৰ পৰিমাণ
ਏਅਰ ਪਿਕਨੋਮੀਟਰ,এয়াৰ পিকনোমিটাৰ
ਐਲੀਟਿਕ ਮਿੱਟੀ,এলিটিক মাটি
ਐਲਵੀਅਲ ਮਿੱਟੀ,জলজ মাটি
ਐਮਫੋਲੀਟੋਇਡ,এম্ফোলাইট’ইড
ਐਨੀਅਨ,এনিয়ন
"ਸਪੱਸ਼ਟ ਖਾਸ ਗਰੈਵਿਟੀ ਵਾਲੀਅਮ ਭਾਰ ਜਾਂ ਬਲਕ ਖਾਸ ਗਰੈਵਿਟੀ,&quot;","আপাত নিৰ্দিষ্ট মাধ্যাকৰ্ষণৰ আয়তনৰ ওজন বা বাল্ক নিৰ্দিষ্ট মাধ্যাকৰ্ষণ,&quot;"
ਅਰਿਸ,আৰিছ
ਐਸ਼ਲਰ ਵਧੀਆ ਚਿਣਾਈ,আছলাৰ মিহি শিলৰ কাম
ਐਸ਼ਲਰ ਚਿਣਾਈ,আছলাৰ শিলৰ কাম
ਅਜੋਨਲ ਮਿੱਟੀ,এজ’নেল মাটি
ਪਿਛਲਾ ਅਦਾਕਾਰ,পিঠিৰ অভিনেতা
ਪਿਛਲਾ arch,পিছফালৰ খোলা
ਬੈਕ ਬੈਂਡ,বেক বেণ্ড
ਪਿੱਛੇ ਬੁਰਸ਼,পিছফালৰ ব্ৰাছ
ਵਾਪਸ ਜਾਂਚ,বেক চেক
ਪਿੱਛੇ ਕਾਊਂਟਰ,বেক কাউণ্টাৰ
ਵਾਪਸ ਕੱਟਣਾ,পিঠি কাটি থকা
ਬੈਕ ਡਰਾਫਟ ਡੈਂਪਰ,বেক ড্ৰাফ্ট ডেম্পাৰ
ਬੈਕ ਡਰੇਨ,বেক ড্ৰেইন
ਬੈਕ ਡਰਾਪ,বেক ড্ৰপ
ਵਾਪਸ ਭਰੋ,বেক ফিল
ਬੈਕ ਫਿਲਲੇਟ,পিছফালৰ ফিলেট
ਬੈਕ ਫਲੈਪ ਹਿੰਗ,বেক ফ্লেপ হিঞ্জ
ਵਾਪਸ ਵਹਾਅ ਕੁਨੈਕਸ਼ਨ,বেক ফ্ল&#39; সংযোগ
ਬੈਕ ਵਹਾਅ ਰੋਕਣ ਵਾਲਾ,বেক ফ্ল’ প্ৰিভেণ্টাৰ
ਬੈਕ ਗੇਜ,বেক গেজ
ਪਿਛਲਾ ਗਟਰ,পিছফালৰ নালা
ਪਿਛਲਾ ਚੁੱਲ੍ਹਾ,পিছফালৰ অগ্নিকুণ্ড
ਬੈਕਿੰਗ,বেকিং
ਬੈਕਿੰਗ ਬੋਰਡ,বেকিং বৰ্ড
ਪਿੱਠ ਦਾ ਦਬਾਅ,পিঠিৰ চাপ
ਬੈਕ ਪ੍ਰੋਪ,বেক প্ৰপ
ਪਿੱਛੇ ਦੀ ਨਜ਼ਰ,পিছফালৰ দৃষ্টি
ਵਾਪਸ ਪਾਣੀ,পিছফালৰ পানী
ਘਬਰਾਹਟ,বেফেল
ਬੈਗਵਰਕ,বেগৱৰ্ক
ਬੈਲਸਟ,বেলেষ্ট
ਬਾਲ ਮਿੱਟੀ,বল মাটি
ਬਾਲ ਕੋਨ ਕਲੈਂਪ,বল কন ক্লেম্প
ਕੰਡਿਆਲੀ ਤਾਰ,কাঁইটীয়া তাঁৰ
ਬਾਰ ਕੁੱਤਾ,বাৰ কুকুৰ
ਬਾਰਜ ਬੋਰਡ,বাৰ্জ বৰ্ড
ਬੇਰੀਅਮ ਸਲਫੇਟ ਟੈਸਟ,বেৰিয়াম ছালফেট পৰীক্ষা
ਬੈਰਾਜ,বেৰেজ
ਬੈਰੇਟ,বেৰেট
ਅਧਾਰ,ভেঁটি
ਬੇਸ ਐਕਸਚੇਂਜ,ভিত্তি বিনিময়
ਬੇਸ ਲਾਈਨ,ভিত্তি লাইন
ਬੇਸਮੈਂਟ,বেছমেণ্ট
ਬੇਸਮੈਂਟ ਦੀ ਕੰਧ,বেছমেণ্টৰ দেৱাল
ਬੇਸ ਪਲੇਟ,বেচ প্লেট
"ਬੇਸ ਪਲੇਟ, ਅਨੁਕੂਲ","বেচ প্লেট, নিয়ন্ত্ৰণযোগ্য"
ਬੇਸ ਸੰਤ੍ਰਿਪਤਾ,ভিত্তি পৰিপূৰকতা
ਬੇਸੌਇਡ,বেছ’ইড
ਬੱਲਾ,বেট
ਇਸ਼ਨਾਨ ਅਤੇ ਡਬਲਯੂ.ਸੀ,বাথ আৰু ডব্লিউ চি
ਬੈਟਰ ਪੈਗ,বেটাৰ পেগ
ਬੈਟਰ ਪੀਅਰ,বেটাৰ ঘাট
ਬੈਟਰ ਨਿਯਮ,বেটাৰৰ নিয়ম
ਬਾਲਕ (ਬਾਲਕ),Baulk (বালক)
ਬੇ,উপসাগৰ
ਧਾਰਕ,বাহক
ਬੇਅਰਿੰਗ ਸਮਰੱਥਾ,বহন ক্ষমতা
ਬੇਅਰਿੰਗ ਪਾਇਲ,বেয়াৰিং পাইল
ਬੇਅਰਿੰਗ ਸਟ੍ਰੈਟਮ,বহন স্তৰ
ਬਿਸਤਰਾ,বিছনা
ਬਿਸਤਰੇ ਦਾ ਜਹਾਜ਼,বিচনাৰ বিমান
ਬਿਸਤਰਾ ਜੋੜ,বিচনাৰ সংযোগ
ਬੈੱਡ ਰੌਕ,বিচনাৰ শিল
ਬੈੱਡ ਰੂਮ,শোৱনি কোঠা
ਮੋਮ,মৌমাখিৰ মোম
ਘੰਟੀ ਬਾਕਸ,বেল বাকচ
ਘੰਟੀ ਵਾਲੀ ਬਾਲਟੀ,বেলিং বাল্টি
ਬੇਲੋਫ੍ਰਾਮ,বেলোফ্ৰেম
ਬੈਂਚਡ ਫਾਊਂਡੇਸ਼ਨ,বেঞ্চযুক্ত ভেটি
ਬੈਂਚਿੰਗ,বেঞ্চিং কৰা
ਬੇਂਚਮਾਰਕ,বেঞ্চ মাৰ্ক
ਲਾਭ ਲਾਗਤ ਵਿਸ਼ਲੇਸ਼ਣ,লাভৰ খৰচ বিশ্লেষণ
ਬਰਮ,বাৰ্ম
Bevelled ਬੰਦ,বেভেলড বন্ধ
"ਬੀ-ਹੋਰੀਜ਼ਨ,&quot;ਬੀ-","খ-দিগন্ত,&quot;খ-"
ਬਾਇਟ,বিয়াত
ਬਿੰਦਰ,বাইণ্ডাৰ
ਬਾਈਡਿੰਗ ਸਮੱਗਰੀ,বান্ধি ৰখা সামগ্ৰী
ਬਾਇਓਟ ਦਾ ਸਿਧਾਂਤ,বায়টৰ তত্ত্ব
ਬਿਟੂਮਨ,বিটুমিন
ਕਾਲੀ ਕਪਾਹ ਦੀ ਮਿੱਟੀ,ক’লা কপাহী মাটি
ਕਾਲੀ ਧਰਤੀ,ক&#39;লা পৃথিৱী
ਕਾਲੀ ਮੈਦਾਨ ਵਾਲੀ ਮਿੱਟੀ,ক’লা টাৰ্ফ মাটি
ਬਲੇਡ,ব্লেড
ਬਲਾਸਟ ਫਰਨੇਸ ਸਲੈਗ ਸੀਮਿੰਟ,ব্লাষ্ট ফাৰ্নেচ স্লেগ চিমেণ্ট
ਬਲਾਕੀ ਬਣਤਰ,ব্লকযুক্ত গঠন
ਬੋਗੀ ਪ੍ਰਤੀਰੋਧ,বগী প্ৰতিৰোধ
ਬੋਗ-ਲੋਹੇ ਦਾ ਧਾਤ,বোগ-লোহাৰ অক্সাইড
ਬਾਂਡ,বান্ধোন
ਬੰਧੂਆ ਮੈਂਬਰ,বণ্ডেড সদস্য
ਬੰਧੂਆ ਪੋਸਟ ਤਣਾਅ,বণ্ডেড পোষ্ট টেনচিং
ਬੰਧਨ ਪੱਥਰ,বণ্ড ষ্টোন
ਬੰਨ੍ਹ ਪਾਣੀ,বান্ধি থোৱা পানী
ਬਾਕਸ ਗਟਰ,বক্স নালা
ਬ੍ਰੇਸ,ব্ৰেচ
ਇੱਟ-ਤੇ-ਕਿਨਾਰੇ,ইটা-অন-এজ
ਲਗਾਮ,লজ্জাজনক
ਚਮਕ,উজ্জ্বলতা
ਭੂਰੀ ਮਿੱਟੀ,বাদামী মাটি
ਬਿਲਡਿੰਗ,ভৱন
ਬਿਲਡਿੰਗ ਸਰਵੇਅਰ,বিল্ডিং জৰীপকাৰী
ਬਫਰ,বাফাৰ
ਬਫਰ ਕਰਵ,বাফাৰ বক্ৰ
ਬਫਰਿੰਗ,বাফাৰিং
ਬਫਰਿੰਗ ਸਮਰੱਥਾ,বাফাৰিং ক্ষমতা
ਬੰਦਰ,বাণ্ডাৰ
ਬਟਰਸ,বাট্ৰেছ
ਸੀ-ਹੋਰੀਜ਼ਨ,গ-দিগন্ত
ਕੇਬਲ,কেবল
ਕੇਬਲ ਮੋਲਡਿੰਗ,কেবল মল্ডিং
ਕੇਬਲਿੰਗ,কেবলিং
ਕੈਬਿਨ,কেবিন
ਕੈਬਿਨ ਹੁੱਕ,কেবিন হুক
ਕੈਬਨਿਟ,কেবিনেট
ਕੈਬੋਲਟ ਨੇ ਛੱਡ ਦਿੱਤਾ,কেবল্টৰ চাকৰি এৰিছে
ਕੈਫੇਟੇਰੀਆ,কেফেটেৰিয়া
ਪਿੰਜਰਾ,সঁজা
ਪਿੰਜਰੇ ਦੀ ਉਸਾਰੀ,পিঞ্জৰা নিৰ্মাণ
ਕੈਨ ਦਾ ਫਾਰਮੂਲਾ,কয়িনৰ সূত্ৰ
ਕੈਸਨ,কেইচন
ਕੈਸਨ ਦੀ ਬਿਮਾਰੀ,কেইচন ৰোগ
ਕੈਸਨ ਫਾਊਂਡੇਸ਼ਨ,কেইচন ফাউণ্ডেচন
ਕੈਸਨ ਢੇਰ,কেইচন পাইল
ਕੈਲੇਰੀਅਸ ਇੱਟ,কেলকেয়াৰযুক্ত ইটা
ਚੂਨੇ ਵਾਲੀ ਮਿੱਟੀ,কেলকেয়াৰযুক্ত মাটি
ਛਾਲੇਦਾਰ ਛਾਲੇ,কেলকেয়াৰযুক্ত খোলা
ਕੈਲਸੀਫਿਕੇਸ਼ਨ,কেলচিফিকেশন
ਕੈਲਸੀਨੇਸ਼ਨ,কেলচিনেচন
ਕੈਲਸੀਨ,কেলচিন
ਕੈਲਸਾਈਟ,কেলচাইট
ਕੈਲਸ਼ੀਅਮ-ਐਲੂਮੀਨੇਟ ਸੀਮਿੰਟ,কেলচিয়াম-এলুমিনেট চিমেণ্ট
ਕੈਲਸ਼ੀਅਮ-ਸਿਲੀਕੇਟ ਇੱਟ,কেলচিয়াম-চিলিকেট ইটা
ਕੈਲਸ਼ੀਅਮ-ਸਿਲੀਕੇਟ ਹਾਈਡਰੇਟ,কেলচিয়াম-চিলিকেট হাইড্ৰেট
ਕੈਲੀਚੇ,কালিচে
ਕੈਲੀਫੋਰਨੀਆ ਬੇਅਰਿੰਗ ਅਨੁਪਾਤ,কেলিফৰ্ণিয়া বেয়াৰিং ৰেচিঅ’
ਕੈਲੀਪਰ,কেলিপাৰ
ਕੈਲੋਰੀਮੀਟਰ,কেলৰিমিটাৰ
ਕੈਮਬਰ,কেম্বাৰ
ਨਹਿਰ,খাল
ਕੈਨੋਪੀ,কেনপি
Cantilever ਪੈਰ,কেন্টিলিভাৰ ফুটিং
ਕੈਪ,কেপ
ਸਮਰੱਥਾ,ক্ষমতা
ਏਲ ਟ੍ਰੈਕ ਦੀ ਸਮਰੱਥਾ,ail ট্ৰেকৰ ক্ষমতা
ਕੈਪ ਕੇਬਲ,কেপ কেবল
ਕੈਪੀਲੇਰਿਟੀ,কেপিলাৰিটি
ਕੇਸ਼ਿਕਾ ਬਰੇਕ,কেপিলাৰী ব্ৰেক
ਕੇਸ਼ੀਲ ਪ੍ਰਵਾਹ,কেপিলাৰী প্ৰবাহ
ਕੇਸ਼ਿਕਾ ਨਮੀ ਜਾਂ ਕੇਸ਼ੀਲ ਪਾਣੀ,কেপিলাৰী আৰ্দ্ৰতা বা কেপিলাৰী পানী
ਕੇਸ਼ਿਕਾ ਪੋਰ ਸਪੇਸ,কেপিলাৰী ছিদ্ৰ স্থান
ਕੇਸ਼ਿਕਾ ਪੋਰੋਸਿਟੀ,কেপিলাৰী ছিদ্ৰতা
ਕੇਸ਼ੀਲ ਸਪੇਸ,কেপিলাৰী স্থান
ਵੇਗ ਕੈਪਚਰ ਕਰੋ,কেপচাৰ বেগ
ਕਾਰਬਨੇਸ਼ਨ,কাৰ্বনেচন
ਕਾਰਬਨ ਕਾਲਾ,কাৰ্বন ব্লেক
ਕਾਸਟਬਲ ਰਿਫ੍ਰੈਕਟਰੀ,Castble অবাধ্য
ਕਾਸਟ-ਇਨ-ਪਲੇਸ ਜਾਂ ਕਾਸਟ-ਇਨ-ਸੀਟੂ,কাষ্ট-ইন-প্লেচ বা কাষ্ট-ইন-চিটু
ਕਾਸਟ-ਇਨ-ਪਲੇਸ ਢੇਰ,কাষ্ট-ইন-প্লেচ পাইল
ਕੈਸਟਰ,কেষ্টাৰ
ਪੱਥਰ ਸੁੱਟੋ,ঢালাই শিল
ਉਤਪ੍ਰੇਰਕ,অনুঘটক
ਕੈਟੇਨਾ,কেটেনা
ਬਿੱਲੀ ਦਾ ਚਿਹਰਾ,মেকুৰীৰ মুখ
ਬਿੱਲੀ ਦਾ ਸਿਰ,মেকুৰীৰ মূৰ
ਕੈਸ਼ਨ,কেটিয়ন
ਬਿੱਲੀ ਵਾਕ,মেকুৰী খোজ কাঢ়িব
Cavitation ਨੁਕਸਾਨ,গহ্বৰৰ ক্ষতি
ਸੇਲੀਟ,চেলাইট
ਸੈਲੂਲਰ ਕੰਕਰੀਟ,কোষীয় কংক্ৰিট
ਸੈਲੂਲਰ ਉਸਾਰੀ,কোষীয় নিৰ্মাণ
ਸੀਮਿੰਟ,চিমেণ্ট
"ਸੀਮਿੰਟ, ਬਿਟੂਮਿਨਸ","চিমেণ্ট, বিটুমিনাছ"
"ਸੀਮਿੰਟ, ਉੱਚ ਤਾਕਤ","চিমেণ্ট, উচ্চ শক্তি"
"ਸੀਮਿੰਟ, ਹਾਈਡ੍ਰੌਲਿਕ","চিমেণ্ট, হাইড্ৰলিক"
"ਸੀਮਿੰਟ, ਘੱਟ ਗਰਮੀ","চিমেণ্ট, কম জুইত"
"ਸੀਮਿੰਟ, ਚਿਣਾਈ","চিমেণ্ট, শিলৰ কাম"
"ਸੀਮਿੰਟ, ਕੁਦਰਤੀ","চিমেণ্ট, প্ৰাকৃতিক"
"ਸੀਮਿੰਟ, ਪੋਰਟਲੈਂਡ","চিমেণ্ট, পৰ্টলেণ্ড"
"ਸੀਮਿੰਟ, ਪੋਰਟਲੈਂਡ ਬਲਾਸਟ ਫਰਨੇਸ ਸਲੈਗ","চিমেণ্ট, পৰ্টলেণ্ড ব্লাষ্ট ফাৰ্নেচৰ স্লেগ"
"ਸੀਮਿੰਟ, ਪੋਰਟਲੈਂਡ ਪੋਜ਼ੋਲਨ","চিমেণ্ট, পৰ্টলেণ্ড প&#39;জ&#39;লান"
"ਸੀਮਿੰਟ, ਸਲੈਗ","চিমেণ্ট, স্লেগ"
"ਸੀਮਿੰਟ, ਸਲਫੇਟ ਰੋਧਕ","চিমেণ্ট, ছালফেট প্ৰতিৰোধী"
"ਸੀਮਿੰਟ, ਸੁਪਰ ਸਲਫੇਟਿਡ","চিমেণ্ট, ছুপাৰ ছালফেটেড"
"ਸੀਮਿੰਟ, ਚਿੱਟਾ","চিমেণ্ট, বগা"
ਸੀਮਿੰਟ-ਐਗਰੀਗੇਟ ਅਨੁਪਾਤ,চিমেণ্ট-এগ্ৰিগেটৰ অনুপাত
ਸੀਮਿੰਟ ਸਮੱਗਰੀ,চিমেণ্টৰ পৰিমাণ
ਸੀਮਿੰਟ ਜੈੱਲ,চিমেণ্ট জেল
ਸੀਮਿੰਟ ਬੰਦੂਕ,চিমেণ্টৰ বন্দুক
ਸੀਮਿੰਟ ਭੱਠਾ,চিমেণ্টৰ ভঁৰাল
ਸੀਮਿੰਟ ਪੇਂਟ,চিমেণ্টৰ ৰং
ਸੀਮਿੰਟ ਪਲਾਸਟਰ,চিমেণ্টৰ প্লাষ্টাৰ
ਸੀਮਿੰਟ ਚੱਟਾਨ,চিমেণ্টৰ শিল
ਸੀਮਿੰਟ ਸਲਰੀ,চিমেণ্টৰ গোন্ধ
ਸੀਮਿੰਟ ਸਟੋਰੇਜ਼,চিমেণ্ট সংৰক্ষণ
ਸੀਮੈਂਟੇਸ਼ਨ ਪ੍ਰਕਿਰਿਆ,চিমেণ্টেচন প্ৰক্ৰিয়া
ਸੈਂਟਰਿੰਗ,কেন্দ্ৰীকৰণ
ਸੈਂਟਰਿੰਗ ਅਤੇ ਸ਼ਟਰਿੰਗ,চেণ্টাৰিং আৰু শ্বাটাৰিং
ਕੇਂਦਰੀ ਮਿਸ਼ਰਤ ਕੰਕਰੀਟ,কেন্দ্ৰীয় মিশ্ৰিত কংক্ৰিট
ਕੇਂਦਰੀ ਮਿਕਸਰ,কেন্দ্ৰীয় মিক্সাৰ
ਸੈਂਟਰਿਫਿਊਗਲ ਪੱਖਾ,কেন্দ্ৰপৃথক ফেন
ਚਾਕ,চক
ਚੈਂਫਰ,চেমফাৰ
ਚੈਂਫਰ ਪੱਟੀ,চেমফাৰ ষ্ট্ৰিপ
ਚੈਨਲ ਬੀਮ,চেনেল বিম
ਵਿਸ਼ੇਸ਼ਤਾ ਲੋਡ,বৈশিষ্ট্যপূৰ্ণ বোজা
ਗੁਣ ਸ਼ਕਤੀ,বৈশিষ্ট্যপূৰ্ণ শক্তি
ਚਾਰਜ ਬੰਦ,চাৰ্জ অফ কৰক
ਚਾਰਜ ਹੋ ਰਿਹਾ ਹੈ,চাৰ্জিং
ਜਾਂਚ ਕਰ ਰਿਹਾ ਹੈ,পৰীক্ষা কৰি আছে
ਰਸਾਇਣਕ ਬੰਧਨ,ৰাসায়নিক বন্ধন
ਚੇਰਨੋਜ਼ਮ,চেৰনোজেম
ਚੈਸਟਨਟ ਮਿੱਟੀ,চেষ্টনাটৰ মাটি
ਚਿਮਨੀ ਗਟਰ,চিমনিৰ নালা
ਚਿੱਪ ਬੋਰਡ,চিপ বৰ্ড
ਚਿੱਪਿੰਗ,চিপিং
ਚਿਪਸ,চিপছ
ਚੂਤ,চুটে
ਕਲਾਸ (ਕੰਕਰੀਟ ਦੀ),শ্ৰেণী (কংক্ৰিটৰ)
ਮਿੱਟੀ,বোকা মাটি
ਮਿੱਟੀ ਦੀ ਸਮੱਗਰੀ,মাটিৰ পৰিমাণ
ਮਿੱਟੀ ਦਾ ਪੈਨ,মাটিৰ কেৰাহী
ਸਫਾਈ,ক্লিনআউট
ਸਾਫ਼ ਕਰੋ,চাফ-চিকুণ কৰক
ਕਲੀਟ,ক্লিট কৰক
ਕਲਿੰਕਰ,ক্লিংকাৰ
ਕਲਿਪ,ক্লিপ
ਜੰਮਣਾ,জমা হোৱা
ਮੋਟਾ ਕੁੱਲ,মোটা গোটা পদাৰ্থ
ਮੋਟੇ ਦਾਣੇ ਵਾਲੀ ਮਿੱਟੀ,মোটা দানাযুক্ত মাটি
ਕੋਟ,কোট
ਕੋਫਰ ਡੈਮ,কফাৰ বান্ধ
ਤਾਲਮੇਲ,সংহতি
ਕੋਲਾਇਡ,কলয়ড
ਕੋਲੋਇਡਲ ਨਮੀ ਦੇ ਬਰਾਬਰ ਅਨੁਪਾਤ,কলয়ডাল আৰ্দ্ৰতাৰ সমতুল্য অনুপাত
ਕੋਲੋਇਡਲ ਸਿਸਟਮ,কলয়ডাল ব্যৱস্থা
ਕੋਲੋਵੀਅਲ ਮਿੱਟੀ,কলুভিয়াল মাটি
ਕਾਲਮ,স্তম্ভ
ਕੰਬਡ ਮੁਕੰਮਲ,কম্বড ফিনিচিং
ਸੰਯੁਕਤ ਪੈਰ,সংযুক্ত ফুটিং
ਸੰਯੁਕਤ ਪਾਣੀ,সংযুক্ত পানী
ਸਾਂਝਾ ਕਮਰਾ,কমন ৰুম
ਮੁਕੰਮਲਤਾ ਸਰਟੀਫਿਕੇਟ,সম্পূৰ্ণ হোৱাৰ প্ৰমাণ পত্ৰ
ਕੰਪੋਨੈਂਟ ਵਰਗ,উপাদান বৰ্গ
ਕੰਕਰੀਟ,কংক্ৰিট
ਕੰਕਰੀਸ਼ਨ,কংক্ৰিচন
ਏਕੀਕ੍ਰਿਤ ਦਰ/ਫਲੈਟ ਦਰ,একত্ৰিত হাৰ/ফ্লেট হাৰ
ਗੰਦਗੀ,দূষক পদাৰ্থ
