Kannada,Malayalam
ನಿರ್ಬಂಧಿಸುವ ನೆಟ್ವರ್ಕ್,തടയൽ ശൃംഖല
ಬೋರ್ಡ್,ബോർഡ്
ಪುಸ್ತಕ ಗುರುತು,ബുക്ക് മാർക്ക്
ಬೂಲಿಯನ್ ಬೀಜಗಣಿತ,ബൂലിയൻ ബീജഗണിതം
ಬೂಲಿಯನ್ ಸಂಬಂಧ,ബൂളിയൻ ബന്ധം
ಬೂಟ್ ವಿಭಾಗ,ബൂട്ട് പാർട്ടീഷൻ
ಬೂಟ್ ಸ್ಟ್ರಾಪಿಂಗ್,ബൂട്ട് സ്ട്രാപ്പിംഗ്
ಬೂಟ್-ಸ್ಟ್ರಾಪ್ ಲೋಡರ್,ബൂട്ട് സ്ട്രാപ്പ് ലോഡർ
ಸೇತುವೆ,പാലം
ಬ್ರಾಡ್‌ಬ್ಯಾಂಡ್ ನೆಟ್‌ವರ್ಕಿಂಗ್,ബ്രോഡ്‌ബാൻഡ് നെറ്റ്‌വർക്കിംഗ്
ಪ್ರಸಾರ,പ്രക്ഷേപണം
ರೇಡಿಯೋ ಪ್ರಸಾರ,പ്രക്ഷേപണം റേഡിയോ
ಬ್ರೌಸ್,ബ്രൗസ് ചെയ്യുക
ಬ್ರೌಸರ್,ബ്രൗസർ
ಬಿ-ಟ್ರೀ,ബി-ട്രീ
ಬಬಲ್ ಮೆಮೊರಿ,ബബിൾ മെമ്മറി
ಬಬಲ್ ರೀತಿಯ,ബബിൾ അടുക്കുക
ಬಕೆಟ್,ബക്കറ്റ്
ಸ್ನೇಹಿತರ ವ್ಯವಸ್ಥೆ,ബഡ്ഡി സിസ്റ്റം
ಬಜೆಟ್ ಪರಿಣಾಮಕಾರಿ ನಿಯಂತ್ರಣ,ബജറ്റ് ഫലപ്രദമായ നിയന്ത്രണം
ಬಫರ್,ബഫർ
ದೋಷ,ബഗ്
ಬಸ್,ബസ്
ಬೈಟ್,ബൈറ്റ്
ಬೈಟ್ ಕೋಡ್,ബൈറ്റ് കോഡ്
ಸಿ,സി
C++,C++
ಸಂಗ್ರಹ,കാഷെ
ಸಂಗ್ರಹ ಬಫರ್,കാഷെ ബഫർ
ಸಂಗ್ರಹ ಮೆಮೊರಿ,കാഷെ മെമ്മറി
ಲೆಕ್ಕಾಚಾರ,കണക്കുകൂട്ടല്
ಕ್ಯಾಲ್ಕುಲೇಟರ್,കാൽക്കുലേറ്റർ
ಕ್ಯಾಲ್ಕುಲೇಟರ್ ಚಿಪ್,കാൽക്കുലേറ്റർ ചിപ്പ്
ಕರೆ,വിളി
ಹೆಸರಿನಿಂದ ಕರೆ ಮಾಡಿ,പേര് വിളിക്കുക
ಉಲ್ಲೇಖದ ಮೂಲಕ ಕರೆ ಮಾಡಿ,റഫറൻസ് വഴി വിളിക്കുക
ಮೌಲ್ಯದಿಂದ ಕರೆ ಮಾಡಿ,മൂല്യമനുസരിച്ച് വിളിക്കുക
ವೇರಿಯಬಲ್ ಮೂಲಕ ಕರೆ ಮಾಡಿ,വേരിയബിളുകൾ വഴി വിളിക്കുക
ಕರೆ ಗೇಟ್,കോൾ ഗേറ്റ്
ರದ್ದುಮಾಡು,റദ്ദാക്കുക
ರದ್ದು ಬಟನ್,റദ്ദാക്കുക ബട്ടൺ
ಅಂಗೀಕೃತ,കാനോനിക്കൽ
ಅಂಗೀಕೃತ ರೂಪ,കാനോനിക്കൽ രൂപം
ಸಾಮರ್ಥ್ಯ,കഴിവ്
ಸಾಮರ್ಥ್ಯ ಪಟ್ಟಿ,കഴിവ് പട്ടിക
ಸಾಮರ್ಥ್ಯ,ശേഷി
ಕ್ಯಾಪ್ಸ್ ಲಾಕ್ ಕೀ,ക്യാപ്സ് ലോക്ക് കീ
ಕಾರ್ಡ್,കാർഡ്
ಕಾರ್ಡ್ ರೀಡರ್,കാർഡ് റീഡർ
ಕಾರ್ಡಿನಲಿಟಿ,കാർഡിനാലിറ്റി
ವಾಹಕ,വാഹകൻ
ವಾಹಕ ಬ್ಯಾಂಡ್,കാരിയർ ബാൻഡ്
ವಾಹಕ ಲೋಡ್,കാരിയർ ലോഡ്
ವಾಹಕ ಸಂಕೇತ,കാരിയർ സിഗ്നൽ
ವಾಹಕ ತರಂಗ,കാരിയർ തരംഗം
ಒಯ್ಯುತ್ತಾರೆ,കൊണ്ടുപോകുക
ಅಂಕೆ ಸಾಗಿಸಿ,അക്കം കൊണ്ടുപോകുക
ಧ್ವಜವನ್ನು ಒಯ್ಯುತ್ತಾರೆ,പതാക വഹിക്കുക
ಕಾರ್ಟ್ರಿಡ್ಜ್ ಡಿಸ್ಕ್,കാട്രിഡ്ജ് ഡിസ്ക്
ಕ್ಯಾಸ್ಕೇಡ್,കാസ്കേഡ്
ಪ್ರಕರಣ,കേസ്
ಕ್ಯಾಥೋಡ್ ರೇ ಟ್ಯೂಬ್ (CRT),കാഥോഡ് റേ ട്യൂബ് (CRT)
ಕ್ಯಾಥೋಡ್ ರೇ ಟ್ಯೂಬ್ (CRT),കാഥോഡ് റേ ട്യൂബ് (CRT)
ಸಿಡಿ ರಾಮ್ ಡಿಸ್ಕ್ ಡ್ರೈವ್,സിഡി റോം ഡിസ്ക് ഡ്രൈവ്
ಜೀವಕೋಶ,സെൽ
ಸೆಲ್ ಅನಿಮೇಷನ್,സെൽ ആനിമേഷൻ
ಸೆಲ್ಯುಲಾರ್ ಫೋನ್,സെല്ലുലാർ ഫോൺ
ಕೇಂದ್ರ ಸ್ಮರಣೆ,കേന്ദ്ര മെമ്മറി
ಕೇಂದ್ರೀಯ ಸಂಸ್ಕರಣಾ ಘಟಕ (CPU),സെൻട്രൽ പ്രോസസ്സിംഗ് യൂണിറ്റ് (സിപിയു)
ಕೇಂದ್ರೀಕೃತ ವ್ಯವಸ್ಥೆ,കേന്ദ്രീകൃത സംവിധാനം
ಪ್ರಮಾಣೀಕೃತ ಟೇಪ್,സാക്ഷ്യപ്പെടുത്തിയ ടേപ്പ്
ಸರಪಳಿ,ചങ്ങല
ಸರಣಿ ಡೇಟಾ,ചെയിൻ ഡാറ്റ
ಸರಪಳಿಯ ಕೊಂಡಿ,ചെയിൻ ലിങ്ക്
ಚೈನ್ನಿಂಗ್,ചങ്ങല
ಚಾನಲ್,ചാനൽ
ಚಾನೆಲ್ ಬ್ಯುಸಿ ಟೋನ್,ചാനൽ തിരക്കുള്ള ടോൺ
ಚಾನಲ್ ಸಾಮರ್ಥ್ಯ,ചാനൽ ശേഷി
ಚಾನಲ್ ನಿಯಂತ್ರಕ,ചാനൽ കൺട്രോളർ
ಚಾನಲ್ ದೋಷ,ചാനൽ പിശക്
ಚಾನಲ್ ಕಾರ್ಯಕ್ರಮ,ചാനൽ പ്രോഗ്രാം
ಚಾನಲ್ ವಿಶ್ವಾಸಾರ್ಹತೆ,ചാനൽ വിശ്വാസ്യത
ಚಾನಲ್ ಸೆಟ್,ചാനൽ സെറ്റ്
ಪಾತ್ರ,സ്വഭാവം
ಅಕ್ಷರ ಕೋಡ್,പ്രതീക കോഡ്
ಅಕ್ಷರ ಕೀ,പ്രതീക കീ
ಅಕ್ಷರ ಓದುಗ,സ്വഭാവ വായനക്കാരൻ
ಅಕ್ಷರ ಗಾತ್ರ,പ്രതീക വലുപ്പം
ಚಾರ್ಟ್,ചാർട്ട്
ಚಾಸಿಸ್,ചേസിസ്
ಚೆಕ್ ಬಿಟ್,ചെക്ക് ബിറ്റ്
ಅಂಕೆ ಪರಿಶೀಲಿಸಿ,അക്കം പരിശോധിക്കുക
ಚೆಕ್ ಮೊತ್ತ,തുക ചെക്ക്
ಪದವನ್ನು ಪರಿಶೀಲಿಸಿ,ചെക്ക് വാക്ക്
ಚಿಪ್,ചിപ്പ്
ಚಿಪ್ ಸೆಟ್,ചിപ്പ് സെറ്റ്
ಆಯ್ಕೆ,തിരഞ്ഞെടുക്കുക
ವರ್ಣೀಯವಾಗಿ,വർണ്ണപരമായി
ಸೈಫರ್,സൈഫർ
ಸರ್ಕ್ಯೂಟ್,സർക്യൂട്ട്
ವೃತ್ತಾಕಾರದ ಪಟ್ಟಿ,വൃത്താകൃതിയിലുള്ള പട്ടിക
ಸಿರಸ್,സിറസ്
ಉಲ್ಲೇಖ,അവലംബം
ವರ್ಗ,ക്ലാസ്
ವರ್ಗ ವೇರಿಯಬಲ್,ക്ലാസ് വേരിയബിൾ
ವರ್ಗೀಕರಣ,വർഗ്ഗീകരണം
ಸ್ಪಷ್ಟ,വ്യക്തമായ
ಸ್ಪಷ್ಟ ಪ್ರದೇಶ,തെളിഞ്ഞ പ്രദേശം
ಸ್ಪಷ್ಟ ಚಾನಲ್,വ്യക്തമായ ചാനൽ
ಕ್ಲಿಕ್,ക്ലിക്ക് ചെയ്യുക
ಗ್ರಾಹಕ,കക്ഷി
ಕ್ಲೈಂಟ್ ಸರ್ವರ್,ക്ലയന്റ് സെർവർ
ಕ್ಲೈಂಟ್ ಸ್ಟಬ್,ക്ലയന്റ് അപൂർണ്ണം
ಕ್ಲಿಪ್ ಆರ್ಟ್,ക്ലിപ്പ് ആർട്ട്
ಕ್ಲಿಪ್ ಆರ್ಟ್ ಲೈಬ್ರರಿ,ക്ലിപ്പ് ആർട്ട് ലൈബ്രറി
ಕ್ಲಿಪ್ ಬೋರ್ಡ್,ക്ലിപ്പ് ബോർഡ്
ಕ್ಲಿಪ್ಪರ್,ക്ലിപ്പർ
ಕ್ಲಿಪ್ಪರ್ ಚಿಪ್,ക്ലിപ്പർ ചിപ്പ്
ಗುಂಪು,കൂട്ടം
ಗಡಿಯಾರ,ക്ലോക്ക്
ಗಡಿಯಾರ ಚಕ್ರ,ക്ലോക്ക് സൈക്കിൾ
ಗಡಿಯಾರದ ಆವರ್ತನ,ക്ലോക്ക് ആവൃത്തി
ಗಡಿಯಾರ ಯಂತ್ರಾಂಶ,ക്ലോക്ക് ഹാർഡ്‌വെയർ
ಗಡಿಯಾರ ನಾಡಿ,ക്ലോക്ക് പൾസ്
ಗಡಿಯಾರದ ವೇಗ,ക്ലോക്ക് വേഗത
ಗಡಿಯಾರ ಸಿಂಕ್ರೊನೈಸೇಶನ್,ക്ലോക്ക് സിൻക്രൊണൈസേഷൻ
ಗಡಿಯಾರ ಟಿಕ್,ക്ലോക്ക് ടിക്ക്
ತದ್ರೂಪಿ,ക്ലോൺ
ಮುಚ್ಚಿ,അടുത്ത്
ಕ್ಲೋಸ್ ಸರ್ಕ್ಯೂಟ್ ಟಿವಿ (CCTV),ക്ലോസ് സർക്യൂട്ട് ടിവി (സിസിടിവി)
ಮುಚ್ಚಿದ,അടച്ചുപൂട്ടൽ
ಕ್ಲೌಡ್ ಕಂಪ್ಯೂಟಿಂಗ್,ക്ലൗഡ് കമ്പ്യൂട്ടിംഗ്
ಕ್ಲಸ್ಟರ್,ക്ലസ്റ്റർ
ಲೇಪಿತ ಕಾರ್ಡ್,പൂശിയ കാർഡ്
ಲೇಪಿತ ಕಾಗದ,പൊതിഞ്ഞ പേപ്പർ
ಏಕಾಕ್ಷ,ഏകപക്ഷീയമായ
ಗಟ್ಟಿ ಕವಚದ ತಂತಿ,ഏകോപന കേബിൾ
ಕೊಡಸಿಲ್,കോഡാസിൽ
ಕೋಡ್,കോഡ്
ಕೋಡ್ ಜನರೇಟರ್,കോഡ് ജനറേറ്റര്
ಕೋಡ್ ಪುಟ,കോഡ് പേജ്
ಕೋಡ್ ಪದ,കോഡ് വാക്ക്
ಕೋಡರ್,കോഡർ
ಕೋಡಿಂಗ್ ಚೆಕ್,കോഡിംഗ് പരിശോധന
ಕೋಡಿಂಗ್ ರೂಪ,കോഡിംഗ് ഫോം
ಕೋಡಿಂಗ್ ಶೀಟ್,കോഡിംഗ് ഷീറ്റ്
ಗುಣಾಂಕ,ഗുണകം
ಸುಸಂಬದ್ಧತೆ,പരസ്പരബന്ധം
ಕೋಲ್ಡ್ ಬೂಟ್,തണുത്ത ബൂട്ട്
ಶೀತ ಆರಂಭ,തണുത്ത തുടക്കം
ಸಹಯೋಗ,സഹകരണം
ಕುಸಿತ,തകർച്ച
ಕೊಲೇಟ್,കൊളാറ്റ്
ಕೊಲೇಟ್ ಟೇಪ್,കൊളേറ്റ് ടേപ്പ്
ಘರ್ಷಣೆ,കൂട്ടിയിടി
ಕೊಲೊನ್,കോളൻ
ಬಣ್ಣ (ಬಣ್ಣ),നിറം (നിറം)
ಬಣ್ಣದ ಶುದ್ಧತ್ವ,നിറം സാച്ചുറേഷൻ
ಬಣ್ಣದ ಟೇಬಲ್,വർണ്ണ പട്ടിക
ಕಾಲಮ್,കോളം
ಸಂಯೋಜನೆ,സംയോജനം
ಕಾಂಬೊ ಬಾಕ್ಸ್,കോംബോ ബോക്സ്
ಆಜ್ಞೆ,കമാൻഡ്
ಆದೇಶ ಬಟನ್,കമാൻഡ് ബട്ടൺ
ಆದೇಶ ಪಟ್ಟಿ,കമാൻഡ് ലിസ്റ്റ്
ಕಾಮೆಂಟ್,അഭിപ്രായം
ಬದ್ಧತೆ,പ്രതിബദ്ധത
ಸರಕು,ചരക്ക്
ಸಾಮಾನ್ಯ ವ್ಯವಹಾರ ಆಧಾರಿತ ಭಾಷೆ (ಕೋಬೋಲ್),പൊതു ബിസിനസ് അധിഷ്ഠിത ഭാഷ (കോബോൾ)
ಸಾಮಾನ್ಯ ದೋಷ,സാധാരണ പിശക്
ಸಾಮಾನ್ಯ ಭಾಷೆ,പൊതു ഭാഷ
ಸಾಮಾನ್ಯ ದಿನಚರಿ,സാധാരണ പതിവ്
ಸಂವಹನ,ആശയവിനിമയം
ಸಂವಹನ ಲೈನ್,ആശയവിനിമയ ലൈൻ
ಸಂವಹನ ಮೋಡ್,ആശയവിനിമയ മോഡ്
ಸಂವಹನ ಜಾಲ,ആശയവിനിമയ ശൃംഖല
ಸಂವಹನ ನಿಯತಾಂಕ,ആശയവിനിമയ പരാമീറ്റർ
ಸಂವಹನ ವ್ಯವಸ್ಥೆ,ആശയവിനിമയ സംവിധാനം
ಸಂಕೋಚನ,കോംപാക്ഷൻ
ಕಂಪಾಂಡರ್,കമ്പാൻഡർ
ಕಂಪಾಂಡಿಂಗ್,companding
ಕಂಪನಿ ನೆಟ್ವರ್ಕ್,കമ്പനി ശൃംഖല
ಹೋಲಿಕೆ ಪರೀಕ್ಷೆ,താരതമ്യ പരിശോധന
ಹೊಂದಾಣಿಕೆ,അനുയോജ്യത
ಹೊಂದಬಲ್ಲ,അനുയോജ്യം
ಸಂಕಲನ,സമാഹാരം
ಕಂಪೈಲ್ ಮತ್ತು ಹೋಗಿ,സമാഹരിച്ച് പോകുക
ಕಂಪೈಲರ್,കമ്പൈലർ
ಕಂಪೈಲರ್ ಭಾಷೆ,കമ്പൈലർ ഭാഷ
ಪೂರಕ,പരസ്പരപൂരകമായ
ಹತ್ತರ ಮೇಲೆ ಪೂರಕ,കോംപ്ലിമെന്റ്-ഓൺ-പത്ത്
ಪೂರಕ,പൂരകൻ
ಸಂಪೂರ್ಣ ಸಾಗಿಸಲು,പൂർണ്ണമായി കൊണ്ടുപോകുക
ಸಂಕೀರ್ಣ,സങ്കീർണ്ണമായ
ಸಂಕೀರ್ಣ ಸಂಖ್ಯೆ,സങ്കീർണ്ണ സംഖ്യ
ಘಟಕ,ഘടകം
ಘಟಕ ವಸ್ತು ಮಾದರಿ (COM),ഘടകം ഒബ്ജക്റ്റ് മോഡൽ (COM)
ಸಂಯೋಜಿತ,സംയുക്തം
ಸಂಯೋಜನೆ,രചന
ಕಂಪ್ಯೂಟೇಶನಲ್,കമ്പ്യൂട്ടേഷണൽ
ಕಂಪ್ಯೂಟರ್,കമ്പ്യൂട്ടർ
ಕಂಪ್ಯೂಟರ್ ಕೇಂದ್ರ,കമ്പ്യൂട്ടർ കേന്ദ്രം
ಕಂಪ್ಯೂಟರ್ ತಜ್ಞ,കമ്പ്യൂട്ടർ വിദഗ്ധൻ
ಕಂಪ್ಯೂಟರ್ ಗ್ರಾಫಿಕ್ಸ್,കമ്പ്യൂട്ടർ ഗ്രാഫിക്സ്
ಕಂಪ್ಯೂಟರ್ ಸೂಚನೆ,കമ്പ്യൂട്ടർ നിർദ്ദേശം
ಕಂಪ್ಯೂಟರ್ ಭಾಷೆ,കമ്പ്യൂട്ടർ ഭാഷ
ಗಣಕಯಂತ್ರದ ಜಾಲ,കമ്പ്യൂട്ടർ ശൃംഖല
ಗಣಕ ಯಂತ್ರ ವಿಜ್ಞಾನ,കമ്പ്യൂട്ടർ സയൻസ്
ಕಂಪ್ಯೂಟರ್ ಭದ್ರತೆ,കമ്പ്യൂട്ടർ സുരക്ഷ
ಕಂಪ್ಯೂಟರ್ ಸಿಮ್ಯುಲೇಟನ್,കമ്പ്യൂട്ടർ സിമുലേറ്റൺ
ಕಂಪ್ಯೂಟರ್ ತಜ್ಞ,കമ്പ്യൂട്ടർ സ്പെഷ്യലിസ്റ്റ്
ಗಣಕೀಕರಣ,കമ്പ്യൂട്ടർവൽക്കരണം
ಗಣಕಶಾಸ್ತ್ರಜ್ಞ,കമ്പ്യൂട്ടറിസ്റ്റ്
ಗಣಕೀಕರಣಗೊಳಿಸು,കമ്പ്യൂട്ടറൈസ് ചെയ്യുക
ಕಂಪ್ಯೂಟಿಂಗ್,കമ്പ്യൂട്ടിംഗ്
ಪರಿಕಲ್ಪನೆ,ആശയം
ಏಕರೂಪತೆ,സമവായം
ಏಕಕಾಲೀನ,ഒരേസമയം
ಸ್ಥಿತಿ ವೇರಿಯಬಲ್,അവസ്ഥ വേരിയബിൾ
ಷರತ್ತುಬದ್ಧ ಆಪರೇಟರ್,സോപാധിക ഓപ്പറേറ്റർ
ಷರತ್ತುಬದ್ಧ ಹೇಳಿಕೆ,സോപാധിക പ്രസ്താവന
ಕಂಡಕ್ಟರ್,കണ്ടക്ടർ
ಕಾನ್ಫರೆನ್ಸಿಂಗ್,കോൺഫറൻസിങ്
ಗೌಪ್ಯತೆ,രഹസ്യാത്മകത
ಸಂರಚನೆ,കോൺഫിഗറേഷൻ
ದಟ್ಟಣೆ,തിരക്ക്
ಸಂಯೋಗ,സംയോജനം
ಸಂಪರ್ಕ ವೇಗ,കണക്ട് വേഗത
ಸಂಪರ್ಕ,കണക്ഷൻ
ಸಂಪರ್ಕ ಕಡಿಮೆ ಸಂವಹನ,കണക്ഷൻ കുറവ് ആശയവിനിമയം
ಸಂಪರ್ಕ ಬಿಡುಗಡೆ,കണക്ഷൻ റിലീസ്
ಸಂಪರ್ಕ,കണക്റ്റിവിറ്റി
ಕನೆಕ್ಟರ್,കണക്റ്റർ
ಸತತವಾಗಿ,തുടർച്ചയായി
ಪರಿಣಾಮವಾಗಿ,അനന്തരഫലം
ಕನ್ಸೋಲ್,കൺസോൾ
ಬಲವರ್ಧನೆ,ഏകീകരണം
ನಿರಂತರ,സ്ഥിരമായ
ನಿರಂತರ ಸೂಚನೆ,നിരന്തരമായ നിർദ്ദേശം
ನಿರ್ಬಂಧ,പരിമിതി
ನಿರ್ಮಾಣಕಾರ,കൺസ്ട്രക്റ്റർ
ಕಂಟೇನರ್,കണ്ടെയ്നർ
ವಿಷಯ,ഉള്ളടക്കം
ಸಂದರ್ಭ,സന്ദർഭം
ಸಂದರ್ಭ ಮುಕ್ತ ವ್ಯಾಕರಣ (CFG),സന്ദർഭ രഹിത വ്യാകരണം (CFG)
ಸಂದರ್ಭ ಸ್ವಿಚ್,സന്ദർഭ സ്വിച്ച്
ಆಕಸ್ಮಿಕ,ആകസ്മികത
ಸಂಕೋಚನ,സങ്കോചം
ಕಾಂಟ್ರಾಸ್ಟ್,വൈരുദ്ധ്യം
ನಿಯಂತ್ರಣ,നിയന്ത്രണം
ನಿಯಂತ್ರಣ ಪ್ರದೇಶ,നിയന്ത്രണ മേഖല
ನಿಯಂತ್ರಣ ಬಿಟ್,നിയന്ത്രണ ബിറ്റ്
ನಿಯಂತ್ರಣ ಬಸ್,നിയന്ത്രണ ബസ്
ನಿಯಂತ್ರಣ ಕಾರ್ಡ್,നിയന്ത്രണ കാർഡ്
ನಿಯಂತ್ರಣ ಸರ್ಕ್ಯೂಟ್,നിയന്ത്രണ സർക്യൂട്ട്
ನಿಯಂತ್ರಣ ಚಕ್ರ,നിയന്ത്രണ ചക്രം
ನಿಯಂತ್ರಣ ಎಂಜಿನಿಯರಿಂಗ್,നിയന്ത്രണ എഞ്ചിനീയറിംഗ്
ನಿಯಂತ್ರಣ ಕೀ,നിയന്ത്രണ കീ
ನಿಯಂತ್ರಣ ತರ್ಕ,നിയന്ത്രണ യുക്തി
ನಿಯಂತ್ರಣ ಲೂಪ್,നിയന്ത്രണ ലൂപ്പ്
ನಿಯಂತ್ರಣ ಗುರುತು,നിയന്ത്രണ അടയാളം
ನಿಯಂತ್ರಣ ಕಾರ್ಯಾಚರಣೆ,നിയന്ത്രണ പ്രവർത്തനം
ನಿಯಂತ್ರಣಫಲಕ,നിയന്ത്രണ പാനൽ
ನಿಯಂತ್ರಣ ಸಂಕೇತ,നിയന്ത്രണ സിഗ്നൽ
ನಿಯಂತ್ರಣ ಸ್ವಿಚ್,നിയന്ത്രണ സ്വിച്ച്
ನಿಯಂತ್ರಣ ಟೇಪ್,നിയന്ത്രണ ടേപ്പ്
ನಿಯಂತ್ರಣ ಟರ್ಮಿನಲ್,നിയന്ത്രണ ടെർമിനൽ
ನಿಯಂತ್ರಣ ಘಟಕ (CU),നിയന്ത്രണ യൂണിറ്റ് (CU)
ಒಮ್ಮುಖ,ഒത്തുചേരൽ
ಸಂಭಾಷಣೆ,സംഭാഷണം
ಸಂಭಾಷಣೆಯ ಸಮಯ ಹಂಚಿಕೆ,സംഭാഷണ സമയം പങ്കിടൽ
ಪರಿವರ್ತನೆ,പരിവർത്തനം
ಪರಿವರ್ತಕ,കൺവെർട്ടർ
ಕುಕ್ ಪ್ರಮೇಯ,കുക്കിന്റെ സിദ്ധാന്തം
ಸಹ-ಸಂಸ್ಕಾರಕ,സഹ-പ്രൊസസർ
ನಕಲು,പകർത്തുക
ಕೃತಿಸ್ವಾಮ್ಯ,പകർപ്പവകാശം
ಬಳ್ಳಿಯ,ചരട്
ತಂತಿರಹಿತ ದೂರವಾಣಿ,കോർഡ്ലെസ്സ് ടെലിഫോൺ
ಅನುಸಂಧಾನ,അനന്തരഫലം
ತಿದ್ದುಪಡಿ,തിരുത്തൽ
ಭ್ರಷ್ಟಗೊಂಡಿದೆ,ദുഷിച്ചു
ಎಣಿಕೆ,എണ്ണുക
ಕೌಂಟರ್,കൗണ്ടർ
ದೇಶದ ಕೋಡ್,രാജ്യത്തിന്റെ കോഡ്
ಸಹವರ್ತಿತ್ವ,സഹവർത്തിത്വം
ವ್ಯಾಪ್ತಿ,കവറേജ്
ಕುಸಿತ,തകര്ച്ച
ನಿರ್ಣಾಯಕ ಮಾರ್ಗ,നിർണായക പാത
ನಿರ್ಣಾಯಕ ಮಾರ್ಗ ವಿಧಾನ (CPM),ക്രിട്ടിക്കൽ പാത്ത് രീതി (CPM)
ಹೋಲಿಸಿ ನೋಡು,ക്രോസ് ചെക്ക്
ಅಡ್ಡ ಕಂಪೈಲರ್,ക്രോസ് കംപൈലർ
ಅಡ್ಡ ಬೆಂಕಿ,തീ കടക്കുക
ಅಡ್ಡ ಮಾತು,ക്രോസ് ടോക്ക്
ಕ್ರಿಪ್ಟೋಗ್ರಾಫಿಕ್,ക്രിപ്റ്റോഗ്രാഫിക്
ಗುಪ್ತ ಲಿಪಿಶಾಸ್ತ್ರ,ക്രിപ്റ്റോഗ്രഫി
ಕರೆನ್ಸಿ ಚಿಹ್ನೆ,കറൻസി ചിഹ്നം
ಪ್ರಸ್ತುತ ಡೈರೆಕ್ಟರಿ,നിലവിലെ ഡയറക്ടറി
ಪ್ರಸ್ತುತ ವಿಂಡೋ,നിലവിലെ വിൻഡോ
ಕರ್ಸರ್,കഴ്സർ
ವಕ್ರರೇಖೆ,വളവ്
ಕತ್ತರಿಸು ಮತ್ತು ಅಂಟಿಸು,വെട്ടി ഒട്ടിക്കുക്ക
ಕತ್ತರಿಸಿದ ವಿಧಾನ,കട്ട് രീതി
ಸೈಬರ್,സൈബർ
ಸೈಬರ್ ಕೆಫೆ,സൈബർ കഫേ
ಸೈಬರ್ ನಗದು,സൈബർ പണം
ಸೈಬರ್ ಅಪರಾಧ,സൈബർ കുറ്റകൃത്യം
ಸೈಬರ್ ಡೆಲಿಕ್ಸ್,സൈബർ ഡെലിക്കുകൾ
ಸೈಬರ್ ಕಾನೂನು,സൈബർ നിയമം
ಸೈಬರ್ ಸೆಕ್ಸ್,സൈബർ സെക്‌സ്
ಸೈಬರ್ನಾಟಿಕ್ಸ್,സൈബർനാറ്റിക്സ്
ಸೈಬರ್ನೇಷನ್,സൈബർനേഷൻ
ಸೈಕಲ್,ചക്രം
ಸೈಕಲ್ ಸ್ಮರಣೆ,സൈക്കിൾ മെമ്മറി
ಸೈಕಲ್ ಕಳ್ಳತನ,സൈക്കിൾ മോഷ്ടിക്കുന്നു
ಸೈಕಲ್ ಸಮಯ,സൈക്കിൾ സമയം
ಆವರ್ತಕ,ചാക്രികമായ
ಡೀಮನ್,പിശാച്
ಡೈಸಿ ಚಕ್ರ,ഡെയ്സി ചക്രം
ಡೇಟಾ ನಿರ್ವಾಹಕ,ഡാറ്റ അഡ്മിനിസ്ട്രേറ്റർ
ಡೇಟಾ ಹಂಚಿಕೆ,ഡാറ്റ അലോക്കേഷൻ
ಡೇಟಾ ಪ್ರದೇಶ,ഡാറ്റ ഏരിയ
ಡೇಟಾ ಶ್ರೇಣಿ,ഡാറ്റ അറേ
ಡೇಟಾ ಬೇಸ್,ഡാറ്റാ ബേസ്
ಡೇಟಾ ಬ್ರೇಕ್,ഡാറ്റ ബ്രേക്ക്
ಡೇಟಾ ಬಸ್,ഡാറ്റ ബസ്
ಡೇಟಾ ವಾಹಕ,ഡാറ്റ കാരിയർ
ಡೇಟಾ ಸೆಲ್,ഡാറ്റ സെൽ
ಡೇಟಾ ಚಾನಲ್,ഡാറ്റ ചാനൽ
ಡೇಟಾ ಸಂವಹನ,ഡാറ്റ ആശയവിനിമയം
ಡೇಟಾ ಕಂಪ್ರೆಷನ್,ഡാറ്റ കംപ്രഷൻ
ಡೇಟಾ ಕ್ಷೇತ್ರ,ഡാറ്റ ഫീൽഡ്
ಡೇಟಾ ಫೈಲ್,ഡാറ്റ ഫയൽ
