Kannada,Malayalam
ದತ್ತಾಂಶ ಹರಿವು,ഡാറ്റ ഫ്ലോ
ಡೇಟಾ ಹರಿವಿನ ಚಾರ್ಟ್,ഡാറ്റ ഫ്ലോ ചാർട്ട്
ಡೇಟಾ ಕ್ರಮಾನುಗತ,ഡാറ്റ ശ്രേണി
ಡೇಟಾ ಮಟ್ಟ,ഡാറ്റ ലെവൽ
ಡೇಟಾ ಲೈಬ್ರರಿ,ഡാറ്റ ലൈബ്രറി
ಡೇಟಾ ಲಿಂಕ್ ಲೇಯರ್,ഡാറ്റ ലിങ്ക് ലെയർ
ಡೇಟಾ ಲಿಂಕ್ ಲೇಯರ್ (DLL),ഡാറ്റ ലിങ്ക് ലെയർ (DLL)
ಡೇಟಾ ನಿರ್ವಹಣೆ,ഡാറ്റ മാനേജ്മെന്റ്
ಡೇಟಾ ಕುಶಲತೆ,ഡാറ്റ കൃത്രിമത്വം
ಡೇಟಾ ಮ್ಯಾನಿಪ್ಯುಲೇಷನ್ ಭಾಷೆ (DML),ഡാറ്റ കൃത്രിമ ഭാഷ (DML)
ಡೇಟಾ ಮೋಡೆಮ್,ഡാറ്റ മോഡം
ಡೇಟಾ ಮಾರ್ಪಾಡು,ഡാറ്റ പരിഷ്ക്കരണം
ಡೇಟಾ ನೆಟ್ವರ್ಕ್,ഡാറ്റ നെറ്റ്വർക്ക്
ಡೇಟಾ ಕಾರ್ಯಾಚರಣೆ,ഡാറ്റ പ്രവർത്തനം
ಡೇಟಾ ಸಂಘಟನೆ,ഡാറ്റ ഓർഗനൈസേഷൻ
ಡೇಟಾ ಔಟ್ಪುಟ್,ഡാറ്റ ഔട്ട്പുട്ട്
ಡೇಟಾ ಮಾರ್ಗ,ഡാറ്റ പാത
ಡೇಟಾ ಸಿದ್ಧತೆ,ഡാറ്റ തയ്യാറാക്കൽ
ಡೇಟಾ ಗೌಪ್ಯತೆ,ഡാറ്റ സ്വകാര്യത
ಡೇಟಾ ಪ್ರೊಸೆಸರ್,ഡാറ്റ പ്രോസസ്സർ
ಡೇಟಾ ರಕ್ಷಣೆ,ഡാറ്റ പരിരക്ഷ
ಡೇಟಾ ದಾಖಲೆ,ഡാറ്റ റെക്കോർഡ്
ಡೇಟಾ ಮರುಪಡೆಯುವಿಕೆ,ഡാറ്റ വീണ്ടെടുക്കൽ
ಡೇಟಾ ವಾಡಿಕೆಯ,ഡാറ്റ ദിനചര്യ
ಡೇಟಾ ಭದ್ರತೆ,ഡാറ്റ സുരക്ഷ
ಡೇಟಾ ಸೆಟ್,ഡാറ്റ സെറ്റ്
ಡೇಟಾ ಸಿಗ್ನಲ್,ഡാറ്റ സിഗ്നൽ
ಡೇಟಾ ಸಿಂಕ್,ഡാറ്റ സിങ്ക്
ಡೇಟಾ ಮೂಲ,വിവര ഉറവിടം
ಡೇಟಾ ನಿರ್ದಿಷ್ಟತೆ,ഡാറ്റ സ്പെസിഫിക്കേഷൻ
ಡೇಟಾ ಸ್ಟೇಷನ್,ഡാറ്റ സ്റ്റേഷൻ
ಡೇಟಾ ಸಂಗ್ರಹಣೆ,ഡാറ്റ സംഭരണം
ಡೇಟಾ ಶೇಖರಣಾ ರಚನೆ,ഡാറ്റ സംഭരണ ഘടന
ಡೇಟಾ ರಚನೆ,ഡാറ്റ ഘടന
ಡೇಟಾ ಸ್ವಿಚ್,ഡാറ്റ സ്വിച്ച്
ಡೇಟಾ ಟೇಬಲ್,ഡാറ്റ പട്ടിക
ಡೇಟಾ ಟರ್ಮಿನಲ್,ഡാറ്റ ടെർമിനൽ
ಡೇಟಾ ಪ್ರತಿಲೇಖನ,ഡാറ്റ ട്രാൻസ്ക്രിപ്ഷൻ
ಡೇಟಾ ವರ್ಗಾವಣೆ,ഡാറ്റ കൈമാറ്റം
ಡೇಟಾ ಪ್ರಸರಣ,ഡാറ്റ ട്രാൻസ്മിഷൻ
ಡೇಟಾ ಟ್ರಾನ್ಸ್ಮಿಷನ್ ಚಾನಲ್,ഡാറ്റ ട്രാൻസ്മിഷൻ ചാനൽ
ಡೇಟಾ ಪ್ರಕಾರ,ഡാറ്റ തരം
ಡೇಟಾ ಘಟಕ,ഡാറ്റ യൂണിറ്റ്
ಡೇಟಾ ಮೌಲ್ಯೀಕರಣ,ഡാറ്റ മൂല്യനിർണ്ണയം
ಡೇಟಾಬೇಸ್,ഡാറ്റാബേസ്
ಡೇಟಾಬೇಸ್ ಆಡಳಿತ,ഡാറ്റാബേസ് അഡ്മിനിസ്ട്രേഷൻ
ಡೇಟಾಬೇಸ್ ವಿನ್ಯಾಸ,ഡാറ്റാബേസ് ഡിസൈൻ
ಡೇಟಾಬೇಸ್ ನಿರ್ವಹಣಾ ವ್ಯವಸ್ಥೆ,ഡാറ്റാബേസ് മാനേജ്മെന്റ് സിസ്റ്റം
ಡಾಟಾಗ್ರಾವ್,ഡാറ്റഗ്രേവ്
ದತ್ತಾಂಶ,ഡാറ്റ
ಸತ್ತ ವಲಯ,മരിച്ച മേഖല
ಬಿಕ್ಕಟ್ಟು,സ്തംഭനാവസ്ഥ
ಡೆಡ್ಲಾಕ್ ತಡೆಗಟ್ಟುವಿಕೆ,സ്തംഭനാവസ്ഥ തടയൽ
ಡೀಬಗ್,ഡീബഗ്
ನಿರ್ಧಾರ ಪೆಟ್ಟಿಗೆ,തീരുമാന പെട്ടി
ನಿರ್ಧಾರ ಪ್ರಕ್ರಿಯೆ,തീരുമാനമെടുക്കൽ പ്രക്രിയ
ನಿರ್ಧಾರ ಬೆಂಬಲ ವ್ಯವಸ್ಥೆ,തീരുമാന പിന്തുണാ സംവിധാനം
ನಿರ್ಧಾರ ಮರ,തീരുമാന വൃക്ഷം
ಡಿಕೋಡರ್,ഡീകോഡർ
ವಿಘಟನೆಯ ತತ್ವ,വിഘടന തത്വം
ಡೀಕ್ರಿಪ್ಶನ್,ഡീക്രിപ്ഷൻ
ಮೀಸಲಾದ ಚಾನಲ್,സമർപ്പിത ചാനൽ
ಮೀಸಲಾದ ಬಂದರು,സമർപ്പിത തുറമുഖം
ರಕ್ಷಣಾ ದತ್ತಾಂಶ ಜಾಲ (DDN),പ്രതിരോധ ഡാറ്റ ശൃംഖല (DDN)
ರಕ್ಷಣಾ ಮಾಹಿತಿ ವ್ಯವಸ್ಥೆ,പ്രതിരോധ വിവര സംവിധാനം
ಡಿಫ್ರಾಗ್ಮೆಂಟೇಶನ್,defragmentation
ವಿಳಂಬ,കാലതാമസം
ವಿಳಂಬ ಕೌಂಟರ್,കാലതാമസം കൗണ്ടർ
ವಿಳಂಬ ಸಮಯ,കാലതാമസം സമയം
ಅಳಿಸಿ,ഇല്ലാതാക്കുക
ಅಳಿಸುವಿಕೆ ದಾಖಲೆ,ഇല്ലാതാക്കൽ രേഖ
ಡಿಲಿಮಿಟರ್,ഡിലിമിറ്റർ
ಡೆಲ್ಟಾ ಮಾಡ್ಯುಲೇಶನ್,ഡെൽറ്റ മോഡുലേഷൻ
ಬೇಡಿಕೆ ಪೇಜಿಂಗ್,ഡിമാൻഡ് പേജിംഗ്
ಡೆಮೊ,ഡെമോ
ಡಿಮೋಡ್ಯುಲೇಶನ್,demodulation
ಡಿಮಲ್ಟಿಪ್ಲೆಕ್ಸರ್,demultiplexer
ಅಸಾಧಾರಣೀಕರಣ,ഡീനോർമലൈസേഷൻ
ಸಾಂದ್ರತೆ,സാന്ദ്രത
ಅವಲಂಬನೆ,ആശ്രിതത്വം
ಅವಲಂಬಿತ ಘಟಕ,ആശ്രിത യൂണിറ്റ്
ಡಿಕ್ಯೂ,dequeue
ಅವಲಂಬನೆ,dereferencing
ವ್ಯುತ್ಪನ್ನ ಮರ,ഡെറിവേഷൻ ട്രീ
ಪಡೆದ ಕ್ಷೇತ್ರ,ഉരുത്തിരിഞ്ഞ ഫീൽഡ്
ಅವರೋಹಣ ರೀತಿಯ,അവരോഹണ തരം
ವಿನ್ಯಾಸ,ഡിസൈൻ
ಮೇಜಿನ ಕ್ಯಾಲ್ಕುಲೇಟರ್,ഡെസ്ക് കാൽക്കുലേറ്റർ
ಡೆಸ್ಕ್ ಟಾಪ್ ಕಂಪ್ಯೂಟರ್,ഡെസ്ക്ടോപ്പ് കമ്പ്യൂട്ടർ
ಡೆಸ್ಕ್ಟಾಪ್ ಪ್ರಸ್ತುತಿ,ഡെസ്ക്ടോപ്പ് അവതരണം
ಡೆಸ್ಕ್‌ಟಾಪ್ ಪಬ್ಲಿಷಿಂಗ್ (ಡಿಟಿಪಿ),ഡെസ്ക്ടോപ്പ് പബ്ലിഷിംഗ് (DTP)
ಡೆಸ್ಕ್ಟಾಪ್ ವೀಡಿಯೊ,ഡെസ്ക്ടോപ്പ് വീഡിയോ
ತಲುಪಬೇಕಾದ ವಿಳಾಸ,ലക്ഷ്യസ്ഥാന വിലാസം
ವಿಧ್ವಂಸಕ,വിനാശകൻ
ಡಿಟರ್ಮಿನಿಸ್ಟ್ರಿಕ್ ಆಟೊಮ್ಯಾಟ್‌ಗಳು,ഡിറ്റർമിനിസ്‌ട്രിക് ഓട്ടോമാറ്റുകൾ
ಡೆವಲಪರ್,ഡെവലപ്പർ
ಅಭಿವೃದ್ಧಿ ವ್ಯವಸ್ಥೆ,വികസന സംവിധാനം
ಸಾಧನ,ഉപകരണം
ಸಾಧನ ನಿಯಂತ್ರಣ ಘಟಕ,ഉപകരണ നിയന്ത്രണ യൂണിറ്റ്
ಸಾಧನ ನಿಯಂತ್ರಕ,ഉപകരണ കൺട്രോളർ
ಸಾಧನ ನಿರ್ವಹಣೆ,ഉപകരണ മാനേജ്മെന്റ്
ಸಾಧನ ಮೋಡ್,ഉപകരണ മോഡ്
ರೋಗನಿರ್ಣಯ,രോഗനിർണയം
ರೋಗನಿರ್ಣಯ ವ್ಯವಸ್ಥೆ,ഡയഗ്നോസ്റ്റിക് സിസ്റ്റം
ರೋಗನಿರ್ಣಯ,ഡയഗ്നോസ്റ്റിക്സ്
ರೇಖಾಚಿತ್ರ,ഡയഗ്രം
ಡಯಲ್ ಮಾಡಿ,ഡയൽ ചെയ്യുക
ಡಯಲ್ ಲೈನ್,ഡയൽ ലൈൻ
ಡಯಲ್ ಟೋನ್,ഡയൽ ടോണ്
ಡಯಲ್ ಅಪ್ ಮಾಡಿ,ഡയൽ അപ്
ಸಂವಾದ,ഡയലോഗ്
ಸಂವಾದ ಪೆಟ್ಟಿಗೆ,ഡയലോഗ് ബോക്സ്
ಡಯಲಪ್ ಮೋಡೆಮ್,ഡയലപ്പ് മോഡം
ವ್ಯಾಸ,വ്യാസം
ನಿಘಂಟು,നിഘണ്ടു
ವ್ಯತ್ಯಾಸ,വ്യത്യാസം
ಡಿಜಿಟಲ್,ഡിജിറ്റൽ
ಡಿಜಿಟಲ್ ಚಾನಲ್,ഡിജിറ്റൽ ചാനൽ
ಡಿಜಿಟಲ್ ಸರ್ಕ್ಯೂಟ್,ഡിജിറ്റൽ സർക്യൂട്ട്
ಡಿಜಿಟಲ್ ಕಂಪ್ಯೂಟರ್,ഡിജിറ്റൽ കമ്പ്യൂട്ടർ
ಡಿಜಿಟಲ್ ಡೇಟಾ,ഡിജിറ്റൽ ഡാറ്റ
ಡಿಜಿಟಲ್ ಸೌಲಭ್ಯ,ഡിജിറ്റൽ സൗകര്യം
ಡಿಜಿಟಲ್ ಫಿಲ್ಟರ್,ഡിജിറ്റൽ ഫിൽട്ടർ
ಡಿಜಿಟಲ್ ಲೈಬ್ರರಿ,ഡിജിറ്റൽ ലൈബ്രറി
ಡಿಜಿಟಲ್ ಮಾಡ್ಯುಲೇಶನ್,ഡിജിറ്റൽ മോഡുലേഷൻ
ಡಿಜಿಟಲ್ ಮಾನಿಟರ್,ഡിജിറ്റൽ മോണിറ്റർ
ಡಿಜಿಟಲ್ ಚಿತ್ರ,ഡിജിറ്റൽ ചിത്രം
ಡಿಜಿಟಲ್ ಸಹಿ,ഡിജിറ്റൽ ഒപ്പ്
ಡಿಜಿಟಲ್ ಸ್ವಿಚ್,ഡിജിറ്റൽ സ്വിച്ച്
ಡಿಜಿಟಲ್ ಟು ಅನಲಾಗ್ (D/A) ಪರಿವರ್ತಕ,ഡിജിറ്റൽ ടു അനലോഗ് (D/A) കൺവെർട്ടർ
ಡಿಜಿಟಲೀಕರಣ,ഡിജിറ്റൈസേഷൻ
ಡಿಜಿಟೈಜ್ ಮಾಡಿ,ഡിജിറ്റൈസ് ചെയ്യുക
ಡಿಜಿಟೈಸರ್,ഡിജിറ്റൈസർ
ಡಯೋಡ್,ഡയോഡ്
ನೇರ,നേരിട്ട്
ನೇರ ವಿಳಾಸ,നേരിട്ടുള്ള വിലാസം
ನೇರ ಪರಿವರ್ತನೆ,നേരിട്ടുള്ള പരിവർത്തനം
ನೇರ ಜೋಡಣೆ,നേരിട്ടുള്ള സംയോജനം
ನೇರ ಮೆಮೊರಿ ಪ್ರವೇಶ (DMA),ഡയറക്ട് മെമ്മറി ആക്സസ് (DMA)
ನೇರ ಮೆಮೊರಿ ಪ್ರವೇಶ (DMA),ഡയറക്ട് മെമ്മറി ആക്സസ് (DMA)
ನೇರ ವಿಧಾನ,നേരിട്ടുള്ള രീതി
ನಿರ್ದೇಶನ,നിർദ്ദേശം
ಡೈರೆಕ್ಟರಿ,ഡയറക്ടറി
ಡೈರೆಕ್ಟರಿ ಸರ್ವರ್,ഡയറക്ടറി സെർവർ
ಡೈರೆಕ್ಟರಿ ಸೇವೆ,ഡയറക്ടറി സേവനം
ನಿಷ್ಕ್ರಿಯಗೊಳಿಸು,പ്രവർത്തനരഹിതമാക്കുക
ಸಂಕೇತವನ್ನು ನಿಷ್ಕ್ರಿಯಗೊಳಿಸುವುದು,സിഗ്നൽ പ്രവർത്തനരഹിതമാക്കുന്നു
ಸಂಪರ್ಕ ಕಡಿತಗೊಳಿಸಿ,വിച്ഛേദിക്കുക
ಪ್ರತ್ಯೇಕವಾದ,വ്യതിരിക്തമായ
ಡಿಸ್ಕ್,ഡിസ്ക്
ಡಿಸ್ಕ್ ವಿಳಾಸ,ഡിസ്ക് വിലാസം
ಡಿಸ್ಕ್ ಅರೇ,ഡിസ്ക് അറേ
ಡಿಸ್ಕ್ ಸಾಮರ್ಥ್ಯ,ഡിസ്ക് ശേഷി
ಡಿಸ್ಕ್ ಡ್ರೈವ್,ഡിസ്ക് ഡ്രൈവ്
ಡಿಸ್ಕ್ ಫೈಲ್,ഡിസ്ക് ഫയൽ
ಡಿಸ್ಕ್ ಮೆಮೊರಿ,ഡിസ്ക് മെമ്മറി
ಡಿಸ್ಕ್ ಆಪರೇಟಿಂಗ್ ಸಿಸ್ಟಮ್ (DOS),ഡിസ്ക് ഓപ്പറേറ്റിംഗ് സിസ്റ്റം (DOS)
ಡಿಸ್ಕ್ ಪ್ಯಾಕ್,ഡിസ്ക് പായ്ക്ക്
ಡಿಸ್ಕ್ ಸರ್ವರ್,ഡിസ്ക് സെർവർ
ಡಿಸ್ಕ್ ಸಂಗ್ರಹಣೆ,ഡിസ്ക് സംഭരണം
ಡಿಸ್ಕೆಟ್,ഡിസ്കെറ്റ്
ಪ್ರದರ್ಶನ ಫೈಲ್,ഫയൽ പ്രദർശിപ്പിക്കുക
ಚಿತ್ರವನ್ನು ಪ್ರದರ್ಶಿಸಿ,ചിത്രം പ്രദർശിപ്പിക്കുക
ವಿಲೇವಾರಿ,നിർമാർജനം
ದೂರ,ദൂരം
ದೂರ ಕಾರ್ಯ,ദൂരം പ്രവർത്തനം
ಅಸ್ಪಷ್ಟತೆ,വളച്ചൊടിക്കൽ
ವಿತರಣೆ,വിതരണം ചെയ്തു
ವಿತರಿಸಿದ ಡೇಟಾ,വിതരണം ചെയ്ത ഡാറ്റ
ವಿತರಿಸಿದ ಸರ್ವರ್,വിതരണം ചെയ്ത സെർവർ
ವಿತರಿಸಿದ ವ್ಯವಸ್ಥೆ,വിതരണം ചെയ്ത സംവിധാനം
ವಿತರಕ,വിതരണക്കാരൻ
ದಾಖಲೆ,പ്രമാണം
ಡಾಕ್ಯುಮೆಂಟ್ ಹಿಂಪಡೆಯಲಾಗಿದೆ,പ്രമാണം വീണ്ടെടുത്തു
ಡಾಕ್ಯುಮೆಂಟ್ ವಿಂಡೋ,പ്രമാണ വിൻഡോ
ದಸ್ತಾವೇಜನ್ನು,പ്രമാണീകരണം
ಡೊಮೇನ್,ഡൊമെയ്ൻ
ಕಾರ್ಯಕ್ಷೇತ್ರದ ಹೆಸರು,ഡൊമെയ്ൻ നാമം
ಡಾಟ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್ ಪ್ರಿಂಟರ್,ഡോട്ട് മാട്രിക്സ് പ്രിന്റർ
ಕೆಳಗೆ,താഴേക്ക്
ಕೆಳಗೆ ಲಿಂಕ್,ഡൗൺ ലിങ്ക്
ಡೌನ್ ಲೋಡ್ ಆಗುತ್ತಿದೆ,ഡൗൺലോഡ് ചെയ്യുന്നു
ಕಡಿಮೆ ಸಮಯ,സമയക്കുറവ്
ಎಳೆಯುವುದು,വലിച്ചിടുന്നു
DRAM (ಡೈನಾಮಿಕ್ RAM),DRAM (ഡൈനാമിക് റാം)
ಡ್ರಿಫ್ಟ್,ഡ്രിഫ്റ്റ്
ಚಾಲಕ,ഡ്രൈവർ
ಬಿಡಿ,ഡ്രോപ്പ്
ಡ್ರಾಪ್ ಡೌನ್ ಪಟ್ಟಿ ಬಾಕ್ಸ್,ഡ്രോപ്പ് ഡൗൺ ലിസ്റ്റ് ബോക്സ്
ಡ್ರಮ್ ಡ್ರೈವ್,ഡ്രം ഡ്രൈവ്
ಡ್ರಮ್ ಪ್ರಿಂಟರ್,ഡ്രം പ്രിന്റർ
ಡ್ರಮ್ ಘಟಕ,ഡ്രം യൂണിറ്റ്
ದ್ವಂದ್ವ,ഇരട്ട
ಉಭಯ ಸಾಂದ್ರತೆ,ഇരട്ട സാന്ദ്രത
ನಕಲಿ ವಿಳಾಸ,ഡമ്മി വിലാസം
ಡಂಪ್,തള്ളുക
ಡ್ಯುಪ್ಲೆಕ್ಸ್ ಸರ್ಕ್ಯೂಟ್,ഡ്യുപ്ലെക്സ് സർക്യൂട്ട്
ಡ್ಯುಪ್ಲೆಕ್ಸಿಂಗ್,ഡ്യൂപ്ലെക്സിംഗ്
ನಕಲು,തനിപ്പകർപ്പ്
DVD R/W,ഡിവിഡി R/W
ಡಿವಿಡಿ ರಾಮ್,ഡിവിഡി റോം
ಡೈನಾಮಿಕ್ ಸೂಚನೆ,ചലനാത്മക നിർദ്ദേശം
ಡೈನಾಮಿಕ್ ಮೆಮೊರಿ,ഡൈനാമിക് മെമ്മറി
ಡೈನಾಮಿಕ್ಸ್,ചലനാത്മകത
EBCDIC,EBCDIC
ಇ-ವ್ಯವಹಾರ,ഇ-ബിസിനസ്
ಪ್ರತಿಧ್ವನಿ,പ്രതിധ്വനി
ಇ-ಕಾಮರ್ಸ್,ഇ-കൊമേഴ്‌സ്
ತಿದ್ದು,തിരുത്തുക
ಸಂಪಾದಕ,എഡിറ്റർ
ಶೈಕ್ಷಣಿಕ ತಂತ್ರಜ್ಞಾನ,വിദ്യാഭ്യാസ സാങ്കേതികവിദ്യ
ಇಇಪಿ ರೋಮ್,ഇഇപി റോം
ಪರಿಣಾಮಕಾರಿ ವಿಳಾಸ (ತೇಲುವ ವಿಳಾಸ),ഫലപ്രദമായ വിലാസം (ഫ്ലോട്ടിംഗ് വിലാസം)
ಪರಿಣಾಮಕಾರಿ ಕಾರ್ಯನಿರ್ವಹಣಾ ವಿಳಾಸ,ഫലപ്രദമായ പ്രവർത്തന വിലാസം
ಪರಿಣಾಮಕಾರಿ ವಿಧಾನ,ഫലപ്രദമായ നടപടിക്രമം
ಪರಿಣಾಮಕಾರಿ UID (ಬಳಕೆದಾರ ಗುರುತಿಸುವಿಕೆ),ഫലപ്രദമായ യുഐഡി (ഉപയോക്തൃ തിരിച്ചറിയൽ)
ಪರಿಣಾಮಕಾರಿ ಪ್ರಸರಣ ಕಾರ್ಯ,ഫലപ്രദമായ ട്രാൻസ്മിഷൻ പ്രവർത്തനം
ಎಂಟು-ಬಿಟ್ ಬೈಟ್,എട്ട്-ബിറ്റ് ബൈറ്റ്
ಇ ಕಲಿಕೆ,ഇലക്ട്രോണിക് പഠനം
ಚುನಾವಣಾ ಅಲ್ಜಿರ್ತಮ್,തിരഞ്ഞെടുപ്പ്-അൽഗിർതം
ಎಲೆಕ್ಟ್ರಿಕ್ ಮೇಲಿಂಗ್ (ಇ-ಮೇಲ್),ഇലക്ട്രിക് മെയിലിംഗ് (ഇ-മെയിൽ)
ವಿದ್ಯುತ್ ಮುದ್ರಕ,ഇലക്ട്രിക് പ്രിന്റർ
ವಿದ್ಯುತ್ ಲೆಕ್ಕಪತ್ರ ಯಂತ್ರ,ഇലക്ട്രിക്കൽ അക്കൗണ്ടിംഗ് മെഷീൻ
ಎಲೆಕ್ಟ್ರಾನಿಕ್,ഇലക്ട്രോണിക്
ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಕ್ಲಿಯರೆನ್ಸ್ ಸಿಸ್ಟಮ್ (ECS),ഇലക്ട്രോണിക് ക്ലിയറൻസ് സിസ്റ്റം (ECS)
ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಡೇಟಾ ಇಂಟರ್ಚೇಂಜ್ (EDI),ഇലക്ട്രോണിക് ഡാറ്റ ഇന്റർചേഞ്ച് (EDI)
ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಡೇಟಾ ಸಂಸ್ಕರಣೆ,ഇലക്ട്രോണിക് ഡാറ്റ പ്രോസസ്സിംഗ്
ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಫೈಲಿಂಗ್,ഇലക്ട്രോണിക് ഫയലിംഗ്
ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಹಣ ವರ್ಗಾವಣೆ ವ್ಯವಸ್ಥೆ (EFTS),ഇലക്ട്രോണിക് ഫണ്ട് ട്രാൻസ്ഫർ സിസ്റ്റം (EFTS)
ಎಲೆಕ್ಟ್ರಾನಿಕ್ ನಿಯತಕಾಲಿಕಗಳು,ഇലക്ട്രോണിക് ജേണലുകൾ
ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಪ್ರಕಾಶನ,ഇലക്ട്രോണിക് പ്രസിദ്ധീകരണം
ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಸ್ವಿಚ್,ഇലക്ട്രോണിക് സ്വിച്ച്
ಅಂಶ,ഘടകം
ಇಮೇಲ್,ഇ-മെയിൽ
ಇಮೇಲ್ ವಿಳಾಸ,ഈ - മെയില് വിലാസം
ಎಂಬೆಡೆಡ್ ಸಿಸ್ಟಮ್,എംബഡഡ് സിസ്റ്റം
ಎಂಬೆಡಿಂಗ್,ഉൾച്ചേർക്കൽ
ಹೊರಸೂಸುವ ಜೋಡಿ ತರ್ಕ (ECL),എമിറ്റർ ദമ്പതികളുടെ യുക്തി (ECL)
ಖಾಲಿ ಸ್ಟಾಕ್,ശൂന്യമായ സ്റ്റാക്ക്
ಖಾಲಿ ಸ್ಟ್ರಿಂಗ್,ശൂന്യമായ ചരട്
ಅನುಕರಣೆ,അനുകരണം
ಆವರಿಸುವಿಕೆ,എൻക്യാപ്സുലേഷൻ
ಎನ್ಸೈಫರ್,എൻസിഫർ
ಎನ್ಕೋಡ್,എൻകോഡ്
ಎನ್ಕೋಡರ್,എൻകോഡർ
ಎನ್‌ಕ್ರಿಪ್ಟ್ ಮಾಡಿದ ಡೇಟಾ,എൻക്രിപ്റ്റ് ചെയ്ത ഡാറ്റ
ಎನ್ಕ್ರಿಪ್ಟಿಂಗ್ ಫೈಲ್ ಸಿಸ್ಟಮ್,എൻക്രിപ്റ്റിംഗ് ഫയൽ സിസ്റ്റം
ಗೂಢಲಿಪೀಕರಣ,എൻക്രിപ്ഷൻ
ಬ್ಲಾಕ್ನ ಅಂತ್ಯ,ബ്ലോക്കിന്റെ അവസാനം
ಕಡತದ ಅಂತ್ಯ (EOF),ഫയലിന്റെ അവസാനം (EOF)
ಬಳಕೆದಾರ,അന്തിമ ഉപയോക്താവ്
ನಮೂದಿಸಿ,നൽകുക
ನಮೂದಿಸಿ-ಕೀಲಿ,എന്റർ-കീ
ಎಂಟರ್ಪ್ರೈಸ್ ಸರ್ವರ್,എന്റർപ്രൈസ് സെർവർ
ಉದ್ಯಮ ವ್ಯವಸ್ಥೆ,എന്റർപ്രൈസ് സിസ്റ്റം
ಘಟಕ,സ്ഥാപനം
ಅಸ್ತಿತ್ವ-ಸಂಬಂಧ,സ്ഥാപന-ബന്ധം
ಪ್ರವೇಶ ಸಮಯ,പ്രവേശന സമയം
ಪ್ರವೇಶ ವೇರಿಯಬಲ್,എൻട്രി വേരിയബിൾ
ಎಣಿಸಬಹುದಾದ,എണ്ണാവുന്നത്
ಪರಿಸರ,പരിസ്ഥിതി
ಯುಗ,യുഗം
EPROM,EPROM
ಎಪ್ಸಿಲಾನ್ ಮುಚ್ಚುವಿಕೆ,എപ്സിലോൺ അടച്ചുപൂട്ടൽ
ಈಕ್ವಲೈಜರ್,സമനില
ಉಪಕರಣ,ഉപകരണങ്ങൾ
ಸಮಾನತೆಯ ವರ್ಗ,തുല്യതാ ക്ലാസ്
ಸಮಾನತೆಯ ಸಂಬಂಧ,തുല്യതാ ബന്ധം
ಅಳಿಸಿಹಾಕು,മായ്ക്കുക
ಕೋಡ್ ಸರಿಪಡಿಸುವಲ್ಲಿ ದೋಷ,കോഡ് തിരുത്തുന്നതിൽ പിശക്
ದೋಷ ತಿದ್ದುಪಡಿ,തെറ്റ് തിരുത്തൽ
ದೋಷ ಪತ್ತೆ,പിശക് കണ്ടെത്തൽ
ದೋಷ ನಿರ್ವಹಣೆ,പിശക് കൈകാര്യം ചെയ്യൽ
ತಪ್ಪು ಸಂದೇಶ,പിശക് സന്ദേശം
ದೋಷ ದರ,പിശക് നിരക്ക്
ದೋಷ ಚೇತರಿಕೆ,പിശക് വീണ്ടെടുക്കൽ
ದೋಷ ದಿನಚರಿ,പിശക് പതിവ്
ಪಾರು ಪಾತ್ರ,രക്ഷപ്പെടുന്ന സ്വഭാവം
ಈಥರ್ನೆಟ್,ഇഥർനെറ്റ്
ಘಟನೆ,സംഭവം
ಈವೆಂಟ್ ಸರಣಿ,ഇവന്റ് ചെയിൻ
