Kannada,Malayalam
ಈವೆಂಟ್ ನಿಯಂತ್ರಣ,ഇവന്റ് നിയന്ത്രണം
ಈವೆಂಟ್ ಕೌಂಟರ್,ഇവന്റ് കൗണ്ടർ
ವಿನಾಯಿತಿ ನಿರ್ವಹಣೆ,ഒഴിവാക്കൽ കൈകാര്യം ചെയ്യൽ
ಬದಲಾಯಿಸಬಹುದಾದ ಡಿಸ್ಕ್ ಸಂಗ್ರಹಣೆ,കൈമാറ്റം ചെയ്യാവുന്ന ഡിസ്ക് സംഭരണം
ಹೊರಗಿಡುವಿಕೆ,ഒഴിവാക്കൽ
ವಿಶೇಷ ಅಥವಾ (XOR),എക്സ്ക്ലൂസീവ് അല്ലെങ്കിൽ (XOR)
ಕಾರ್ಯಗತಗೊಳಿಸಬಹುದಾದ ಪ್ರೋಗ್ರಾಂ,എക്സിക്യൂട്ടബിൾ പ്രോഗ്രാം
ಕಾರ್ಯಕಾರಿ ಹೇಳಿಕೆ,എക്സിക്യൂട്ടീവ് പ്രസ്താവന
ಸಮಗ್ರ ಹುಡುಕಾಟ,സമഗ്രമായ തിരയൽ
ಅಸ್ತಿತ್ವದಲ್ಲಿದೆ,നിലവിലുണ്ട്
ನಿರ್ಗಮಿಸಿ,പുറത്ത്
ತಜ್ಞ ವ್ಯವಸ್ಥೆ,വിദഗ്ധ സംവിധാനം
ಅಭಿವ್ಯಕ್ತಿ,ആവിഷ്കാരം
ವಿಸ್ತೃತ ಗ್ರಾಫಿಕ್ ಅರೇ (XGA),വിപുലീകൃത ഗ്രാഫിക് അറേ (XGA)
ವಿಸ್ತೃತ ಉದ್ಯಮ ಗುಣಮಟ್ಟ (EIS),വിപുലമായ വ്യവസായ നിലവാരം (EIS)
ವಿಸ್ತೃತ ಯಂತ್ರ,വിപുലീകരിച്ച യന്ത്രം
ವಿಸ್ತೃತ ಸ್ಮರಣೆ,വിപുലീകരിച്ച മെമ്മറി
ವಿಸ್ತೃತ ನಿಖರತೆ,വിപുലമായ കൃത്യത
ವಿಸ್ತೃತ ವಿಂಗಡಣೆ,വിപുലീകരിച്ച സോർട്ടിംഗ്
ಬಾಹ್ಯ ಕರೆ,ബാഹ്യ കോൾ
ಬಾಹ್ಯ ದೋಷ,ബാഹ്യ പിശക്
ಬಾಹ್ಯ ಕಾರ್ಯ,ബാഹ്യ പ്രവർത്തനം
ಬಾಹ್ಯ ಅಡಚಣೆ,ബാഹ്യ തടസ്സം
ಬಾಹ್ಯ ಸ್ಮರಣೆ,ബാഹ്യ മെമ്മറി
ಬಾಹ್ಯ ಸ್ಮರಣೆ,ബാഹ്യ മെമ്മറി
ಬಾಹ್ಯ ಮೋಡೆಮ್,ബാഹ്യ മോഡം
ಬಾಹ್ಯ ಉಲ್ಲೇಖ,ബാഹ്യ റഫറൻസ്
ಬಾಹ್ಯ ಹುಡುಕಾಟ,ബാഹ്യ തിരയൽ
ಬಾಹ್ಯ ಶೇಖರಣಾ ಸಾಧನ,ബാഹ്യ സംഭരണ ഉപകരണം
ಹೊರತೆಗೆಯುವಿಕೆ,വേർതിരിച്ചെടുക്കൽ
ಹೊರತೆಗೆಯುವಿಕೆ,എക്സ്ട്രാപോളേഷൻ
ಮುಖ ಅಕ್ಷರ ಮುದ್ರಕ,മുഖപ്രകൃതി പ്രിന്റർ
ವಿಫಲ-ಸುರಕ್ಷಿತ ಕಾರ್ಯಾಚರಣೆ,പരാജയപ്പെടാത്ത പ്രവർത്തനം
ವಿಫಲತೆಯ ದರ,പരാജയതോത്
ವೈಫಲ್ಯ ಚೇತರಿಕೆ,പരാജയം വീണ്ടെടുക്കൽ
ತಪ್ಪು ಕೋಡ್,തെറ്റായ കോഡ്
ತಪ್ಪು ದೋಷ,തെറ്റായ പിശക്
ಫ್ಯಾನ್-ಇನ್,ഫാൻ-ഇൻ
ಫ್ಯಾನ್ ಔಟ್,ഫാൻ ഔട്ട്
ಫ್ಯಾಸಿಮೈಲ್ I/O ಸಾಧನ,ഫാസിമൈൽ I/O ഉപകരണം
ವೇಗದ ಫೋರಿಯರ್ ರೂಪಾಂತರ (FFT),ഫാസ്റ്റ് ഫോറിയർ ട്രാൻസ്ഫോർമേഷൻ (FFT)
ಗಂಭೀರವಾದ ತಪ್ಪು,മാരകമായ തെറ്റ്
ದೋಷ ಪತ್ತೆ,തെറ്റ് കണ്ടെത്തൽ
ದೋಷ ರೋಗನಿರ್ಣಯ,തെറ്റ് രോഗനിർണയം
ದೋಷಸಹಿಷ್ಣುತೆ,തെറ്റ് സഹിഷ്ണുത
ಫ್ಯಾಕ್ಸ್,ഫാക്സ്
ಫ್ಯಾಕ್ಸ್ ಸಂದೇಶ,ഫാക്സ് സന്ദേശം
FDC,FDC
ವೈಶಿಷ್ಟ್ಯ ಪತ್ತೆ,സവിശേഷത കണ്ടെത്തൽ
ಆಹಾರ ಚಕ್ರ,ഫീഡ് സൈക്കിൾ
ಪ್ರತಿಕ್ರಿಯೆ,പ്രതികരണം
ಫೀಡರ್,ഫീഡർ
ತರಲು,കൊണ്ടുവരിക
ಫಿಬೊನಾಕಿ ಹುಡುಕಾಟ,ഫിബൊനാച്ചി തിരയൽ
ಫಿಬೊನಾಕಿ ಅನುಕ್ರಮ,ഫിബൊനാച്ചി സീക്വൻസ്
ಫಿಬೊನಾಕಿ ಸರಣಿ,ഫിബൊനാച്ചി പരമ്പര
ಫೈಬರ್ ಆಪ್ಟಿಕ್ಸ್,ഫൈബർ ഒപ്റ്റിക്സ്
ಫಿಡೋ ನಿವ್ವಳ,ഫിഡോ നെറ്റ്
ಕ್ಷೇತ್ರ,വയൽ
ಐದನೇ ತಲೆಮಾರಿನ ಕಂಪ್ಯೂಟರ್‌ಗಳು,അഞ്ചാം തലമുറ കമ്പ്യൂട്ടറുകൾ
ಕಡತ,ഫയൽ
ಫೈಲ್ ಪ್ರವೇಶ ವಿಧಾನ,ഫയൽ ആക്സസ് രീതി
ಫೈಲ್ ಹಂಚಿಕೆ ಕೋಷ್ಟಕ,ഫയൽ അലോക്കേഷൻ പട്ടിക
ಫೈಲ್ ಕಂಪ್ರೆಷನ್,ഫയൽ കംപ്രഷൻ
ಫೈಲ್ ನಕಲು,ഫയൽ പകർത്തൽ
ಫೈಲ್ ಲೇಔಟ್,ഫയൽ ലേഔട്ട്
ಫೈಲ್ ವಿಲೀನ,ഫയൽ ലയിപ്പിക്കുക
ಫೈಲ್ ಚೇತರಿಕೆ,ഫയൽ വീണ്ടെടുക്കൽ
ಫೈಲ್ ಸಂಗ್ರಹಣೆ,ഫയൽ സംഭരണം
ಫೈಲ್ ರಚನೆ,ഫയൽ ഘടന
ಕಡತ ವ್ಯವಸ್ಥೆ,ഫയൽ സിസ്റ്റം
ಫೈಲ್ ವರ್ಗಾವಣೆ,ഫയൽ കൈമാറ്റം
ಫೈಲ್ ವರ್ಗಾವಣೆ ಪ್ರೋಟೋಕಾಲ್ (FTP),ഫയൽ ട്രാൻസ്ഫർ പ്രോട്ടോക്കോൾ (FTP)
ಫಿಲ್ಟರ್,ഫിൽട്ടർ
ಅಂತಿಮ ಸ್ಥಿತಿ,അന്തിമ അവസ്ഥ
ಕಂಡುಹಿಡಿಯಿರಿ,കണ്ടെത്തുക
ಸೀಮಿತ ಸ್ಥಿತಿಯ ಯಂತ್ರ,പരിമിതമായ സംസ്ഥാന യന്ത്രം
ಬೆಂಕಿ ಗೋಡೆ,അഗ്നി മതിൽ
ಫರ್ಮ್ವೇರ್,ഫേംവെയർ
ಮೊದಲು ಬಂದವರಿಗೆ ಮೊದಲ ಸೇವೆ,ആദ്യം വരുന്നവർക്ക് ആദ്യം നൽകുക
ಮೊದಲ ತಲೆಮಾರಿನ ಕಂಪ್ಯೂಟರ್,ആദ്യ തലമുറ കമ്പ്യൂട്ടർ
ಫಸ್ಟ್ ಇನ್ ಫಸ್ಟ್ ಔಟ್ (FIFO),ഫസ്റ്റ് ഇൻ ഫസ്റ്റ് ഔട്ട് (FIFO)
ಮೊದಲ ಆದೇಶದ ತರ್ಕ,ആദ്യ ഓർഡർ യുക്തി
ಮೊದಲ ಆದೇಶದ ಸಿದ್ಧಾಂತ,ആദ്യ ക്രമ സിദ്ധാന്തം
ಸ್ಥಿರ ವಿಭಾಗ,നിശ്ചിത പാർട്ടീഷൻ
ಧ್ವಜ,പതാക
ಹೊಂದಿಕೊಳ್ಳುವ ಡಿಸ್ಕ್,ഫ്ലെക്സിബിൾ ഡിസ്ക്
ಫ್ಲಾಪಿ ಡಿಸ್ಕ್,ഫ്ലോപ്പി ഡിസ്ക്
ಫ್ಲಾಪಿ ಡಿಸ್ಕ್ ಡ್ರೈವ್ (ಎಫ್ಡಿಡಿ),ഫ്ലോപ്പി ഡിസ്ക് ഡ്രൈവ് (Fdd)
ಹರಿವಿನ ಚಾರ್ಟ್,ഫ്ലോ ചാർട്ട്
ನಿಯಂತ್ರಣದ ಹರಿವು,നിയന്ത്രണത്തിന്റെ ഒഴുക്ക്
ಫ್ಲಶ್,ഫ്ലഷ്
ಫೋಲ್ಡರ್,ഫോൾഡർ
ಫಾಂಟ್,ഫോണ്ട്
ಫಾಂಟ್ ಕುಟುಂಬ,ഫോണ്ട് കുടുംബം
ವಿದೇಶಿ ಕೀ,വിദേശ കീ
ರೂಪ,രൂപം
ಔಪಚಾರಿಕ ಭಾಷೆ,ഔപചാരിക ഭാഷ
ಔಪಚಾರಿಕ ವ್ಯವಸ್ಥೆ,ഔപചാരിക സംവിധാനം
ಸ್ವರೂಪ,ഫോർമാറ്റ്
ಫಾರ್ಮ್ಯಾಟಿಂಗ್,ഫോർമാറ്റിംഗ്
ಫೋರ್ಟ್ರಾನ್,ഫോർട്രാൻ
ಫೋರ್ಟ್ರಾನ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್,ഫോർട്രാൻ പ്രോഗ്രാമിംഗ്
ಫಾರ್ವರ್ಡ್ ಸ್ಲ್ಯಾಷ್,ഫോർവേഡ് സ്ലാഷ്
ನಾಲ್ಕನೇ ತಲೆಮಾರಿನ ಕಂಪ್ಯೂಟರ್,നാലാം തലമുറ കമ്പ്യൂട്ടർ
ತುಣುಕು,ശകലം
ಚೌಕಟ್ಟು,ഫ്രെയിം
ಉಚಿತ ನಿವ್ವಳ,സ്വതന്ത്ര വല
ಉಚಿತ ಸಾಫ್ಟ್‌ವೇರ್ ಅಡಿಪಾಯ,സ്വതന്ത്ര സോഫ്റ്റ്‌വെയർ ഫൌണ്ടേഷൻ
ಉಚಿತ ಸಂಗ್ರಹಣೆ,സൗജന്യ സംഭരണം
ಫ್ರೀವೇರ್,ഫ്രീവെയർ
ಮುಂಭಾಗದ ತುದಿ,ഫ്രണ്ട് എൻഡ്
ಮುಂಭಾಗದ ಫಲಕ,ഫ്രണ്ട് പാനൽ
ಕಾರ್ಯ,പ്രവർത്തനം
ಕಾರ್ಯ ಕೀ,ഫംഗ്ഷൻ കീ
ಕಾರ್ಯ ಉಲ್ಲೇಖ,ഫംഗ്ഷൻ റഫറൻസ്
ಕ್ರಿಯಾತ್ಮಕ ಅವಲಂಬನೆ,പ്രവർത്തനപരമായ ആശ്രിതത്വം
ಕ್ರಿಯಾತ್ಮಕ ಪರೀಕ್ಷೆ,ഫങ്ഷണൽ ടെസ്റ്റിംഗ്
ಅಸ್ಪಷ್ಟ ತರ್ಕ,അവ്യക്തമായ യുക്തി
ಅಸ್ಪಷ್ಟ ಸೆಟ್,അവ്യക്തമായ സെറ്റ്
ಲಾಭ,നേട്ടം
ಆಟದ ಮರ,കളി മരം
ಅಂತರದ ಪಾತ್ರ,വിടവ് പ്രതീകം
ಕಸ,മാലിന്യം
ಕಸ ಸಂಗ್ರಹಣೆ,മാലിന്ന്യ ശേഖരണം
ಕಸ ಸಂಗ್ರಹಣೆ,മാലിന്ന്യ ശേഖരണം
ಕಸದಲ್ಲಿ ಕಸ (GIGO),മാലിന്യത്തിൽ മാലിന്യം (GIGO)
ಗೇಟ್,ഗേറ്റ്
ಗೇಟ್ವೇ,കവാടം
ಸಾಮಾನ್ಯ ಕಾರ್ಯಕ್ರಮ,പൊതു പരിപാടി
ಸಾಮಾನ್ಯ ಕಾರ್ಯಕ್ರಮ,പൊതു പരിപാടി
ಸಾಮಾನ್ಯ ಉದ್ದೇಶದ ಕಂಪ್ಯೂಟರ್,പൊതു ഉദ്ദേശ്യ കമ്പ്യൂട്ടർ
ಸಾಮಾನ್ಯ ಉದ್ದೇಶದ ಕಂಪ್ಯೂಟರ್,പൊതു ഉദ്ദേശ്യ കമ്പ്യൂട്ടർ
ಸಾಮಾನ್ಯ ನೋಂದಣಿ,പൊതു രജിസ്റ്റർ
ಸಾಮಾನ್ಯೀಕರಣ,പൊതുവൽക്കരണം
ಸಾಮಾನ್ಯೀಕರಣ,പൊതുവൽക്കരണം
ಸಾಮಾನ್ಯ ಉದ್ದೇಶದ ಭಾಷೆ,പൊതു-ഉദ്ദേശ്യ ഭാഷ
ಸಾಮಾನ್ಯ ಉದ್ದೇಶದ ಕಾರ್ಯಾಚರಣಾ ವ್ಯವಸ್ಥೆ,പൊതു-ഉദ്ദേശ്യ പ്രവർത്തന സംവിധാനം
ಸಾಮಾನ್ಯ ಉದ್ದೇಶದ ನೋಂದಣಿ,പൊതു-ഉദ്ദേശ്യ രജിസ്റ്റർ
ಸೃಷ್ಟಿಸಿದ ದೋಷ,സൃഷ്ടിച്ച പിശക്
ಕಾರ್ಯವನ್ನು ಉತ್ಪಾದಿಸುತ್ತದೆ,ഫംഗ്ഷൻ സൃഷ്ടിക്കുന്നു
ಸಾಮಾನ್ಯ ವರ್ಗ,ജനറിക് ക്ലാസ്
ಸಾಮಾನ್ಯ ಕಾರ್ಯ,പൊതു പ്രവർത്തനം
ಸಾಮಾನ್ಯ ಹೆಸರು,പൊതുവായ പേര്
ಗಿಗೋ,ജിഗോ
ಜಾಗತಿಕ,ആഗോള
ಜಾಗತಿಕ ಕೋಡ್,ആഗോള കോഡ്
ಜಾಗತಿಕ ಲಾಕ್,ആഗോള ലോക്ക്
ಜಾಗತಿಕ ನೆಟ್ವರ್ಕ್,ആഗോള ശൃംഖല
ಜಾಗತಿಕ ನೆಟ್ವರ್ಕ್,ആഗോള ശൃംഖല
ಜಾಗತಿಕ ಬಳಕೆದಾರ,ആഗോള ഉപയോക്താവ്
ಜಾಗತಿಕ ವೇರಿಯಬಲ್,ആഗോള വേരിയബിൾ
ಜಾಗತೀಕರಣ,ആഗോളവൽക്കരണം
ಗೋಫರ್,ഗോഫർ
ಗೋಫರ್ ಕ್ಲೈಂಟ್,ഗോഫർ ക്ലയന്റ്
ಗೋಫರ್ ಸರ್ವರ್,ഗോഫർ സെർവർ
ಗೋಫರ್ ಸೈಟ್,ഗോഫർ സൈറ്റ്
ಗೋಫರ್ ಸ್ಪೇಸ್,ഗോഫർ സ്പേസ്
ಆಕರ್ಷಕವಾದ ಅವನತಿ,ഭംഗിയുള്ള തരംതാഴ്ത്തൽ
ವ್ಯಾಕರಣ ಪರೀಕ್ಷಕ,വ്യാകരണ പരിശോധകൻ
ವ್ಯಾಕರಣ ಆಕರ್ಷಕವಾದ ನಿರ್ಗಮನ,വ്യാകരണം ഗംഭീരമായ എക്സിറ്റ്
ದೊಡ್ಡ ಒಟ್ಟು,ആകെ തുക
ಗ್ರಾಫ್,ഗ്രാഫ്
ಗ್ರಾಫ್ ಪ್ಲಾಟಿಂಗ್,ഗ്രാഫ് പ്ലോട്ടിംഗ്
ಗ್ರಾಫಿಕ್ ಪಾತ್ರ,ഗ്രാഫിക് സ്വഭാവം
ಗ್ರಾಫಿಕ್ ನಿಯಂತ್ರಕ,ഗ്രാഫിക് കൺട്രോളർ
ಗ್ರಾಫಿಕ್ ಡೇಟಾ ರಚನೆ,ഗ്രാഫിക് ഡാറ്റ ഘടന
ಗ್ರಾಫಿಕ್ ಪ್ರದರ್ಶನ ಕಾರ್ಯಕ್ರಮ,ഗ്രാഫിക് ഡിസ്പ്ലേ പ്രോഗ്രാം
ಗ್ರಾಫಿಕ್ ಪ್ರದರ್ಶನ ರೆಸಲ್ಯೂಶನ್,ഗ്രാഫിക് ഡിസ്പ്ലേ റെസലൂഷൻ
ಗ್ರಾಫಿಕ್ ಭಾಷೆ,ഗ്രാഫിക് ഭാഷ
ಗ್ರಾಫಿಕ್ ಭಾಷೆ,ഗ്രാഫിക് ഭാഷ
ಗ್ರಾಫಿಕ್ ಫಲಕ,ഗ്രാഫിക് പാനൽ
ಚಿತ್ರಾತ್ಮಕ ಅನಿಮೇಷನ್,ഗ്രാഫിക്കൽ ആനിമേഷൻ
ಚಿತ್ರಾತ್ಮಕ ಇಂಟರ್ಫೇಸ್ ಫಾರ್ಮ್ಯಾಟ್ (GIF),ഗ്രാഫിക്കൽ ഇന്റർഫേസ് ഫോർമാറ്റ് (GIF)
ಚಿತ್ರಾತ್ಮಕ ಬಳಕೆದಾರ ಇಂಟರ್ಫೇಸ್ (GUI),ഗ്രാഫിക്കൽ യൂസർ ഇന്റർഫേസ് (GUI)
ಗ್ರಾಫಿಕ್ಸ್,ഗ്രാഫിക്സ്
ಗ್ರಾಫಿಕ್ಸ್ ಅಪ್ಲಿಕೇಶನ್,ഗ്രാഫിക്സ് ആപ്ലിക്കേഷൻ
ಗ್ರಾಫಿಕ್ಸ್ ಕರ್ಸರ್,ഗ്രാഫിക്സ് കഴ്സർ
ಗ್ರಾಫಿಕ್ಸ್ ಮೋಡ್,ഗ്രാഫിക്സ് മോഡ്
ಗ್ರಾಫಿಕ್ಸ್ ಪ್ಯಾಕೇಜ್,ഗ്രാഫിക്സ് പാക്കേജ്
ಗ್ರಾಫಿಕ್ಸ್ ಸಾಫ್ಟ್‌ವೇರ್,ഗ്രാഫിക്സ് സോഫ്റ്റ്വെയർ
ಗ್ರಾಫಿಕ್ಸ್ ಸಾಫ್ಟ್‌ವೇರ್,ഗ്രാഫിക്സ് സോഫ്റ്റ്വെയർ
ಗ್ರಾಫಿಕ್ಸ್ ಸಾಫ್ಟ್‌ವೇರ್ ಪ್ಯಾಕೇಜ್,ഗ്രാഫിക്സ് സോഫ്റ്റ്വെയർ പാക്കേജ്
ಬೂದು ಪ್ರಮಾಣದ,ഗ്രേ സ്കെയിൽ
ದುರಾಸೆಯ ವಿಧಾನ,അത്യാഗ്രഹ രീതി
grep,grep
ಗ್ರಿಡ್,ഗ്രിഡ്
ಗ್ರಿಡ್ ಚಾರ್ಟ್,ഗ്രിഡ് ചാർട്ട്
ಗ್ರಿಡ್ ಕಂಪ್ಯೂಟಿಂಗ್,ഗ്രിഡ് കമ്പ്യൂട്ടിംഗ്
ಗ್ರಿಡ್ ಮಾಡ್ಯುಲೇಶನ್,ഗ്രിഡ് മോഡുലേഷൻ
ನೆಲದ ಅಲೆ,ഗ്രൗണ്ട് വേവ്
ಗುಂಪು,ഗ്രൂപ്പ്
ಗುಂಪು ವಿಳಾಸ,ഗ്രൂപ്പ് വിലാസം
ಗುಂಪು ಕೋಡ್,ഗ്രൂപ്പ് കോഡ്
ಗುಂಪು ಸಂವಹನ,ഗ്രൂപ്പ് ആശയവിനിമയം
ಗುಂಪು ಸಂವಹನ,ഗ്രൂപ്പ് ആശയവിനിമയം
ಗುಂಪು ಗುರುತಿಸುವಿಕೆ,ഗ്രൂപ്പ് തിരിച്ചറിയൽ
ತಂಡದ ಹೆಸರು,ഗ്രൂപ്പ് പേര്
ಗ್ರೂಪ್‌ವೇರ್,ഗ്രൂപ്പ്വെയർ
ಬೆಳವಣಿಗೆ,വളർച്ച
ಕಾವಲುಗಾರ,കാവൽ
ಮಾರ್ಗದರ್ಶಿ ಮಾಧ್ಯಮ,മാർഗനിർദേശം നൽകിയ മാധ്യമങ്ങൾ
ಗನ್ಜಿಪ್,വെടിയുണ്ട
ಹ್ಯಾಕ್,ഹാക്ക്
ಹ್ಯಾಕರ್,ഹാക്കർ
ಹ್ಯಾಕರ್ ನಿಘಂಟು,ഹാക്കറുടെ നിഘണ്ടു
ಅರ್ಧ ಆಡ್ಡರ್,പകുതി ആഡർ
ಅರ್ಧ ಸೇತುವೆ,പകുതി പാലം
ಅರ್ಧ ಡ್ಯುಪ್ಲೆಕ್ಸ್,പകുതി ഡ്യൂപ്ലക്സ്
ಅರ್ಧ ಡ್ಯುಪ್ಲೆಕ್ಸ್ ಲೈನ್,പകുതി ഡ്യൂപ്ലെക്സ് ലൈൻ
ಅರ್ಧ ಡ್ಯುಪ್ಲೆಕ್ಸ್ ಮೋಡ್,പകുതി ഡ്യുപ്ലെക്സ് മോഡ്
ಅರ್ಧ ತೀವ್ರತೆ,പകുതി തീവ്രത
ಅರ್ಧ ರೂಟರ್,പകുതി റൂട്ടർ
ಅರ್ಧ ಕಳೆಯುವವರು,പകുതി കുറയ്ക്കുന്നയാൾ
ಅರ್ಧ ಟೋನಿಂಗ್,പകുതി ടോണിംഗ്
ಅರ್ಧ ಪದ,പകുതി വാക്ക്
ಹ್ಯಾಮಿಲ್ಟೋನಿಯಸ್ ಚಕ್ರ,ഹാമിൽട്ടോണിയസ് സൈക്കിൾ
ಹ್ಯಾಮಿಂಗ್ ಕೋಡ್,ഹാമിംഗ് കോഡ്
ಕೈ,കൈ
ಕೈ ಪ್ರತಿ,കൈ പകർപ്പ്
ಹ್ಯಾಂಡಲ್,കൈകാര്യം ചെയ്യുക
ನಿರ್ವಹಣೆ,കൈകാര്യം ചെയ്യുന്നു
ತೂಗುಹಾಕು,തൂക്കിയിടുക
ಸಂತೋಷದ ನಿವ್ವಳ,സന്തോഷകരമായ വല
ಹಾರ್ಡ್ ಕಾಪಿ ಸಾಧನ,ഹാർഡ് കോപ്പി ഉപകരണം
ಹಾರ್ಡ್ ಡಿಸ್ಕ್,ഹാർഡ് ഡിസ്ക്
ಹಾರ್ಡ್ ಡಿಸ್ಕ್ ಕ್ರ್ಯಾಶ್,ഹാർഡ് ഡിസ്ക് ക്രാഷ്
ಕಠಿಣ ದೋಷ,കഠിനമായ പിശക്
ಯಂತ್ರಾಂಶ ಹರಿವಿನ ನಿಯಂತ್ರಣ,ഹാർഡ്‌വെയർ ഫ്ലോ നിയന്ത്രണം
ಹಾರ್ಮೋನಿಕ್,ഹാർമോണിക്
ಹಾರ್ಮೋನಿಕ್ ಸರಾಸರಿ,ഹാർമോണിക് അർത്ഥം
ಹ್ಯಾಶ್,ഹാഷ്
ಹ್ಯಾಶ್ ರೇಖಾಚಿತ್ರ,ഹാഷ് ഡയഗ്രം
ಹ್ಯಾಶ್ ಟೇಬಲ್,ഹാഷ് ടേബിൾ
ಹ್ಯಾಶಿಂಗ್ ತಂತ್ರ,ഹാഷിംഗ് ടെക്നിക്
ಶಿರೋಲೇಖ,തലക്കെട്ട്
ರಾಶಿ,കൂമ്പാരം
ರಾಶಿ ರೀತಿಯ,കൂമ്പാരം അടുക്കുക
ಸಹಾಯ,സഹായം
ಸಹಾಯ ಪರದೆ,സഹായ സ്ക്രീൻ
ಸಹಾಯವಾಣಿ,ഹെൽപ്പ്നെറ്റ്
ಹರ್ಟ್ಜ್,ഹെർട്സ്
ಹ್ಯೂರಿಸ್ಟಿಕ್,ഹ്യൂറിസ്റ്റിക്
ಹ್ಯೂರಿಸ್ಟಿಕ್ ವಿಧಾನ,ഹ്യൂറിസ്റ്റിക് രീതി
ಹೆಕ್ಸಾಡೆಸಿಮಲ್ ಸಂಖ್ಯೆಗಳು,ഹെക്സാഡെസിമൽ സംഖ്യകൾ
ಗುಪ್ತ ಸಾಲು,മറഞ്ഞിരിക്കുന്ന വരി
ಕ್ರಮಾನುಗತ ಡೇಟಾ ಬೇಸ್,ശ്രേണിപരമായ ഡാറ്റാ ബേസ്
ಕ್ರಮಾನುಗತ ಫೈಲ್ ಸಿಸ್ಟಮ್,ഹൈറാർക്കിക്കൽ ഫയൽ സിസ്റ്റം
ಶ್ರೇಣೀಕೃತ ಸ್ಥಳಾಕೃತಿ,ശ്രേണിപരമായ ഭൂപ്രകൃതി
ಉನ್ನತ ಮಟ್ಟದ ಭಾಷೆ,ഉയർന്ന തലത്തിലുള്ള ഭാഷ
ಹೆಚ್ಚಿನ ಮೆಮೊರಿ ಪ್ರದೇಶ,ഉയർന്ന മെമ്മറി ഏരിയ
ಹೆಚ್ಚಿನ ಕಾರ್ಯಕ್ಷಮತೆ,ഉയർന്ന പ്രകടനം
ಹಿಟ್,അടിച്ചു
ಹಿಟ್ ದರ,ഹിറ്റ് നിരക്ക്
ಹಿಟ್ ಅನುಪಾತ,ഹിറ്റ് അനുപാതം
ರಂಧ್ರ,ദ്വാരം
ಹೋಮ್ ಡೈರೆಕ್ಟರಿ,ഹോം ഡയറക്ടറി
ಮುಖಪುಟ,ഹോം പേജ്
ಏಕರೂಪದ ನಿರ್ದೇಶಾಂಕ,ഏകതാനമായ കോർഡിനേറ്റ്
ಹಾಪ್,ചാടുക
ಹಾಪ್ ಎಣಿಕೆ,ഹോപ്പ് എണ്ണം
ಕೊಂಬು,കൊമ്പ്
ಹೋಸ್ಟ್ ಕಂಪ್ಯೂಟರ್,ഹോസ്റ്റ് കമ്പ്യൂട്ടർ
ಹೋಸ್ಟ್ ಕಂಪ್ಯೂಟರ್,ഹോസ്റ്റ് കമ്പ്യൂട്ടർ
ಹೋಸ್ಟ್ ಭಾಷೆ,ഹോസ്റ്റ് ഭാഷ
ಬಿಸಿ ಕೀ,ചൂടുള്ള കീ
ಹೈಪರ್ ಟೆಕ್ಸ್ಟ್ ಮಾರ್ಕ್ಅಪ್ ಭಾಷೆ (HTML),ഹൈപ്പർ ടെക്സ്റ്റ് മാർക്ക്അപ്പ് ഭാഷ (HTML)
ಕಲ್ಪನೆ,അനുമാനം
ನಾನು ಪಾಡ್,ഞാൻ പോഡ്
I/O ಬಫರ್,I/O ബഫർ
I/O ಪೋರ್ಟ್,I/O പോർട്ട്
I/O ಘಟಕ,I/O യൂണിറ്റ്
ಗುರುತಿಸುವಿಕೆ,ഐഡന്റിഫയർ
ಗುರುತು,ഐഡന്റിറ്റി
ಚಿತ್ರ,ചിത്രം
ಚಿತ್ರ ಸಂವೇದಕ,ഇമേജ് സെൻസർ
ಪ್ರಭಾವ ಮುದ್ರಕ,ആഘാതം പ്രിന്റർ
ಪ್ರತಿರೋಧ,തടസ്സം
ಕಡ್ಡಾಯ ಪ್ರೋಗ್ರಾಂ ಭಾಷೆ,അനിവാര്യമായ പ്രോഗ്രാം ഭാഷ
ಕಡ್ಡಾಯ ಹೇಳಿಕೆ,അനിവാര്യമായ പ്രസ്താവന
ಸೂಚ್ಯ ವಿಳಾಸ,പരോക്ഷമായ വിലാസം
ಅಸಾಧ್ಯ ಘಟನೆ,അസാധ്യമായ സംഭവം
ನಿಷ್ಕ್ರಿಯ ನೋಡ್,നിഷ്ക്രിയ നോഡ്
