Tamil,Assamese
அபாகஸ்,abacus
அசாதாரண நிறுத்தம்,অস্বাভাৱিক সমাপ্তি
கருக்கலைப்பு,abort
அறுதி,নিৰপেক্ষ
முழுமையான முகவரி,নিৰপেক্ষ ঠিকনা
முழுமையான முகவரி,নিৰপেক্ষ সম্বোধন
முழுமையான அசெம்பிளர்,নিৰপেক্ষ এছেম্বলাৰ
முழுமையான குறியீடு,নিৰপেক্ষ ক&#39;ড
முழுமையான கட்டளை,নিৰপেক্ষ আদেশ
முழுமையான தரவு,নিৰপেক্ষ তথ্য
முழுமையான அறிவுறுத்தல்,নিৰপেক্ষ নিৰ্দেশনা
முழுமையான பயன்முறை,নিৰপেক্ষ ধৰণ
முழுமையான பாதை,নিৰপেক্ষ পথ
முழுமையான நிரலாக்கம்,নিৰপেক্ষ প্ৰগ্ৰেমিং
சுருக்க வர்க்கம்,বিমূৰ্ত শ্ৰেণী
சுருக்க தரவு வகை,বিমূৰ্ত তথ্যৰ ধৰণ
சுருக்க இயந்திரம்,বিমূৰ্ত মেচিন
சுருக்க சின்னம்,বিমূৰ্ত চিহ্ন
சுருக்க தொடரியல்,বিমূৰ্ত বাক্যবিন্যাস
ஏற்றுக்கொள்ளும் சோதனை,গ্ৰহণযোগ্যতা পৰীক্ষা
அணுகல் அங்கீகாரம்,প্ৰৱেশ প্ৰমাণীকৰণ
அணுகல் குறியீடு,প্ৰৱেশ ক&#39;ড
நுழைவு கட்டுப்பாடு,প্ৰৱেশ নিয়ন্ত্ৰণ
அணுகல் ஸ்கேன்,এক্সেছ স্কেন
துணை,আনুষংগিক বস্তু
கணக்கு,একাউণ্ট
கணக்கு ஐடி,একাউণ্ট আইডি
திரட்டி,এক্যুলেটৰ
துல்லியம்,শুদ্ধতা
அணுகல்,acess
அணுகல் கட்டுப்பாட்டு பைட்,প্ৰৱেশ নিয়ন্ত্ৰণ বাইট
அணுகல் குறியீடு,acess index
அணுகல் விசை,acess key
அணுகல் அணி,acess মেট্ৰিক্স
அணுகல் முறை,প্ৰৱেশ ধৰণ
அணுகல் சலுகை,acess বিশেষাধিকাৰ
அணுகல் பாதுகாப்பு,acess security
அணுகல் சேவையகம்,এচেছ চাৰ্ভাৰ
அணுகல் நேரம்,acess সময়
ஒப்புகை,স্বীকৃতি
ஒலியியல்,শব্দবিজ্ঞান
சுருக்கம்,সংক্ষিপ্ত ৰূপ
செயல் செய்தி,কাৰ্য্য বাৰ্তা
செயல்படுத்துதல்,সক্ৰিয়কৰণ
செயலில் உள்ள சர்வர் பக்கம் (ASP),সক্ৰিয় চাৰ্ভাৰ পৃষ্ঠা (ASP)
செயலில் உள்ள பதிப்பு,সক্ৰিয় সংস্কৰণ
அசைக்ளிக்,অচক্ৰীয়
அசைக்ளிக் வரைபடம்,অচক্ৰীয় গ্ৰাফ
அட மொழி,আদা ভাষা
அடாப்டர்,এডাপ্টাৰ
கூட்டு,যোগ কৰা
கோப்பை சேர்க்க,ফাইল যোগ কৰক
செயல்பாட்டைச் சேர்க்கவும்,অপাৰেচন যোগ কৰক
சேர்ப்பான்,adder
முகவரி,ঠিকনা
முகவரி பேருந்து,ঠিকনা বাছ
முகவரி கோப்பு,ঠিকনা নথিপত্ৰ
முகவரி வடிவம்,ঠিকনা বিন্যাস
முகவரி ஜெனரேட்டர்,ঠিকনা উৎপাদক
முகவரி வரி,ঠিকনা ৰেখা
முகவரி மேப்பிங்,ঠিকনা মেপিং
முகவரி சுட்டி,ঠিকনা পইণ্টাৰ
முகவரி பதிவு,ঠিকনা পঞ্জীয়ন
முகவரி தீர்மானம்,ঠিকনা সমাধান
முகவரி மொழிபெயர்ப்பு,ঠিকনা অনুবাদ
நினைவாற்றலை உரையாற்றினார்,ঠিকনাযুক্ত মেমৰি
உரையாற்றுவது,সম্বোধন কৰা
போதுமான அளவுகோல்கள்,পৰ্যাপ্ততাৰ মাপকাঠী
இணைந்த,সংযুক্ত
நிர்வாகம்,প্ৰশাসন
நிர்வாகி,প্ৰশাসক
அடோப் அக்ரோபேட்,এডোব এক্ৰ&#39;বেট
அடோ போட்டோஷாப்,এডোব ফটোশ্বপ
அட்வான்ஸ் பிசினஸ் அப்ளிகேஷன் புரோகிராமிங் (ஏபிஏபி),উন্নত ব্যৱসায়িক প্ৰয়োগ প্ৰগ্ৰেমিং (ABAP)
மேம்பட்ட தரவு,উন্নত তথ্য
மேம்பட்ட தகவல் அமைப்பு,উন্নত তথ্য ব্যৱস্থা
மேம்பட்ட தொழில்நுட்பம் (AT),উন্নত প্ৰযুক্তি (AT)
முகவர்,এজেণ্ট
திரட்டுதல்,একত্ৰীকৰণ
வான்வழி கணினி அமைப்பு,বায়ুমণ্ডলীয় কম্পিউটাৰ ব্যৱস্থা
அல்டஸ் பக்க தயாரிப்பாளர்,aldus পৃষ্ঠা নিৰ্মাতা
எச்சரிக்கை பெட்டி,সতৰ্কবাণী বাকচ
அல்கோல்,এলগোল
அல்காரிதம்,এলগৰিদম
அல்காரிதம் பகுப்பாய்வு,এলগৰিদম বিশ্লেষণ
அல்காரிதம் திறன்,এলগৰিদম দক্ষতা
மாற்றுப்பெயர்,alias
சீரமைப்பு,প্ৰান্তিককৰণ
ஒதுக்கீடு,আবণ্টন
அகரவரிசை,বৰ্ণানুক্ৰমিক
எண்ணெழுத்து,আলফানিউমেৰিক
எண்ணெழுத்து விசைப்பலகை,আলফানিউমেৰিক কি বৰ্ড
ஆல்பா-சோதனை,আলফা-পৰীক্ষা
ஆல்பா பதிப்பு,আলফা-সংস্কৰণ
alt விசை,alt কি&#39;
அல்டாவிஸ்டா,আলতাভিস্তা
தெளிவின்மை,অস্পষ্টতা
தெளிவற்ற இலக்கணம்,অস্পষ্ট ব্যাকৰণ
அமெரிக்க தேசிய தரநிலை நிறுவனம் (ANSI),আমেৰিকান নেচনেল ষ্টেণ্ডাৰ্ডছ ইনষ্টিটিউট (ANSI)
தகவல் பரிமாற்றத்திற்கான அமெரிக்க தரநிலை குறியீடு (ASCII),তথ্য বিনিময়ৰ বাবে আমেৰিকান মানক ক&#39;ড (ASCII)
அனலாக்,এনালগ
அனலாக் கணினி,এনালগ কম্পিউটাৰ
அனலாக் சாதனம்,এনালগ ডিভাইচ
அனலாக் மோடம்,এনালগ মডেম
அனலாக் டு டிஜிட்டல் மாற்றி (ADC),এনালগ টু ডিজিটেল কনভাৰ্টাৰ (ADC)
மற்றும்,আৰু
மற்றும் சுற்று,AND বৰ্তনী
மற்றும் வாயில்,AND গেট
மற்றும் செயல்பாடு அல்ல (விலக்கு),AND অপাৰেচন নহয় (বৰ্জন)
இயங்குபடம்,এনিমেচন
சிறுகுறிப்பு,টীকাকৰণ
ஒழுங்கின்மை,বিজুতি
முன்னோடி,পূৰ্বসূৰী
முன்கூட்டிய பேஜிங்,প্ৰত্যাশিত পেজিং
எதிர்ப்பு சமச்சீர்,এন্টি-চিমেট্ৰিক
வைரஸ் தடுப்பு நிரல்,এন্টিভাইৰাছ প্ৰগ্ৰেম
ஆப்லெட்,applet
பயன்பாட்டு டெவலப்பர்,এপ্লিকেচন ডেভেলপাৰ
பயன்பாட்டு நிரலாக்கம்,এপ্লিকেচন প্ৰগ্ৰেমিং
பயன்பாட்டு நிரலாக்க இடைமுகம் (API),এপ্লিকেচন প্ৰগ্ৰেমিং আন্তঃপৃষ্ঠ (API)
பயன்பாட்டு மென்பொருள்,এপ্লিকেচন চফ্টৱেৰ
பயன்பாட்டு மொழி,প্ৰয়োগমূলক ভাষা
தோராயக் கோட்பாடு,আনুমানিক তত্ত্ব
கட்டிடக்கலை,স্থাপত্য
பகுதி பரிமாற்றம்,এলেকা হস্তান্তৰ
வாதம்,তৰ্কাতৰ্কি
எண்கணித மற்றும் தர்க்க அலகு,গাণিতিক আৰু যুক্তিৰ একক
எண்கணித சரிபார்ப்பு,গাণিতিক পৰীক্ষা
எண்கணித மாறிலி,গাণিতিক ধ্ৰুৱক
எண்கணித தரவு,গাণিতিক তথ্য
எண்கணித அறிவுரை,গাণিতিক নিৰ্দেশনা
எண்கணிதம் மற்றும் தருக்க அலகு (ALU),গাণিতিক আৰু যুক্তি একক (ALU)
அர்பானெட்,ARPANET
வரிசை,এৰে
வரிசை கேச்,এৰে কেচ
வரிசை கணினி,এৰে কম্পিউটাৰ
வரிசை உறுப்பு,এৰে উপাদান
வரிசை பெயர்,এৰেৰ নাম
வரிசை செயலி,এৰে প্ৰচেছৰ
அம்புக்குறி விசைகள்,কাঁড় চিহ্নসমূহ
உச்சரிப்பு,আৰ্টিকুলেচন
உச்சரிப்பு புள்ளி,আৰ্টিকুলেচন পইণ্ট
செயற்கை சுருக்கம்,কৃত্ৰিম সংকোচন
செயற்கை கட்டுப்பாடு,কৃত্ৰিম নিয়ন্ত্ৰণ
செயற்கை நுண்ணறிவு,কৃত্ৰিম বুদ্ধিমত্তা
ஏறுபவர்,আৰোহী
ஏறும் வகை,আৰোহী সজাই পৰাই তোলা
ASCII betical order,ASCII betical ক্ৰম
ASCII கட்டுப்பாட்டு எழுத்து,ASCII নিয়ন্ত্ৰণ আখৰ
ASCII கோப்பு,ASCII নথিপত্ৰ
ASCII எழுத்துரு,ASCII ফন্ট
ASCII பரிமாற்றம்,ASCII স্থানান্তৰ
விகிதம்,এস্পেক্ট ৰেচিঅ&#39;
ASPI,এ এছ পি আই
ASR டைமர்,ASR টাইমাৰ
கூடி,একত্ৰিত কৰা
அசெம்பிளர்,এছেম্বলাৰ
சட்டசபை,সভা
சட்டசபை மொழி,সমাবেশ ভাষা
வலியுறுத்தல்,assertion
பணி நியமனம்,আবণ্টন কৰা কাৰ্য
சங்கம்,সংস্থা
துணை முகவரி,সহযোগী ঠিকনা
துணை நினைவகம்,সহযোগী স্মৃতিশক্তি
ஆஸ்டிரிக்,এস্টেৰিক
சமச்சீரற்ற,অসমতাপূৰ্ণ
ஒத்திசைவற்ற,এচিনক্ৰ&#39;নাছ
ஒத்திசைவற்ற டிஜிட்டல் சந்தாதாரர் வரி (ADSL),ডিজিটেল গ্রাহক লাইন (ADSL)
ஒத்திசைவற்ற நேரப் பிரிவு மல்டிபிளெக்சிங் (ATDM),asynchronous সময় বিভাজন মাল্টিপ্লেক্সিং (ATDM)
ஒத்திசைவற்ற பரிமாற்றம்,এচিনক্ৰ&#39;নাছ স্থানান্তৰ
ஒத்திசைவற்ற பரிமாற்ற முறை (ATM),এচিনক্ৰ&#39;নাছ স্থানান্তৰ ধৰণ (ATM)
அணு,পৰমাণু
இணைக்கப்பட்ட ஆவணம்,সংলগ্ন নথিপত্ৰ
இணைக்கப்பட்டுள்ள கோப்பு,সংলগ্ন ফাইল
இணைப்பு,সংলগ্নক
பண்பு,বৈশিষ্ট্য
ஆடியோ,অডিঅ&#39;
தணிக்கை நிரலாக்கம்,অডিট প্ৰগ্ৰেমিং
தணிக்கை சோதனை,অডিট ট্ৰেইল
பெருக்குதல்,বৃদ্ধি কৰা
அங்கீகார நெறிமுறை,প্ৰমাণীকৰণ প্ৰটোকল
ஆசிரியர் அமைப்பு,লেখক ব্যৱস্থা
அங்கீகாரம்,অনুমোদন
தானியங்கு சுருக்கம்,অটো বিমূৰ্ত
தானாக துவக்குதல்,স্বয়ংক্ৰিয় বুট কৰা
ஆட்டோகேட்,অটোকেড
ஆட்டோலாக் ஆன்,অটোলগ অন
தானியங்கி,automata
தானியங்கு கோட்பாடு,automata তত্ত্ব
தானியங்கி கணினி,স্বয়ংক্ৰিয় কম্পিউটিং
தானியங்கி தரவு செயலாக்கம்,স্বয়ংক্ৰিয় তথ্য প্ৰক্ৰিয়াকৰণ
தானியங்கி பிழை திருத்தம்,স্বয়ংক্ৰিয় ভুল সংশোধন
தானியங்கி செயல்பாடு,স্বয়ংক্ৰিয় কাৰ্য্য
தானியங்கி அட்டவணைப்படுத்தல்,স্বয়ংক্ৰিয় সূচীভুক্তকৰণ
தானியங்கி நூலக அழைப்பு,স্বয়ংক্ৰিয় লাইব্ৰেৰী কল
தானியங்கி நிரலாக்க,স্বয়ংক্ৰিয় প্ৰগ্ৰেমিং
தானியங்கி மீட்பு திட்டம்,স্বয়ংক্ৰিয় পুনৰুদ্ধাৰ প্ৰগ্ৰেম
தானியங்கி வழக்கம்,স্বয়ংক্ৰিয় ৰুটিন
தானியங்கி கணினி மீட்பு,স্বয়ংক্ৰিয় চিস্টেম পুনৰুদ্ধাৰ
தானியங்கி பணம் செலுத்தும் இயந்திரம் (ATM),স্বয়ংক্ৰিয় টেলাৰ মেচিন (ATM)
தானியங்கி,অটোমেচন
தானியங்கி,অটোপ্লে
தானாக சேமிக்கவும்,স্বয়ংক্ৰিয় সংৰক্ষণ কৰক
துணை,সহায়ক
துணை நினைவகம்,সহায়ক স্মৃতিশক্তি
துணை சேமிப்பு,সহায়ক সংৰক্ষণ
கிடைக்கும் பட்டியல்,উপলব্ধ তালিকা
கிடைக்கும் நேரம்,উপলব্ধ সময়
சராசரி,গড়
awk (மொழி),awk (ভাষা)
பின்தளம்,বেকএণ্ড
பின்தள செயலி,বেকএণ্ড প্ৰচেছৰ
பின்முகத்தை அகற்றுதல்,বেকফেচ আঁতৰোৱা
பின்னணி செயலாக்கம்,পটভূমি প্ৰক্ৰিয়াকৰণ
பேக்கிங் கடை,বেকিং ষ্ট&#39;ৰ
பின் இணைப்பு,বেকপেচিং
பின்வெளி,বেকস্পেচ
பின்வாங்குதல்,পিছুৱাই যোৱা
காப்புப்பிரதி,বেক-আপ
காப்பு நினைவகம்,বেক-আপ মেমৰি
பின்னோக்கி பிழை மீட்பு,পিছলৈ ত্ৰুটি পুনৰুদ্ধাৰ
இருப்புநிலை,বেলেন্স শ্বীট
இசைக்குழு,বেণ্ড
பட்டை அகலம்,বেণ্ডৰ প্ৰস্থ
வங்கியாளர் வழிமுறை,বেংকাৰৰ এলগৰিদম
பார் குறியீடு,বাৰ ক&#39;ড
பட்டை குறி படிப்பான் வருடி,বাৰ ক&#39;ড স্ক্যানাৰ
சட்ட வரைபடம்,বাৰ গ্ৰাফ
அடிப்படை முகவரி,ভিত্তি ঠিকনা
அடிப்படை இசைக்குழு,বেচ বেণ্ড
அடிப்படை எண்,ভিত্তি সংখ্যা
அடிப்படை அட்டவணை,ভিত্তি টেবুল
அடிப்படை,প্ৰাথমিক
அடிப்படை கட்டுப்பாடு,মূল নিয়ন্ত্ৰণ
அடிப்படை உள்ளீடு,মূল ইনপুট
அடிப்படை அறிவுறுத்தல்,মূল নিৰ্দেশনা
அடிப்படை வெளியீடு,মূল আউটপুট
அடிப்படை படி,মূল পদক্ষেপ
தொகுதி,বেটছ
தொகுதி கோப்பு,বেচ ফাইল
தொகுதி நிலை,বেচৰ অৱস্থান
தொகுதி செயலாக்கம்,বেচ প্ৰচেছিং
தொகுதி அமைப்பு,বেচ ব্যৱস্থা
பாட்,baud
பாட் விகிதம்,বড হাৰ
உத்திரம்,আলোকৰশ্মি
அளவுகோல்,বেঞ্চমাৰ্ক
இருதரப்பு தொடர்பு,দ্বিমুখী যোগাযোগ
இருதரப்பு இணைப்பு,দ্বিমুখী সংযোগ
பைனரி குறியீடு,বাইনাৰী ক&#39;ড
பைனரி இலக்கம்,বাইনাৰী অংক
பைனரி உள்ளீட்டு வெளியீட்டு அமைப்பு (பயாஸ்),বাইনাৰী ইনপুট আউটপুট চিস্টেম (BIOS)
பைனரி எண்,বাইনাৰী সংখ্যা
பைனரி ஆபரேட்டர்,বাইনাৰী অপাৰেটৰ
பைனரி உறவு,বাইনাৰী সম্পৰ্ক
பைனரி தேடல்,বাইনাৰী সন্ধান
பைனரி தேடல் மரம் (BST),বাইনাৰী সন্ধান গছ (BST)
பைனரி பரிமாற்றம்,বাইনাৰী স্থানান্তৰ
பைனரி மரம்,বাইনাৰী গছ
இருமுனை நினைவகம்,বাইপোলাৰ মেম’ৰী
பிறப்பு இறப்பு மாதிரி,জন্ম মৃত্যুৰ আৰ্হি
பிறப்பு இறப்பு செயல்முறை,জন্ম মৃত্যু প্ৰক্ৰিয়া
பிட்,বিট
சிறிய தவறு,বিট দোষ
பிட் வரைபடம்,বিট মেপ
பிட் மேப் பிக்சல் (BMP),বিট মেপ পিক্সেল (BMP)
பிட் மேட்ரிக்ஸ்,বিট মেট্ৰিক্স
பிட் முறை,বিট পেটাৰ্ণ
பிட் நிலை,বিটৰ অৱস্থান
பிட் விகிதம்,বিট হাৰ
கருப்பு பெட்டி சோதனை,ব্লেক বক্স পৰীক্ষা
கண் சிமிட்டுதல்,টিপটিপিয়াই
தொகுதி,অৱৰুদ্ধ কৰা
தொகுதி தற்காலிக சேமிப்பு,ব্লক কেচ
தடுப்பு சோதனை,ব্লক চেক কৰক
தொகுதி நகல்,ব্লক কপি
தொகுதி வரைபடம்,ব্লক ডায়াগ্ৰাম
பிணையத்தைத் தடுக்கிறது,নেটৱাৰ্ক ব্লক কৰা
பலகை,ব’ৰ্ড
புத்தககுறி,বুক মাৰ্ক
பூலியன் இயற்கணிதம்,বুলিয়ান বীজগণিত
பூலியன் உறவு,বুলিয়ান সম্পৰ্ক
துவக்க பகிர்வு,বুট বিভাজন
பூட் ஸ்ட்ராப்பிங்,বুট ষ্ট্ৰেপিং
பூட்-ஸ்ட்ராப் ஏற்றி,বুট-ষ্ট্ৰেপ লোডাৰ
பாலம்,সেঁতু
பிராட்பேண்ட் நெட்வொர்க்கிங்,ব্ৰডবেণ্ড নেটৱৰ্কিং
ஒளிபரப்பு,সম্প্ৰচাৰ
ஒலிபரப்பு வானொலி,সম্প্ৰচাৰ ৰেডিঅ&#39;
உலவ,ব্ৰাউজ কৰক
உலாவி,ব্ৰাউজাৰ
பி-மரம்,বি-বৃক্ষ
குமிழி நினைவகம்,বুদবুদ স্মৃতিশক্তি
குமிழி வகை,বুদবুদ সজাই পৰাই তোলা
வாளி,বাল্টি
நண்பர் அமைப்பு,বন্ধু ব্যৱস্থা
பட்ஜெட் பயனுள்ள கட்டுப்பாடு,বাজেট ফলপ্ৰসূ নিয়ন্ত্ৰণ
தாங்கல்,বাফাৰ
பிழை,পোক
பேருந்து,বাছ
பைட்,বাইট
பைட் குறியீடு,বাইট ক&#39;ড
c,গ
C++,C++
தற்காலிக சேமிப்பு,cache
கேச் தாங்கல்,কেশ্ব বাফাৰ
கேச் நினைவகம்,কেশ্ব মেমৰি
கணக்கீடு,গণনা কৰা
கால்குலேட்டர்,কেলকুলেটৰ
கால்குலேட்டர் சிப்,কেলকুলেটৰ চিপ
அழைப்பு,কল কৰা
பெயரால் அழைக்கவும்,নামেৰে ফোন কৰক
குறிப்பு மூலம் அழைப்பு,ৰেফাৰেন্সৰ দ্বাৰা কল কৰক
மதிப்பு மூலம் அழைப்பு,মূল্যৰ দ্বাৰা কল কৰক
மாறிகள் மூலம் அழைப்பு,চলকৰ দ্বাৰা কল কৰক
அழைப்பு வாயில்,গেট কল কৰক
ரத்து செய்,বাতিল কৰক
ரத்து பொத்தான்,বাতিল বুটাম
நியமனம்,canonical
நியமன வடிவம்,কেননিক ৰূপ
திறன்,ক্ষমতা
திறன் பட்டியல்,ক্ষমতা তালিকা
திறன்,ক্ষমতা
தொப்பி பூட்டு விசை,caps লক চাবি
அட்டை,কাৰ্ড
கார்டு ரீடர்,কাৰ্ড ৰিডাৰ
கார்டினாலிட்டி,কাৰ্ডিনালিটি
கேரியர்,বাহক
கேரியர் பேண்ட்,বাহক বেণ্ড
கேரியர் சுமை,বাহক বোজা
கேரியர் சிக்னல்,বাহক সংকেত
கேரியர் அலை,বাহক তৰংগ
சுமந்து செல்,কঢ়িওৱা
இலக்கத்தை எடுத்துச் செல்லுங்கள்,carry digit
கொடியை ஏந்தி,পতাকা কঢ়িয়াই নিয়া
கெட்டி வட்டு,কাৰ্টিজ ডিস্ক
அருவி,cascade
வழக்கு,ঘটনা
கத்தோட் கதிர் குழாய் (CRT),কেথড ৰে টিউব (CRT)
கேத்தோடு கதிர் குழாய் (CRT),কেথ&#39;ড ৰে টিউব (CRT)
CD ROM வட்டு இயக்கி,CD ROM ডিষ্ক ড্ৰাইভ
செல்,কোষ
செல் அனிமேஷன்,কোষ এনিমেচন
கை பேசி,চেলুলাৰ ফোন
மைய நினைவகம்,কেন্দ্ৰীয় স্মৃতিশক্তি
மத்திய செயலாக்க அலகு (CPU),কেন্দ্ৰীয় প্ৰক্ৰিয়াকৰণ একক (CPU)
மையப்படுத்தப்பட்ட அமைப்பு,কেন্দ্ৰীভূত ব্যৱস্থা
சான்றளிக்கப்பட்ட நாடா,প্ৰমাণিত টেপ
சங்கிலி,শিকলি
சங்கிலி தரவு,শৃংখল তথ্য
சங்கிலி இணைப்பு,শৃংখল সংযোগ
சங்கிலியிடுதல்,চেইনিং
சேனல்,চেনেল
சேனல் பிஸியான தொனி,চেনেল ব্যস্ত সুৰ
சேனல் திறன்,চেনেলৰ ক্ষমতা
சேனல் கட்டுப்படுத்தி,চেনেল নিয়ন্ত্ৰক
சேனல் பிழை,চেনেলৰ ভুল
சேனல் நிரல்,চেনেল প্ৰগ্ৰেম
சேனல் நம்பகத்தன்மை,চেনেলৰ নিৰ্ভৰযোগ্যতা
சேனல் தொகுப்பு,চেনেল ছেট
பாத்திரம்,চৰিত্ৰ
எழுத்து குறியீடு,আখৰৰ ক&#39;ড
எழுத்து திறவுகோல்,আখৰৰ চাবি
பாத்திர வாசகர்,চৰিত্ৰ পাঠক
எழுத்து அளவு,আখৰৰ আকাৰ
விளக்கப்படம்,তালিকা
சேஸ்பீடம்,চেছিছ
சோதனை பிட்,বিট পৰীক্ষা কৰক
எண்ணை சரிபார்க்க,ডিজিট পৰীক্ষা কৰক
காசோலை தொகை,ৰাশি পৰীক্ষা কৰক
சரிபார்ப்பு வார்த்தை,শব্দ পৰীক্ষা কৰক
சிப்,চিপ
சிப் தொகுப்பு,চিপ চেট
தேர்வு,বাছনি কৰক
வர்ண ரீதியாக,ৰঙীনভাৱে
மறைக்குறியீடு,চাইফাৰ
சுற்று,বৰ্তনী
வட்ட பட்டியல்,বৃত্তাকাৰ তালিকা
சிரஸ்,cirus
மேற்கோள்,উদ্ধৃতি
வர்க்கம்,শ্ৰেণী
வர்க்க மாறி,ক্লাছ ভেৰিয়েবল
வகைப்பாடு,শ্ৰেণীবিভাজন
தெளிவானது,পৰিষ্কাৰ
தெளிவான பகுதி,স্পষ্ট এলেকা
தெளிவான சேனல்,ক্লিয়াৰ চেনেল
கிளிக் செய்யவும்,ক্লিক কৰক
வாடிக்கையாளர்,গ্ৰাহক
கிளையன்ட் சர்வர்,ক্লাএন্ট চাৰ্ভাৰ
கிளையன்ட் ஸ்டப்,ক্লায়েন্ট ষ্টাব
சிறு படம்,ক্লিপ আৰ্ট
கிளிப் ஆர்ட் நூலகம்,ক্লিপ আৰ্ট লাইব্ৰেৰী
கிளிப் போர்டு,ক্লিপ বৰ্ড
கிளிப்பர்,ক্লিপাৰ
கிளிப்பர் சிப்,ক্লিপাৰ চিপ
குழு,ক্লিক
கடிகாரம்,ঘড়ী
கடிகார சுழற்சி,ঘড়ীৰ চক্ৰ
கடிகார அதிர்வெண்,ঘড়ীৰ কম্পাঙ্ক
கடிகார வன்பொருள்,ঘড়ী হাৰ্ডৱেৰ
கடிகார துடிப்பு,ঘড়ীৰ স্পন্দন
கடிகார வேகம்,ঘড়ীৰ গতি
கடிகார ஒத்திசைவு,ঘড়ী সমন্বয়
கடிகார டிக்,ঘড়ীৰ টিক
குளோன்,ক্ল&#39;ন
நெருக்கமான,বন্ধ
க்ளோஸ் சர்க்யூட் டிவி (சிசிடிவி),ক্ল&#39;জ চাৰ্কিট টিভি (CCTV)
மூடல்,বন্ধ কৰা
கிளவுட் கம்ப்யூட்டிங்,ক্লাউড কম্পিউটিং
