Tamil,Assamese
மின்னணு நிதி பரிமாற்ற அமைப்பு (EFTS),ইলেক্ট্ৰনিক ধন হস্তান্তৰ ব্যৱস্থা (EFTS)
மின்னணு இதழ்கள்,ইলেক্ট্ৰনিক জাৰ্নেল
மின்னணு வெளியீடு,ইলেক্ট্ৰনিক প্ৰকাশন
மின்னணு சுவிட்ச்,ইলেক্ট্ৰনিক চুইচ
உறுப்பு,উপাদান
மின்னஞ்சல்,ই-মেইল
மின்னஞ்சல் முகவரி,ই-মেইল ঠিকনা
உட்பொதிக்கப்பட்ட அமைப்பு,এম্বেডেড চিস্টেম
உட்பொதித்தல்,এম্বেডিং
உமிழ்ப்பான் ஜோடி தர்க்கம் (ECL),এমিটাৰ কাপল লজিক (ECL)
வெற்று அடுக்கு,খালী ষ্টেক
வெற்று சரம்,খালী ষ্ট্ৰিং
முன்மாதிரி,অনুকৰণ
அடைப்பு,এনকেপচুলেচন
குறியாக்கி,encipher
குறியாக்கம்,এনকোড কৰক
குறியாக்கி,এনকোডাৰ
மறைகுறியாக்கப்பட்ட தரவு,এনক্ৰেপ্ট কৰা তথ্য
என்கிரிப்ட் கோப்பு முறைமை,নথিপত্ৰপ্ৰণালীক এনক্ৰিপ্ট কৰা
குறியாக்கம்,এনক্ৰিপচন
தொகுதியின் முடிவு,ব্লকৰ শেষ
கோப்பின் முடிவு (EOF),ফাইলৰ শেষ (EOF)
கடைசி பயனாளி,শেষ ব্যৱহাৰকাৰী
நுழைய,প্ৰৱেশ কৰা
நுழைவு விசை,এণ্টাৰ-কি
நிறுவன சேவையகம்,এণ্টাৰপ্ৰাইজ চাৰ্ভাৰ
நிறுவன அமைப்பு,উদ্যোগ ব্যৱস্থা
நிறுவனம்,সত্তা
நிறுவனம்-உறவு,সত্তা-সম্পৰ্ক
நுழைவு நேரம்,প্ৰৱেশৰ সময়
நுழைவு மாறி,প্ৰৱেশ চলক
எண்ணத்தக்க,গণনাযোগ্য
சூழல்,পৰিৱেশ
சகாப்தம்,যুগ
EPROM,EPROM
எப்சிலன் மூடல்,এপ্সিলন বন্ধ কৰা
சமநிலைப்படுத்தி,ইকুৱেলাইজাৰ
உபகரணங்கள்,সঁজুলি
சமநிலை வகுப்பு,সমতুল্যতা শ্ৰেণী
சமமான உறவு,সমতুল্যতা সম্পৰ্ক
அழிக்க,মচি পেলাওক
பிழை திருத்தும் குறியீடு,ক&#39;ড সংশোধন কৰাত ত্ৰুটি
பிழை திருத்தம்,ভুল সংশোধন
பிழை கண்டறிதல்,ভুল ধৰা পেলোৱা
பிழை கையாளுதல்,ভুল নিয়ন্ত্ৰণ
பிழை செய்தி,ভুল বাৰ্তা
பிழை விகிதம்,ভুলৰ হাৰ
பிழை மீட்பு,ত্ৰুটি পুনৰুদ্ধাৰ
பிழை வழக்கமான,ভুল ৰুটিন
தப்பிக்கும் தன்மை,পলায়ন চৰিত্ৰ
ஈதர்நெட்,ইথাৰনেট
நிகழ்வு,কাৰ্যক্ৰম
நிகழ்வு சங்கிலி,ইভেন্ট শৃংখল
நிகழ்வு கட்டுப்பாடு,ইভেন্ট নিয়ন্ত্ৰণ
நிகழ்வு கவுண்டர்,ইভেন্ট কাউণ্টাৰ
விதிவிலக்கு கையாளுதல்,ব্যতিক্ৰম নিয়ন্ত্ৰণ
பரிமாற்றக்கூடிய வட்டு சேமிப்பு,বিনিময়যোগ্য ডিষ্ক সংৰক্ষণ
விலக்குதல்,বৰ্জন
பிரத்தியேக அல்லது (XOR),একচেটিয়া বা (XOR)
இயங்கக்கூடிய நிரல்,এক্সিকিউটেবল প্ৰগ্ৰেম
நிர்வாக அறிக்கை,কাৰ্য্যবাহী বিবৃতি
முழுமையான தேடல்,বিস্তৃত অনুসন্ধান
உள்ளன,উপলব্ধ
வெளியேறு,প্ৰস্থান
நிபுணர் அமைப்பு,বিশেষজ্ঞ ব্যৱস্থা
வெளிப்பாடு,অভিব্যক্তি
நீட்டிக்கப்பட்ட வரைகலை வரிசை (XGA),সম্প্ৰসাৰিত গ্ৰাফিক এৰে (XGA)
விரிவாக்கப்பட்ட தொழில் தரநிலை (EIS),বৰ্ধিত উদ্যোগ মানদণ্ড (EIS)
நீட்டிக்கப்பட்ட இயந்திரம்,বৰ্ধিত মেচিন
நீட்டிக்கப்பட்ட நினைவகம்,বৰ্ধিত স্মৃতিশক্তি
நீட்டிக்கப்பட்ட துல்லியம்,বৰ্ধিত নিখুঁততা
நீட்டிக்கப்பட்ட வரிசையாக்கம்,বৰ্ধিত সজাই পৰাই তোলা
வெளிப்புற அழைப்பு,বাহ্যিক কল
வெளிப்புற பிழை,বাহ্যিক ভুল
வெளிப்புற செயல்பாடு,বাহ্যিক কাৰ্য্য
வெளிப்புற குறுக்கீடு,বাহ্যিক বাধা
வெளிப்புற நினைவகம்,বাহ্যিক স্মৃতিশক্তি
வெளிப்புற நினைவகம்,বাহ্যিক স্মৃতিশক্তি
வெளிப்புற மோடம்,বাহ্যিক মডেম
வெளிப்புற குறிப்பு,বাহ্যিক উল্লেখ
வெளிப்புற தேடல்,বাহ্যিক অনুসন্ধান
வெளிப்புற சேமிப்பக சாதனம்,বাহ্যিক সংৰক্ষণ ডিভাইচ
பிரித்தெடுத்தல்,নিষ্কাশন
எக்ஸ்ட்ராபோலேஷன்,বহিঃপ্ৰক্ষেপণ
முக எழுத்து அச்சுப்பொறி,মুখ-আখৰ প্ৰিন্টাৰ
தோல்வி-பாதுகாப்பான செயல்பாடு,বিফল-নিৰাপদ কাৰ্য্য
தோல்வி விகிதம்,বিফলতাৰ হাৰ
தோல்வி மீட்பு,বিফলতা পুনৰুদ্ধাৰ
தவறான குறியீடு,মিছা ক&#39;ড
தவறான பிழை,মিছা ভুল
ரசிகர்-இன்,ফেন-ইন
ரசிகர்-அவுட்,ফেন-আউট
பாசிமைல் I/O சாதனம்,fascimile I/O ডিভাইচ
வேகமான நான்கு உருமாற்றம் (FFT),দ্ৰুত ফোৰিয়াৰ ৰূপান্তৰ (FFT)
கொடிய பிழை,মাৰাত্মক ভুল
தவறு கண்டறிதல்,ত্ৰুটি ধৰা পেলোৱা
தவறு கண்டறிதல்,দোষ নিদান
தவறு சகிப்புத்தன்மை,দোষ সহনশীলতা
தொலைநகல்,ফেক্স
தொலைநகல் செய்தி,ফেক্স বাৰ্তা
FDC,এফ ডি চি
அம்சம் கண்டறிதல்,বৈশিষ্ট্য ধৰা পেলোৱা
உணவு சுழற்சி,ফিড চক্ৰ
பின்னூட்டம்,মতামত
ஊட்டி,ফিডাৰ
எடுக்க,লৈ অনা
ஃபைபோனச்சி தேடல்,fibonacci অনুসন্ধান
ஃபைபோனச்சி வரிசை,fibonacci ক্ৰম
ஃபைபோனச்சி தொடர்,fibonacci শৃংখলা
ஃபைபர் ஆப்டிக்ஸ்,ফাইবাৰ অপটিক্স
fido net,ফিডো নেট
களம்,ক্ষেত্ৰ
ஐந்தாம் தலைமுறை கணினிகள்,পঞ্চম প্ৰজন্মৰ কম্পিউটাৰ
கோப்பு,ফাইল
கோப்பு அணுகல் முறை,ফাইল অভিগম পদ্ধতি
கோப்பு ஒதுக்கீடு அட்டவணை,ফাইল আবণ্টন টেবুল
கோப்பு சுருக்கம்,ফাইল সংকোচন
கோப்பு நகலெடுக்கிறது,ফাইল কপি কৰা
கோப்பு தளவமைப்பு,ফাইল বিন্যাস
கோப்பு ஒன்றிணைத்தல்,ফাইল মাৰ্জ কৰক
கோப்பு மீட்பு,ফাইল পুনৰুদ্ধাৰ
கோப்பு சேமிப்பு,নথিপত্ৰ সংৰক্ষণ
கோப்பு அமைப்பு,নথিপত্ৰ গঠন
கோப்பு முறை,নথিপত্ৰপ্ৰণালী
கோப்பு பரிமாற்றம்,ফাইল স্থানান্তৰ
கோப்பு பரிமாற்ற நெறிமுறை (FTP),নথিপত্ৰ স্থানান্তৰ প্ৰটোকল (FTP)
வடிகட்டி,ফিল্টাৰ
இறுதி நிலை,চূড়ান্ত অৱস্থা
கண்டுபிடிக்க,সন্ধান কৰা
வரையறுக்கப்பட்ட நிலை இயந்திரம்,সসীম অৱস্থাৰ যন্ত্ৰ
தீ சுவர்,জুইৰ দেৱাল
நிலைபொருள்,ফাৰ্মৱেৰ
முதலில் வருபவர்களுக்கு முன்னுரிமை,প্ৰথমে আহক প্ৰথমে পৰিবেশন কৰক
முதல் தலைமுறை கணினி,প্ৰথম প্ৰজন্মৰ কম্পিউটাৰ
ஃபர்ஸ்ட் இன் ஃபர்ஸ்ட் அவுட் (FIFO),প্ৰথম ইন প্ৰথম আউট (FIFO)
முதல் வரிசை தர்க்கம்,প্ৰথম ক্ৰমৰ যুক্তি
முதல் வரிசை கோட்பாடு,প্ৰথম ক্ৰমৰ তত্ত্ব
நிலையான பகிர்வு,স্থিৰ বিভাজন
கொடி,পতাকা
நெகிழ்வான வட்டு,নমনীয় ডিষ্ক
நெகிழ் வட்டு,ফ্লপি ডিস্ক
நெகிழ் வட்டு இயக்கி (Fdd),ফ্লপি ডিষ্ক ড্ৰাইভ (Fdd)
ஓட்ட விளக்கப்படம்,ফ্ল&#39; চাৰ্ট
கட்டுப்பாட்டு ஓட்டம்,নিয়ন্ত্ৰণৰ প্ৰবাহ
பறிப்பு,ফ্লাছ
கோப்புறை,ফোল্ডাৰ
எழுத்துரு,ফন্ট
எழுத்துரு குடும்பம்,ফন্ট পৰিয়াল
வெளிநாட்டு விசை,বিদেশী চাবি
வடிவம்,প্ৰপত্ৰ
முறையான மொழி,আনুষ্ঠানিক ভাষা
முறையான அமைப்பு,আনুষ্ঠানিক ব্যৱস্থা
வடிவம்,ফৰ্মেট
வடிவமைத்தல்,ফৰ্মেটিং
ஃபோர்ட்ரான்,fortran
fortran நிரலாக்க,fortra প্ৰগ্ৰেমিং
முன்னோக்கி சாய்வு,ফৰৱাৰ্ড স্লেছ
நான்காம் தலைமுறை கணினி,চতুৰ্থ প্ৰজন্মৰ কম্পিউটাৰ
துண்டு,খণ্ড
சட்டகம்,ফ্ৰেম
இலவச வலை,মুক্ত নেট
இலவச மென்பொருள் அடித்தளம்,মুক্ত চফ্টৱেৰ ভেটি
இலவச சேமிப்பு,বিনামূলীয়া সংৰক্ষণ
இலவச மென்பொருள்,ফ্ৰীৱেৰ
முன் முனை,আগশাৰীৰ
முன் குழு,ফ্ৰন্ট পেনেল
செயல்பாடு,অনুষ্ঠান
செயல்பாட்டு விசை,ফাংচন কি&#39;
செயல்பாடு குறிப்பு,ফাংচন ৰেফাৰেন্স
செயல்பாட்டு சார்பு,কাৰ্য্যকৰী নিৰ্ভৰশীলতা
செயல்பாட்டு சோதனை,কাৰ্য্যকৰী পৰীক্ষণ
தெளிவற்ற தர்க்கம்,অস্পষ্ট যুক্তি
தெளிவற்ற தொகுப்பு,অস্পষ্ট ছেট
ஆதாயம்,লাভ কৰা
விளையாட்டு மரம்,খেলা গছ
இடைவெளி பாத்திரம்,ফাঁক চৰিত্ৰ
குப்பை,আৱৰ্জনা
குப்பை சேகரிப்பு,জাবৰ সংগ্ৰহ
குப்பை சேகரிப்பு,জাবৰ সংগ্ৰহ
குப்பையில் குப்பை (GIGO),জাবৰত জাবৰ বাহিৰলৈ ওলাই যোৱা (GIGO)
வாயில்,গেট
நுழைவாயில்,গেটৱে
பொது திட்டம்,সাধাৰণ কাৰ্যসূচী
பொது திட்டம்,সাধাৰণ কাৰ্যসূচী
பொது நோக்கம் கணினி,সাধাৰণ উদ্দেশ্যৰ কম্পিউটাৰ
பொது நோக்கம் கணினி,সাধাৰণ উদ্দেশ্যৰ কম্পিউটাৰ
பொது பதிவு,সাধাৰণ পঞ্জীয়ন
பொதுமைப்படுத்தல்,সাধাৰণীকৰণ
பொதுமைப்படுத்தல்,সাধাৰণীকৰণ
பொது நோக்க மொழி,সাধাৰণ উদ্দেশ্যৰ ভাষা
பொது நோக்க இயக்க முறைமை,সাধাৰণ উদ্দেশ্যৰ অপাৰেটিং sysem
பொது நோக்கப் பதிவேடு,সাধাৰণ উদ্দেশ্যৰ পঞ্জীয়ন
உருவாக்கப்பட்ட பிழை,সৃষ্টি কৰা ভুল
செயல்பாடு உருவாக்கும்,জেনেৰেটিং ফাংচন
பொதுவான வகுப்பு,জেনেৰিক ক্লাছ
பொதுவான செயல்பாடு,জেনেৰিক ফাংচন
பொதுப்பெயர்,জেনেৰিক নাম
ஜிகோ,gigo
உலகளாவிய,সাৰ্বজনীন
உலகளாவிய குறியீடு,গ্লোবেল ক&#39;ড
உலகளாவிய பூட்டு,গ্লোবেল লক
உலகளாவிய நெட்வொர்க்,গ্লোবেল নেটৱৰ্ক
உலகளாவிய நெட்வொர்க்,গ্লোবেল নেটৱৰ্ক
உலகளாவிய பயனர்,গ্লোবেল ব্যৱহাৰকাৰী
உலகளாவிய மாறி,গ্লোবেল ভেৰিয়েবল
உலகமயமாக்கல்,বিশ্বায়ন
கோபர்,gopher
கோபர் வாடிக்கையாளர்,gopher ক্লায়েন্ট
கோபர் சர்வர்,gopher চাৰ্ভাৰ
கோபர் தளம்,gopher চাইট
கோபர் விண்வெளி,gopher স্থান
அழகான சீரழிவு,graceful অৱক্ষয়
இலக்கண சரிபார்ப்பவர்,ব্যাকৰণ পৰীক্ষক
இலக்கணம் நேர்த்தியான வெளியேற்றம்,ব্যাকৰণ graceful প্ৰস্থান
பெரும் மொத்தம்,সৰ্বমুঠ
வரைபடம்,গ্ৰাফ
வரைபடம் வரைதல்,গ্ৰাফ প্লটিং
வரைகலை பாத்திரம்,গ্ৰাফিক চৰিত্ৰ
வரைகலை கட்டுப்படுத்தி,গ্রাফিক নিয়ন্ত্রক
வரைகலை தரவு அமைப்பு,গ্ৰাফিক ডাটা গঠন
வரைகலை காட்சி நிரல்,গ্ৰাফিক প্ৰদৰ্শন প্ৰগ্ৰেম
கிராஃபிக் காட்சி தீர்மானம்,গ্ৰাফিক প্ৰদৰ্শন ৰিজ&#39;লিউচন
வரைகலை மொழி,গ্ৰাফিক ভাষা
வரைகலை மொழி,গ্ৰাফিক ভাষা
வரைகலை குழு,গ্ৰাফিক পেনেল
வரைகலை அனிமேஷன்,গ্ৰাফিকেল এনিমেচন
வரைகலை இடைமுக வடிவம் (GIF),চিত্ৰাঙ্কিত আন্তঃপৃষ্ঠ বিন্যাস (GIF)
வரைகலை பயனர் இடைமுகம் (GUI),চিত্ৰাঙ্কিত ব্যৱহাৰকাৰী আন্তঃপৃষ্ঠ (GUI)
கிராபிக்ஸ்,গ্রাফিক্স
கிராபிக்ஸ் பயன்பாடு,গ্ৰাফিক্স এপ্লিকেচন
கிராபிக்ஸ் கர்சர்,গ্ৰাফিক্স কাৰ্চাৰ
கிராபிக்ஸ் முறை,গ্ৰাফিক্স মোড
கிராபிக்ஸ் தொகுப்பு,গ্ৰাফিক্স পেকেজ
வரைகலை மென்பொருள்,গ্ৰাফিক্স চফ্টৱেৰ
வரைகலை மென்பொருள்,গ্ৰাফিক্স চফ্টৱেৰ
வரைகலை மென்பொருள் தொகுப்பு,গ্ৰাফিক্স চফ্টৱেৰ পেকেজ
சாம்பல் அளவு,ধূসৰ স্কেল
பேராசை முறை,লোভী পদ্ধতি
grep,grep
கட்டம்,গ্ৰিড
கட்ட விளக்கப்படம்,গ্ৰীড চাৰ্ট
கட்டம் கம்ப்யூட்டிங்,গ্ৰীড কম্পিউটিং
கட்டம் பண்பேற்றம்,গ্ৰীড মডুলেচন
தரை அலை,মাটিৰ তৰংগ
குழு,গোট
குழு முகவரி,গোটৰ ঠিকনা
குழு குறியீடு,গ্ৰুপ ক&#39;ড
குழு தொடர்பு,গোটৰ যোগাযোগ
குழு தொடர்பு,গোটৰ যোগাযোগ
குழு அடையாளம்,গোট চিনাক্তকৰণ
குழு பெயர்,গোটৰ নাম
குழுபொருள்,গ্ৰুপৱেৰ
வளர்ச்சி,বৃদ্ধি
காவலர்,ৰক্ষা কৰা
வழிகாட்டப்பட்ட ஊடகங்கள்,নিৰ্দেশিত মাধ্যম
துப்பாக்கி சிப்,গুনজিপ
ஊடுருவு,হেক কৰক
ஹேக்கர்,হেকাৰ
ஹேக்கர் அகராதி,hacker&#39;s অভিধান
அரை சேர்ப்பான்,হাফ এডাৰ
அரை பாலம்,আধা দলং
அரை இரட்டை,হাফ ডুপ্লেক্স
அரை இரட்டை வரி,হাফ ডুপ্লেক্স লাইন
அரை இரட்டை முறை,হাফ ডুপ্লেক্স মোড
பாதி தீவிரம்,আধা তীব্ৰতা
அரை திசைவி,হাফ ৰাউটাৰ
அரை கழிப்பான்,আধা বিয়োগকাৰী
அரை டோனிங்,হাফ টোনিং
அரை வார்த்தை,আধা শব্দ
வலிமிகுந்த சுழற்சி,hamiltonious চক্ৰ
ஹாமிங் குறியீடு,হামিং কোড
கை,হাত
கை நகல்,হাতৰ কপি
கைப்பிடி,চম্ভালা
கையாளுதல்,হেণ্ডলিং
தொங்கும்,ওলমা
மகிழ்ச்சி வலை,সুখী নেট
கடின நகல் சாதனம்,হাৰ্ড কপি ডিভাইচ
வன் வட்டு,হাৰ্ড ডিস্ক
ஹார்ட் டிஸ்க் செயலிழப்பு,হাৰ্ড ডিষ্ক ক্ৰেচ
கடினமான பிழை,কঠিন ভুল
வன்பொருள் ஓட்டம் கட்டுப்பாடு,হাৰ্ডৱেৰ প্ৰবাহ নিয়ন্ত্ৰণ
இசைவான,হাৰমনিক
ஹார்மோனிக் சராசரி,হাৰমনিক গড়
ஹாஷ்,hash
ஹாஷ் வரைபடம்,হেচ ডায়াগ্ৰাম
ஹாஷ் அட்டவணை,হেচ টেবুল
ஹாஷிங் நுட்பம்,হেচিং কৌশল
தலைப்பு,হেডাৰ
குவியல்,ঢেৰ
குவியல் வகை,heap sort
உதவி,সহায়
உதவி திரை,সহায় পৰ্দা
ஹெல்ப்நெட்,হেল্পনেট
ஹெர்ட்ஸ்,হাৰ্টজ
ஹூரிஸ்டிக்,heuristic
ஹூரிஸ்டிக் முறை,হিউৰিষ্টিক পদ্ধতি
பதின்ம எண்கள்,ষড়দশমিক সংখ্যা
மறைக்கப்பட்ட வரி,লুকাই থকা ৰেখা
படிநிலை தரவு தளம்,স্তৰভিত্তিক তথ্য ভিত্তি
படிநிலை கோப்பு முறைமை,স্তৰভিত্তিক নথিপত্ৰপ্ৰণালী
படிநிலை நிலப்பரப்பு,স্তৰভিত্তিক ভূ-প্ৰকৃতি
உயர் மட்ட மொழி,উচ্চ পৰ্যায়ৰ ভাষা
அதிக நினைவக பகுதி,উচ্চ স্মৃতিশক্তি এলেকা
உயர் செயல்திறன்,উচ্চ পৰিৱেশন
தாக்கியது,মৰা
வீதம்,হিট হাৰ
வெற்றி விகிதம்,হিট ৰেচিঅ&#39;
துளை,ফুটা
முகப்பு அடைவு,হোম ডাইৰেকটৰী
முகப்பு பக்கம்,হোম পেজ
ஒரே மாதிரியான ஒருங்கிணைப்பு,সমজাতীয় স্থানাংক
ஹாப்,জঁপিওৱা
ஹாப் எண்ணிக்கை,হপ গণনা
கொம்பு,শিঙ
ஹோஸ்ட் கணினி,গৃহস্থ কম্পিউটাৰ
ஹோஸ்ட் கணினி,গৃহস্থ কম্পিউটাৰ
புரவலன் மொழி,গৃহস্থ ভাষা
சூடான சாவி,হট কী
ஹைப்பர் டெக்ஸ்ட் மார்க்அப் மொழி (HTML),হাইপাৰ টেক্সট মাৰ্কআপ ভাষা (HTML)
கருதுகோள்,অনুমান
நான் போட்,মই পড
I/O தாங்கல்,I/O বাফাৰ
I/O போர்ட்,I/O পৰ্টে
I/O அலகு,I/O একক
அடையாளங்காட்டி,চিনাক্তকৰ্তা
அடையாளம்,পৰিচয়
படம்,ছৱি
பட சென்சார்,ইমেজ চেন্সৰ
தாக்க அச்சுப்பொறி,ইমপেক্ট প্ৰিন্টাৰ
தடை,ইম্পিডেন্স
கட்டாய நிரல் மொழி,আৱশ্যকীয় প্ৰগ্ৰেম ভাষা
கட்டாய அறிக்கை,আৱশ্যকীয় বক্তব্য
மறைமுக முகவரி,অন্তৰ্নিহিত ঠিকনা
சாத்தியமற்ற நிகழ்வு,অসম্ভৱ পৰিঘটনা
செயலற்ற முனை,নিষ্ক্ৰিয় ন&#39;ড
முரண்பாடு,অসামঞ্জস্যতা
அதிகரிப்பு,বৃদ্ধি কৰক
குறியீட்டு,সূচী
குறியீட்டு தரவு உருப்படி,সূচী তথ্য বস্তু
குறியீட்டு கோப்பு,সূচী নথিপত্ৰ
குறியீட்டு பதிவு,সূচী পঞ্জীয়ন
குறியீட்டு வரிசை,সূচী ক্ৰমিক
குறியிடப்பட்ட முகவரி,সূচীভুক্ত ঠিকনাকৰণ
குறியிடப்பட்ட மொழி,সূচীভুক্ত ভাষা
அட்டவணைப்படுத்தப்பட்ட வரிசை கோப்பு,সূচীভুক্ত ক্ৰম নথিপত্ৰ
அட்டவணைப்படுத்தப்பட்ட வரிசைமுறை sccess முறை (ISAM),সূচীভুক্ত ক্ৰমিক sccess পদ্ধতি (ISAM)
மறைமுக முகவரி,পৰোক্ষ সম্বোধন
தகவலியல்,তথ্যবিজ্ঞান
தகவல்,তথ্য
தகவல் பிட்,তথ্য বিট
தகவல் மேலாண்மை,তথ্য ব্যৱস্থাপনা
தகவல் மேலாண்மை அமைப்பு (IMS),তথ্য ব্যৱস্থাপনা ব্যৱস্থা (IMS)
தகவல் மீட்பு,তথ্য উদ্ধাৰ কৰা
தகவல் அமைப்பு,তথ্য ব্যৱস্থা
தகவல் தொழில்நுட்பம் (IT),তথ্য প্ৰযুক্তি (IT)
உள்கட்டமைப்பு மேலாண்மை,আন্তঃগাঁথনি ব্যৱস্থাপনা
பரம்பரை,উত্তৰাধিকাৰ
பரம்பரை பிழை,উত্তৰাধিকাৰী সূত্ৰে পোৱা ভুল
ஆரம்ப,প্ৰাৰম্ভিক
ஆரம்ப முகவரி,প্ৰাৰম্ভিক ঠিকনা
ஆரம்ப நிலை,প্ৰাৰম্ভিক অৱস্থা
துவக்கம்,আৰম্ভণি
மை ஜெட் அச்சுப்பொறி,ইংক জেট প্ৰিন্টাৰ
எண்ணிலடங்கா,অসংখ্য
நான் முனை அட்டவணை,i-node টেবুল
செயல்பட முடியாத நேரம்,অকাৰ্য্যকৰী সময়
உள்ளீடு தாங்கல் பதிவு,ইনপুট বাফাৰ ৰেজিষ্টাৰ
உள்ளீட்டு வெளியீட்டு செயலி (I/O செயலி),ইনপুট আউটপুট প্ৰচেছৰ (I/O প্ৰচেছৰ)
உள்ளீடு வெளியீடு பதிவு (I/O பதிவு),ইনপুট আউটপুট ৰেজিষ্টাৰ (I/O ৰেজিষ্টাৰ)
உள்ளீட்டு வெளியீட்டு அறிக்கை (I/O அறிக்கை),ইনপুট আউটপুট বিবৃতি (I/O বিবৃতি)
உள்ளீடு/வெளியீடு (I/O),ইনপুট/আউটপুট (I/O)
உள்ளீடு/வெளியீடு இடையக (I/O இடையக),ইনপুট/আউটপুট বাফাৰ (I/O বাফাৰ)
உள்ளீடு/வெளியீட்டு சாதனம் (I/O சாதனம்),ইনপুট/আউটপুট ডিভাইচ (I/O ডিভাইচ)
செருகு,প্ৰবিষ্ট কৰা
செருகும் வகை,সন্নিৱিষ্ট কৰা সজাই পৰাই তোলা
நிறுவல் நேரம்,সংস্থাপনৰ সময়
உதாரணம்,উদাহৰণ
அறிவுறுத்தல்,নিৰ্দেশনা
அறிவுறுத்தல் கவுண்டர்,নিৰ্দেশনা কাউণ্টাৰ
அறிவுறுத்தல் சுழற்சி,নিৰ্দেশনা চক্ৰ
அறிவுறுத்தல் தொகுப்பு,নিৰ্দেশনা ছেট
முழு எண் நிரலாக்கம்,পূৰ্ণসংখ্যা প্ৰগ্ৰেমিং
முழு எண் மாறி,পূৰ্ণসংখ্যা চলক
ஒருங்கிணைந்த மோடம்,সংহত মডেম
ஒருங்கிணைந்த சேவைகள் டிஜிட்டல் நெட்வொர்க் (ISDN),ডিজিটেল নেটৱৰ্ক (ISDN)
நேர்மை,একতা
அறிவார்ந்த கட்டுப்படுத்தி,বুদ্ধিমান নিয়ন্ত্ৰক
அறிவார்ந்த முனையம்,বুদ্ধিমান টাৰ্মিনেল
இடைப்பட்ட தொகுதி,inter ব্লক
